# event_ticker=KXATPCHALLENGERMATCH-26APR04COPSAC
# final_score=6-4 5-7 6-3
# score_resolution=4-6 7-5 3-6
# match_winner=Vitaliy Sachko
# fav_player=Kimmer Coppejans
# dog_player=Vitaliy Sachko
# kalshi_date=2026-04-04
timestamp,Kimmer Coppejans,Vitaliy Sachko
2026-04-03T20:58:00Z,58.00,
2026-04-03T21:01:00Z,58.00,44.00
2026-04-03T21:47:00Z,54.65,44.00
2026-04-03T22:30:00Z,54.00,44.00
2026-04-03T22:36:00Z,55.00,44.00
2026-04-03T23:20:00Z,55.00,44.00
2026-04-03T23:29:00Z,55.00,44.00
2026-04-03T23:56:00Z,55.00,44.00
2026-04-04T00:10:00Z,55.00,44.00
2026-04-04T01:29:00Z,55.00,44.00
2026-04-04T01:45:00Z,55.00,46.00
2026-04-04T01:49:00Z,55.00,46.00
2026-04-04T02:13:00Z,55.00,46.00
2026-04-04T02:19:00Z,55.00,46.00
2026-04-04T02:23:00Z,55.00,46.00
2026-04-04T02:33:00Z,55.00,46.00
2026-04-04T02:34:00Z,55.00,46.00
2026-04-04T02:41:00Z,55.00,46.00
2026-04-04T02:50:00Z,55.00,45.00
2026-04-04T02:53:00Z,55.00,46.00
2026-04-04T03:02:00Z,55.00,45.00
2026-04-04T03:06:00Z,55.00,45.00
2026-04-04T03:09:00Z,55.00,45.00
2026-04-04T03:27:00Z,55.00,45.00
2026-04-04T03:39:00Z,55.00,45.00
2026-04-04T03:41:00Z,55.00,45.00
2026-04-04T03:50:00Z,55.00,45.00
2026-04-04T03:51:00Z,56.00,45.00
2026-04-04T03:53:00Z,56.00,45.00
2026-04-04T04:00:00Z,56.00,45.00
2026-04-04T04:07:00Z,56.00,45.00
2026-04-04T04:09:00Z,56.00,45.00
2026-04-04T04:11:00Z,56.00,45.00
2026-04-04T04:31:00Z,56.00,45.00
2026-04-04T04:32:00Z,56.74,45.00
2026-04-04T04:34:00Z,57.00,45.00
2026-04-04T04:38:00Z,57.00,45.00
2026-04-04T04:41:00Z,57.00,45.00
2026-04-04T04:44:00Z,57.00,45.00
2026-04-04T04:45:00Z,57.00,45.00
2026-04-04T04:46:00Z,57.00,45.00
2026-04-04T04:52:00Z,57.00,45.00
2026-04-04T04:58:00Z,57.00,45.00
2026-04-04T04:59:00Z,57.00,45.00
2026-04-04T05:01:00Z,57.00,45.00
2026-04-04T05:02:00Z,57.00,45.00
2026-04-04T05:05:00Z,57.00,45.00
2026-04-04T05:06:00Z,56.00,45.00
2026-04-04T05:07:00Z,56.00,45.00
2026-04-04T05:12:00Z,56.00,46.00
2026-04-04T05:13:00Z,56.00,46.00
2026-04-04T05:15:00Z,56.00,46.00
2026-04-04T05:16:00Z,56.00,46.00
2026-04-04T05:17:00Z,56.00,46.00
2026-04-04T05:21:00Z,56.00,46.00
2026-04-04T05:22:00Z,56.00,46.00
2026-04-04T05:24:00Z,56.00,46.00
2026-04-04T05:27:00Z,56.00,46.00
2026-04-04T05:33:00Z,56.00,46.00
2026-04-04T05:35:00Z,56.00,46.00
2026-04-04T05:37:00Z,56.00,46.00
2026-04-04T05:39:00Z,56.00,46.00
2026-04-04T05:49:00Z,55.00,46.00
2026-04-04T05:50:00Z,55.00,46.00
2026-04-04T05:52:00Z,56.00,46.00
2026-04-04T05:53:00Z,56.00,46.00
2026-04-04T06:07:00Z,56.00,46.00
2026-04-04T06:13:00Z,56.00,46.00
2026-04-04T06:19:00Z,56.00,46.00
2026-04-04T06:22:00Z,56.00,46.00
2026-04-04T06:27:00Z,56.00,46.00
2026-04-04T06:28:00Z,56.00,46.00
2026-04-04T06:29:00Z,56.00,46.00
2026-04-04T06:30:00Z,56.00,46.00
2026-04-04T06:32:00Z,56.00,46.00
2026-04-04T06:34:00Z,56.00,46.00
2026-04-04T06:35:00Z,56.00,46.00
