# event_ticker=KXATPCHALLENGERMATCH-26FEB11ZEPSQU
# final_score=3-6 6-3 6-3
# score_resolution=6-3 3-6 3-6
# match_winner=Henri Squire
# fav_player=Giulio Zeppieri
# dog_player=Henri Squire
# kalshi_date=2026-02-11
timestamp,Giulio Zeppieri,Henri Squire
2026-02-11T12:14:00Z,60.00,
2026-02-11T12:18:00Z,60.97,
2026-02-11T12:34:00Z,61.00,
2026-02-11T12:37:00Z,61.00,39.00
2026-02-11T13:11:00Z,59.00,39.00
2026-02-11T13:36:00Z,59.00,43.00
2026-02-11T13:44:00Z,59.00,43.00
2026-02-11T13:56:00Z,59.00,43.00
2026-02-11T14:01:00Z,59.00,43.00
2026-02-11T14:15:00Z,59.00,43.00
2026-02-11T14:55:00Z,59.00,43.00
2026-02-11T14:56:00Z,59.00,43.00
2026-02-11T15:10:00Z,59.00,43.00
2026-02-11T15:19:00Z,59.00,43.00
2026-02-11T15:20:00Z,59.00,43.00
2026-02-11T15:25:00Z,59.00,43.00
2026-02-11T15:27:00Z,59.00,43.00
2026-02-11T15:34:00Z,59.00,43.00
2026-02-11T15:44:00Z,59.00,43.00
2026-02-11T15:50:00Z,59.00,44.00
2026-02-11T15:55:00Z,59.00,44.00
2026-02-11T16:06:00Z,59.00,41.00
2026-02-11T16:11:00Z,59.00,44.00
2026-02-11T16:13:00Z,59.00,44.00
2026-02-11T16:14:00Z,59.00,44.00
2026-02-11T16:16:00Z,59.00,44.00
2026-02-11T16:21:00Z,59.00,44.00
2026-02-11T16:24:00Z,59.00,41.00
2026-02-11T16:31:00Z,59.00,41.00
2026-02-11T16:33:00Z,59.00,41.00
2026-02-11T16:35:00Z,59.00,41.00
2026-02-11T16:42:00Z,59.00,41.00
2026-02-11T17:01:00Z,59.00,41.00
2026-02-11T17:09:00Z,59.00,41.00
2026-02-11T17:15:00Z,59.00,41.00
2026-02-11T17:30:00Z,59.00,41.00
2026-02-11T17:31:00Z,59.00,41.00
2026-02-11T17:35:00Z,59.00,42.00
2026-02-11T17:36:00Z,59.00,42.00
2026-02-11T17:39:00Z,59.00,42.00
2026-02-11T17:41:00Z,59.00,41.00
2026-02-11T17:47:00Z,59.00,41.00
2026-02-11T17:50:00Z,59.00,41.00
2026-02-11T17:52:00Z,59.00,41.00
2026-02-11T18:02:00Z,59.00,41.00
2026-02-11T18:05:00Z,59.00,42.00
2026-02-11T18:15:00Z,59.00,42.00
2026-02-11T18:23:00Z,59.00,42.00
2026-02-11T18:38:00Z,59.00,42.00
2026-02-11T18:39:00Z,59.00,42.00
2026-02-11T18:42:00Z,59.00,42.00
2026-02-11T18:49:00Z,59.00,42.00
2026-02-11T18:51:00Z,59.00,42.00
2026-02-11T18:57:00Z,59.00,42.00
2026-02-11T18:58:00Z,59.00,42.00
2026-02-11T18:59:00Z,59.00,42.00
2026-02-11T19:04:00Z,59.00,42.00
2026-02-11T19:07:00Z,59.00,42.00
2026-02-11T19:17:00Z,59.00,42.00
2026-02-11T19:19:00Z,59.00,42.00
2026-02-11T19:22:00Z,59.00,42.00
2026-02-11T19:24:00Z,59.00,42.00
2026-02-11T19:36:00Z,59.00,42.00
2026-02-11T19:39:00Z,59.00,42.00
2026-02-11T19:40:00Z,59.51,42.00
2026-02-11T19:44:00Z,60.00,42.00
2026-02-11T19:51:00Z,60.00,42.00
2026-02-11T19:52:00Z,60.00,42.00
2026-02-11T19:53:00Z,60.00,42.00
2026-02-11T19:54:00Z,60.00,42.00
2026-02-11T19:58:00Z,59.00,42.00
2026-02-11T20:02:00Z,59.84,42.00
2026-02-11T20:05:00Z,60.00,42.00
2026-02-11T20:06:00Z,60.00,42.00
2026-02-11T20:07:00Z,60.00,42.00
2026-02-11T20:13:00Z,60.00,42.00
2026-02-11T20:17:00Z,60.00,42.00
2026-02-11T20:18:00Z,60.00,42.59
2026-02-11T20:22:00Z,60.00,42.59
2026-02-11T20:24:00Z,60.00,42.59
2026-02-11T20:27:00Z,60.00,42.99
2026-02-11T20:28:00Z,60.00,42.99
2026-02-11T20:30:00Z,60.00,42.99
2026-02-11T20:31:00Z,60.00,42.99
2026-02-11T20:33:00Z,60.38,42.99
2026-02-11T20:34:00Z,60.92,42.99
2026-02-11T20:37:00Z,60.19,43.22
2026-02-11T20:38:00Z,57.14,43.22
2026-02-11T20:40:00Z,58.00,43.22
2026-02-11T20:41:00Z,58.00,43.00
2026-02-11T20:42:00Z,59.00,43.00
2026-02-11T20:43:00Z,59.00,43.00
2026-02-11T20:44:00Z,59.00,43.00
2026-02-11T20:45:00Z,59.00,43.00
2026-02-11T20:46:00Z,59.00,43.00
2026-02-11T20:49:00Z,59.00,43.00
2026-02-11T20:50:00Z,59.00,43.00
2026-02-11T20:52:00Z,59.00,43.00
2026-02-11T20:53:00Z,59.00,43.00
2026-02-11T20:56:00Z,58.00,43.00
2026-02-11T20:57:00Z,58.00,43.00
2026-02-11T20:59:00Z,56.59,43.00
2026-02-11T21:00:00Z,58.00,43.00
2026-02-11T21:02:00Z,58.92,43.00
2026-02-11T21:03:00Z,59.00,43.00
2026-02-11T21:05:00Z,58.23,43.00
2026-02-11T21:07:00Z,56.00,43.00
2026-02-11T21:12:00Z,59.00,43.00
2026-02-11T21:13:00Z,59.00,43.00
2026-02-11T21:14:00Z,59.00,43.00
2026-02-11T21:16:00Z,59.00,42.62
2026-02-11T21:17:00Z,59.00,43.00
2026-02-11T21:18:00Z,59.00,43.00
2026-02-11T21:19:00Z,57.79,43.00
2026-02-11T21:20:00Z,59.00,43.86
2026-02-11T21:21:00Z,59.00,44.00
2026-02-11T21:22:00Z,59.97,41.00
2026-02-11T21:23:00Z,60.00,41.00
2026-02-11T21:24:00Z,60.00,41.00
2026-02-11T21:26:00Z,60.00,41.00
2026-02-11T21:27:00Z,60.00,41.00
2026-02-11T21:28:00Z,60.35,42.59
2026-02-11T21:29:00Z,60.18,42.52
2026-02-11T21:30:00Z,61.13,42.00
2026-02-11T21:31:00Z,64.20,39.29
2026-02-11T21:32:00Z,64.41,37.97
2026-02-11T21:33:00Z,64.64,38.72
2026-02-11T21:34:00Z,61.14,38.68
2026-02-11T21:35:00Z,60.96,41.98
2026-02-11T21:36:00Z,63.08,39.91
2026-02-11T21:37:00Z,64.00,38.00
2026-02-11T21:38:00Z,63.88,37.63
2026-02-11T21:39:00Z,62.99,38.23
2026-02-11T21:40:00Z,60.68,41.30
2026-02-11T21:41:00Z,62.12,41.01
2026-02-11T21:42:00Z,63.60,38.13
2026-02-11T21:43:00Z,63.01,39.03
2026-02-11T21:44:00Z,62.11,39.83
2026-02-11T21:45:00Z,68.67,36.71
2026-02-11T21:46:00Z,71.53,30.07
2026-02-11T21:47:00Z,77.65,22.20
2026-02-11T21:48:00Z,81.94,17.59
2026-02-11T21:49:00Z,82.94,18.56
2026-02-11T21:50:00Z,83.05,18.47
2026-02-11T21:51:00Z,82.98,19.07
2026-02-11T21:52:00Z,82.96,17.75
2026-02-11T21:53:00Z,82.03,18.45
2026-02-11T21:54:00Z,82.23,17.24
2026-02-11T21:55:00Z,81.76,18.16
2026-02-11T21:56:00Z,81.15,19.01
2026-02-11T21:57:00Z,83.67,17.99
2026-02-11T21:58:00Z,83.87,17.98
2026-02-11T21:59:00Z,89.80,12.01
2026-02-11T22:00:00Z,88.50,10.82
2026-02-11T22:01:00Z,88.99,10.62
2026-02-11T22:02:00Z,84.75,15.73
