# event_ticker=KXATPMATCH-26MAR29BURWAL
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Roman Andres Burruchaga
# fav_player=Adam Walton
# dog_player=Roman Andres Burruchaga
# kalshi_date=2026-03-29
timestamp,Adam Walton,Roman Andres Burruchaga
2026-04-01T05:19:00Z,43.00,
2026-04-01T05:24:00Z,43.00,58.00
2026-04-01T05:26:00Z,43.00,58.00
2026-04-01T05:27:00Z,43.00,59.87
2026-04-01T05:28:00Z,43.00,60.94
2026-04-01T05:30:00Z,41.99,60.94
2026-04-01T05:31:00Z,41.99,61.00
2026-04-01T05:33:00Z,41.00,61.00
2026-04-01T05:34:00Z,41.00,61.00
2026-04-01T05:37:00Z,41.00,61.00
2026-04-01T05:38:00Z,41.00,61.00
2026-04-01T05:40:00Z,41.00,61.00
2026-04-01T05:51:00Z,41.00,62.00
2026-04-01T05:53:00Z,41.00,60.00
2026-04-01T05:55:00Z,41.00,60.00
2026-04-01T05:56:00Z,41.00,61.00
2026-04-01T05:59:00Z,41.00,61.00
2026-04-01T06:08:00Z,41.00,61.00
2026-04-01T06:13:00Z,41.00,61.00
2026-04-01T06:18:00Z,41.00,61.00
2026-04-01T06:30:00Z,41.00,61.00
2026-04-01T06:42:00Z,41.00,61.00
2026-04-01T06:43:00Z,41.00,61.00
2026-04-01T06:51:00Z,41.00,61.00
2026-04-01T06:58:00Z,41.00,61.00
2026-04-01T07:06:00Z,41.00,61.00
2026-04-01T07:14:00Z,41.00,61.00
2026-04-01T07:19:00Z,41.00,61.00
2026-04-01T07:27:00Z,40.00,61.00
2026-04-01T07:30:00Z,40.00,61.00
2026-04-01T07:33:00Z,40.00,61.00
2026-04-01T07:35:00Z,40.00,61.00
2026-04-01T07:53:00Z,40.00,61.00
2026-04-01T07:57:00Z,40.00,59.02
2026-04-01T07:58:00Z,40.00,58.00
2026-04-01T08:04:00Z,40.00,61.00
2026-04-01T08:23:00Z,40.00,61.00
2026-04-01T08:25:00Z,40.00,61.00
2026-04-01T08:28:00Z,40.00,61.00
2026-04-01T08:29:00Z,40.00,61.00
2026-04-01T09:09:00Z,40.00,61.00
2026-04-01T09:19:00Z,40.00,61.00
2026-04-01T09:33:00Z,40.00,61.00
2026-04-01T09:46:00Z,40.00,61.00
2026-04-01T09:54:00Z,40.00,61.00
2026-04-01T10:08:00Z,40.00,61.00
2026-04-01T10:23:00Z,40.00,61.00
2026-04-01T10:25:00Z,40.00,61.00
2026-04-01T10:36:00Z,40.00,61.00
2026-04-01T10:40:00Z,40.00,61.00
2026-04-01T10:52:00Z,40.00,61.00
2026-04-01T10:54:00Z,40.00,61.00
2026-04-01T11:00:00Z,40.00,61.00
2026-04-01T11:02:00Z,40.00,61.00
2026-04-01T11:09:00Z,40.00,61.00
2026-04-01T11:10:00Z,40.00,61.00
2026-04-01T11:19:00Z,40.00,60.00
2026-04-01T11:30:00Z,40.00,61.00
2026-04-01T11:35:00Z,40.00,61.00
2026-04-01T11:36:00Z,39.00,61.00
2026-04-01T11:37:00Z,38.90,61.00
2026-04-01T11:38:00Z,38.90,61.00
2026-04-01T11:39:00Z,37.00,61.00
2026-04-01T11:40:00Z,37.00,61.00
2026-04-01T11:43:00Z,37.00,61.00
2026-04-01T11:46:00Z,37.00,61.02
2026-04-01T11:55:00Z,37.00,65.00
2026-04-01T11:56:00Z,37.00,65.00
2026-04-01T12:01:00Z,37.00,65.00
2026-04-01T12:02:00Z,35.00,65.00
2026-04-01T12:08:00Z,36.00,65.00
2026-04-01T12:13:00Z,36.00,65.00
2026-04-01T12:22:00Z,36.00,65.87
2026-04-01T12:25:00Z,36.00,66.00
2026-04-01T12:32:00Z,36.00,66.00
2026-04-01T12:33:00Z,36.00,66.00
2026-04-01T12:38:00Z,36.00,66.00
2026-04-01T12:39:00Z,36.00,66.00
2026-04-01T12:40:00Z,36.00,66.00
2026-04-01T12:41:00Z,36.00,66.00
2026-04-01T12:43:00Z,35.00,66.00
