# event_ticker=KXATPMATCH-26MAY17AUGKOP
# final_score=7-5 6-1
# match_winner=Felix Auger-Aliassime
# fav_player=Felix Auger-Aliassime
# dog_player=Vit Kopriva
# kalshi_date=2026-05-17
timestamp,Felix Auger-Aliassime,Vit Kopriva
2026-05-19T00:31:00Z,70.00,
2026-05-19T00:52:00Z,70.00,
2026-05-19T01:15:00Z,69.82,
2026-05-19T01:49:00Z,70.00,
2026-05-19T01:53:00Z,70.00,
2026-05-19T02:19:00Z,70.00,32.00
2026-05-19T02:37:00Z,70.00,32.00
2026-05-19T02:48:00Z,70.00,32.00
2026-05-19T02:52:00Z,70.00,32.00
2026-05-19T02:53:00Z,70.00,32.00
2026-05-19T03:06:00Z,70.00,32.00
2026-05-19T03:07:00Z,70.00,32.00
2026-05-19T03:41:00Z,70.00,32.00
2026-05-19T03:42:00Z,70.00,32.00
2026-05-19T03:43:00Z,70.00,32.00
2026-05-19T03:45:00Z,70.00,32.00
2026-05-19T03:47:00Z,70.00,32.00
2026-05-19T03:48:00Z,70.00,32.00
2026-05-19T03:49:00Z,70.00,31.00
2026-05-19T03:50:00Z,70.00,32.00
2026-05-19T03:51:00Z,70.00,32.00
2026-05-19T03:53:00Z,69.00,32.00
2026-05-19T03:57:00Z,70.00,32.00
2026-05-19T03:59:00Z,70.00,32.00
2026-05-19T04:02:00Z,70.00,31.00
2026-05-19T04:03:00Z,70.00,31.00
2026-05-19T04:04:00Z,70.00,31.00
2026-05-19T04:11:00Z,70.00,31.00
2026-05-19T04:14:00Z,70.00,31.00
2026-05-19T04:16:00Z,70.00,31.00
2026-05-19T04:17:00Z,70.00,32.00
2026-05-19T04:20:00Z,70.00,32.00
2026-05-19T04:23:00Z,70.00,32.00
2026-05-19T04:25:00Z,70.00,32.00
2026-05-19T04:27:00Z,70.00,32.00
2026-05-19T04:38:00Z,70.00,32.00
2026-05-19T04:39:00Z,70.00,32.00
2026-05-19T04:42:00Z,70.00,32.00
2026-05-19T04:50:00Z,70.00,32.00
2026-05-19T04:54:00Z,70.00,32.00
2026-05-19T04:55:00Z,70.00,32.00
2026-05-19T04:57:00Z,70.00,32.00
2026-05-19T05:00:00Z,70.00,32.00
2026-05-19T05:03:00Z,70.00,32.00
2026-05-19T05:08:00Z,70.00,32.00
2026-05-19T05:11:00Z,70.00,32.00
2026-05-19T05:12:00Z,70.00,32.00
2026-05-19T05:20:00Z,70.00,32.00
2026-05-19T05:23:00Z,70.00,32.00
2026-05-19T05:30:00Z,70.00,32.00
2026-05-19T05:31:00Z,70.00,32.00
2026-05-19T05:36:00Z,70.00,32.00
2026-05-19T05:37:00Z,70.00,32.00
2026-05-19T05:45:00Z,70.00,32.00
2026-05-19T05:48:00Z,70.00,32.00
2026-05-19T05:49:00Z,70.00,32.00
2026-05-19T05:50:00Z,70.00,32.00
2026-05-19T05:52:00Z,70.00,32.00
2026-05-19T05:55:00Z,70.00,32.00
2026-05-19T06:02:00Z,70.00,32.00
2026-05-19T06:04:00Z,70.00,32.00
2026-05-19T06:10:00Z,70.00,31.01
2026-05-19T06:12:00Z,70.00,31.01
2026-05-19T06:19:00Z,70.00,31.01
2026-05-19T06:23:00Z,70.00,31.01
2026-05-19T06:25:00Z,70.00,31.01
2026-05-19T06:26:00Z,70.00,31.01
2026-05-19T06:28:00Z,70.00,30.00
2026-05-19T06:32:00Z,70.00,30.00
2026-05-19T06:39:00Z,70.00,30.00
2026-05-19T06:43:00Z,70.00,30.00
2026-05-19T06:44:00Z,70.00,30.00
2026-05-19T06:47:00Z,70.00,30.00
2026-05-19T06:48:00Z,70.00,31.00
2026-05-19T06:54:00Z,70.00,31.00
2026-05-19T06:55:00Z,70.00,31.00
2026-05-19T06:57:00Z,70.00,31.00
2026-05-19T07:15:00Z,70.00,31.00
2026-05-19T07:28:00Z,70.00,30.00
2026-05-19T07:35:00Z,70.00,31.00
2026-05-19T07:44:00Z,70.00,31.00
2026-05-19T07:54:00Z,70.00,31.00
2026-05-19T07:55:00Z,70.00,31.00
2026-05-19T07:58:00Z,70.00,31.00
