# event_ticker=KXATPCHALLENGERMATCH-26MAY26KOTONC
# final_score=6-1 3-6 6-4
# score_resolution=1-6 6-3 4-6
# match_winner=Pavel Kotov
# fav_player=Gauthier Onclin
# dog_player=Pavel Kotov
# kalshi_date=2026-05-26
timestamp,Pavel Kotov,Gauthier Onclin
2026-05-26T01:17:00Z,51.00,
2026-05-26T01:30:00Z,51.00,48.00
2026-05-26T02:55:00Z,51.00,50.00
2026-05-26T03:50:00Z,51.00,50.00
2026-05-26T04:55:00Z,51.00,50.00
2026-05-26T05:03:00Z,51.00,50.00
2026-05-26T05:40:00Z,51.00,50.00
2026-05-26T06:56:00Z,51.00,50.00
2026-05-26T07:57:00Z,51.00,49.00
2026-05-26T07:58:00Z,51.00,50.00
2026-05-26T08:14:00Z,52.00,50.00
2026-05-26T09:25:00Z,52.00,50.00
2026-05-26T10:52:00Z,52.89,49.99
2026-05-26T11:12:00Z,52.89,49.00
2026-05-26T12:40:00Z,52.89,50.98
2026-05-26T12:51:00Z,52.77,49.00
2026-05-26T12:54:00Z,52.77,50.34
2026-05-26T12:55:00Z,52.77,51.44
2026-05-26T12:56:00Z,52.77,51.55
2026-05-26T12:57:00Z,47.00,52.85
2026-05-26T12:58:00Z,49.74,55.00
2026-05-26T12:59:00Z,44.48,55.49
2026-05-26T13:00:00Z,48.93,50.33
2026-05-26T13:01:00Z,53.76,46.42
2026-05-26T13:02:00Z,53.00,47.01
2026-05-26T13:03:00Z,53.00,50.22
2026-05-26T13:04:00Z,54.20,49.00
2026-05-26T13:05:00Z,55.64,46.50
2026-05-26T13:06:00Z,55.00,45.03
2026-05-26T13:07:00Z,55.00,48.83
2026-05-26T13:08:00Z,51.85,48.00
2026-05-26T13:09:00Z,53.63,46.00
2026-05-26T13:10:00Z,56.95,45.00
2026-05-26T13:11:00Z,55.84,45.22
2026-05-26T13:12:00Z,57.00,44.00
2026-05-26T13:13:00Z,55.00,44.37
2026-05-26T13:14:00Z,53.00,47.00
2026-05-26T13:15:00Z,56.87,46.11
2026-05-26T13:16:00Z,63.68,34.45
2026-05-26T13:17:00Z,69.10,31.64
2026-05-26T13:18:00Z,63.76,34.81
2026-05-26T13:19:00Z,64.95,37.99
2026-05-26T13:20:00Z,65.22,34.05
2026-05-26T13:21:00Z,65.36,34.46
2026-05-26T13:22:00Z,67.44,34.46
2026-05-26T13:23:00Z,68.83,31.66
2026-05-26T13:24:00Z,69.97,31.04
2026-05-26T13:25:00Z,67.63,31.77
2026-05-26T13:26:00Z,71.83,31.77
2026-05-26T13:27:00Z,72.00,29.00
2026-05-26T13:28:00Z,73.94,27.00
2026-05-26T13:29:00Z,73.62,27.00
2026-05-26T13:30:00Z,74.00,26.11
2026-05-26T13:31:00Z,74.00,26.32
2026-05-26T13:32:00Z,76.20,24.55
2026-05-26T13:33:00Z,78.95,22.00
2026-05-26T13:34:00Z,79.11,21.00
2026-05-26T13:35:00Z,79.00,22.00
2026-05-26T13:36:00Z,79.00,22.00
2026-05-26T13:37:00Z,80.00,21.00
2026-05-26T13:38:00Z,80.00,21.00
2026-05-26T13:39:00Z,80.00,20.58
2026-05-26T13:40:00Z,80.00,21.00
2026-05-26T13:41:00Z,80.00,21.00
2026-05-26T13:42:00Z,81.00,21.00
2026-05-26T13:43:00Z,78.85,22.00
2026-05-26T13:44:00Z,77.00,25.00
2026-05-26T13:45:00Z,76.00,24.34
2026-05-26T13:46:00Z,72.00,27.72
2026-05-26T13:47:00Z,72.00,32.47
2026-05-26T13:48:00Z,70.57,30.91
2026-05-26T13:49:00Z,74.00,27.00
2026-05-26T13:50:00Z,69.70,30.40
2026-05-26T13:51:00Z,69.04,31.79
2026-05-26T13:52:00Z,75.31,24.00
2026-05-26T13:53:00Z,78.52,21.00
2026-05-26T13:54:00Z,79.05,22.08
2026-05-26T13:55:00Z,76.53,23.72
2026-05-26T13:56:00Z,76.42,22.20
2026-05-26T13:57:00Z,74.88,25.03
2026-05-26T13:58:00Z,74.96,27.00
2026-05-26T13:59:00Z,75.59,27.00
2026-05-26T14:00:00Z,77.00,23.00
2026-05-26T14:01:00Z,75.24,26.37
2026-05-26T14:02:00Z,74.76,26.26
2026-05-26T14:03:00Z,78.15,23.44
2026-05-26T14:04:00Z,78.00,22.93
2026-05-26T14:05:00Z,75.96,26.86
2026-05-26T14:06:00Z,72.56,27.09
2026-05-26T14:07:00Z,71.40,27.09
2026-05-26T14:08:00Z,72.00,27.00
2026-05-26T14:09:00Z,75.64,27.00
2026-05-26T14:10:00Z,78.00,22.61
2026-05-26T14:11:00Z,78.60,24.96
2026-05-26T14:12:00Z,73.21,26.58
2026-05-26T14:13:00Z,73.80,25.86
2026-05-26T14:14:00Z,73.80,28.00
2026-05-26T14:15:00Z,69.38,30.92
2026-05-26T14:16:00Z,61.09,37.16
2026-05-26T14:17:00Z,58.37,45.80
2026-05-26T14:18:00Z,57.58,42.00
2026-05-26T14:19:00Z,54.00,44.46
2026-05-26T14:20:00Z,57.12,42.65
2026-05-26T14:21:00Z,51.87,46.18
2026-05-26T14:22:00Z,50.00,50.29
2026-05-26T14:23:00Z,50.00,51.00
2026-05-26T14:24:00Z,50.00,51.00
2026-05-26T14:25:00Z,50.00,50.65
2026-05-26T14:26:00Z,49.96,50.00
2026-05-26T14:27:00Z,50.00,51.00
2026-05-26T14:28:00Z,50.90,51.00
2026-05-26T14:29:00Z,52.11,49.51
2026-05-26T14:30:00Z,49.64,50.38
2026-05-26T14:31:00Z,42.73,57.86
2026-05-26T14:32:00Z,40.50,70.53
2026-05-26T14:33:00Z,38.15,60.34
2026-05-26T14:34:00Z,27.20,72.40
2026-05-26T14:35:00Z,29.63,71.14
2026-05-26T14:36:00Z,29.09,71.28
2026-05-26T14:37:00Z,33.67,64.52
2026-05-26T14:38:00Z,46.41,50.83
2026-05-26T14:39:00Z,50.69,50.37
2026-05-26T14:40:00Z,56.93,43.14
2026-05-26T14:41:00Z,58.68,41.61
2026-05-26T14:42:00Z,58.00,41.89
2026-05-26T14:43:00Z,60.36,38.49
2026-05-26T14:44:00Z,71.92,30.39
2026-05-26T14:45:00Z,80.25,28.78
2026-05-26T14:46:00Z,83.02,17.73
2026-05-26T14:47:00Z,85.88,15.78
2026-05-26T14:48:00Z,87.68,12.66
2026-05-26T14:49:00Z,88.25,13.00
2026-05-26T14:50:00Z,88.40,10.86
2026-05-26T14:51:00Z,90.00,11.00
2026-05-26T14:52:00Z,87.44,12.96
2026-05-26T14:53:00Z,88.40,12.66
2026-05-26T14:54:00Z,86.00,14.39
2026-05-26T14:55:00Z,90.37,12.42
2026-05-26T14:56:00Z,92.83,8.33
2026-05-26T14:57:00Z,90.21,10.39
2026-05-26T14:58:00Z,90.41,14.51
2026-05-26T14:59:00Z,76.61,23.49
2026-05-26T15:00:00Z,79.27,22.55
2026-05-26T15:01:00Z,74.07,25.32
2026-05-26T15:02:00Z,81.89,21.54
2026-05-26T15:03:00Z,79.32,17.67
2026-05-26T15:04:00Z,90.02,10.60
2026-05-26T15:05:00Z,92.98,7.95
2026-05-26T15:06:00Z,92.55,8.36
2026-05-26T15:07:00Z,91.63,8.02
2026-05-26T15:08:00Z,91.00,9.39
2026-05-26T15:09:00Z,92.14,9.35
2026-05-26T15:10:00Z,89.49,9.44
2026-05-26T15:11:00Z,85.83,18.78
2026-05-26T15:12:00Z,75.25,28.55
2026-05-26T15:13:00Z,74.66,28.04
2026-05-26T15:14:00Z,61.47,35.70
2026-05-26T15:15:00Z,61.00,39.16
2026-05-26T15:16:00Z,58.40,39.90
2026-05-26T15:17:00Z,48.72,43.78
2026-05-26T15:18:00Z,64.23,34.53
2026-05-26T15:19:00Z,89.39,4.95
2026-05-26T15:20:00Z,99.00,1.00
2026-05-26T15:21:00Z,99.00,1.00
2026-05-26T15:22:00Z,99.00,1.00
2026-05-26T15:23:00Z,99.00,1.00
