# event_ticker=KXATPMATCH-26JUN08MUNDAM
# final_score=6-4 6-4
# match_winner=Martin Damm
# fav_player=Martin Damm Jr
# dog_player=Jaume Munar
# kalshi_date=2026-06-08
timestamp,Jaume Munar,Martin Damm Jr
2026-06-08T22:12:00Z,48.00,
2026-06-08T22:44:00Z,48.00,
2026-06-08T22:47:00Z,48.00,53.00
2026-06-08T23:08:00Z,48.00,54.00
2026-06-08T23:19:00Z,48.00,54.00
2026-06-08T23:22:00Z,48.00,54.00
2026-06-08T23:25:00Z,48.00,54.00
2026-06-08T23:26:00Z,48.00,54.00
2026-06-08T23:27:00Z,48.00,54.00
2026-06-08T23:31:00Z,48.00,54.00
2026-06-08T23:51:00Z,48.00,54.00
2026-06-08T23:58:00Z,48.00,54.00
2026-06-09T00:02:00Z,48.00,54.00
2026-06-09T00:06:00Z,48.00,54.00
2026-06-09T00:25:00Z,48.00,54.00
2026-06-09T00:27:00Z,48.00,54.00
2026-06-09T01:24:00Z,48.00,54.00
2026-06-09T01:26:00Z,48.00,54.00
2026-06-09T01:35:00Z,48.00,54.00
2026-06-09T01:39:00Z,48.00,54.00
2026-06-09T01:49:00Z,48.00,54.00
2026-06-09T01:54:00Z,48.00,54.00
2026-06-09T02:07:00Z,47.00,54.00
2026-06-09T02:14:00Z,47.00,55.00
2026-06-09T02:17:00Z,47.00,55.00
2026-06-09T02:41:00Z,46.00,55.00
2026-06-09T02:42:00Z,46.00,55.00
2026-06-09T02:44:00Z,46.00,54.00
2026-06-09T02:50:00Z,47.00,54.00
2026-06-09T02:53:00Z,47.00,55.00
2026-06-09T02:58:00Z,47.00,55.00
2026-06-09T03:12:00Z,47.00,55.00
2026-06-09T03:34:00Z,47.00,55.00
2026-06-09T03:35:00Z,47.00,55.00
2026-06-09T03:36:00Z,47.00,55.52
2026-06-09T03:42:00Z,46.00,56.00
2026-06-09T03:45:00Z,46.00,56.00
2026-06-09T03:46:00Z,46.00,56.00
2026-06-09T03:51:00Z,46.00,55.92
2026-06-09T03:53:00Z,47.00,55.92
2026-06-09T03:56:00Z,47.00,55.92
2026-06-09T03:57:00Z,47.00,56.00
2026-06-09T04:02:00Z,47.00,55.00
2026-06-09T04:04:00Z,47.00,55.65
2026-06-09T04:05:00Z,47.00,55.00
2026-06-09T04:06:00Z,47.00,55.00
2026-06-09T04:08:00Z,46.28,55.00
2026-06-09T04:13:00Z,46.28,56.00
2026-06-09T04:18:00Z,47.00,56.00
2026-06-09T04:20:00Z,47.00,55.18
2026-06-09T04:21:00Z,47.00,55.00
2026-06-09T04:23:00Z,47.00,55.00
2026-06-09T04:29:00Z,47.00,56.00
2026-06-09T04:30:00Z,47.00,56.00
2026-06-09T04:33:00Z,47.00,56.00
2026-06-09T04:36:00Z,47.00,56.00
2026-06-09T04:38:00Z,47.00,56.00
2026-06-09T04:40:00Z,47.00,56.00
2026-06-09T04:41:00Z,47.00,56.00
2026-06-09T04:44:00Z,47.00,56.00
2026-06-09T04:45:00Z,47.00,56.00
2026-06-09T04:46:00Z,47.00,56.00
2026-06-09T04:47:00Z,47.00,56.00
2026-06-09T04:51:00Z,47.00,56.00
2026-06-09T04:52:00Z,47.00,56.00
2026-06-09T04:53:00Z,47.00,56.00
2026-06-09T04:55:00Z,47.00,56.00
2026-06-09T04:58:00Z,47.00,56.00
2026-06-09T05:02:00Z,47.00,55.00
2026-06-09T05:04:00Z,47.00,56.00
2026-06-09T05:05:00Z,47.00,56.00
2026-06-09T05:06:00Z,47.00,56.00
2026-06-09T05:07:00Z,47.00,56.00
2026-06-09T05:08:00Z,47.00,56.00
2026-06-09T05:11:00Z,47.00,56.00
2026-06-09T05:12:00Z,47.00,56.00
2026-06-09T05:13:00Z,47.00,55.00
2026-06-09T05:14:00Z,47.00,53.05
2026-06-09T05:15:00Z,47.00,54.00
2026-06-09T05:16:00Z,47.00,54.00
2026-06-09T05:17:00Z,47.00,54.00
2026-06-09T05:18:00Z,47.00,54.00
2026-06-09T05:26:00Z,47.00,54.00
2026-06-09T05:27:00Z,47.00,54.00
2026-06-09T05:29:00Z,47.00,54.60
2026-06-09T05:30:00Z,47.00,54.60
2026-06-09T05:32:00Z,47.00,55.00
2026-06-09T05:36:00Z,47.00,55.00
2026-06-09T05:39:00Z,46.00,55.00
2026-06-09T05:40:00Z,46.00,55.00
2026-06-09T05:44:00Z,47.00,53.96
2026-06-09T05:45:00Z,47.00,54.00
2026-06-09T05:49:00Z,47.00,54.86
2026-06-09T05:51:00Z,47.00,54.86
2026-06-09T05:52:00Z,47.00,55.25
2026-06-09T05:56:00Z,47.00,55.25
2026-06-09T05:59:00Z,47.00,55.00
2026-06-09T06:03:00Z,47.00,55.00
2026-06-09T06:07:00Z,47.00,55.00
2026-06-09T06:08:00Z,47.00,55.00
2026-06-09T06:09:00Z,47.00,53.00
2026-06-09T06:10:00Z,47.00,53.00
2026-06-09T06:12:00Z,47.00,53.00
2026-06-09T06:16:00Z,47.00,55.00
2026-06-09T06:18:00Z,47.00,54.00
2026-06-09T06:20:00Z,47.00,54.00
2026-06-09T06:22:00Z,47.00,54.00
2026-06-09T06:27:00Z,47.00,54.00
2026-06-09T06:28:00Z,47.00,54.37
2026-06-09T06:29:00Z,48.00,54.00
2026-06-09T06:30:00Z,48.00,54.00
2026-06-09T06:31:00Z,48.00,54.00
2026-06-09T06:35:00Z,48.00,54.00
2026-06-09T06:38:00Z,48.00,53.00
2026-06-09T06:39:00Z,48.00,53.55
2026-06-09T06:40:00Z,48.00,53.55
2026-06-09T06:41:00Z,48.00,54.00
2026-06-09T06:43:00Z,48.00,54.00
2026-06-09T06:44:00Z,48.00,54.00
2026-06-09T06:45:00Z,48.00,55.07
2026-06-09T06:46:00Z,47.00,55.07
2026-06-09T06:49:00Z,47.00,55.07
2026-06-09T06:50:00Z,47.00,55.07
2026-06-09T06:51:00Z,47.00,55.07
2026-06-09T06:52:00Z,47.00,55.07
2026-06-09T06:53:00Z,47.00,53.00
2026-06-09T06:55:00Z,47.00,56.00
2026-06-09T06:56:00Z,47.00,56.00
2026-06-09T06:57:00Z,47.00,56.00
2026-06-09T06:58:00Z,47.00,56.00
2026-06-09T06:59:00Z,47.00,56.00
2026-06-09T07:00:00Z,47.00,56.00
2026-06-09T07:01:00Z,47.00,56.00
2026-06-09T07:02:00Z,47.00,56.00
2026-06-09T07:03:00Z,46.00,56.00
2026-06-09T07:04:00Z,47.00,56.00
2026-06-09T07:05:00Z,47.00,56.00
2026-06-09T07:09:00Z,47.00,56.00
2026-06-09T07:10:00Z,46.00,56.00
2026-06-09T07:11:00Z,46.00,56.00
2026-06-09T07:13:00Z,46.00,56.00
2026-06-09T07:14:00Z,45.03,56.00
2026-06-09T07:15:00Z,45.82,56.00
2026-06-09T07:17:00Z,45.82,56.00
2026-06-09T07:21:00Z,46.00,56.00
2026-06-09T07:23:00Z,46.00,56.00
2026-06-09T07:26:00Z,46.00,56.00
2026-06-09T07:28:00Z,46.00,56.00
2026-06-09T07:31:00Z,46.00,56.00
2026-06-09T07:36:00Z,46.00,56.00
2026-06-09T07:45:00Z,46.00,54.00
2026-06-09T07:48:00Z,46.00,55.00
2026-06-09T07:50:00Z,46.00,56.00
2026-06-09T07:51:00Z,47.00,56.00
2026-06-09T07:53:00Z,47.00,56.00
2026-06-09T07:54:00Z,47.00,56.00
2026-06-09T07:59:00Z,47.00,56.00
2026-06-09T08:02:00Z,47.00,56.00
2026-06-09T08:17:00Z,46.00,56.45
2026-06-09T08:21:00Z,46.00,56.45
2026-06-09T08:22:00Z,46.00,56.00
2026-06-09T08:23:00Z,46.00,56.00
2026-06-09T08:25:00Z,46.00,56.00
2026-06-09T08:27:00Z,46.00,56.00
2026-06-09T08:33:00Z,46.00,57.00
2026-06-09T08:35:00Z,46.00,57.00
2026-06-09T08:36:00Z,46.00,57.00
2026-06-09T08:37:00Z,46.00,54.00
2026-06-09T08:39:00Z,46.00,56.00
2026-06-09T08:44:00Z,46.00,56.88
2026-06-09T08:50:00Z,46.00,56.00
2026-06-09T08:52:00Z,46.00,56.00
2026-06-09T08:55:00Z,46.00,56.00
2026-06-09T08:56:00Z,46.00,56.00
2026-06-09T08:58:00Z,46.00,56.00
2026-06-09T08:59:00Z,46.00,56.00
2026-06-09T09:01:00Z,46.00,55.00
2026-06-09T09:04:00Z,46.00,56.00
2026-06-09T09:05:00Z,47.00,56.00
2026-06-09T09:06:00Z,46.00,56.00
2026-06-09T09:08:00Z,46.00,55.00
2026-06-09T09:11:00Z,46.00,55.00
2026-06-09T09:12:00Z,46.00,55.00
2026-06-09T09:13:00Z,48.00,55.00
2026-06-09T09:14:00Z,48.00,55.00
2026-06-09T09:17:00Z,48.00,55.00
2026-06-09T09:21:00Z,48.00,55.00
2026-06-09T09:23:00Z,48.00,55.00
2026-06-09T09:24:00Z,48.00,55.00
2026-06-09T09:27:00Z,48.00,55.00
2026-06-09T09:30:00Z,48.00,55.00
2026-06-09T09:31:00Z,48.00,55.00
2026-06-09T09:34:00Z,48.00,55.00
