# event_ticker=KXATPMATCH-25OCT17YMESHA
# final_score=6-4 6-7(3) 6-1
# score_resolution=6-4 6-7 6-1
# match_winner=Denis Shapovalov
# fav_player=Denis Shapovalov
# dog_player=Elias Ymer
# kalshi_date=2025-10-17
timestamp,Denis Shapovalov,Elias Ymer
2025-10-17T07:54:00Z,79.00,25.00
2025-10-17T08:14:00Z,79.00,21.03
2025-10-17T08:15:00Z,79.00,21.00
2025-10-17T08:30:00Z,79.00,21.00
2025-10-17T09:15:00Z,79.00,21.00
2025-10-17T09:16:00Z,79.00,21.00
2025-10-17T09:17:00Z,80.00,21.00
2025-10-17T09:23:00Z,80.00,21.00
2025-10-17T09:43:00Z,80.00,22.00
2025-10-17T09:44:00Z,78.00,22.00
2025-10-17T10:20:00Z,78.00,22.00
2025-10-17T11:17:00Z,79.00,22.00
2025-10-17T11:29:00Z,79.00,22.00
2025-10-17T11:30:00Z,79.00,22.00
2025-10-17T11:33:00Z,79.00,22.00
2025-10-17T11:35:00Z,79.00,22.00
2025-10-17T11:39:00Z,79.00,22.00
2025-10-17T11:45:00Z,79.00,22.00
2025-10-17T11:46:00Z,79.00,22.00
2025-10-17T11:58:00Z,79.00,22.00
2025-10-17T12:00:00Z,79.00,22.00
2025-10-17T12:02:00Z,79.00,22.00
2025-10-17T12:13:00Z,79.00,22.00
2025-10-17T12:16:00Z,79.00,22.00
2025-10-17T12:21:00Z,79.00,22.00
2025-10-17T12:36:00Z,79.00,22.00
2025-10-17T12:37:00Z,79.00,22.00
2025-10-17T12:57:00Z,79.00,22.00
2025-10-17T12:59:00Z,79.00,22.00
2025-10-17T13:00:00Z,79.00,22.00
2025-10-17T13:06:00Z,79.00,22.00
2025-10-17T13:14:00Z,79.00,22.00
2025-10-17T13:18:00Z,79.00,23.00
2025-10-17T13:25:00Z,79.00,23.00
2025-10-17T13:35:00Z,79.00,22.00
2025-10-17T13:37:00Z,79.00,23.00
2025-10-17T13:39:00Z,78.00,23.00
2025-10-17T13:42:00Z,78.00,23.00
2025-10-17T13:52:00Z,78.00,23.00
2025-10-17T13:53:00Z,78.00,23.00
2025-10-17T13:55:00Z,78.00,23.00
2025-10-17T13:56:00Z,78.00,23.00
2025-10-17T14:01:00Z,78.00,23.00
2025-10-17T14:09:00Z,78.00,23.00
2025-10-17T14:10:00Z,78.00,23.00
2025-10-17T14:13:00Z,78.00,23.00
2025-10-17T14:15:00Z,78.00,23.00
2025-10-17T14:19:00Z,78.00,23.00
2025-10-17T14:26:00Z,78.00,23.00
2025-10-17T14:27:00Z,78.00,23.00
2025-10-17T14:30:00Z,78.00,23.00
2025-10-17T14:31:00Z,78.00,23.00
