# event_ticker=KXATPMATCH-25SEP24FUCTIA
# final_score=3-6 6-1 7-5
# score_resolution=6-3 1-6 5-7
# match_winner=Marton Fucsovics
# fav_player=Frances Tiafoe
# dog_player=Marton Fucsovics
# kalshi_date=2025-09-24
timestamp,Frances Tiafoe,Marton Fucsovics
2025-09-24T00:55:00Z,46.00,
2025-09-24T01:06:00Z,46.00,56.65
2025-09-24T01:16:00Z,45.00,56.65
2025-09-24T01:22:00Z,44.00,56.65
2025-09-24T01:29:00Z,44.00,56.65
2025-09-24T01:49:00Z,44.00,56.65
2025-09-24T01:53:00Z,44.00,56.65
2025-09-24T02:10:00Z,44.00,56.65
2025-09-24T02:28:00Z,44.00,56.65
2025-09-24T02:31:00Z,44.00,56.65
2025-09-24T02:37:00Z,44.00,56.65
2025-09-24T02:54:00Z,44.00,56.65
2025-09-24T02:55:00Z,44.00,56.65
2025-09-24T02:57:00Z,44.00,57.00
2025-09-24T03:02:00Z,44.00,57.00
2025-09-24T03:06:00Z,44.00,57.00
2025-09-24T03:13:00Z,44.00,57.00
2025-09-24T03:14:00Z,44.00,57.00
2025-09-24T03:16:00Z,44.00,57.00
2025-09-24T03:31:00Z,44.00,57.00
2025-09-24T03:36:00Z,44.00,57.00
2025-09-24T03:40:00Z,44.00,57.00
2025-09-24T03:41:00Z,44.00,57.00
2025-09-24T04:00:00Z,44.00,57.00
2025-09-24T04:03:00Z,44.00,57.00
2025-09-24T04:08:00Z,44.00,57.00
2025-09-24T04:11:00Z,44.00,57.00
2025-09-24T04:12:00Z,44.00,57.00
2025-09-24T04:18:00Z,44.00,57.00
2025-09-24T04:23:00Z,44.00,57.00
2025-09-24T04:24:00Z,44.00,57.00
2025-09-24T04:26:00Z,44.00,57.00
2025-09-24T04:27:00Z,44.00,57.00
2025-09-24T04:29:00Z,44.00,57.00
2025-09-24T04:33:00Z,44.00,57.00
2025-09-24T04:38:00Z,44.00,57.00
2025-09-24T04:44:00Z,44.00,57.00
2025-09-24T04:55:00Z,44.00,54.00
2025-09-24T04:56:00Z,44.00,55.00
2025-09-24T04:57:00Z,44.00,55.00
2025-09-24T04:58:00Z,44.00,55.00
2025-09-24T04:59:00Z,44.00,55.00
2025-09-24T05:00:00Z,44.00,55.00
2025-09-24T05:03:00Z,44.00,56.00
2025-09-24T05:04:00Z,44.53,56.00
2025-09-24T05:05:00Z,45.00,56.00
2025-09-24T05:06:00Z,45.10,56.00
2025-09-24T05:07:00Z,46.00,56.00
2025-09-24T05:08:00Z,46.00,56.00
2025-09-24T05:09:00Z,46.00,55.00
2025-09-24T05:10:00Z,46.00,53.00
2025-09-24T05:11:00Z,47.00,53.00
2025-09-24T05:13:00Z,48.00,53.00
2025-09-24T05:15:00Z,47.00,53.00
2025-09-24T05:16:00Z,47.00,53.00
2025-09-24T05:18:00Z,47.00,53.00
2025-09-24T05:30:00Z,47.00,53.00
2025-09-24T05:31:00Z,47.27,53.00
2025-09-24T05:36:00Z,47.80,53.00
2025-09-24T05:40:00Z,47.80,52.00
2025-09-24T05:50:00Z,47.00,52.00
2025-09-24T05:51:00Z,47.73,52.00
2025-09-24T05:56:00Z,48.00,53.96
2025-09-24T06:01:00Z,47.00,53.96
2025-09-24T06:02:00Z,47.00,53.96
2025-09-24T06:07:00Z,47.00,54.00
2025-09-24T06:08:00Z,46.00,54.00
2025-09-24T06:12:00Z,46.00,55.00
2025-09-24T06:16:00Z,46.00,55.00
2025-09-24T06:18:00Z,46.00,55.00
2025-09-24T06:19:00Z,46.00,55.00
2025-09-24T06:25:00Z,46.00,55.00
2025-09-24T06:28:00Z,46.00,55.00
2025-09-24T06:31:00Z,46.00,55.00
2025-09-24T06:32:00Z,46.00,55.00
2025-09-24T06:33:00Z,45.00,55.00
2025-09-24T06:40:00Z,45.00,55.39
2025-09-24T07:17:00Z,45.00,55.45
2025-09-24T07:32:00Z,45.92,55.45
2025-09-24T07:33:00Z,46.00,55.45
2025-09-24T07:45:00Z,46.00,55.00
2025-09-24T07:46:00Z,46.00,55.00
2025-09-24T07:47:00Z,46.00,55.00
2025-09-24T08:01:00Z,46.00,55.00
2025-09-24T08:10:00Z,46.00,55.00
2025-09-24T08:16:00Z,46.00,55.00
2025-09-24T08:38:00Z,49.79,55.00
2025-09-24T08:41:00Z,52.00,55.00
2025-09-24T08:45:00Z,46.00,53.00
2025-09-24T08:48:00Z,46.00,53.00
2025-09-24T08:49:00Z,46.00,53.00
2025-09-24T08:50:00Z,45.00,57.00
2025-09-24T08:51:00Z,50.08,57.00
2025-09-24T08:52:00Z,53.00,54.00
2025-09-24T08:53:00Z,52.62,54.00
2025-09-24T08:54:00Z,47.00,54.00
