# event_ticker=KXATPMATCH-25SEP24FUCTIA
# final_score=3-6 6-1 7-5
# score_resolution=6-3 1-6 5-7
# match_winner=Marton Fucsovics
# fav_player=Frances Tiafoe
# dog_player=Marton Fucsovics
# kalshi_date=2025-09-24
timestamp,Frances Tiafoe,Marton Fucsovics
2025-09-24T08:55:00Z,54.00,54.00
2025-09-24T08:56:00Z,51.96,51.27
2025-09-24T08:57:00Z,51.00,51.27
2025-09-24T08:58:00Z,51.00,51.00
2025-09-24T08:59:00Z,51.23,51.00
2025-09-24T09:00:00Z,52.66,50.00
2025-09-24T09:01:00Z,52.33,47.09
2025-09-24T09:02:00Z,56.20,46.00
2025-09-24T09:03:00Z,52.13,47.62
2025-09-24T09:04:00Z,51.59,48.53
2025-09-24T09:05:00Z,52.00,49.27
2025-09-24T09:06:00Z,51.59,49.00
2025-09-24T09:07:00Z,51.59,50.92
2025-09-24T09:08:00Z,49.58,50.50
2025-09-24T09:09:00Z,48.63,51.94
2025-09-24T09:11:00Z,48.63,50.00
2025-09-24T09:12:00Z,51.00,50.00
2025-09-24T09:13:00Z,48.26,54.92
2025-09-24T09:14:00Z,48.98,51.31
2025-09-24T09:15:00Z,48.98,49.00
2025-09-24T09:16:00Z,54.49,49.00
2025-09-24T09:17:00Z,54.49,48.00
2025-09-24T09:18:00Z,52.08,50.00
2025-09-24T09:19:00Z,51.39,49.50
2025-09-24T09:20:00Z,51.39,50.55
2025-09-24T09:21:00Z,48.93,50.38
2025-09-24T09:22:00Z,48.51,54.27
2025-09-24T09:23:00Z,48.54,57.29
2025-09-24T09:24:00Z,49.58,55.71
2025-09-24T09:25:00Z,48.43,53.44
2025-09-24T09:26:00Z,47.48,51.30
2025-09-24T09:27:00Z,49.27,52.98
2025-09-24T09:28:00Z,57.00,52.98
2025-09-24T09:29:00Z,64.00,43.14
2025-09-24T09:30:00Z,53.03,48.00
2025-09-24T09:31:00Z,53.03,40.00
2025-09-24T09:32:00Z,67.00,40.00
2025-09-24T09:33:00Z,68.00,32.11
2025-09-24T09:34:00Z,71.00,31.38
2025-09-24T09:35:00Z,71.00,25.24
2025-09-24T09:36:00Z,72.00,27.00
2025-09-24T09:37:00Z,72.54,27.00
2025-09-24T09:38:00Z,76.14,29.00
2025-09-24T09:39:00Z,76.14,35.00
2025-09-24T09:40:00Z,68.12,36.12
2025-09-24T09:41:00Z,74.00,36.12
2025-09-24T09:42:00Z,72.00,36.12
2025-09-24T09:43:00Z,72.00,42.00
2025-09-24T09:44:00Z,71.99,33.42
2025-09-24T09:46:00Z,58.65,37.99
2025-09-24T09:47:00Z,72.00,37.99
2025-09-24T09:48:00Z,74.11,37.99
2025-09-24T09:49:00Z,61.32,37.99
2025-09-24T09:50:00Z,73.00,37.99
2025-09-24T09:51:00Z,73.40,37.99
2025-09-24T09:53:00Z,65.82,34.00
2025-09-24T09:54:00Z,69.57,34.00
2025-09-24T09:55:00Z,77.53,34.00
2025-09-24T09:56:00Z,75.90,32.99
2025-09-24T09:57:00Z,66.72,32.99
2025-09-24T09:58:00Z,60.25,46.67
2025-09-24T09:59:00Z,61.00,46.67
2025-09-24T10:00:00Z,52.02,53.00
2025-09-24T10:01:00Z,49.50,53.00
2025-09-24T10:02:00Z,50.42,53.00
2025-09-24T10:03:00Z,46.00,53.00
2025-09-24T10:04:00Z,44.50,56.89
2025-09-24T10:05:00Z,38.83,62.62
2025-09-24T10:06:00Z,41.49,64.85
2025-09-24T10:07:00Z,41.49,65.00
2025-09-24T10:08:00Z,35.80,65.00
2025-09-24T10:09:00Z,36.00,65.00
2025-09-24T10:10:00Z,49.00,65.00
2025-09-24T10:11:00Z,49.00,63.00
2025-09-24T10:12:00Z,37.00,63.00
2025-09-24T10:13:00Z,39.38,68.00
2025-09-24T10:14:00Z,37.13,68.00
2025-09-24T10:15:00Z,39.98,63.00
2025-09-24T10:16:00Z,52.43,61.00
2025-09-24T10:17:00Z,52.43,61.66
2025-09-24T10:18:00Z,56.00,62.00
2025-09-24T10:19:00Z,39.33,61.29
2025-09-24T10:20:00Z,39.60,61.22
2025-09-24T10:21:00Z,41.00,61.41
2025-09-24T10:22:00Z,41.00,61.41
2025-09-24T10:24:00Z,41.00,61.41
2025-09-24T10:26:00Z,41.00,60.00
2025-09-24T10:27:00Z,35.64,63.11
2025-09-24T10:28:00Z,30.29,69.00
2025-09-24T10:29:00Z,29.19,73.26
2025-09-24T10:30:00Z,28.30,71.00
2025-09-24T10:31:00Z,44.91,62.08
2025-09-24T10:32:00Z,48.01,53.12
2025-09-24T10:33:00Z,42.57,58.28
2025-09-24T10:34:00Z,42.00,60.00
2025-09-24T10:35:00Z,42.25,57.00
2025-09-24T10:36:00Z,44.37,53.00
2025-09-24T10:37:00Z,48.91,52.00
2025-09-24T10:38:00Z,49.00,53.00
2025-09-24T10:39:00Z,47.65,51.83
2025-09-24T10:40:00Z,48.72,53.87
2025-09-24T10:41:00Z,59.18,42.00
2025-09-24T10:42:00Z,60.80,42.79
2025-09-24T10:43:00Z,51.15,49.73
2025-09-24T10:44:00Z,56.39,53.58
2025-09-24T10:45:00Z,51.39,53.58
2025-09-24T10:46:00Z,55.76,49.28
2025-09-24T10:47:00Z,53.73,50.67
2025-09-24T10:48:00Z,51.58,51.50
2025-09-24T10:49:00Z,48.37,52.83
2025-09-24T10:50:00Z,49.16,56.47
2025-09-24T10:51:00Z,53.00,50.00
2025-09-24T10:52:00Z,52.00,50.00
2025-09-24T10:53:00Z,50.00,50.00
2025-09-24T10:54:00Z,51.00,51.94
2025-09-24T10:55:00Z,52.04,51.94
2025-09-24T10:56:00Z,48.93,52.49
2025-09-24T10:57:00Z,53.00,52.49
2025-09-24T10:58:00Z,50.37,53.03
2025-09-24T10:59:00Z,49.95,59.98
2025-09-24T11:00:00Z,38.94,62.00
2025-09-24T11:01:00Z,27.31,78.49
2025-09-24T11:02:00Z,19.36,88.80
2025-09-24T11:03:00Z,12.60,93.91
2025-09-24T11:04:00Z,7.85,93.93
2025-09-24T11:05:00Z,9.26,91.00
2025-09-24T11:06:00Z,21.28,84.12
2025-09-24T11:07:00Z,29.38,80.20
2025-09-24T11:08:00Z,41.22,70.15
2025-09-24T11:09:00Z,52.36,50.00
2025-09-24T11:10:00Z,52.36,44.71
2025-09-24T11:11:00Z,59.74,41.98
2025-09-24T11:12:00Z,61.02,36.36
2025-09-24T11:13:00Z,65.35,36.36
2025-09-24T11:14:00Z,66.50,37.17
2025-09-24T11:15:00Z,74.52,24.29
2025-09-24T11:16:00Z,67.00,35.07
2025-09-24T11:17:00Z,49.04,54.11
2025-09-24T11:18:00Z,49.04,44.00
2025-09-24T11:19:00Z,48.48,53.19
2025-09-24T11:20:00Z,37.23,74.50
2025-09-24T11:21:00Z,28.54,76.21
2025-09-24T11:22:00Z,12.72,81.64
2025-09-24T11:23:00Z,9.91,90.58
2025-09-24T11:24:00Z,10.89,88.12
2025-09-24T11:25:00Z,6.64,91.07
2025-09-24T11:26:00Z,11.67,90.44
2025-09-24T11:27:00Z,4.05,96.83
2025-09-24T11:28:00Z,2.51,98.92
2025-09-24T11:29:00Z,2.51,99.00
2025-09-24T11:30:00Z,2.51,99.00
