# event_ticker=KXATPMATCH-25OCT02KOVSHA
# final_score=6-4 3-6 6-3
# score_resolution=4-6 6-3 3-6
# match_winner=Juncheng Shang
# fav_player=Aleksandar Kovacevic
# dog_player=Juncheng Shang
# kalshi_date=2025-10-02
timestamp,Aleksandar Kovacevic,Juncheng Shang
2025-10-02T00:51:00Z,45.00,67.00
2025-10-02T01:14:00Z,32.00,67.00
2025-10-02T01:17:00Z,32.00,69.00
2025-10-02T01:25:00Z,32.00,69.00
2025-10-02T01:30:00Z,32.00,69.00
2025-10-02T01:54:00Z,32.00,69.00
2025-10-02T02:27:00Z,32.00,69.00
2025-10-02T03:05:00Z,32.00,68.00
2025-10-02T03:07:00Z,32.00,68.00
2025-10-02T03:32:00Z,32.00,68.00
2025-10-02T03:33:00Z,32.20,68.00
2025-10-02T03:36:00Z,33.00,68.00
2025-10-02T03:49:00Z,33.00,68.00
2025-10-02T03:56:00Z,33.00,68.00
2025-10-02T04:19:00Z,33.00,68.00
2025-10-02T04:27:00Z,33.00,68.00
2025-10-02T04:32:00Z,33.00,68.00
2025-10-02T04:37:00Z,33.00,68.00
2025-10-02T05:05:00Z,33.00,68.00
2025-10-02T05:08:00Z,33.00,68.00
2025-10-02T05:33:00Z,33.00,68.00
2025-10-02T05:38:00Z,33.00,68.00
2025-10-02T05:44:00Z,33.00,68.00
2025-10-02T06:06:00Z,33.00,68.00
2025-10-02T06:15:00Z,33.00,68.00
2025-10-02T06:33:00Z,33.00,68.00
2025-10-02T06:39:00Z,33.00,68.00
2025-10-02T06:56:00Z,33.00,68.00
2025-10-02T09:01:00Z,33.00,67.65
2025-10-02T09:13:00Z,34.00,67.65
2025-10-02T09:16:00Z,34.00,67.65
2025-10-02T09:19:00Z,35.00,67.65
2025-10-02T09:33:00Z,35.00,67.00
2025-10-02T09:38:00Z,35.00,67.00
2025-10-02T09:40:00Z,34.00,67.00
2025-10-02T09:42:00Z,35.00,67.00
2025-10-02T09:56:00Z,35.00,66.00
2025-10-02T10:01:00Z,35.00,66.00
2025-10-02T10:07:00Z,35.00,67.00
2025-10-02T10:09:00Z,35.00,67.00
2025-10-02T10:16:00Z,35.00,66.00
2025-10-02T10:17:00Z,35.00,66.00
2025-10-02T10:20:00Z,35.00,66.00
2025-10-02T10:21:00Z,35.00,66.00
2025-10-02T10:24:00Z,35.00,65.00
2025-10-02T10:28:00Z,36.00,65.00
2025-10-02T10:29:00Z,36.00,65.74
2025-10-02T10:33:00Z,37.00,65.74
2025-10-02T10:35:00Z,37.00,65.74
2025-10-02T10:36:00Z,37.35,66.00
2025-10-02T10:37:00Z,36.28,66.00
2025-10-02T10:39:00Z,37.00,66.00
2025-10-02T10:41:00Z,37.00,65.00
2025-10-02T10:42:00Z,39.00,65.00
2025-10-02T10:43:00Z,39.00,65.00
2025-10-02T10:44:00Z,39.00,65.00
2025-10-02T10:45:00Z,41.00,64.32
2025-10-02T10:46:00Z,40.07,62.00
2025-10-02T10:47:00Z,38.84,62.00
2025-10-02T10:48:00Z,40.00,62.00
2025-10-02T10:49:00Z,38.92,62.00
2025-10-02T10:50:00Z,40.00,62.00
2025-10-02T10:51:00Z,40.00,63.00
2025-10-02T10:52:00Z,38.75,63.00
2025-10-02T10:53:00Z,37.00,63.00
2025-10-02T10:54:00Z,37.24,62.06
2025-10-02T10:55:00Z,37.24,64.00
2025-10-02T10:56:00Z,31.10,68.95
2025-10-02T10:57:00Z,22.29,72.96
2025-10-02T10:58:00Z,21.87,78.20
2025-10-02T10:59:00Z,21.49,78.20
2025-10-02T11:00:00Z,24.64,76.65
2025-10-02T11:01:00Z,23.68,78.46
2025-10-02T11:02:00Z,20.12,81.00
2025-10-02T11:03:00Z,20.02,81.00
2025-10-02T11:04:00Z,17.85,81.00
2025-10-02T11:05:00Z,18.78,81.00
2025-10-02T11:06:00Z,18.32,83.00
2025-10-02T11:07:00Z,19.00,83.00
2025-10-02T11:08:00Z,18.23,83.00
2025-10-02T11:09:00Z,16.69,84.00
2025-10-02T11:10:00Z,16.97,86.00
2025-10-02T11:11:00Z,17.00,86.00
2025-10-02T11:12:00Z,18.00,86.00
2025-10-02T11:13:00Z,16.97,84.80
2025-10-02T11:14:00Z,17.00,85.07
2025-10-02T11:15:00Z,17.49,85.07
2025-10-02T11:16:00Z,18.00,84.95
2025-10-02T11:17:00Z,18.31,84.95
2025-10-02T11:18:00Z,15.99,84.00
2025-10-02T11:19:00Z,15.00,86.00
2025-10-02T11:20:00Z,15.00,87.00
2025-10-02T11:21:00Z,13.62,87.00
2025-10-02T11:22:00Z,12.34,87.85
2025-10-02T11:23:00Z,14.48,87.85
2025-10-02T11:24:00Z,16.13,85.00
2025-10-02T11:25:00Z,15.56,86.00
2025-10-02T11:26:00Z,15.56,87.00
2025-10-02T11:27:00Z,14.00,89.00
2025-10-02T11:28:00Z,16.23,87.00
2025-10-02T11:29:00Z,17.39,84.00
2025-10-02T11:30:00Z,16.79,84.00
2025-10-02T11:31:00Z,20.78,81.31
2025-10-02T11:32:00Z,27.21,73.35
2025-10-02T11:33:00Z,30.19,68.57
2025-10-02T11:34:00Z,33.48,68.00
2025-10-02T11:35:00Z,35.17,67.82
2025-10-02T11:36:00Z,36.22,64.35
2025-10-02T11:37:00Z,38.96,63.00
2025-10-02T11:38:00Z,37.08,64.00
2025-10-02T11:39:00Z,37.43,64.54
2025-10-02T11:40:00Z,39.02,64.00
2025-10-02T11:41:00Z,39.25,62.00
2025-10-02T11:42:00Z,40.00,62.00
2025-10-02T11:43:00Z,40.66,61.99
2025-10-02T11:44:00Z,39.90,61.99
2025-10-02T11:45:00Z,42.00,61.00
2025-10-02T11:46:00Z,41.18,61.00
2025-10-02T11:47:00Z,39.81,62.99
2025-10-02T11:48:00Z,41.17,61.02
2025-10-02T11:49:00Z,42.10,59.94
2025-10-02T11:50:00Z,41.57,59.94
2025-10-02T11:51:00Z,40.14,61.00
2025-10-02T11:52:00Z,41.81,61.27
2025-10-02T11:53:00Z,42.00,61.00
