# event_ticker=KXATPCHALLENGERMATCH-26MAR31MORAGA
# final_score=6-3 7-6(7)
# score_resolution=6-3 7-6
# match_winner=Alejandro Moro Canas
# fav_player=Alejandro Moro Canas
# dog_player=Franco Agamenone
# kalshi_date=2026-03-31
timestamp,Alejandro Moro Canas,Franco Agamenone
2026-04-01T03:32:00Z,70.00,
2026-04-01T03:34:00Z,70.00,
2026-04-01T03:35:00Z,70.00,
2026-04-01T04:58:00Z,69.00,
2026-04-01T06:08:00Z,69.00,
2026-04-01T08:22:00Z,69.00,33.00
2026-04-01T10:02:00Z,69.00,33.00
2026-04-01T10:03:00Z,69.00,33.00
2026-04-01T12:09:00Z,69.00,33.00
2026-04-01T12:23:00Z,69.00,33.00
2026-04-01T12:24:00Z,69.00,33.00
2026-04-01T12:28:00Z,69.00,33.00
2026-04-01T12:41:00Z,67.00,33.00
2026-04-01T12:55:00Z,67.00,32.00
2026-04-01T13:18:00Z,69.00,32.00
2026-04-01T13:36:00Z,70.17,32.00
2026-04-01T13:37:00Z,70.00,32.00
2026-04-01T13:39:00Z,70.00,32.00
2026-04-01T13:41:00Z,71.46,32.00
2026-04-01T13:47:00Z,71.00,32.00
2026-04-01T13:48:00Z,71.00,32.00
2026-04-01T13:50:00Z,71.00,32.00
2026-04-01T13:58:00Z,71.00,32.00
2026-04-01T14:12:00Z,71.00,32.00
2026-04-01T14:15:00Z,71.00,32.00
2026-04-01T14:23:00Z,71.00,31.00
2026-04-01T14:27:00Z,71.00,31.00
2026-04-01T14:33:00Z,71.00,30.89
2026-04-01T14:34:00Z,71.00,31.00
2026-04-01T14:35:00Z,71.00,31.00
2026-04-01T14:37:00Z,71.00,29.00
2026-04-01T14:38:00Z,71.00,31.00
2026-04-01T14:39:00Z,69.00,31.65
2026-04-01T14:40:00Z,68.06,34.77
2026-04-01T14:41:00Z,67.75,34.24
2026-04-01T14:42:00Z,71.82,28.01
2026-04-01T14:43:00Z,77.77,21.25
2026-04-01T14:44:00Z,75.72,23.14
2026-04-01T14:45:00Z,69.53,27.00
2026-04-01T14:46:00Z,69.16,28.29
2026-04-01T14:47:00Z,65.19,34.93
2026-04-01T14:48:00Z,68.25,31.32
2026-04-01T14:49:00Z,69.30,32.79
2026-04-01T14:50:00Z,73.98,28.59
2026-04-01T14:51:00Z,72.74,31.01
2026-04-01T14:52:00Z,64.33,34.31
2026-04-01T14:53:00Z,61.85,39.00
2026-04-01T14:54:00Z,60.52,41.44
2026-04-01T14:55:00Z,64.13,36.00
2026-04-01T14:56:00Z,67.95,32.04
2026-04-01T14:57:00Z,67.65,32.38
2026-04-01T14:58:00Z,76.76,27.00
2026-04-01T14:59:00Z,79.25,22.67
2026-04-01T15:00:00Z,80.00,22.67
2026-04-01T15:01:00Z,76.46,22.52
2026-04-01T15:02:00Z,81.80,20.00
2026-04-01T15:03:00Z,81.73,20.24
2026-04-01T15:04:00Z,74.79,25.31
2026-04-01T15:05:00Z,78.08,22.38
2026-04-01T15:06:00Z,81.98,17.95
2026-04-01T15:07:00Z,80.61,17.46
2026-04-01T15:08:00Z,82.66,18.53
2026-04-01T15:09:00Z,85.07,16.28
2026-04-01T15:10:00Z,82.47,18.74
2026-04-01T15:11:00Z,79.96,20.00
2026-04-01T15:12:00Z,81.54,17.17
2026-04-01T15:13:00Z,85.61,16.00
2026-04-01T15:14:00Z,85.83,14.27
2026-04-01T15:15:00Z,85.00,15.00
2026-04-01T15:16:00Z,85.96,13.90
2026-04-01T15:17:00Z,87.79,12.56
2026-04-01T15:18:00Z,88.79,14.00
2026-04-01T15:19:00Z,89.61,10.95
2026-04-01T15:20:00Z,89.42,9.33
2026-04-01T15:21:00Z,90.00,10.71
2026-04-01T15:22:00Z,89.91,11.00
2026-04-01T15:23:00Z,89.03,11.00
2026-04-01T15:24:00Z,90.00,11.00
2026-04-01T15:25:00Z,89.44,11.00
2026-04-01T15:26:00Z,88.07,11.95
2026-04-01T15:27:00Z,90.93,10.00
2026-04-01T15:28:00Z,92.23,8.91
2026-04-01T15:29:00Z,92.06,8.00
2026-04-01T15:30:00Z,91.00,9.00
2026-04-01T15:31:00Z,90.00,11.78
2026-04-01T15:32:00Z,90.03,9.85
2026-04-01T15:33:00Z,92.45,7.00
2026-04-01T15:34:00Z,92.01,7.21
2026-04-01T15:35:00Z,94.24,4.98
2026-04-01T15:36:00Z,95.11,8.03
2026-04-01T15:37:00Z,91.02,9.84
2026-04-01T15:38:00Z,91.00,8.58
2026-04-01T15:39:00Z,90.18,8.58
2026-04-01T15:40:00Z,91.79,9.89
2026-04-01T15:41:00Z,93.00,7.08
2026-04-01T15:42:00Z,93.12,7.11
2026-04-01T15:43:00Z,93.96,6.14
2026-04-01T15:44:00Z,92.80,9.00
2026-04-01T15:45:00Z,94.90,3.75
2026-04-01T15:46:00Z,97.97,1.52
2026-04-01T15:47:00Z,98.86,1.23
2026-04-01T15:48:00Z,97.00,1.23
2026-04-01T15:49:00Z,97.20,3.44
2026-04-01T15:50:00Z,94.97,5.07
2026-04-01T15:51:00Z,97.97,3.22
2026-04-01T15:52:00Z,97.92,1.52
2026-04-01T15:53:00Z,98.86,2.90
2026-04-01T15:54:00Z,98.22,1.42
2026-04-01T15:55:00Z,98.94,1.50
2026-04-01T15:56:00Z,97.93,2.45
2026-04-01T15:57:00Z,98.09,1.00
2026-04-01T15:58:00Z,98.03,2.00
2026-04-01T15:59:00Z,99.00,2.00
2026-04-01T16:00:00Z,98.06,2.00
2026-04-01T16:01:00Z,98.00,2.31
2026-04-01T16:02:00Z,98.00,2.72
2026-04-01T16:03:00Z,98.28,2.99
2026-04-01T16:04:00Z,97.76,2.26
2026-04-01T16:05:00Z,98.00,2.29
2026-04-01T16:06:00Z,97.33,2.38
2026-04-01T16:07:00Z,98.10,2.00
2026-04-01T16:08:00Z,97.64,2.00
2026-04-01T16:09:00Z,96.13,4.24
2026-04-01T16:10:00Z,94.82,5.02
2026-04-01T16:11:00Z,96.87,4.23
2026-04-01T16:12:00Z,98.19,1.24
2026-04-01T16:13:00Z,98.03,1.00
2026-04-01T16:14:00Z,99.00,1.72
2026-04-01T16:15:00Z,99.00,2.00
2026-04-01T16:16:00Z,97.00,2.00
2026-04-01T16:17:00Z,99.00,2.00
2026-04-01T16:18:00Z,98.76,2.09
2026-04-01T16:19:00Z,95.04,6.74
2026-04-01T16:20:00Z,90.31,10.91
2026-04-01T16:21:00Z,88.78,11.22
2026-04-01T16:22:00Z,88.24,12.47
2026-04-01T16:23:00Z,92.13,8.58
2026-04-01T16:24:00Z,97.28,2.76
2026-04-01T16:25:00Z,91.73,7.99
2026-04-01T16:26:00Z,93.65,7.13
2026-04-01T16:27:00Z,90.80,10.34
2026-04-01T16:28:00Z,91.84,9.77
2026-04-01T16:29:00Z,87.90,13.77
2026-04-01T16:30:00Z,86.33,14.95
2026-04-01T16:31:00Z,84.42,15.74
2026-04-01T16:32:00Z,89.61,10.28
2026-04-01T16:33:00Z,91.98,8.18
2026-04-01T16:34:00Z,93.41,8.90
2026-04-01T16:35:00Z,92.35,8.10
2026-04-01T16:36:00Z,93.23,6.74
2026-04-01T16:37:00Z,94.66,5.49
2026-04-01T16:38:00Z,94.65,6.96
2026-04-01T16:39:00Z,89.19,11.38
2026-04-01T16:40:00Z,86.65,13.15
2026-04-01T16:41:00Z,87.15,11.75
2026-04-01T16:42:00Z,91.06,11.01
2026-04-01T16:43:00Z,81.35,17.24
2026-04-01T16:44:00Z,83.34,18.21
2026-04-01T16:45:00Z,87.53,12.85
2026-04-01T16:46:00Z,94.74,5.83
2026-04-01T16:47:00Z,88.33,12.50
2026-04-01T16:48:00Z,80.06,19.36
2026-04-01T16:49:00Z,85.02,15.06
2026-04-01T16:50:00Z,78.65,23.02
2026-04-01T16:51:00Z,93.17,11.38
2026-04-01T16:52:00Z,97.65,3.64
2026-04-01T16:53:00Z,99.00,3.64
2026-04-01T16:54:00Z,99.00,3.64
2026-04-01T16:56:00Z,99.00,3.64
