# event_ticker=KXATPCHALLENGERMATCH-26APR06ELLBOU
# final_score=7-6(5) 2-2 RET
# match_winner=Justin Boulais
# fav_player=Blake Ellis
# dog_player=Justin Boulais
# kalshi_date=2026-04-06
timestamp,Blake Ellis,Justin Boulais
2026-04-06T18:28:00Z,,54.00
2026-04-06T19:15:00Z,,54.00
2026-04-06T19:20:00Z,,54.00
2026-04-06T19:50:00Z,45.44,54.00
2026-04-06T20:09:00Z,45.44,54.00
2026-04-06T20:17:00Z,45.44,54.00
2026-04-06T21:17:00Z,45.44,54.00
2026-04-06T21:37:00Z,46.00,54.00
2026-04-06T21:38:00Z,46.00,54.00
2026-04-06T21:40:00Z,46.00,54.00
2026-04-06T21:41:00Z,46.00,54.00
2026-04-06T21:42:00Z,46.00,54.00
2026-04-06T21:44:00Z,46.00,54.00
2026-04-06T21:48:00Z,46.00,54.00
2026-04-06T21:54:00Z,47.00,54.00
2026-04-06T21:57:00Z,47.00,54.00
2026-04-06T22:09:00Z,47.00,54.00
2026-04-06T22:12:00Z,47.00,54.00
2026-04-06T22:20:00Z,46.00,54.00
2026-04-06T22:42:00Z,46.00,54.00
2026-04-06T22:54:00Z,46.00,54.00
2026-04-06T22:57:00Z,46.00,54.00
2026-04-06T22:59:00Z,46.00,54.00
2026-04-06T23:08:00Z,46.00,54.00
2026-04-06T23:15:00Z,46.00,54.00
2026-04-06T23:56:00Z,47.00,54.00
2026-04-07T00:01:00Z,47.00,54.00
2026-04-07T00:02:00Z,47.00,54.00
2026-04-07T00:10:00Z,47.00,54.00
2026-04-07T00:19:00Z,47.00,54.00
2026-04-07T00:32:00Z,47.00,54.00
2026-04-07T00:43:00Z,47.00,54.00
2026-04-07T00:45:00Z,47.00,53.00
2026-04-07T00:49:00Z,47.00,54.00
2026-04-07T00:58:00Z,47.00,54.00
2026-04-07T01:09:00Z,47.00,54.00
2026-04-07T01:29:00Z,47.00,54.00
2026-04-07T01:35:00Z,47.00,54.00
2026-04-07T01:39:00Z,47.00,54.00
2026-04-07T01:44:00Z,47.00,54.00
2026-04-07T01:45:00Z,47.00,53.00
2026-04-07T01:47:00Z,47.00,53.00
2026-04-07T01:51:00Z,47.00,53.00
2026-04-07T01:52:00Z,47.00,53.69
2026-04-07T01:53:00Z,47.00,53.69
2026-04-07T01:55:00Z,48.00,53.94
2026-04-07T01:57:00Z,48.00,53.94
2026-04-07T01:59:00Z,48.00,53.52
2026-04-07T02:03:00Z,48.00,53.62
2026-04-07T02:04:00Z,48.00,53.91
2026-04-07T02:06:00Z,48.00,53.00
2026-04-07T02:07:00Z,48.00,53.00
2026-04-07T02:08:00Z,48.00,53.00
2026-04-07T02:10:00Z,48.00,53.00
2026-04-07T02:14:00Z,48.00,53.00
2026-04-07T02:16:00Z,48.00,53.00
2026-04-07T02:17:00Z,48.00,53.00
2026-04-07T02:19:00Z,46.00,53.00
2026-04-07T02:20:00Z,43.33,54.51
2026-04-07T02:21:00Z,43.00,54.51
2026-04-07T02:25:00Z,43.00,58.00
2026-04-07T02:26:00Z,43.00,59.00
2026-04-07T02:27:00Z,43.88,59.00
2026-04-07T02:28:00Z,43.00,59.00
2026-04-07T02:30:00Z,44.00,59.00
2026-04-07T02:33:00Z,43.00,58.00
2026-04-07T02:34:00Z,43.00,57.00
2026-04-07T02:35:00Z,43.00,59.00
2026-04-07T02:36:00Z,43.00,59.00
2026-04-07T02:37:00Z,43.00,57.00
2026-04-07T02:39:00Z,43.00,57.00
2026-04-07T02:40:00Z,43.00,59.00
2026-04-07T02:41:00Z,43.28,59.00
2026-04-07T02:42:00Z,44.00,59.00
2026-04-07T02:43:00Z,43.99,59.00
2026-04-07T02:44:00Z,44.00,59.00
2026-04-07T02:45:00Z,44.00,59.00
2026-04-07T02:47:00Z,44.94,57.05
2026-04-07T02:48:00Z,44.94,58.57
2026-04-07T02:49:00Z,43.00,59.00
2026-04-07T02:50:00Z,43.00,59.00
2026-04-07T02:51:00Z,43.00,57.58
2026-04-07T02:52:00Z,44.00,58.88
2026-04-07T02:53:00Z,44.00,59.00
2026-04-07T02:54:00Z,44.00,59.00
2026-04-07T02:55:00Z,43.00,59.00
2026-04-07T02:56:00Z,43.00,59.00
2026-04-07T02:57:00Z,43.00,59.00
2026-04-07T02:58:00Z,43.23,59.00
2026-04-07T02:59:00Z,44.00,59.00
2026-04-07T03:00:00Z,44.62,57.75
2026-04-07T03:01:00Z,46.94,55.78
2026-04-07T03:02:00Z,46.00,58.00
2026-04-07T03:03:00Z,45.44,58.00
2026-04-07T03:04:00Z,45.00,57.00
2026-04-07T03:05:00Z,45.59,57.93
2026-04-07T03:06:00Z,43.94,58.00
2026-04-07T03:07:00Z,43.00,61.00
2026-04-07T03:08:00Z,43.00,60.23
2026-04-07T03:09:00Z,43.00,59.32
2026-04-07T03:10:00Z,43.00,59.22
2026-04-07T03:11:00Z,42.92,60.05
2026-04-07T03:12:00Z,38.93,64.52
2026-04-07T03:13:00Z,38.00,65.88
2026-04-07T03:14:00Z,35.30,67.72
2026-04-07T03:15:00Z,35.92,68.90
2026-04-07T03:16:00Z,37.62,64.42
2026-04-07T03:17:00Z,40.43,64.38
2026-04-07T03:18:00Z,42.07,62.65
2026-04-07T03:19:00Z,37.90,67.84
2026-04-07T03:20:00Z,36.38,67.00
2026-04-07T03:21:00Z,39.13,64.70
2026-04-07T03:22:00Z,37.77,64.12
2026-04-07T03:23:00Z,41.11,63.14
2026-04-07T03:24:00Z,43.66,58.84
2026-04-07T03:25:00Z,51.92,51.37
2026-04-07T03:26:00Z,57.38,41.77
2026-04-07T03:27:00Z,61.66,41.86
2026-04-07T03:28:00Z,61.92,38.92
2026-04-07T03:29:00Z,61.74,38.52
2026-04-07T03:30:00Z,62.06,40.41
2026-04-07T03:31:00Z,61.57,40.21
2026-04-07T03:32:00Z,59.48,43.21
2026-04-07T03:33:00Z,60.18,43.46
2026-04-07T03:34:00Z,60.39,42.20
2026-04-07T03:35:00Z,66.64,36.07
2026-04-07T03:36:00Z,65.89,35.68
2026-04-07T03:37:00Z,64.04,39.65
2026-04-07T03:38:00Z,62.00,40.94
2026-04-07T03:39:00Z,63.79,39.16
2026-04-07T03:40:00Z,64.16,38.57
2026-04-07T03:41:00Z,66.93,39.56
2026-04-07T03:42:00Z,53.45,45.77
2026-04-07T03:43:00Z,40.13,56.36
2026-04-07T03:44:00Z,42.26,60.25
2026-04-07T03:45:00Z,43.25,57.41
2026-04-07T03:46:00Z,42.26,60.46
2026-04-07T03:47:00Z,38.85,60.44
2026-04-07T03:48:00Z,40.30,59.76
2026-04-07T03:49:00Z,37.32,63.27
2026-04-07T03:50:00Z,39.48,63.30
2026-04-07T03:51:00Z,40.80,62.57
2026-04-07T03:52:00Z,40.09,63.11
2026-04-07T03:53:00Z,44.76,60.01
2026-04-07T03:54:00Z,45.69,60.04
2026-04-07T03:55:00Z,40.67,60.62
2026-04-07T03:56:00Z,44.91,56.17
2026-04-07T03:57:00Z,46.02,59.43
2026-04-07T03:58:00Z,47.16,54.68
2026-04-07T03:59:00Z,33.97,62.62
2026-04-07T04:00:00Z,26.46,74.56
2026-04-07T04:01:00Z,28.10,73.55
2026-04-07T04:02:00Z,24.38,75.65
2026-04-07T04:03:00Z,26.43,75.48
2026-04-07T04:04:00Z,27.08,73.48
2026-04-07T04:05:00Z,27.47,73.73
2026-04-07T04:06:00Z,29.03,72.29
2026-04-07T04:07:00Z,32.14,70.45
2026-04-07T04:08:00Z,28.79,76.49
2026-04-07T04:09:00Z,25.40,77.62
2026-04-07T04:10:00Z,30.45,72.40
2026-04-07T04:11:00Z,28.11,73.05
2026-04-07T04:12:00Z,26.35,76.19
2026-04-07T04:13:00Z,27.81,74.91
2026-04-07T04:14:00Z,25.62,73.65
2026-04-07T04:15:00Z,24.82,78.27
2026-04-07T04:16:00Z,23.31,77.51
2026-04-07T04:17:00Z,23.69,77.74
2026-04-07T04:18:00Z,23.32,77.61
2026-04-07T04:19:00Z,25.76,75.06
2026-04-07T04:20:00Z,26.24,75.26
2026-04-07T04:21:00Z,28.29,73.52
2026-04-07T04:22:00Z,37.56,66.17
2026-04-07T04:23:00Z,39.01,59.70
2026-04-07T04:24:00Z,29.32,73.30
2026-04-07T04:25:00Z,6.05,89.79
2026-04-07T04:26:00Z,1.02,99.00
2026-04-07T04:27:00Z,1.00,99.00
