# event_ticker=KXATPCHALLENGERMATCH-26APR10DUCZHU
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=James Duckworth
# fav_player=Beibit Zhukayev
# dog_player=James Duckworth
# kalshi_date=2026-04-10
timestamp,Beibit Zhukayev,James Duckworth
2026-04-10T08:40:00Z,,76.00
2026-04-10T08:56:00Z,,76.00
2026-04-10T09:03:00Z,26.00,76.00
2026-04-10T09:05:00Z,26.00,76.00
2026-04-10T09:26:00Z,26.00,76.00
2026-04-10T09:37:00Z,26.00,76.00
2026-04-10T09:43:00Z,26.00,76.00
2026-04-10T09:53:00Z,26.00,76.00
2026-04-10T09:57:00Z,26.00,76.00
2026-04-10T09:59:00Z,26.00,76.00
2026-04-10T10:02:00Z,26.00,76.00
2026-04-10T10:07:00Z,26.00,76.00
2026-04-10T10:20:00Z,26.00,76.00
2026-04-10T10:24:00Z,26.00,76.00
2026-04-10T10:55:00Z,26.00,76.00
2026-04-10T11:15:00Z,26.00,77.00
2026-04-10T11:48:00Z,26.00,77.00
2026-04-10T11:49:00Z,26.00,77.00
2026-04-10T11:55:00Z,25.00,77.00
2026-04-10T12:11:00Z,25.00,77.00
2026-04-10T12:12:00Z,25.00,77.00
2026-04-10T12:23:00Z,22.00,77.00
2026-04-10T12:28:00Z,22.00,78.00
2026-04-10T12:33:00Z,22.00,78.00
2026-04-10T12:36:00Z,22.00,78.00
2026-04-10T12:52:00Z,24.00,78.00
2026-04-10T12:57:00Z,25.00,78.00
2026-04-10T13:11:00Z,25.00,78.00
2026-04-10T13:13:00Z,25.00,78.00
2026-04-10T13:19:00Z,25.00,77.00
2026-04-10T13:20:00Z,25.00,77.00
2026-04-10T13:26:00Z,25.00,78.00
2026-04-10T13:28:00Z,25.00,78.00
2026-04-10T13:45:00Z,25.00,78.00
2026-04-10T13:46:00Z,25.00,78.00
2026-04-10T13:48:00Z,25.00,77.00
2026-04-10T13:50:00Z,25.00,78.00
2026-04-10T13:51:00Z,25.00,78.00
2026-04-10T14:01:00Z,25.00,78.00
2026-04-10T14:02:00Z,25.00,78.00
2026-04-10T14:09:00Z,25.00,78.00
2026-04-10T14:17:00Z,25.00,78.00
2026-04-10T14:18:00Z,25.00,78.00
2026-04-10T14:22:00Z,25.00,78.00
2026-04-10T14:28:00Z,25.00,78.00
2026-04-10T14:34:00Z,25.00,78.00
2026-04-10T14:37:00Z,25.00,78.00
2026-04-10T14:46:00Z,25.00,78.00
2026-04-10T14:51:00Z,25.00,78.00
2026-04-10T15:06:00Z,25.00,78.00
2026-04-10T15:28:00Z,25.00,78.00
2026-04-10T15:32:00Z,25.00,78.00
2026-04-10T15:33:00Z,25.00,78.00
2026-04-10T15:37:00Z,23.00,77.00
2026-04-10T15:39:00Z,23.00,78.00
2026-04-10T15:42:00Z,23.00,78.00
2026-04-10T15:48:00Z,23.00,78.00
2026-04-10T15:54:00Z,23.00,78.00
2026-04-10T15:56:00Z,23.00,78.00
2026-04-10T15:59:00Z,23.00,78.00
2026-04-10T16:02:00Z,23.00,78.00
2026-04-10T16:03:00Z,23.00,78.00
2026-04-10T16:09:00Z,23.00,78.00
2026-04-10T16:19:00Z,23.00,78.00
2026-04-10T16:24:00Z,23.00,78.00
2026-04-10T16:26:00Z,23.00,78.00
2026-04-10T16:42:00Z,22.00,78.00
2026-04-10T16:45:00Z,22.00,78.00
2026-04-10T16:51:00Z,22.00,78.00
2026-04-10T16:52:00Z,22.00,78.00
2026-04-10T16:55:00Z,22.00,78.00
2026-04-10T17:05:00Z,22.00,78.00
2026-04-10T17:11:00Z,23.00,78.00
2026-04-10T17:13:00Z,23.00,78.00
2026-04-10T17:16:00Z,23.00,78.00
2026-04-10T17:22:00Z,23.00,79.00
2026-04-10T17:26:00Z,23.00,79.00
2026-04-10T17:27:00Z,23.00,79.00
2026-04-10T17:30:00Z,23.00,79.00
2026-04-10T17:32:00Z,23.00,79.00
2026-04-10T17:36:00Z,23.00,80.00
2026-04-10T17:38:00Z,23.00,80.00
2026-04-10T17:39:00Z,23.00,80.00
2026-04-10T17:44:00Z,23.00,80.00
2026-04-10T17:46:00Z,22.00,80.00
2026-04-10T17:47:00Z,22.00,80.00
2026-04-10T17:49:00Z,22.00,80.00
2026-04-10T17:51:00Z,22.00,80.00
2026-04-10T17:53:00Z,22.00,80.00
2026-04-10T17:56:00Z,22.00,80.00
2026-04-10T17:58:00Z,22.00,80.00
2026-04-10T17:59:00Z,22.00,80.00
2026-04-10T18:00:00Z,22.00,80.00
2026-04-10T18:01:00Z,22.00,80.97
2026-04-10T18:02:00Z,21.00,81.00
2026-04-10T18:03:00Z,19.00,81.00
2026-04-10T18:04:00Z,20.62,81.92
