# event_ticker=KXATPCHALLENGERMATCH-26MAR05PAVNAP
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Stefano Napolitano
# fav_player=Luka Pavlovic
# dog_player=Stefano Napolitano
# kalshi_date=2026-03-05
timestamp,Luka Pavlovic,Stefano Napolitano
2026-03-05T02:45:00Z,58.00,
2026-03-05T04:23:00Z,58.00,43.00
2026-03-05T04:44:00Z,58.00,43.00
2026-03-05T04:53:00Z,58.00,43.00
2026-03-05T04:54:00Z,58.41,43.00
2026-03-05T04:57:00Z,58.41,43.00
2026-03-05T05:05:00Z,60.00,43.00
2026-03-05T05:12:00Z,60.00,43.00
2026-03-05T05:13:00Z,60.00,43.00
2026-03-05T05:14:00Z,60.00,40.03
2026-03-05T05:15:00Z,60.00,40.03
2026-03-05T05:17:00Z,60.00,43.00
2026-03-05T05:18:00Z,60.00,40.63
2026-03-05T05:19:00Z,60.00,40.63
2026-03-05T05:20:00Z,60.00,43.00
2026-03-05T05:26:00Z,60.00,43.00
2026-03-05T05:31:00Z,60.00,43.00
2026-03-05T05:33:00Z,60.00,43.00
2026-03-05T05:35:00Z,60.00,43.00
2026-03-05T05:38:00Z,60.00,43.00
2026-03-05T05:39:00Z,60.00,43.00
2026-03-05T05:40:00Z,60.00,43.00
2026-03-05T05:45:00Z,60.00,43.00
2026-03-05T05:49:00Z,61.00,43.00
2026-03-05T05:50:00Z,61.00,43.00
2026-03-05T05:52:00Z,61.00,43.00
2026-03-05T05:54:00Z,61.00,43.00
2026-03-05T05:55:00Z,61.00,43.00
2026-03-05T05:59:00Z,61.00,43.00
2026-03-05T06:01:00Z,61.00,43.00
2026-03-05T06:02:00Z,61.00,43.00
2026-03-05T06:03:00Z,61.00,43.00
2026-03-05T06:04:00Z,61.00,43.00
2026-03-05T06:05:00Z,61.00,41.41
2026-03-05T06:06:00Z,61.00,43.00
2026-03-05T06:07:00Z,61.00,40.00
2026-03-05T06:09:00Z,61.00,40.00
2026-03-05T06:10:00Z,61.00,40.00
2026-03-05T06:11:00Z,61.00,41.00
2026-03-05T06:13:00Z,61.00,41.00
2026-03-05T06:18:00Z,60.00,41.00
2026-03-05T06:19:00Z,60.00,39.00
2026-03-05T06:23:00Z,60.00,39.00
2026-03-05T06:25:00Z,60.00,39.00
2026-03-05T06:27:00Z,60.00,39.00
2026-03-05T06:29:00Z,60.00,39.00
2026-03-05T06:30:00Z,60.00,41.00
2026-03-05T06:31:00Z,60.00,40.00
2026-03-05T06:33:00Z,60.00,40.00
2026-03-05T06:35:00Z,60.00,40.00
2026-03-05T06:38:00Z,60.00,40.00
2026-03-05T06:40:00Z,60.00,41.00
2026-03-05T06:41:00Z,60.00,41.00
2026-03-05T06:42:00Z,60.00,41.00
2026-03-05T06:43:00Z,60.00,41.00
2026-03-05T06:45:00Z,60.00,41.00
2026-03-05T06:46:00Z,58.50,41.00
2026-03-05T06:47:00Z,59.98,41.00
2026-03-05T06:48:00Z,60.00,41.00
2026-03-05T06:49:00Z,60.00,41.00
2026-03-05T06:51:00Z,60.00,41.00
2026-03-05T06:53:00Z,60.00,41.00
2026-03-05T06:54:00Z,60.00,40.50
2026-03-05T06:55:00Z,60.79,40.50
2026-03-05T06:58:00Z,61.00,41.00
2026-03-05T07:00:00Z,61.00,41.00
2026-03-05T07:01:00Z,61.00,41.00
2026-03-05T07:03:00Z,61.00,40.00
2026-03-05T07:04:00Z,61.00,40.00
2026-03-05T07:05:00Z,61.00,40.00
2026-03-05T07:09:00Z,61.00,40.00
2026-03-05T07:10:00Z,61.00,41.00
2026-03-05T07:12:00Z,61.00,41.00
2026-03-05T07:16:00Z,61.00,41.00
2026-03-05T07:18:00Z,61.00,41.00
2026-03-05T07:20:00Z,61.00,41.00
2026-03-05T07:21:00Z,61.00,41.00
2026-03-05T07:23:00Z,61.00,41.00
2026-03-05T07:24:00Z,61.00,41.00
2026-03-05T07:28:00Z,61.00,41.00
2026-03-05T07:30:00Z,61.00,40.00
2026-03-05T07:31:00Z,61.00,41.63
2026-03-05T07:32:00Z,61.00,42.00
2026-03-05T07:35:00Z,61.00,40.00
2026-03-05T07:36:00Z,61.00,40.00
2026-03-05T07:37:00Z,61.00,42.00
2026-03-05T07:38:00Z,61.00,41.00
2026-03-05T07:39:00Z,61.00,41.00
2026-03-05T07:41:00Z,61.00,41.00
2026-03-05T07:42:00Z,61.00,41.00
2026-03-05T07:43:00Z,61.00,41.00
2026-03-05T07:44:00Z,62.00,41.00
2026-03-05T07:46:00Z,62.00,41.00
2026-03-05T07:47:00Z,62.00,41.00
2026-03-05T07:50:00Z,62.00,41.00
2026-03-05T07:53:00Z,61.00,41.00
2026-03-05T07:54:00Z,60.00,41.00
2026-03-05T07:56:00Z,61.00,41.00
2026-03-05T07:57:00Z,61.00,41.00
2026-03-05T07:59:00Z,61.00,41.00
2026-03-05T08:00:00Z,61.00,40.00
