# event_ticker=KXATPCHALLENGERMATCH-26MAR24POLMEN
# final_score=6-3 3-6 7-6(5)
# score_resolution=3-6 6-3 6-7
# match_winner=Marc Polmans
# fav_player=Facundo Mena
# dog_player=Marc Polmans
# kalshi_date=2026-03-24
timestamp,Facundo Mena,Marc Polmans
2026-03-24T07:27:00Z,56.00,43.00
2026-03-24T09:08:00Z,59.00,43.00
2026-03-24T09:47:00Z,59.00,43.00
2026-03-24T10:25:00Z,59.00,43.00
2026-03-24T11:04:00Z,59.00,40.00
2026-03-24T11:47:00Z,64.00,40.00
2026-03-24T12:13:00Z,64.00,41.00
2026-03-24T12:35:00Z,64.00,36.00
2026-03-24T12:36:00Z,65.00,36.00
2026-03-24T12:39:00Z,65.00,36.00
2026-03-24T13:28:00Z,65.00,36.00
2026-03-24T13:29:00Z,65.00,36.00
2026-03-24T13:51:00Z,65.00,37.00
2026-03-24T13:59:00Z,65.00,37.00
2026-03-24T14:00:00Z,65.00,37.00
2026-03-24T14:02:00Z,65.00,39.00
2026-03-24T14:45:00Z,65.00,40.00
2026-03-24T14:46:00Z,65.00,40.00
2026-03-24T14:48:00Z,65.72,36.00
2026-03-24T14:53:00Z,64.00,36.00
2026-03-24T15:09:00Z,65.00,36.00
2026-03-24T15:31:00Z,65.00,36.00
2026-03-24T15:34:00Z,65.00,37.00
2026-03-24T15:40:00Z,65.00,37.00
2026-03-24T16:07:00Z,65.00,37.00
2026-03-24T16:10:00Z,65.00,37.00
2026-03-24T16:17:00Z,63.00,37.00
2026-03-24T16:20:00Z,63.00,37.00
2026-03-24T16:21:00Z,61.00,37.00
2026-03-24T16:24:00Z,61.00,37.00
2026-03-24T16:27:00Z,61.00,37.00
2026-03-24T16:30:00Z,61.00,39.00
2026-03-24T16:31:00Z,61.00,39.92
2026-03-24T16:36:00Z,60.00,39.92
2026-03-24T16:45:00Z,60.00,40.00
2026-03-24T16:49:00Z,60.00,39.30
2026-03-24T16:51:00Z,60.00,39.00
2026-03-24T17:04:00Z,66.34,39.00
2026-03-24T17:05:00Z,66.34,45.00
2026-03-24T17:07:00Z,62.00,44.81
2026-03-24T17:08:00Z,57.39,44.81
2026-03-24T17:09:00Z,54.00,47.08
2026-03-24T17:10:00Z,58.00,47.08
2026-03-24T17:12:00Z,58.00,48.97
2026-03-24T17:13:00Z,56.58,48.97
2026-03-24T17:14:00Z,56.58,41.71
2026-03-24T17:15:00Z,59.21,41.71
2026-03-24T17:16:00Z,59.21,46.00
2026-03-24T17:17:00Z,59.10,41.09
2026-03-24T17:18:00Z,59.10,36.00
2026-03-24T17:19:00Z,58.51,41.00
2026-03-24T17:20:00Z,51.00,41.00
2026-03-24T17:21:00Z,51.00,48.00
2026-03-24T17:22:00Z,48.00,49.00
2026-03-24T17:24:00Z,52.00,45.00
2026-03-24T17:25:00Z,52.00,47.00
2026-03-24T17:26:00Z,55.00,47.00
2026-03-24T17:27:00Z,54.00,47.00
2026-03-24T17:28:00Z,53.00,48.64
2026-03-24T17:29:00Z,57.00,48.64
2026-03-24T17:30:00Z,51.65,50.21
2026-03-24T17:32:00Z,37.67,61.89
2026-03-24T17:33:00Z,35.03,61.89
2026-03-24T17:34:00Z,28.00,72.69
2026-03-24T17:35:00Z,30.00,72.69
2026-03-24T17:36:00Z,30.00,69.48
2026-03-24T17:37:00Z,30.00,70.27
2026-03-24T17:38:00Z,30.00,70.00
2026-03-24T17:40:00Z,28.63,71.92
2026-03-24T17:41:00Z,28.63,72.00
2026-03-24T17:42:00Z,31.00,72.25
2026-03-24T17:43:00Z,27.00,75.00
2026-03-24T17:44:00Z,27.00,73.87
2026-03-24T17:45:00Z,26.05,75.11
2026-03-24T17:46:00Z,23.75,76.17
2026-03-24T17:47:00Z,31.95,73.00
2026-03-24T17:48:00Z,32.70,70.00
2026-03-24T17:49:00Z,33.00,67.00
2026-03-24T17:50:00Z,36.38,68.06
2026-03-24T17:51:00Z,47.12,53.50
2026-03-24T17:52:00Z,49.00,48.00
2026-03-24T17:53:00Z,52.28,46.33
2026-03-24T17:54:00Z,60.34,44.31
2026-03-24T17:55:00Z,52.92,48.00
2026-03-24T17:56:00Z,50.00,51.28
2026-03-24T17:57:00Z,52.19,47.66
2026-03-24T17:58:00Z,45.21,56.12
2026-03-24T17:59:00Z,46.03,55.30
2026-03-24T18:00:00Z,45.04,55.26
2026-03-24T18:01:00Z,38.62,63.23
2026-03-24T18:02:00Z,32.32,68.73
2026-03-24T18:03:00Z,33.19,68.00
2026-03-24T18:04:00Z,30.00,68.00
2026-03-24T18:05:00Z,29.50,74.47
2026-03-24T18:06:00Z,32.00,69.00
2026-03-24T18:07:00Z,38.46,62.83
2026-03-24T18:08:00Z,29.93,66.00
2026-03-24T18:09:00Z,26.00,73.00
2026-03-24T18:10:00Z,26.00,70.77
2026-03-24T18:11:00Z,28.00,70.77
2026-03-24T18:12:00Z,33.00,67.14
2026-03-24T18:13:00Z,29.58,73.00
2026-03-24T18:14:00Z,32.75,68.00
2026-03-24T18:15:00Z,35.00,68.00
2026-03-24T18:16:00Z,34.00,70.00
2026-03-24T18:17:00Z,34.00,70.00
2026-03-24T18:18:00Z,38.40,62.99
2026-03-24T18:19:00Z,50.16,50.19
2026-03-24T18:20:00Z,56.98,43.66
2026-03-24T18:21:00Z,56.72,47.38
2026-03-24T18:22:00Z,57.35,43.00
2026-03-24T18:23:00Z,62.77,41.83
2026-03-24T18:24:00Z,64.67,38.49
2026-03-24T18:25:00Z,59.76,41.01
2026-03-24T18:26:00Z,54.81,47.88
2026-03-24T18:27:00Z,65.87,35.33
