# event_ticker=KXATPMATCH-25NOV04KECDAR
# final_score=4-6 6-2 6-3
# score_resolution=6-4 2-6 3-6
# match_winner=Miomir Kecmanovic
# fav_player=Luciano Darderi
# dog_player=Miomir Kecmanovic
# kalshi_date=2025-11-04
timestamp,Luciano Darderi,Miomir Kecmanovic
2025-11-05T00:20:00Z,,65.00
2025-11-05T00:21:00Z,,64.29
2025-11-05T00:28:00Z,36.00,64.29
2025-11-05T00:59:00Z,35.00,64.29
2025-11-05T01:04:00Z,35.00,65.00
2025-11-05T01:05:00Z,35.00,65.00
2025-11-05T01:06:00Z,35.00,65.00
2025-11-05T01:38:00Z,36.00,65.00
2025-11-05T01:42:00Z,36.00,65.00
2025-11-05T01:51:00Z,36.00,65.00
2025-11-05T01:55:00Z,36.00,65.00
2025-11-05T03:04:00Z,36.00,65.00
2025-11-05T03:07:00Z,36.00,65.00
2025-11-05T03:10:00Z,36.00,65.00
2025-11-05T03:22:00Z,36.00,65.00
2025-11-05T03:26:00Z,36.00,65.00
2025-11-05T03:27:00Z,36.00,65.00
2025-11-05T03:33:00Z,36.00,65.00
2025-11-05T03:39:00Z,36.00,65.00
2025-11-05T03:52:00Z,36.00,65.00
2025-11-05T03:58:00Z,36.00,65.00
2025-11-05T04:08:00Z,36.00,65.00
2025-11-05T04:09:00Z,36.00,65.00
2025-11-05T04:11:00Z,36.00,65.00
2025-11-05T04:13:00Z,36.00,65.00
2025-11-05T04:41:00Z,36.00,65.00
2025-11-05T04:44:00Z,36.00,65.00
2025-11-05T04:48:00Z,36.00,65.00
2025-11-05T04:50:00Z,36.00,65.00
2025-11-05T04:51:00Z,36.00,65.00
2025-11-05T04:56:00Z,36.00,65.00
2025-11-05T05:03:00Z,35.00,65.00
2025-11-05T05:22:00Z,35.00,65.00
2025-11-05T05:25:00Z,36.00,65.00
2025-11-05T05:27:00Z,36.00,65.00
2025-11-05T05:31:00Z,36.00,64.00
2025-11-05T05:34:00Z,36.00,65.00
2025-11-05T05:35:00Z,36.00,65.00
2025-11-05T05:49:00Z,36.00,65.00
2025-11-05T05:50:00Z,36.00,65.00
2025-11-05T05:51:00Z,36.00,65.00
2025-11-05T05:53:00Z,36.00,65.75
2025-11-05T05:55:00Z,36.00,64.00
2025-11-05T05:56:00Z,36.00,66.00
2025-11-05T06:02:00Z,36.00,66.00
2025-11-05T06:05:00Z,36.00,66.00
2025-11-05T06:07:00Z,36.00,66.00
2025-11-05T06:08:00Z,36.00,66.00
2025-11-05T06:10:00Z,36.00,66.00
2025-11-05T06:13:00Z,36.00,66.00
2025-11-05T06:15:00Z,36.00,65.45
2025-11-05T06:16:00Z,36.00,65.94
2025-11-05T06:17:00Z,36.00,66.00
2025-11-05T06:19:00Z,36.00,66.00
2025-11-05T06:20:00Z,36.00,66.00
2025-11-05T06:21:00Z,35.33,66.00
2025-11-05T06:23:00Z,35.33,66.00
2025-11-05T06:26:00Z,36.00,66.00
2025-11-05T06:27:00Z,36.00,66.00
2025-11-05T06:28:00Z,36.00,66.00
2025-11-05T06:29:00Z,36.00,66.00
2025-11-05T06:30:00Z,36.00,66.00
2025-11-05T06:32:00Z,36.00,66.00
2025-11-05T06:35:00Z,36.00,66.00
2025-11-05T06:37:00Z,36.00,66.00
2025-11-05T06:39:00Z,36.00,66.00
2025-11-05T06:40:00Z,36.00,66.00
2025-11-05T06:41:00Z,36.00,66.00
2025-11-05T06:42:00Z,36.00,66.00
2025-11-05T06:45:00Z,36.00,66.00
2025-11-05T06:46:00Z,36.00,66.00
2025-11-05T06:48:00Z,36.00,66.00
2025-11-05T06:49:00Z,36.00,66.00
2025-11-05T06:52:00Z,36.00,66.00
2025-11-05T06:53:00Z,36.00,66.00
2025-11-05T06:55:00Z,36.00,66.00
2025-11-05T06:56:00Z,36.00,66.00
2025-11-05T06:57:00Z,36.00,66.00
2025-11-05T06:58:00Z,36.00,66.00
2025-11-05T07:03:00Z,36.00,66.00
2025-11-05T07:05:00Z,36.00,66.00
2025-11-05T07:06:00Z,36.00,66.00
2025-11-05T07:07:00Z,36.00,66.00
2025-11-05T07:08:00Z,36.00,66.00
2025-11-05T07:09:00Z,36.00,66.00
2025-11-05T07:11:00Z,36.00,66.00
2025-11-05T07:13:00Z,36.00,66.00
2025-11-05T07:14:00Z,36.00,65.95
2025-11-05T07:15:00Z,36.00,65.95
2025-11-05T07:16:00Z,36.00,66.00
2025-11-05T07:17:00Z,36.00,66.00
2025-11-05T07:18:00Z,36.00,66.00
2025-11-05T07:20:00Z,36.00,66.00
2025-11-05T07:21:00Z,36.00,66.00
2025-11-05T07:23:00Z,36.00,66.00
2025-11-05T07:24:00Z,36.00,66.00
2025-11-05T07:26:00Z,36.00,66.00
