# event_ticker=KXATPMATCH-26MAR29BOIMOL
# final_score=6-3 7-5
# match_winner=Elmer Moller
# fav_player=Elmer Moller
# dog_player=Gabi Adrian Boitan
# kalshi_date=2026-03-29
timestamp,Elmer Moller,Gabi Adrian Boitan
2026-03-31T08:54:00Z,91.00,9.94
2026-03-31T08:55:00Z,91.00,9.85
2026-03-31T08:56:00Z,91.00,10.17
2026-03-31T08:57:00Z,89.79,11.64
2026-03-31T08:58:00Z,89.79,12.04
2026-03-31T08:59:00Z,88.97,13.03
2026-03-31T09:00:00Z,88.91,12.32
2026-03-31T09:01:00Z,86.26,14.21
2026-03-31T09:02:00Z,81.73,19.72
2026-03-31T09:03:00Z,80.00,21.48
2026-03-31T09:04:00Z,83.04,17.38
2026-03-31T09:05:00Z,84.24,21.20
2026-03-31T09:06:00Z,87.50,15.08
2026-03-31T09:07:00Z,88.00,14.00
2026-03-31T09:08:00Z,88.00,13.03
2026-03-31T09:09:00Z,88.11,14.19
2026-03-31T09:10:00Z,85.00,15.61
2026-03-31T09:11:00Z,85.98,13.61
2026-03-31T09:12:00Z,87.19,14.54
2026-03-31T09:13:00Z,87.96,13.57
2026-03-31T09:14:00Z,88.64,11.58
2026-03-31T09:15:00Z,90.97,10.53
2026-03-31T09:16:00Z,85.00,14.99
2026-03-31T09:17:00Z,85.00,16.40
2026-03-31T09:18:00Z,84.01,17.00
2026-03-31T09:19:00Z,84.18,17.99
2026-03-31T09:20:00Z,86.47,16.45
2026-03-31T09:21:00Z,88.66,12.53
2026-03-31T09:22:00Z,92.66,7.82
2026-03-31T09:23:00Z,94.63,5.49
2026-03-31T09:24:00Z,93.29,6.95
2026-03-31T09:25:00Z,89.97,11.96
2026-03-31T09:26:00Z,90.22,10.16
2026-03-31T09:27:00Z,88.54,13.84
2026-03-31T09:28:00Z,83.18,16.81
2026-03-31T09:29:00Z,83.58,16.52
2026-03-31T09:30:00Z,85.13,15.33
2026-03-31T09:31:00Z,80.41,21.34
2026-03-31T09:32:00Z,72.99,22.42
2026-03-31T09:33:00Z,70.64,28.46
2026-03-31T09:34:00Z,74.77,28.64
2026-03-31T09:35:00Z,74.95,21.07
2026-03-31T09:36:00Z,77.67,25.61
2026-03-31T09:37:00Z,73.24,25.76
2026-03-31T09:38:00Z,76.53,25.81
2026-03-31T09:39:00Z,76.53,17.47
2026-03-31T09:40:00Z,83.00,17.08
2026-03-31T09:41:00Z,82.73,16.11
2026-03-31T09:42:00Z,88.62,13.73
2026-03-31T09:43:00Z,88.62,16.53
2026-03-31T09:44:00Z,86.10,13.42
2026-03-31T09:45:00Z,88.73,13.00
2026-03-31T09:46:00Z,93.88,9.12
2026-03-31T09:47:00Z,93.11,6.63
2026-03-31T09:48:00Z,96.00,2.77
2026-03-31T09:49:00Z,96.75,2.74
2026-03-31T09:50:00Z,98.08,1.10
2026-03-31T09:51:00Z,99.00,1.32
2026-03-31T09:52:00Z,98.32,1.00
2026-03-31T09:53:00Z,99.00,1.00
2026-03-31T09:54:00Z,99.00,1.00
2026-03-31T09:55:00Z,99.00,1.00
2026-03-31T09:56:00Z,99.00,1.00
