# event_ticker=KXATPMATCH-26MAR29BOIMOL
# final_score=6-3 7-5
# match_winner=Elmer Moller
# fav_player=Elmer Moller
# dog_player=Gabi Adrian Boitan
# kalshi_date=2026-03-29
timestamp,Elmer Moller,Gabi Adrian Boitan
2026-03-30T20:31:00Z,68.00,
2026-03-30T21:20:00Z,69.00,
2026-03-30T21:40:00Z,68.00,
2026-03-30T22:08:00Z,69.00,
2026-03-30T22:38:00Z,69.00,33.00
2026-03-30T22:39:00Z,69.00,33.00
2026-03-30T22:52:00Z,69.00,32.00
2026-03-30T23:19:00Z,68.00,32.00
2026-03-30T23:29:00Z,69.00,32.00
2026-03-30T23:36:00Z,69.00,32.00
2026-03-30T23:39:00Z,69.00,33.00
2026-03-30T23:55:00Z,67.00,33.00
2026-03-30T23:58:00Z,69.00,33.00
2026-03-30T23:59:00Z,69.00,31.00
2026-03-31T00:25:00Z,69.00,32.00
2026-03-31T01:14:00Z,69.00,32.00
2026-03-31T01:39:00Z,69.80,32.00
2026-03-31T01:43:00Z,70.00,32.00
2026-03-31T01:54:00Z,70.00,32.00
2026-03-31T01:59:00Z,70.00,32.00
2026-03-31T02:00:00Z,70.00,31.00
2026-03-31T02:17:00Z,70.00,31.00
2026-03-31T02:52:00Z,70.00,31.00
2026-03-31T03:09:00Z,69.02,31.00
2026-03-31T03:49:00Z,70.00,31.00
2026-03-31T03:55:00Z,70.00,31.00
2026-03-31T04:12:00Z,70.00,31.00
2026-03-31T04:24:00Z,70.00,31.00
2026-03-31T04:26:00Z,70.00,32.00
2026-03-31T04:30:00Z,70.00,32.00
2026-03-31T04:38:00Z,70.00,32.00
2026-03-31T04:39:00Z,70.00,32.00
2026-03-31T04:40:00Z,70.00,32.00
2026-03-31T04:46:00Z,70.00,31.00
2026-03-31T04:51:00Z,70.00,31.00
2026-03-31T04:52:00Z,70.00,31.00
2026-03-31T04:53:00Z,70.00,32.00
2026-03-31T05:02:00Z,70.00,32.00
2026-03-31T05:06:00Z,70.00,32.00
2026-03-31T05:15:00Z,70.00,32.00
2026-03-31T05:17:00Z,70.00,32.00
2026-03-31T05:18:00Z,70.00,32.00
2026-03-31T05:19:00Z,70.00,32.00
2026-03-31T05:21:00Z,70.00,32.00
2026-03-31T05:22:00Z,70.00,33.00
2026-03-31T05:25:00Z,70.00,33.00
2026-03-31T05:28:00Z,70.00,33.00
2026-03-31T05:30:00Z,70.00,33.00
2026-03-31T05:39:00Z,70.00,33.00
2026-03-31T05:45:00Z,70.00,33.00
2026-03-31T05:48:00Z,70.00,33.00
2026-03-31T05:53:00Z,70.00,33.00
2026-03-31T05:54:00Z,70.00,33.00
2026-03-31T05:59:00Z,70.00,33.00
2026-03-31T06:03:00Z,70.00,33.00
2026-03-31T06:04:00Z,70.00,33.00
2026-03-31T06:15:00Z,70.00,33.00
2026-03-31T06:18:00Z,70.00,33.00
2026-03-31T06:19:00Z,70.35,33.00
2026-03-31T06:23:00Z,70.00,32.00
2026-03-31T06:33:00Z,71.00,32.00
2026-03-31T06:36:00Z,71.00,32.00
2026-03-31T06:44:00Z,71.00,32.00
2026-03-31T06:50:00Z,71.00,32.00
2026-03-31T07:03:00Z,71.00,31.00
2026-03-31T07:05:00Z,71.00,32.00
2026-03-31T07:06:00Z,71.00,31.00
2026-03-31T07:10:00Z,71.00,31.00
2026-03-31T07:13:00Z,71.00,30.00
2026-03-31T07:14:00Z,71.50,30.00
2026-03-31T07:16:00Z,71.50,29.00
2026-03-31T07:20:00Z,71.50,28.00
2026-03-31T07:21:00Z,71.50,28.00
2026-03-31T07:26:00Z,71.50,28.00
2026-03-31T07:28:00Z,73.00,28.00
2026-03-31T07:31:00Z,73.00,28.00
2026-03-31T07:36:00Z,73.00,28.00
2026-03-31T07:37:00Z,72.21,28.00
2026-03-31T07:40:00Z,74.00,28.00
2026-03-31T07:50:00Z,74.00,28.00
2026-03-31T07:52:00Z,74.00,27.00
2026-03-31T07:56:00Z,72.00,27.00
2026-03-31T07:57:00Z,72.00,29.00
2026-03-31T07:58:00Z,72.00,29.00
2026-03-31T07:59:00Z,72.00,29.00
2026-03-31T08:01:00Z,72.00,29.00
2026-03-31T08:02:00Z,72.00,29.00
2026-03-31T08:06:00Z,72.00,27.00
2026-03-31T08:08:00Z,75.00,27.00
2026-03-31T08:09:00Z,75.00,26.00
2026-03-31T08:10:00Z,75.00,26.00
2026-03-31T08:12:00Z,77.42,23.08
2026-03-31T08:13:00Z,81.00,20.04
2026-03-31T08:14:00Z,81.00,20.00
2026-03-31T08:15:00Z,80.00,21.92
2026-03-31T08:16:00Z,77.00,22.69
2026-03-31T08:17:00Z,79.87,21.91
2026-03-31T08:18:00Z,80.05,21.91
2026-03-31T08:19:00Z,80.05,24.61
2026-03-31T08:20:00Z,75.13,26.35
2026-03-31T08:21:00Z,73.85,30.10
2026-03-31T08:22:00Z,65.00,33.98
2026-03-31T08:23:00Z,70.45,35.74
2026-03-31T08:24:00Z,70.24,28.37
2026-03-31T08:25:00Z,70.24,24.00
2026-03-31T08:26:00Z,70.24,29.28
2026-03-31T08:27:00Z,77.00,23.72
2026-03-31T08:28:00Z,77.00,23.72
2026-03-31T08:29:00Z,75.00,26.19
2026-03-31T08:30:00Z,80.58,22.77
2026-03-31T08:31:00Z,80.58,21.00
2026-03-31T08:32:00Z,83.89,16.80
2026-03-31T08:33:00Z,81.48,21.99
2026-03-31T08:34:00Z,81.92,21.87
2026-03-31T08:35:00Z,79.92,22.94
2026-03-31T08:36:00Z,83.80,17.14
2026-03-31T08:37:00Z,88.00,12.44
2026-03-31T08:38:00Z,88.00,12.20
2026-03-31T08:39:00Z,88.92,13.00
2026-03-31T08:40:00Z,86.03,13.00
2026-03-31T08:41:00Z,88.98,14.00
2026-03-31T08:42:00Z,89.97,12.00
2026-03-31T08:43:00Z,85.00,15.47
2026-03-31T08:44:00Z,85.00,14.28
2026-03-31T08:45:00Z,89.00,10.24
2026-03-31T08:46:00Z,89.00,12.00
2026-03-31T08:47:00Z,90.60,12.00
2026-03-31T08:48:00Z,91.00,9.95
2026-03-31T08:50:00Z,89.00,11.00
2026-03-31T08:51:00Z,89.00,12.54
2026-03-31T08:52:00Z,90.00,10.00
2026-03-31T08:53:00Z,90.60,9.74
