# event_ticker=KXATPCHALLENGERMATCH-26MAY13KAWTYA
# final_score=6-4 6-4
# match_winner=Kriish Tyagi
# fav_player=Kriish Tyagi
# dog_player=Yuta Kawahashi
# kalshi_date=2026-05-13
timestamp,Yuta Kawahashi,Kriish Tyagi
2026-05-13T00:38:00Z,66.00,
2026-05-13T02:20:00Z,66.00,35.00
2026-05-13T02:24:00Z,66.00,35.39
2026-05-13T02:25:00Z,66.00,38.00
2026-05-13T02:43:00Z,63.00,38.00
2026-05-13T02:48:00Z,63.00,38.00
2026-05-13T02:59:00Z,63.00,38.00
2026-05-13T03:01:00Z,63.00,38.00
2026-05-13T03:04:00Z,63.00,38.00
2026-05-13T03:36:00Z,63.00,39.48
2026-05-13T03:51:00Z,63.00,39.00
2026-05-13T04:21:00Z,62.00,39.00
2026-05-13T04:27:00Z,62.00,39.00
2026-05-13T04:32:00Z,62.00,39.00
2026-05-13T04:33:00Z,62.00,39.00
2026-05-13T05:00:00Z,62.00,39.00
2026-05-13T05:09:00Z,62.00,39.00
2026-05-13T05:13:00Z,62.59,39.00
2026-05-13T05:22:00Z,63.00,39.00
2026-05-13T05:53:00Z,63.00,39.00
2026-05-13T06:17:00Z,63.00,38.76
2026-05-13T06:31:00Z,63.00,38.76
2026-05-13T06:32:00Z,63.00,39.00
2026-05-13T06:53:00Z,63.00,39.00
2026-05-13T07:21:00Z,63.00,39.00
2026-05-13T07:43:00Z,63.00,39.00
2026-05-13T08:06:00Z,63.00,39.00
2026-05-13T08:09:00Z,63.00,39.00
2026-05-13T08:23:00Z,63.00,39.00
2026-05-13T08:35:00Z,63.00,39.00
2026-05-13T08:38:00Z,63.00,39.00
2026-05-13T08:48:00Z,63.00,39.00
2026-05-13T08:49:00Z,63.00,39.00
2026-05-13T08:52:00Z,63.00,39.00
2026-05-13T08:56:00Z,63.00,39.00
2026-05-13T08:57:00Z,61.00,39.00
2026-05-13T09:18:00Z,59.64,39.00
2026-05-13T09:23:00Z,62.00,39.00
2026-05-13T09:39:00Z,59.00,39.00
2026-05-13T09:41:00Z,59.00,41.00
2026-05-13T09:55:00Z,59.00,41.00
2026-05-13T10:36:00Z,62.00,41.00
2026-05-13T10:38:00Z,62.00,41.00
2026-05-13T10:44:00Z,62.00,41.00
2026-05-13T10:52:00Z,62.00,41.00
2026-05-13T10:54:00Z,62.00,41.00
2026-05-13T10:56:00Z,59.07,39.11
2026-05-13T10:57:00Z,59.25,42.40
2026-05-13T10:58:00Z,62.00,38.67
2026-05-13T10:59:00Z,63.84,36.00
2026-05-13T11:00:00Z,61.48,36.00
2026-05-13T11:01:00Z,64.00,35.00
2026-05-13T11:02:00Z,59.23,37.25
2026-05-13T11:03:00Z,57.14,37.25
2026-05-13T11:04:00Z,53.00,46.00
2026-05-13T11:05:00Z,50.53,49.51
2026-05-13T11:06:00Z,49.06,51.68
2026-05-13T11:07:00Z,49.06,55.00
2026-05-13T11:08:00Z,47.00,56.51
2026-05-13T11:09:00Z,42.00,56.51
2026-05-13T11:40:00Z,41.00,58.57
2026-05-13T11:41:00Z,39.63,68.39
2026-05-13T11:42:00Z,30.00,90.00
2026-05-13T11:44:00Z,9.59,90.00
2026-05-13T11:46:00Z,9.59,90.00
2026-05-13T11:47:00Z,17.00,89.00
2026-05-13T11:48:00Z,17.00,89.45
2026-05-13T11:49:00Z,27.96,86.00
2026-05-13T11:50:00Z,6.80,92.37
2026-05-13T11:51:00Z,5.98,95.84
2026-05-13T11:52:00Z,6.50,94.00
2026-05-13T11:53:00Z,8.99,94.65
2026-05-13T11:54:00Z,2.81,97.35
2026-05-13T11:55:00Z,3.29,96.29
2026-05-13T11:56:00Z,5.00,95.00
2026-05-13T11:57:00Z,5.01,95.63
2026-05-13T11:58:00Z,7.89,92.18
2026-05-13T11:59:00Z,10.19,89.56
2026-05-13T12:00:00Z,12.90,91.14
2026-05-13T12:01:00Z,13.03,88.11
2026-05-13T12:02:00Z,12.11,90.49
2026-05-13T12:03:00Z,8.13,93.90
2026-05-13T12:04:00Z,8.94,91.77
2026-05-13T12:05:00Z,11.78,91.27
2026-05-13T12:06:00Z,15.21,93.19
2026-05-13T12:07:00Z,7.70,93.97
2026-05-13T12:08:00Z,10.52,92.95
2026-05-13T12:09:00Z,11.00,90.97
2026-05-13T12:10:00Z,11.86,90.93
2026-05-13T12:11:00Z,1.99,96.38
2026-05-13T12:12:00Z,1.11,99.00
2026-05-13T12:16:00Z,1.11,99.00
2026-05-13T12:18:00Z,1.11,99.00
2026-05-13T12:19:00Z,1.11,99.00
