# event_ticker=KXATPMATCH-26JAN12TSIVUK
# final_score=7-6(3) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-01-12
timestamp,Aleksandar Vukic,Stefanos Tsitsipas
2026-01-13T07:21:00Z,27.00,74.00
2026-01-13T07:22:00Z,27.00,74.00
2026-01-13T07:23:00Z,27.00,74.00
2026-01-13T07:24:00Z,27.00,74.00
2026-01-13T07:26:00Z,27.00,75.00
2026-01-13T07:27:00Z,27.00,75.00
2026-01-13T07:30:00Z,27.00,75.00
2026-01-13T07:31:00Z,27.00,75.00
2026-01-13T07:33:00Z,27.00,75.00
2026-01-13T07:34:00Z,27.00,75.00
2026-01-13T07:35:00Z,27.00,75.00
2026-01-13T07:36:00Z,26.00,75.00
2026-01-13T07:42:00Z,23.00,75.00
2026-01-13T07:43:00Z,24.00,76.00
2026-01-13T07:44:00Z,24.00,76.69
2026-01-13T07:46:00Z,24.00,76.69
2026-01-13T07:48:00Z,24.00,76.69
2026-01-13T07:50:00Z,25.00,76.69
2026-01-13T07:53:00Z,25.00,77.75
2026-01-13T07:57:00Z,25.00,77.00
2026-01-13T07:58:00Z,24.00,77.00
2026-01-13T07:59:00Z,24.00,77.00
2026-01-13T08:03:00Z,25.95,77.00
2026-01-13T08:04:00Z,23.00,77.00
2026-01-13T08:05:00Z,23.00,77.00
2026-01-13T08:08:00Z,25.00,77.00
2026-01-13T08:09:00Z,25.25,77.00
2026-01-13T08:10:00Z,26.06,75.04
2026-01-13T08:11:00Z,28.25,74.00
2026-01-13T08:12:00Z,28.03,73.56
2026-01-13T08:13:00Z,29.00,73.56
2026-01-13T08:14:00Z,26.87,75.92
2026-01-13T08:15:00Z,26.87,74.00
2026-01-13T08:16:00Z,22.07,78.08
2026-01-13T08:17:00Z,19.83,79.03
2026-01-13T08:18:00Z,28.00,73.00
2026-01-13T08:19:00Z,26.38,75.00
2026-01-13T08:20:00Z,25.74,75.00
2026-01-13T08:21:00Z,28.83,73.00
2026-01-13T08:22:00Z,28.00,73.00
2026-01-13T08:23:00Z,26.62,75.00
2026-01-13T08:25:00Z,20.71,79.93
2026-01-13T08:26:00Z,28.00,73.00
2026-01-13T08:27:00Z,28.00,73.53
2026-01-13T08:28:00Z,28.00,74.26
2026-01-13T08:29:00Z,30.88,73.07
2026-01-13T08:30:00Z,27.33,72.92
2026-01-13T08:31:00Z,27.88,71.72
2026-01-13T08:32:00Z,27.30,75.02
2026-01-13T08:33:00Z,24.92,76.02
2026-01-13T08:34:00Z,25.18,75.94
2026-01-13T08:35:00Z,27.90,73.00
2026-01-13T08:36:00Z,28.00,73.00
2026-01-13T08:37:00Z,28.00,73.59
2026-01-13T08:38:00Z,25.21,77.00
2026-01-13T08:39:00Z,26.07,75.00
2026-01-13T08:40:00Z,25.48,76.33
2026-01-13T08:41:00Z,24.97,76.22
2026-01-13T08:42:00Z,27.92,75.25
2026-01-13T08:43:00Z,27.37,75.00
2026-01-13T08:44:00Z,29.97,72.01
2026-01-13T08:45:00Z,33.49,69.16
2026-01-13T08:46:00Z,31.60,70.60
2026-01-13T08:47:00Z,25.02,75.83
2026-01-13T08:48:00Z,21.27,78.88
2026-01-13T08:49:00Z,22.00,77.38
2026-01-13T08:50:00Z,25.80,72.81
2026-01-13T08:51:00Z,26.35,75.03
2026-01-13T08:52:00Z,28.02,72.00
2026-01-13T08:53:00Z,31.00,71.00
2026-01-13T08:54:00Z,27.88,69.00
2026-01-13T08:55:00Z,31.00,72.06
2026-01-13T08:56:00Z,29.09,73.87
2026-01-13T08:57:00Z,28.22,71.83
2026-01-13T08:58:00Z,29.00,74.00
2026-01-13T08:59:00Z,26.56,74.69
2026-01-13T09:00:00Z,37.00,67.27
2026-01-13T09:01:00Z,42.45,58.00
2026-01-13T09:02:00Z,44.90,57.46
2026-01-13T09:03:00Z,52.89,49.67
2026-01-13T09:04:00Z,53.41,46.93
2026-01-13T09:05:00Z,54.41,47.00
2026-01-13T09:06:00Z,53.03,48.95
2026-01-13T09:07:00Z,53.15,51.06
2026-01-13T09:08:00Z,46.38,52.00
2026-01-13T09:09:00Z,43.82,57.33
2026-01-13T09:10:00Z,43.57,57.03
2026-01-13T09:11:00Z,49.07,51.27
2026-01-13T09:12:00Z,49.93,52.79
2026-01-13T09:13:00Z,47.08,53.24
2026-01-13T09:14:00Z,47.15,53.00
2026-01-13T09:15:00Z,48.76,52.04
2026-01-13T09:16:00Z,47.00,51.10
2026-01-13T09:17:00Z,47.00,52.68
2026-01-13T09:18:00Z,50.53,50.05
2026-01-13T09:19:00Z,49.11,50.64
2026-01-13T09:20:00Z,46.22,52.52
2026-01-13T09:21:00Z,48.17,52.02
2026-01-13T09:22:00Z,48.99,51.01
2026-01-13T09:23:00Z,45.99,55.56
2026-01-13T09:24:00Z,43.83,56.62
2026-01-13T09:25:00Z,45.86,53.74
2026-01-13T09:26:00Z,52.42,46.98
2026-01-13T09:27:00Z,53.36,42.69
2026-01-13T09:28:00Z,64.56,36.83
2026-01-13T09:29:00Z,60.81,40.88
2026-01-13T09:30:00Z,59.43,40.93
2026-01-13T09:31:00Z,53.32,47.00
2026-01-13T09:32:00Z,52.00,48.80
2026-01-13T09:33:00Z,50.07,50.96
2026-01-13T09:34:00Z,38.25,58.99
2026-01-13T09:35:00Z,39.41,58.95
2026-01-13T09:36:00Z,49.67,50.37
2026-01-13T09:37:00Z,48.00,51.47
2026-01-13T09:38:00Z,55.94,46.60
2026-01-13T09:39:00Z,55.94,48.20
2026-01-13T09:40:00Z,55.30,48.86
2026-01-13T09:41:00Z,50.04,49.88
2026-01-13T09:42:00Z,49.43,51.73
2026-01-13T09:43:00Z,57.19,49.08
2026-01-13T09:44:00Z,56.02,46.25
2026-01-13T09:45:00Z,55.71,45.50
2026-01-13T09:46:00Z,57.10,45.41
2026-01-13T09:47:00Z,62.23,37.67
2026-01-13T09:48:00Z,67.07,33.14
2026-01-13T09:49:00Z,63.09,35.48
2026-01-13T09:50:00Z,53.99,49.08
2026-01-13T09:51:00Z,54.93,47.00
2026-01-13T09:52:00Z,55.01,45.04
2026-01-13T09:53:00Z,60.01,41.63
2026-01-13T09:54:00Z,57.21,42.05
2026-01-13T09:55:00Z,57.65,43.20
2026-01-13T09:56:00Z,51.38,47.20
2026-01-13T09:57:00Z,47.97,55.36
2026-01-13T09:58:00Z,46.91,49.75
2026-01-13T09:59:00Z,62.64,33.73
2026-01-13T10:00:00Z,80.93,18.65
2026-01-13T10:01:00Z,72.25,27.18
2026-01-13T10:02:00Z,66.89,30.66
2026-01-13T10:03:00Z,97.60,3.85
2026-01-13T10:04:00Z,99.00,1.00
2026-01-13T10:05:00Z,99.00,1.00
2026-01-13T10:06:00Z,99.00,1.00
2026-01-13T10:07:00Z,99.00,1.00
2026-01-13T10:10:00Z,99.00,1.00
2026-01-13T10:11:00Z,99.00,1.00
2026-01-13T10:13:00Z,99.00,1.00
2026-01-13T10:14:00Z,99.00,1.00
2026-01-13T10:15:00Z,99.00,1.00
2026-01-13T10:19:00Z,99.00,1.00
2026-01-13T10:22:00Z,99.00,1.00
2026-01-13T10:23:00Z,99.00,1.00
2026-01-13T10:25:00Z,99.00,1.00
2026-01-13T10:29:00Z,99.00,1.00
