# event_ticker=KXATPMATCH-26JAN07KORMIC
# final_score=6-3 7-6(7)
# score_resolution=6-3 7-6
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Sebastian Korda
# kalshi_date=2026-01-07
timestamp,Alex Michelsen,Sebastian Korda
2026-01-08T20:51:00Z,,64.00
2026-01-08T21:18:00Z,,64.00
2026-01-08T21:23:00Z,36.00,64.00
2026-01-08T22:13:00Z,36.00,64.00
2026-01-08T22:26:00Z,36.00,64.00
2026-01-08T22:27:00Z,36.00,64.00
2026-01-08T23:18:00Z,36.00,64.00
2026-01-08T23:38:00Z,36.00,64.00
2026-01-08T23:48:00Z,36.00,64.00
2026-01-08T23:52:00Z,36.00,64.00
2026-01-09T00:06:00Z,36.00,63.00
2026-01-09T00:15:00Z,36.00,64.00
2026-01-09T00:18:00Z,36.00,64.00
2026-01-09T00:34:00Z,36.00,64.00
2026-01-09T01:18:00Z,36.00,64.00
2026-01-09T01:20:00Z,35.00,64.00
2026-01-09T01:23:00Z,35.00,64.00
2026-01-09T01:42:00Z,36.00,64.00
2026-01-09T01:43:00Z,36.00,64.00
2026-01-09T01:45:00Z,36.00,64.00
2026-01-09T01:48:00Z,36.00,64.00
2026-01-09T02:08:00Z,36.00,64.00
2026-01-09T02:18:00Z,36.00,64.00
2026-01-09T02:28:00Z,35.00,64.00
2026-01-09T02:32:00Z,36.00,64.00
2026-01-09T02:40:00Z,36.00,64.00
2026-01-09T02:43:00Z,36.00,64.00
2026-01-09T02:46:00Z,36.00,64.00
2026-01-09T03:01:00Z,36.00,64.00
2026-01-09T03:07:00Z,36.00,64.00
2026-01-09T03:11:00Z,36.00,64.00
2026-01-09T03:12:00Z,36.00,64.00
2026-01-09T03:17:00Z,36.00,64.00
2026-01-09T03:21:00Z,36.00,64.00
2026-01-09T03:31:00Z,36.00,64.00
2026-01-09T03:38:00Z,36.00,64.00
2026-01-09T03:43:00Z,36.00,64.00
2026-01-09T03:55:00Z,36.00,64.00
2026-01-09T04:09:00Z,36.00,64.00
2026-01-09T04:18:00Z,36.00,64.00
2026-01-09T04:23:00Z,36.00,64.00
2026-01-09T04:25:00Z,36.00,64.00
2026-01-09T04:32:00Z,36.00,64.00
2026-01-09T04:36:00Z,36.00,64.58
2026-01-09T04:38:00Z,36.00,64.58
2026-01-09T04:39:00Z,36.00,65.00
2026-01-09T04:42:00Z,36.00,65.00
2026-01-09T04:47:00Z,36.00,65.00
2026-01-09T04:50:00Z,36.00,65.00
2026-01-09T04:52:00Z,36.00,65.00
2026-01-09T04:53:00Z,36.00,65.00
2026-01-09T04:59:00Z,36.00,65.00
2026-01-09T05:02:00Z,36.00,65.00
2026-01-09T05:04:00Z,36.00,65.00
2026-01-09T05:05:00Z,36.00,65.00
2026-01-09T05:09:00Z,36.00,66.00
2026-01-09T05:11:00Z,36.00,66.00
2026-01-09T05:12:00Z,36.00,66.00
2026-01-09T05:13:00Z,36.00,65.01
2026-01-09T05:14:00Z,36.00,65.00
2026-01-09T05:15:00Z,36.00,65.00
2026-01-09T05:16:00Z,35.00,65.00
2026-01-09T05:17:00Z,35.00,65.00
2026-01-09T05:19:00Z,36.00,65.00
2026-01-09T05:20:00Z,36.00,65.00
2026-01-09T05:22:00Z,36.00,65.00
2026-01-09T05:26:00Z,36.00,65.00
2026-01-09T05:29:00Z,35.00,65.00
2026-01-09T05:30:00Z,35.00,65.00
2026-01-09T05:32:00Z,35.00,65.00
2026-01-09T05:35:00Z,35.00,65.00
2026-01-09T05:36:00Z,35.00,65.00
2026-01-09T05:38:00Z,36.00,65.00
2026-01-09T05:39:00Z,36.00,65.00
2026-01-09T05:41:00Z,36.00,65.00
2026-01-09T05:44:00Z,36.00,65.00
2026-01-09T05:47:00Z,36.00,65.00
2026-01-09T05:49:00Z,36.00,65.00
2026-01-09T05:51:00Z,36.00,65.00
