# event_ticker=KXATPMATCH-26MAY06BASMER
# final_score=6-4 2-6 6-3
# match_winner=Nikoloz Basilashvili
# fav_player=Nikoloz Basilashvili
# dog_player=Daniel Merida
# kalshi_date=2026-05-06
timestamp,Nikoloz Basilashvili,Daniel Merida
2026-05-06T21:21:00Z,,61.00
2026-05-06T21:35:00Z,40.00,61.00
2026-05-06T21:37:00Z,40.00,61.00
2026-05-06T21:57:00Z,40.00,60.00
2026-05-06T22:00:00Z,40.00,61.00
2026-05-06T22:05:00Z,40.00,61.00
2026-05-06T22:20:00Z,40.00,61.00
2026-05-06T22:25:00Z,40.00,61.00
2026-05-06T22:44:00Z,40.00,61.00
2026-05-06T22:49:00Z,40.00,61.00
2026-05-06T22:53:00Z,40.00,61.00
2026-05-06T23:03:00Z,40.00,61.00
2026-05-06T23:09:00Z,40.00,61.00
2026-05-06T23:11:00Z,40.00,61.00
2026-05-06T23:18:00Z,40.00,61.00
2026-05-06T23:27:00Z,40.00,61.00
2026-05-06T23:33:00Z,40.00,61.00
2026-05-07T00:04:00Z,40.00,61.00
2026-05-07T00:15:00Z,40.00,61.00
2026-05-07T00:16:00Z,40.00,61.00
2026-05-07T00:17:00Z,40.00,61.00
2026-05-07T00:21:00Z,40.00,61.00
2026-05-07T00:36:00Z,40.00,61.00
2026-05-07T01:01:00Z,40.00,61.00
2026-05-07T01:08:00Z,40.00,61.00
2026-05-07T01:13:00Z,40.00,60.00
2026-05-07T01:14:00Z,40.00,61.00
2026-05-07T01:29:00Z,40.00,61.00
2026-05-07T01:33:00Z,40.00,61.00
2026-05-07T01:49:00Z,40.00,61.00
2026-05-07T01:59:00Z,40.00,60.00
2026-05-07T02:07:00Z,40.00,60.00
2026-05-07T02:14:00Z,40.00,61.00
2026-05-07T02:24:00Z,40.00,61.00
2026-05-07T02:32:00Z,40.00,61.00
2026-05-07T02:46:00Z,40.00,61.00
2026-05-07T02:50:00Z,40.00,61.00
2026-05-07T03:00:00Z,40.00,62.00
2026-05-07T03:07:00Z,40.00,62.00
2026-05-07T03:08:00Z,40.00,61.00
2026-05-07T03:18:00Z,40.00,62.00
2026-05-07T03:35:00Z,40.00,62.00
2026-05-07T03:38:00Z,40.00,62.00
2026-05-07T03:39:00Z,40.00,62.00
2026-05-07T03:47:00Z,40.00,62.00
2026-05-07T03:51:00Z,40.00,62.00
2026-05-07T03:53:00Z,40.00,61.00
2026-05-07T03:55:00Z,40.00,61.00
2026-05-07T03:57:00Z,40.00,61.00
2026-05-07T03:58:00Z,40.00,61.00
2026-05-07T03:59:00Z,40.00,61.99
2026-05-07T04:00:00Z,40.00,61.00
2026-05-07T04:02:00Z,40.00,61.00
2026-05-07T04:08:00Z,40.00,61.00
2026-05-07T04:12:00Z,40.00,61.00
2026-05-07T04:18:00Z,40.00,61.00
2026-05-07T04:20:00Z,40.00,61.00
2026-05-07T04:23:00Z,40.00,61.00
2026-05-07T04:29:00Z,40.00,61.00
2026-05-07T04:34:00Z,40.00,61.00
2026-05-07T04:35:00Z,39.00,61.00
2026-05-07T04:36:00Z,40.24,61.00
2026-05-07T04:37:00Z,40.24,61.00
2026-05-07T04:39:00Z,40.24,61.00
2026-05-07T04:40:00Z,41.00,61.00
2026-05-07T04:41:00Z,41.00,61.00
2026-05-07T04:43:00Z,41.00,61.74
2026-05-07T04:44:00Z,41.00,61.00
2026-05-07T04:45:00Z,41.00,61.00
2026-05-07T04:46:00Z,41.00,62.00
2026-05-07T04:47:00Z,41.00,62.00
2026-05-07T04:50:00Z,41.00,62.00
2026-05-07T04:51:00Z,41.00,60.27
2026-05-07T04:56:00Z,39.00,60.27
2026-05-07T04:59:00Z,40.00,60.27
2026-05-07T05:00:00Z,41.00,61.00
2026-05-07T05:04:00Z,41.00,61.00
2026-05-07T05:11:00Z,41.00,61.00
2026-05-07T05:15:00Z,41.00,61.00
2026-05-07T05:18:00Z,41.00,61.00
2026-05-07T05:27:00Z,41.00,61.00
2026-05-07T05:28:00Z,41.00,61.00
2026-05-07T05:30:00Z,41.00,61.00
2026-05-07T05:31:00Z,41.00,61.07
2026-05-07T05:35:00Z,41.00,61.00
2026-05-07T05:41:00Z,41.00,61.91
2026-05-07T05:48:00Z,39.00,62.00
2026-05-07T05:50:00Z,39.00,62.00
2026-05-07T05:52:00Z,39.00,62.00
2026-05-07T05:53:00Z,39.00,62.00
2026-05-07T05:58:00Z,39.00,62.00
2026-05-07T06:01:00Z,40.00,62.00
2026-05-07T06:02:00Z,40.00,62.00
2026-05-07T06:04:00Z,40.00,62.00
2026-05-07T06:05:00Z,40.00,62.00
2026-05-07T06:09:00Z,40.00,62.00
2026-05-07T06:12:00Z,40.00,62.00
2026-05-07T06:14:00Z,40.00,62.00
2026-05-07T06:21:00Z,40.00,62.00
2026-05-07T06:23:00Z,40.00,62.00
2026-05-07T06:29:00Z,40.00,62.00
