# event_ticker=KXATPMATCH-26MAY06BASMER
# final_score=6-4 2-6 6-3
# match_winner=Nikoloz Basilashvili
# fav_player=Nikoloz Basilashvili
# dog_player=Daniel Merida
# kalshi_date=2026-05-06
timestamp,Nikoloz Basilashvili,Daniel Merida
2026-05-07T06:30:00Z,40.00,62.00
2026-05-07T06:38:00Z,40.00,62.00
2026-05-07T06:39:00Z,39.00,62.00
2026-05-07T06:40:00Z,39.00,62.00
2026-05-07T06:42:00Z,39.00,62.00
2026-05-07T06:44:00Z,39.00,62.00
2026-05-07T06:46:00Z,39.00,61.00
2026-05-07T06:50:00Z,39.00,61.00
2026-05-07T06:52:00Z,39.00,61.00
2026-05-07T06:56:00Z,39.00,61.00
2026-05-07T06:57:00Z,39.00,61.00
2026-05-07T06:58:00Z,39.00,61.00
2026-05-07T09:01:00Z,37.93,74.00
2026-05-07T09:02:00Z,37.93,62.00
2026-05-07T09:03:00Z,37.93,61.00
2026-05-07T09:04:00Z,37.93,61.00
2026-05-07T09:05:00Z,40.00,61.00
2026-05-07T09:06:00Z,40.00,61.00
2026-05-07T09:07:00Z,41.98,58.94
2026-05-07T09:08:00Z,53.00,54.12
2026-05-07T09:09:00Z,53.37,47.50
2026-05-07T09:10:00Z,58.23,45.00
2026-05-07T09:11:00Z,55.00,48.19
2026-05-07T09:12:00Z,57.45,44.53
2026-05-07T09:13:00Z,63.00,41.36
2026-05-07T09:14:00Z,57.00,40.00
2026-05-07T09:15:00Z,60.00,41.51
2026-05-07T09:16:00Z,63.07,36.00
2026-05-07T09:17:00Z,58.45,40.46
2026-05-07T09:18:00Z,58.45,45.00
2026-05-07T09:19:00Z,57.00,45.00
2026-05-07T09:20:00Z,62.95,41.00
2026-05-07T09:21:00Z,61.00,42.00
2026-05-07T09:22:00Z,62.00,40.64
2026-05-07T09:23:00Z,62.00,40.00
2026-05-07T09:24:00Z,62.00,39.91
2026-05-07T09:25:00Z,62.00,41.00
2026-05-07T09:26:00Z,60.00,40.00
2026-05-07T09:27:00Z,60.00,43.00
2026-05-07T09:28:00Z,64.00,43.00
2026-05-07T09:29:00Z,67.00,34.00
2026-05-07T09:30:00Z,67.00,34.21
2026-05-07T09:31:00Z,70.06,30.70
2026-05-07T09:32:00Z,70.06,27.00
2026-05-07T09:33:00Z,75.00,27.00
2026-05-07T09:34:00Z,75.00,26.00
2026-05-07T09:35:00Z,69.00,27.75
2026-05-07T09:36:00Z,69.00,30.97
2026-05-07T09:37:00Z,69.00,32.23
2026-05-07T09:38:00Z,69.80,34.00
2026-05-07T09:39:00Z,67.00,33.00
2026-05-07T09:40:00Z,67.00,32.00
2026-05-07T09:41:00Z,64.00,32.00
2026-05-07T09:42:00Z,64.00,32.00
2026-05-07T09:43:00Z,63.00,37.00
2026-05-07T09:44:00Z,65.99,33.18
2026-05-07T09:45:00Z,71.95,32.18
2026-05-07T09:46:00Z,73.00,27.39
2026-05-07T09:47:00Z,74.00,26.03
2026-05-07T09:48:00Z,74.00,27.00
2026-05-07T09:49:00Z,74.00,27.00
2026-05-07T09:50:00Z,74.00,27.00
2026-05-07T09:51:00Z,74.00,31.96
2026-05-07T09:52:00Z,65.70,38.92
2026-05-07T09:53:00Z,61.00,39.38
2026-05-07T09:54:00Z,66.51,34.00
2026-05-07T09:55:00Z,67.00,38.44
2026-05-07T09:56:00Z,62.98,37.56
2026-05-07T09:57:00Z,62.00,43.89
2026-05-07T09:58:00Z,55.00,47.36
2026-05-07T09:59:00Z,55.00,41.56
2026-05-07T10:00:00Z,55.00,41.31
2026-05-07T10:01:00Z,51.84,48.45
2026-05-07T10:02:00Z,49.58,49.72
2026-05-07T10:03:00Z,51.00,50.27
2026-05-07T10:04:00Z,52.23,50.23
2026-05-07T10:05:00Z,51.00,49.95
2026-05-07T10:06:00Z,50.90,50.50
2026-05-07T10:07:00Z,50.99,51.18
2026-05-07T10:08:00Z,48.00,52.00
2026-05-07T10:09:00Z,50.09,50.93
2026-05-07T10:10:00Z,49.00,53.87
2026-05-07T10:11:00Z,50.64,48.39
2026-05-07T10:12:00Z,49.00,50.98
2026-05-07T10:13:00Z,49.08,51.49
2026-05-07T10:14:00Z,49.00,51.14
2026-05-07T10:15:00Z,52.90,48.00
2026-05-07T10:16:00Z,50.35,48.90
2026-05-07T10:17:00Z,52.94,47.42
2026-05-07T10:18:00Z,59.67,40.28
2026-05-07T10:19:00Z,58.35,45.76
2026-05-07T10:20:00Z,53.02,46.65
2026-05-07T10:21:00Z,49.64,50.06
2026-05-07T10:22:00Z,48.00,52.00
2026-05-07T10:23:00Z,49.00,52.05
2026-05-07T10:24:00Z,50.00,52.00
2026-05-07T10:25:00Z,48.93,54.37
2026-05-07T10:26:00Z,47.04,57.05
2026-05-07T10:27:00Z,45.62,57.06
2026-05-07T10:28:00Z,42.73,57.35
2026-05-07T10:29:00Z,42.00,58.54
2026-05-07T10:30:00Z,41.99,59.22
2026-05-07T10:31:00Z,41.95,59.11
2026-05-07T10:32:00Z,43.54,60.18
2026-05-07T10:33:00Z,45.48,54.87
2026-05-07T10:34:00Z,57.50,39.95
2026-05-07T10:35:00Z,60.47,38.09
2026-05-07T10:36:00Z,65.81,37.68
2026-05-07T10:37:00Z,64.24,35.87
2026-05-07T10:38:00Z,68.18,35.05
2026-05-07T10:39:00Z,72.98,28.83
2026-05-07T10:40:00Z,66.42,34.21
2026-05-07T10:41:00Z,67.76,32.69
2026-05-07T10:42:00Z,70.85,27.62
2026-05-07T10:43:00Z,67.95,32.91
2026-05-07T10:44:00Z,63.38,36.34
2026-05-07T10:45:00Z,60.65,47.02
2026-05-07T10:46:00Z,52.86,49.29
2026-05-07T10:47:00Z,44.00,54.68
2026-05-07T10:48:00Z,45.47,56.92
2026-05-07T10:49:00Z,48.78,51.97
2026-05-07T10:50:00Z,49.42,50.19
2026-05-07T10:51:00Z,48.99,51.38
2026-05-07T10:52:00Z,51.86,48.21
2026-05-07T10:53:00Z,52.73,50.40
2026-05-07T10:54:00Z,36.99,62.12
2026-05-07T10:55:00Z,35.89,65.56
2026-05-07T10:56:00Z,38.76,60.88
2026-05-07T10:57:00Z,45.10,53.04
2026-05-07T10:58:00Z,53.34,47.51
2026-05-07T10:59:00Z,56.84,43.70
2026-05-07T11:00:00Z,56.10,40.84
2026-05-07T11:01:00Z,43.88,53.71
2026-05-07T11:02:00Z,55.12,50.33
2026-05-07T11:03:00Z,77.16,30.39
2026-05-07T11:04:00Z,78.40,20.38
2026-05-07T11:05:00Z,80.21,17.00
2026-05-07T11:06:00Z,88.66,13.44
2026-05-07T11:07:00Z,81.34,18.04
2026-05-07T11:08:00Z,89.89,9.75
2026-05-07T11:09:00Z,96.78,2.69
2026-05-07T11:10:00Z,99.00,1.00
2026-05-07T11:11:00Z,99.00,1.00
2026-05-07T11:12:00Z,99.00,1.00
2026-05-07T11:13:00Z,99.00,1.00
