# event_ticker=KXATPMATCH-25SEP27SINATM
# final_score=6-4 5-7 6-0
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Terence Atmane
# kalshi_date=2025-09-27
timestamp,Jannik Sinner,Terence Atmane
2025-09-26T21:16:00Z,,6.00
2025-09-26T21:29:00Z,,6.00
2025-09-26T21:37:00Z,,6.00
2025-09-26T21:52:00Z,,6.00
2025-09-26T22:02:00Z,95.00,6.00
2025-09-26T22:39:00Z,95.00,6.00
2025-09-26T22:51:00Z,95.00,6.00
2025-09-26T23:03:00Z,95.00,6.00
2025-09-26T23:39:00Z,95.00,6.00
2025-09-26T23:44:00Z,93.00,6.00
2025-09-26T23:46:00Z,93.00,6.34
2025-09-26T23:49:00Z,95.00,6.34
2025-09-26T23:53:00Z,95.00,6.34
2025-09-27T00:15:00Z,95.00,6.34
2025-09-27T00:23:00Z,95.00,5.00
2025-09-27T00:28:00Z,96.00,5.00
2025-09-27T00:36:00Z,96.00,5.00
2025-09-27T00:53:00Z,96.00,5.00
2025-09-27T01:03:00Z,96.00,5.00
2025-09-27T01:04:00Z,96.00,5.00
2025-09-27T01:05:00Z,96.00,5.04
2025-09-27T01:06:00Z,96.00,5.00
2025-09-27T01:07:00Z,96.00,5.00
2025-09-27T01:09:00Z,96.00,5.00
2025-09-27T01:10:00Z,96.00,5.00
2025-09-27T02:04:00Z,96.00,5.36
2025-09-27T02:12:00Z,96.00,6.00
2025-09-27T02:13:00Z,96.00,6.00
2025-09-27T02:28:00Z,96.00,6.00
2025-09-27T02:31:00Z,96.27,6.00
2025-09-27T02:40:00Z,96.27,5.00
2025-09-27T02:58:00Z,96.27,5.00
2025-09-27T03:01:00Z,93.00,8.00
2025-09-27T03:02:00Z,95.00,8.00
2025-09-27T03:25:00Z,95.00,8.00
2025-09-27T03:29:00Z,95.00,6.00
2025-09-27T03:38:00Z,95.00,7.00
2025-09-27T03:56:00Z,94.00,7.00
2025-09-27T03:57:00Z,94.00,7.00
2025-09-27T03:58:00Z,94.00,5.00
2025-09-27T04:06:00Z,94.00,7.00
2025-09-27T04:13:00Z,94.00,7.00
2025-09-27T04:19:00Z,94.00,6.31
2025-09-27T04:23:00Z,94.00,7.00
2025-09-27T04:24:00Z,94.00,7.00
2025-09-27T04:33:00Z,94.00,6.00
2025-09-27T04:34:00Z,94.00,6.00
2025-09-27T04:39:00Z,94.00,6.00
2025-09-27T04:44:00Z,94.00,6.00
2025-09-27T04:50:00Z,94.00,6.00
2025-09-27T04:56:00Z,94.00,6.00
2025-09-27T05:02:00Z,94.00,6.00
2025-09-27T05:11:00Z,94.00,6.00
2025-09-27T05:13:00Z,94.00,6.00
2025-09-27T05:16:00Z,94.00,6.00
2025-09-27T05:17:00Z,94.00,6.00
2025-09-27T05:18:00Z,94.00,6.00
2025-09-27T05:19:00Z,94.01,6.00
2025-09-27T05:21:00Z,95.00,6.00
2025-09-27T05:24:00Z,95.00,6.00
2025-09-27T05:27:00Z,95.00,6.00
