# event_ticker=KXATPCHALLENGERMATCH-26MAR13JIAKOL
# final_score=7-6(8) 7-6(1)
# score_resolution=7-6 7-6
# match_winner=Zdenek Kolar
# fav_player=Zdenek Kolar
# dog_player=Filip Cristian Jianu
# kalshi_date=2026-03-13
timestamp,Zdenek Kolar,Filip Cristian Jianu
2026-03-13T06:06:00Z,60.00,40.84
2026-03-13T06:08:00Z,61.00,40.84
2026-03-13T06:10:00Z,61.00,40.84
2026-03-13T06:11:00Z,61.00,39.00
2026-03-13T06:15:00Z,61.00,39.00
2026-03-13T06:16:00Z,61.00,39.00
2026-03-13T06:17:00Z,62.00,39.00
2026-03-13T06:20:00Z,62.78,39.00
2026-03-13T06:27:00Z,62.78,39.00
2026-03-13T06:57:00Z,62.00,39.00
2026-03-13T06:58:00Z,62.00,39.00
2026-03-13T07:00:00Z,62.00,39.00
2026-03-13T07:03:00Z,62.00,39.00
2026-03-13T07:11:00Z,62.00,39.00
2026-03-13T07:16:00Z,62.00,39.00
2026-03-13T07:17:00Z,62.00,39.00
2026-03-13T07:19:00Z,62.00,39.00
2026-03-13T07:40:00Z,62.00,39.00
2026-03-13T07:50:00Z,61.43,39.00
2026-03-13T07:54:00Z,61.43,39.00
2026-03-13T08:00:00Z,61.43,39.00
2026-03-13T08:02:00Z,62.00,39.00
2026-03-13T08:30:00Z,62.00,39.00
2026-03-13T08:32:00Z,62.00,39.00
2026-03-13T08:33:00Z,62.00,38.00
2026-03-13T08:36:00Z,62.41,38.00
2026-03-13T08:40:00Z,62.41,35.03
2026-03-13T08:44:00Z,50.00,53.31
2026-03-13T08:45:00Z,46.00,53.25
2026-03-13T08:46:00Z,61.54,43.00
2026-03-13T08:48:00Z,63.00,37.30
2026-03-13T08:50:00Z,67.00,34.00
2026-03-13T08:51:00Z,64.00,36.00
2026-03-13T08:52:00Z,67.81,36.87
2026-03-13T08:53:00Z,70.00,36.87
2026-03-13T08:54:00Z,65.78,36.87
2026-03-13T08:55:00Z,62.95,36.87
2026-03-13T08:56:00Z,55.10,46.68
2026-03-13T08:57:00Z,61.07,43.56
2026-03-13T08:58:00Z,65.00,36.00
2026-03-13T08:59:00Z,61.88,36.00
2026-03-13T09:00:00Z,66.00,36.00
2026-03-13T09:02:00Z,72.67,36.00
2026-03-13T09:03:00Z,72.00,36.00
2026-03-13T09:04:00Z,67.68,34.00
2026-03-13T09:05:00Z,62.01,35.25
2026-03-13T09:06:00Z,54.23,41.02
2026-03-13T09:07:00Z,52.53,48.14
2026-03-13T09:08:00Z,44.66,52.34
2026-03-13T09:09:00Z,42.00,59.00
2026-03-13T09:10:00Z,43.17,54.00
2026-03-13T09:11:00Z,42.84,56.49
2026-03-13T09:12:00Z,51.89,56.94
2026-03-13T09:13:00Z,51.89,40.61
2026-03-13T09:14:00Z,61.73,40.61
2026-03-13T09:15:00Z,67.25,29.73
2026-03-13T09:16:00Z,67.80,32.99
2026-03-13T09:17:00Z,69.00,33.00
2026-03-13T09:18:00Z,66.47,33.00
2026-03-13T09:19:00Z,64.29,35.30
2026-03-13T09:20:00Z,67.51,37.85
2026-03-13T09:21:00Z,61.14,38.55
2026-03-13T09:22:00Z,53.61,52.22
2026-03-13T09:23:00Z,56.97,49.01
2026-03-13T09:24:00Z,61.98,37.55
2026-03-13T09:25:00Z,61.74,41.91
2026-03-13T09:26:00Z,66.12,34.15
2026-03-13T09:27:00Z,68.00,34.00
2026-03-13T09:28:00Z,62.00,39.33
2026-03-13T09:29:00Z,61.02,41.89
2026-03-13T09:30:00Z,52.46,42.91
2026-03-13T09:31:00Z,46.24,54.15
2026-03-13T09:32:00Z,40.99,58.41
2026-03-13T09:33:00Z,42.87,59.39
2026-03-13T09:34:00Z,42.06,59.50
2026-03-13T09:35:00Z,46.68,57.14
2026-03-13T09:36:00Z,39.53,62.19
2026-03-13T09:37:00Z,32.97,66.88
2026-03-13T09:38:00Z,34.86,65.96
2026-03-13T09:39:00Z,38.71,61.91
2026-03-13T09:40:00Z,53.55,47.62
2026-03-13T09:41:00Z,57.60,42.87
2026-03-13T09:42:00Z,63.10,40.70
2026-03-13T09:43:00Z,68.42,40.89
2026-03-13T09:44:00Z,64.17,41.38
2026-03-13T09:45:00Z,76.88,21.05
2026-03-13T09:46:00Z,79.53,20.15
2026-03-13T09:47:00Z,79.02,20.66
2026-03-13T09:48:00Z,79.80,20.86
2026-03-13T09:49:00Z,80.00,20.17
2026-03-13T09:50:00Z,79.33,21.00
2026-03-13T09:51:00Z,78.67,21.70
2026-03-13T09:52:00Z,79.43,20.02
2026-03-13T09:53:00Z,76.40,25.53
2026-03-13T09:54:00Z,77.00,23.97
2026-03-13T09:55:00Z,77.00,23.25
2026-03-13T09:56:00Z,80.52,20.05
2026-03-13T09:57:00Z,80.50,20.81
2026-03-13T09:58:00Z,81.48,16.34
2026-03-13T09:59:00Z,80.29,20.37
2026-03-13T10:00:00Z,77.76,22.50
2026-03-13T10:01:00Z,77.33,22.03
2026-03-13T10:02:00Z,78.00,19.99
2026-03-13T10:03:00Z,82.36,19.86
2026-03-13T10:04:00Z,83.28,17.95
2026-03-13T10:05:00Z,81.82,17.91
2026-03-13T10:06:00Z,81.08,19.47
2026-03-13T10:07:00Z,82.08,19.12
2026-03-13T10:08:00Z,83.79,16.76
2026-03-13T10:09:00Z,79.07,21.00
2026-03-13T10:10:00Z,78.38,22.00
2026-03-13T10:11:00Z,88.63,17.59
2026-03-13T10:12:00Z,87.66,16.80
2026-03-13T10:13:00Z,84.00,15.97
2026-03-13T10:14:00Z,85.86,13.75
2026-03-13T10:15:00Z,85.11,14.79
2026-03-13T10:16:00Z,86.57,15.55
2026-03-13T10:17:00Z,86.57,15.64
2026-03-13T10:18:00Z,82.00,20.06
2026-03-13T10:19:00Z,80.81,21.92
2026-03-13T10:20:00Z,84.40,16.45
2026-03-13T10:21:00Z,85.86,15.30
2026-03-13T10:22:00Z,83.20,15.18
2026-03-13T10:23:00Z,83.00,17.38
2026-03-13T10:24:00Z,83.00,20.37
2026-03-13T10:25:00Z,77.00,24.59
2026-03-13T10:26:00Z,79.65,24.03
2026-03-13T10:27:00Z,81.00,20.52
2026-03-13T10:28:00Z,81.00,17.42
2026-03-13T10:29:00Z,76.86,21.53
2026-03-13T10:30:00Z,75.50,23.91
2026-03-13T10:31:00Z,76.81,23.59
2026-03-13T10:32:00Z,77.16,24.76
2026-03-13T10:33:00Z,80.78,21.23
2026-03-13T10:34:00Z,82.90,17.83
2026-03-13T10:35:00Z,91.27,11.64
2026-03-13T10:36:00Z,95.70,4.60
2026-03-13T10:37:00Z,96.52,3.12
2026-03-13T10:38:00Z,98.92,1.14
2026-03-13T10:39:00Z,98.38,1.14
2026-03-13T10:40:00Z,99.00,1.14
2026-03-13T10:41:00Z,99.00,1.14
2026-03-13T10:42:00Z,99.00,1.14
