# event_ticker=KXATPMATCH-25AUG14SINAUG
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Jannik Sinner
# fav_player=Felix Auger-Aliassime
# dog_player=Jannik Sinner
# kalshi_date=2025-08-14
timestamp,Felix Auger-Aliassime,Jannik Sinner
2025-08-14T09:51:00Z,21.93,
2025-08-14T10:00:00Z,21.93,97.03
2025-08-14T10:07:00Z,21.93,95.00
2025-08-14T10:25:00Z,21.93,88.00
2025-08-14T10:26:00Z,13.00,89.00
2025-08-14T10:27:00Z,13.00,89.00
2025-08-14T10:28:00Z,13.00,89.00
2025-08-14T10:36:00Z,13.00,90.00
2025-08-14T10:50:00Z,13.00,90.00
2025-08-14T10:54:00Z,13.00,90.00
2025-08-14T11:00:00Z,13.00,90.00
2025-08-14T11:31:00Z,12.00,90.00
2025-08-14T11:37:00Z,12.00,93.52
2025-08-14T11:44:00Z,12.00,90.00
2025-08-14T11:45:00Z,12.00,90.00
2025-08-14T11:55:00Z,12.76,90.00
2025-08-14T11:58:00Z,13.00,90.00
2025-08-14T12:01:00Z,13.00,90.00
2025-08-14T12:02:00Z,13.00,90.00
2025-08-14T12:07:00Z,13.00,92.82
2025-08-14T12:09:00Z,13.00,92.82
2025-08-14T12:13:00Z,13.00,92.82
2025-08-14T12:16:00Z,13.00,90.00
2025-08-14T12:20:00Z,13.00,90.00
2025-08-14T12:21:00Z,13.00,90.00
2025-08-14T12:24:00Z,13.00,90.00
2025-08-14T12:28:00Z,13.00,89.30
2025-08-14T12:36:00Z,13.00,90.00
2025-08-14T12:39:00Z,13.00,90.00
2025-08-14T12:40:00Z,12.00,90.56
2025-08-14T12:41:00Z,9.00,91.78
2025-08-14T12:42:00Z,9.00,91.00
2025-08-14T12:43:00Z,9.95,91.00
2025-08-14T12:44:00Z,10.00,91.00
2025-08-14T12:46:00Z,10.00,91.00
2025-08-14T12:49:00Z,10.00,91.00
2025-08-14T12:50:00Z,10.00,91.00
2025-08-14T12:55:00Z,10.00,91.00
2025-08-14T12:57:00Z,10.00,91.00
2025-08-14T13:01:00Z,10.00,91.00
2025-08-14T13:08:00Z,10.00,91.00
2025-08-14T13:09:00Z,10.00,91.00
2025-08-14T13:10:00Z,10.00,89.02
2025-08-14T13:12:00Z,11.00,89.02
2025-08-14T13:13:00Z,11.00,89.02
2025-08-14T13:17:00Z,11.00,89.02
2025-08-14T13:20:00Z,11.00,89.02
2025-08-14T13:23:00Z,11.00,89.02
2025-08-14T13:31:00Z,11.00,89.02
2025-08-14T13:32:00Z,11.00,89.02
2025-08-14T13:33:00Z,11.00,90.02
2025-08-14T13:38:00Z,11.00,91.00
2025-08-14T13:39:00Z,11.00,91.00
2025-08-14T13:43:00Z,11.00,91.00
2025-08-14T13:44:00Z,11.00,91.00
2025-08-14T13:46:00Z,11.00,91.00
2025-08-14T13:58:00Z,11.00,90.00
2025-08-14T14:02:00Z,11.00,90.00
2025-08-14T14:03:00Z,11.00,90.00
2025-08-14T14:15:00Z,11.00,90.00
2025-08-14T14:17:00Z,11.00,90.00
2025-08-14T14:18:00Z,11.00,90.00
2025-08-14T14:19:00Z,11.00,90.63
2025-08-14T14:22:00Z,11.00,90.63
2025-08-14T14:26:00Z,11.00,90.63
2025-08-14T14:29:00Z,11.00,90.63
2025-08-14T14:33:00Z,11.00,90.63
2025-08-14T14:34:00Z,10.00,91.04
2025-08-14T14:35:00Z,10.94,91.04
2025-08-14T14:39:00Z,10.00,91.00
2025-08-14T14:40:00Z,10.06,91.00
2025-08-14T14:44:00Z,10.00,91.00
2025-08-14T14:49:00Z,10.00,91.00
2025-08-14T14:52:00Z,10.00,91.00
2025-08-14T14:56:00Z,10.00,91.00
2025-08-14T14:57:00Z,11.00,90.00
2025-08-14T14:58:00Z,11.00,90.00
2025-08-14T14:59:00Z,11.00,90.00
2025-08-14T15:00:00Z,11.00,90.00
2025-08-14T15:01:00Z,11.00,90.00
2025-08-14T15:12:00Z,11.00,90.00
2025-08-14T15:14:00Z,11.00,90.00
2025-08-14T15:16:00Z,11.00,90.00
2025-08-14T15:17:00Z,11.00,90.00
2025-08-14T15:18:00Z,11.00,90.00
2025-08-14T15:20:00Z,11.00,90.00
2025-08-14T15:24:00Z,11.00,90.00
2025-08-14T15:28:00Z,11.00,90.00
2025-08-14T15:30:00Z,11.00,90.00
2025-08-14T15:32:00Z,11.00,90.00
2025-08-14T15:39:00Z,11.00,90.88
2025-08-14T15:43:00Z,11.00,91.00
2025-08-14T15:44:00Z,11.00,91.00
2025-08-14T15:45:00Z,11.00,91.00
2025-08-14T15:47:00Z,11.00,91.00
2025-08-14T15:49:00Z,11.00,91.00
2025-08-14T15:51:00Z,11.00,91.00
2025-08-14T15:53:00Z,11.00,91.00
2025-08-14T16:00:00Z,11.00,91.00
2025-08-14T16:02:00Z,11.00,91.00
2025-08-14T16:04:00Z,11.00,91.00
2025-08-14T16:06:00Z,11.00,91.00
2025-08-14T16:09:00Z,11.00,91.00
2025-08-14T16:13:00Z,11.00,91.00
2025-08-14T16:15:00Z,11.00,91.00
2025-08-14T16:17:00Z,11.00,91.00
2025-08-14T16:18:00Z,11.00,91.00
2025-08-14T16:21:00Z,11.00,91.00
2025-08-14T16:27:00Z,11.00,91.00
2025-08-14T16:30:00Z,11.00,91.00
2025-08-14T16:31:00Z,11.00,91.00
2025-08-14T16:32:00Z,11.00,91.00
2025-08-14T16:33:00Z,11.00,91.00
2025-08-14T16:36:00Z,11.00,91.00
2025-08-14T16:37:00Z,11.00,91.00
2025-08-14T16:38:00Z,11.21,90.01
2025-08-14T16:39:00Z,11.21,90.00
2025-08-14T16:42:00Z,11.21,90.00
2025-08-14T16:43:00Z,12.00,90.00
2025-08-14T16:45:00Z,12.00,90.00
2025-08-14T16:46:00Z,12.00,90.00
2025-08-14T16:47:00Z,12.00,90.00
2025-08-14T16:49:00Z,12.00,90.00
2025-08-14T16:50:00Z,12.00,90.09
2025-08-14T16:52:00Z,12.00,90.00
2025-08-14T16:57:00Z,11.00,90.00
2025-08-14T16:59:00Z,11.00,90.00
2025-08-14T17:01:00Z,11.00,90.00
2025-08-14T17:03:00Z,11.00,90.00
2025-08-14T17:04:00Z,11.00,90.07
2025-08-14T17:07:00Z,11.00,90.99
2025-08-14T17:13:00Z,11.00,90.99
2025-08-14T17:14:00Z,11.00,90.99
2025-08-14T17:23:00Z,11.00,89.94
2025-08-14T17:25:00Z,11.00,89.94
2025-08-14T17:26:00Z,11.00,90.00
2025-08-14T17:27:00Z,11.00,90.00
2025-08-14T17:28:00Z,11.00,90.00
2025-08-14T17:34:00Z,11.00,90.00
2025-08-14T17:36:00Z,11.00,90.00
2025-08-14T17:37:00Z,11.00,90.00
2025-08-14T17:40:00Z,11.00,90.00
2025-08-14T17:44:00Z,11.00,90.00
2025-08-14T17:46:00Z,11.00,90.68
2025-08-14T17:49:00Z,11.00,90.68
2025-08-14T17:50:00Z,11.00,91.00
2025-08-14T17:52:00Z,11.00,90.64
2025-08-14T17:53:00Z,11.00,91.00
2025-08-14T17:54:00Z,11.00,91.00
2025-08-14T17:56:00Z,11.00,91.00
2025-08-14T17:58:00Z,11.00,91.00
2025-08-14T17:59:00Z,10.00,91.73
2025-08-14T18:01:00Z,11.00,91.73
2025-08-14T18:05:00Z,10.00,91.73
2025-08-14T18:06:00Z,10.00,91.73
2025-08-14T18:07:00Z,10.00,91.00
2025-08-14T18:08:00Z,11.00,91.00
2025-08-14T18:09:00Z,11.00,91.00
2025-08-14T18:10:00Z,11.00,91.00
2025-08-14T18:11:00Z,11.00,91.00
2025-08-14T18:12:00Z,10.07,91.09
2025-08-14T18:13:00Z,11.00,90.00
2025-08-14T18:14:00Z,11.00,90.00
2025-08-14T18:15:00Z,10.00,90.00
2025-08-14T18:16:00Z,11.00,90.00
2025-08-14T18:17:00Z,10.00,90.95
2025-08-14T18:18:00Z,10.00,91.58
2025-08-14T18:22:00Z,10.94,91.58
2025-08-14T18:23:00Z,11.00,91.58
2025-08-14T18:24:00Z,11.00,91.57
2025-08-14T18:26:00Z,10.00,91.57
2025-08-14T18:27:00Z,10.00,92.00
2025-08-14T18:28:00Z,10.00,92.00
2025-08-14T18:30:00Z,10.00,92.00
2025-08-14T18:32:00Z,10.00,92.00
2025-08-14T18:33:00Z,10.00,92.00
2025-08-14T18:34:00Z,10.00,92.00
2025-08-14T18:35:00Z,10.00,92.00
2025-08-14T18:36:00Z,11.00,91.00
2025-08-14T18:37:00Z,9.21,92.70
2025-08-14T18:38:00Z,9.00,92.70
2025-08-14T18:39:00Z,10.00,92.70
2025-08-14T18:42:00Z,10.00,92.70
2025-08-14T18:43:00Z,10.00,92.70
2025-08-14T18:44:00Z,10.00,91.92
2025-08-14T18:45:00Z,10.00,91.00
2025-08-14T18:46:00Z,10.00,91.11
2025-08-14T18:47:00Z,10.00,92.00
2025-08-14T18:49:00Z,10.00,92.00
2025-08-14T18:50:00Z,10.00,92.00
2025-08-14T18:51:00Z,10.00,91.98
2025-08-14T18:52:00Z,10.00,91.98
2025-08-14T18:54:00Z,10.00,91.98
2025-08-14T18:55:00Z,10.00,91.98
2025-08-14T18:56:00Z,9.28,92.00
2025-08-14T18:57:00Z,9.91,92.00
2025-08-14T18:58:00Z,9.00,92.00
2025-08-14T18:59:00Z,9.16,92.42
2025-08-14T19:02:00Z,10.00,92.42
2025-08-14T19:03:00Z,10.00,92.42
2025-08-14T19:04:00Z,10.00,93.00
2025-08-14T19:06:00Z,10.00,93.00
2025-08-14T19:07:00Z,10.00,93.00
2025-08-14T19:09:00Z,10.00,92.00
2025-08-14T19:10:00Z,10.00,92.00
2025-08-14T19:11:00Z,10.71,91.87
2025-08-14T19:12:00Z,11.00,91.00
2025-08-14T19:13:00Z,11.00,90.01
2025-08-14T19:14:00Z,10.63,92.24
2025-08-14T19:15:00Z,10.00,91.85
2025-08-14T19:16:00Z,9.00,93.73
2025-08-14T19:17:00Z,9.80,93.73
2025-08-14T19:18:00Z,8.01,93.06
2025-08-14T19:19:00Z,8.82,95.02
2025-08-14T19:20:00Z,7.99,93.00
2025-08-14T19:21:00Z,6.69,96.00
2025-08-14T19:22:00Z,2.07,95.00
2025-08-14T19:23:00Z,2.27,96.97
2025-08-14T19:24:00Z,4.76,96.97
2025-08-14T19:25:00Z,5.15,94.24
2025-08-14T19:26:00Z,4.13,98.99
2025-08-14T19:27:00Z,2.86,98.99
2025-08-14T19:28:00Z,3.00,98.99
2025-08-14T19:29:00Z,2.00,98.99
2025-08-14T19:30:00Z,2.00,98.71
2025-08-14T19:31:00Z,3.00,98.71
2025-08-14T19:32:00Z,3.44,98.87
2025-08-14T19:33:00Z,2.51,99.00
2025-08-14T19:34:00Z,2.59,98.69
2025-08-14T19:35:00Z,1.51,98.96
2025-08-14T19:36:00Z,2.00,97.67
2025-08-14T19:37:00Z,1.84,97.00
2025-08-14T19:39:00Z,1.04,97.42
2025-08-14T19:40:00Z,3.14,98.62
2025-08-14T19:41:00Z,3.24,99.00
2025-08-14T19:42:00Z,3.61,99.00
2025-08-14T19:43:00Z,4.00,97.29
2025-08-14T19:44:00Z,3.84,97.29
2025-08-14T19:45:00Z,1.24,97.29
2025-08-14T19:46:00Z,3.79,97.97
2025-08-14T19:47:00Z,4.70,96.04
2025-08-14T19:48:00Z,4.74,95.59
2025-08-14T19:49:00Z,5.78,94.64
2025-08-14T19:50:00Z,8.04,94.74
2025-08-14T19:51:00Z,6.88,94.00
2025-08-14T19:52:00Z,6.36,94.38
2025-08-14T19:53:00Z,9.00,94.94
2025-08-14T19:54:00Z,8.85,93.00
2025-08-14T19:55:00Z,7.37,94.00
2025-08-14T19:56:00Z,7.37,94.67
2025-08-14T19:57:00Z,6.99,94.67
2025-08-14T19:58:00Z,6.97,94.67
2025-08-14T19:59:00Z,7.00,95.00
2025-08-14T20:00:00Z,5.00,96.00
2025-08-14T20:01:00Z,4.20,96.00
2025-08-14T20:02:00Z,3.01,96.00
2025-08-14T20:03:00Z,2.68,96.00
2025-08-14T20:04:00Z,2.15,98.94
2025-08-14T20:05:00Z,1.23,98.94
2025-08-14T20:06:00Z,2.50,99.00
2025-08-14T20:07:00Z,3.00,99.00
2025-08-14T20:08:00Z,3.00,99.00
2025-08-14T20:11:00Z,2.02,99.00
2025-08-14T20:12:00Z,2.00,99.00
2025-08-14T20:13:00Z,1.00,99.00
2025-08-14T20:14:00Z,1.00,99.00
2025-08-14T20:17:00Z,1.00,99.00
2025-08-14T20:19:00Z,1.00,99.00
2025-08-14T20:23:00Z,1.00,99.00
2025-08-14T20:28:00Z,1.00,99.00
2025-08-14T20:35:00Z,1.00,99.00
2025-08-14T20:38:00Z,1.00,99.00
2025-08-14T20:39:00Z,1.00,99.00
2025-08-14T20:43:00Z,1.00,99.00
