# event_ticker=KXATPMATCH-26MAY10BLOZVE
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Alexander Zverev
# fav_player=Alexander Blockx
# dog_player=Alexander Zverev
# kalshi_date=2026-05-10
timestamp,Alexander Blockx,Alexander Zverev
2026-05-09T23:26:00Z,22.00,78.00
2026-05-09T23:32:00Z,22.00,78.00
2026-05-09T23:33:00Z,22.00,77.00
2026-05-09T23:35:00Z,22.00,78.00
2026-05-09T23:36:00Z,23.00,78.00
2026-05-09T23:39:00Z,23.00,78.00
2026-05-09T23:46:00Z,22.00,78.00
2026-05-09T23:48:00Z,22.00,78.00
2026-05-09T23:49:00Z,23.00,78.00
2026-05-09T23:50:00Z,23.00,78.00
2026-05-09T23:52:00Z,23.00,78.00
2026-05-09T23:58:00Z,23.00,78.00
2026-05-09T23:59:00Z,23.00,78.00
2026-05-10T00:00:00Z,23.00,78.00
2026-05-10T00:01:00Z,23.00,78.00
2026-05-10T00:04:00Z,23.00,78.00
2026-05-10T00:05:00Z,23.00,78.00
2026-05-10T00:06:00Z,23.00,78.00
2026-05-10T00:08:00Z,23.00,78.00
2026-05-10T00:10:00Z,23.00,77.00
2026-05-10T00:17:00Z,23.00,78.00
2026-05-10T00:21:00Z,23.00,78.00
2026-05-10T00:25:00Z,23.00,78.00
2026-05-10T00:34:00Z,23.00,78.00
2026-05-10T00:35:00Z,23.00,78.00
2026-05-10T00:38:00Z,23.00,78.00
2026-05-10T00:42:00Z,23.00,78.00
2026-05-10T00:48:00Z,23.00,78.00
2026-05-10T00:55:00Z,23.00,77.50
2026-05-10T00:58:00Z,23.00,78.00
2026-05-10T01:03:00Z,23.00,78.00
2026-05-10T01:06:00Z,23.00,78.00
2026-05-10T01:09:00Z,23.00,78.00
2026-05-10T01:15:00Z,23.00,78.00
2026-05-10T01:16:00Z,23.00,78.00
2026-05-10T01:19:00Z,23.00,78.00
2026-05-10T01:24:00Z,23.00,78.00
2026-05-10T01:25:00Z,23.00,79.00
2026-05-10T01:26:00Z,23.00,79.00
2026-05-10T01:33:00Z,23.00,79.00
2026-05-10T01:36:00Z,23.00,79.00
2026-05-10T01:40:00Z,23.00,79.00
2026-05-10T01:42:00Z,23.00,79.00
2026-05-10T01:43:00Z,23.00,79.00
2026-05-10T01:47:00Z,23.00,79.00
2026-05-10T01:51:00Z,23.00,79.00
2026-05-10T02:04:00Z,23.00,79.00
2026-05-10T02:05:00Z,23.00,79.00
2026-05-10T02:11:00Z,23.00,79.00
2026-05-10T02:14:00Z,23.00,79.00
2026-05-10T02:15:00Z,23.00,79.00
2026-05-10T02:16:00Z,23.00,79.00
2026-05-10T02:17:00Z,23.00,79.00
2026-05-10T02:21:00Z,23.00,79.00
2026-05-10T02:22:00Z,23.00,79.00
2026-05-10T02:30:00Z,23.00,79.00
2026-05-10T02:31:00Z,23.00,79.00
2026-05-10T02:36:00Z,23.00,79.00
2026-05-10T02:39:00Z,23.00,79.00
2026-05-10T02:40:00Z,22.00,79.00
2026-05-10T02:41:00Z,22.00,79.00
2026-05-10T02:43:00Z,21.00,79.00
2026-05-10T02:48:00Z,22.00,79.00
2026-05-10T02:58:00Z,22.00,79.00
2026-05-10T03:00:00Z,22.00,79.00
2026-05-10T03:02:00Z,22.00,79.00
2026-05-10T03:03:00Z,22.00,79.00
2026-05-10T03:05:00Z,22.00,79.00
2026-05-10T03:08:00Z,22.00,79.00
2026-05-10T03:10:00Z,22.00,79.00
2026-05-10T03:14:00Z,22.00,79.00
2026-05-10T03:16:00Z,22.00,79.00
2026-05-10T03:18:00Z,22.00,79.00
2026-05-10T03:20:00Z,22.00,79.00
2026-05-10T03:22:00Z,22.00,79.00
2026-05-10T03:23:00Z,22.00,79.00
2026-05-10T03:24:00Z,22.00,79.00
2026-05-10T03:26:00Z,22.00,79.00
2026-05-10T03:27:00Z,22.00,79.00
2026-05-10T03:28:00Z,22.00,79.00
2026-05-10T03:29:00Z,22.00,79.00
2026-05-10T03:31:00Z,22.00,79.00
2026-05-10T03:34:00Z,22.00,79.00
2026-05-10T03:36:00Z,22.00,79.00
2026-05-10T03:40:00Z,23.00,79.00
2026-05-10T03:41:00Z,23.00,79.00
2026-05-10T03:45:00Z,23.00,79.00
2026-05-10T03:46:00Z,23.00,79.00
