# event_ticker=KXATPCHALLENGERMATCH-26APR23GUEFER
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Andrea Guerrieri
# fav_player=Arthur Fery
# dog_player=Andrea Guerrieri
# kalshi_date=2026-04-23
timestamp,Andrea Guerrieri,Arthur Fery
2026-04-23T01:16:00Z,,57.00
2026-04-23T01:46:00Z,,57.00
2026-04-23T02:10:00Z,45.00,57.00
2026-04-23T02:18:00Z,45.00,57.00
2026-04-23T03:02:00Z,45.00,55.00
2026-04-23T03:47:00Z,45.00,55.00
2026-04-23T05:16:00Z,45.00,58.00
2026-04-23T05:46:00Z,45.00,56.00
2026-04-23T05:52:00Z,45.00,57.00
2026-04-23T05:57:00Z,45.00,57.60
2026-04-23T05:58:00Z,45.00,58.00
2026-04-23T06:04:00Z,45.00,58.00
2026-04-23T06:22:00Z,45.00,58.00
2026-04-23T06:26:00Z,45.00,58.00
2026-04-23T09:06:00Z,44.67,58.00
2026-04-23T09:26:00Z,45.00,58.00
2026-04-23T09:44:00Z,45.00,58.00
2026-04-23T10:50:00Z,45.00,57.63
2026-04-23T11:08:00Z,45.00,57.63
2026-04-23T11:23:00Z,45.00,57.63
2026-04-23T11:25:00Z,45.00,58.00
2026-04-23T11:26:00Z,45.00,58.00
2026-04-23T11:36:00Z,45.00,55.27
2026-04-23T11:37:00Z,45.00,57.00
2026-04-23T11:38:00Z,45.00,57.00
2026-04-23T11:47:00Z,45.00,57.16
2026-04-23T11:52:00Z,45.00,57.16
2026-04-23T11:55:00Z,45.00,57.16
2026-04-23T11:57:00Z,45.00,57.92
2026-04-23T11:58:00Z,45.00,57.98
2026-04-23T12:02:00Z,45.40,57.98
2026-04-23T12:05:00Z,45.00,57.98
2026-04-23T12:06:00Z,42.28,57.98
2026-04-23T12:08:00Z,42.28,58.00
2026-04-23T12:10:00Z,45.00,58.00
2026-04-23T12:11:00Z,45.55,56.36
2026-04-23T12:12:00Z,45.00,58.00
2026-04-23T12:13:00Z,45.00,57.36
2026-04-23T12:14:00Z,45.00,57.00
2026-04-23T12:15:00Z,45.87,56.80
2026-04-23T12:17:00Z,44.93,56.80
2026-04-23T12:18:00Z,39.00,61.58
2026-04-23T12:19:00Z,41.46,59.16
2026-04-23T12:20:00Z,43.34,59.69
2026-04-23T12:21:00Z,43.00,59.99
2026-04-23T12:22:00Z,43.00,58.48
2026-04-23T12:23:00Z,40.59,58.48
2026-04-23T12:24:00Z,43.00,60.11
2026-04-23T12:25:00Z,44.55,57.95
2026-04-23T12:26:00Z,44.55,61.35
2026-04-23T12:27:00Z,40.00,61.00
2026-04-23T12:28:00Z,40.00,62.00
2026-04-23T12:29:00Z,39.00,65.00
2026-04-23T12:30:00Z,33.00,72.13
2026-04-23T12:31:00Z,28.00,72.68
2026-04-23T12:32:00Z,28.00,59.44
2026-04-23T12:33:00Z,42.95,57.47
2026-04-23T12:34:00Z,44.83,56.00
2026-04-23T12:35:00Z,49.00,54.95
2026-04-23T12:36:00Z,46.00,54.73
2026-04-23T12:37:00Z,52.98,49.45
2026-04-23T12:38:00Z,59.01,41.95
2026-04-23T12:39:00Z,59.01,40.69
2026-04-23T12:40:00Z,58.12,40.68
2026-04-23T12:41:00Z,50.00,50.80
2026-04-23T12:42:00Z,49.10,53.80
2026-04-23T12:43:00Z,60.00,41.47
2026-04-23T12:44:00Z,64.13,37.06
2026-04-23T12:45:00Z,67.38,34.45
2026-04-23T12:46:00Z,71.54,31.68
2026-04-23T12:47:00Z,65.73,34.54
2026-04-23T12:48:00Z,69.00,33.18
2026-04-23T12:49:00Z,67.89,31.82
2026-04-23T12:50:00Z,66.28,33.18
2026-04-23T12:51:00Z,69.52,32.84
2026-04-23T12:52:00Z,66.00,35.15
2026-04-23T12:53:00Z,64.06,37.16
2026-04-23T12:54:00Z,63.00,38.00
2026-04-23T12:55:00Z,64.85,35.19
2026-04-23T12:56:00Z,69.79,30.57
2026-04-23T12:57:00Z,69.79,29.98
2026-04-23T12:58:00Z,68.00,31.45
2026-04-23T12:59:00Z,69.00,30.00
2026-04-23T13:00:00Z,73.02,28.85
2026-04-23T13:01:00Z,75.00,26.03
2026-04-23T13:02:00Z,70.64,30.00
2026-04-23T13:03:00Z,67.11,32.98
2026-04-23T13:04:00Z,68.25,32.97
2026-04-23T13:05:00Z,72.00,30.07
2026-04-23T13:06:00Z,73.91,29.33
2026-04-23T13:07:00Z,73.63,27.28
2026-04-23T13:08:00Z,75.25,26.00
2026-04-23T13:09:00Z,75.05,25.98
2026-04-23T13:10:00Z,74.42,26.30
2026-04-23T13:11:00Z,76.00,26.71
2026-04-23T13:12:00Z,74.73,25.97
2026-04-23T13:13:00Z,76.55,26.50
2026-04-23T13:14:00Z,73.00,28.33
2026-04-23T13:15:00Z,76.09,26.57
2026-04-23T13:16:00Z,81.19,23.88
2026-04-23T13:17:00Z,78.19,23.79
2026-04-23T13:18:00Z,85.81,15.28
2026-04-23T13:19:00Z,83.00,15.93
2026-04-23T13:20:00Z,82.07,18.22
2026-04-23T13:21:00Z,78.30,23.80
2026-04-23T13:22:00Z,82.21,18.57
2026-04-23T13:23:00Z,82.77,18.76
2026-04-23T13:24:00Z,84.87,15.79
2026-04-23T13:25:00Z,82.95,19.68
2026-04-23T13:26:00Z,81.01,25.09
2026-04-23T13:27:00Z,73.40,25.12
2026-04-23T13:28:00Z,76.03,27.31
2026-04-23T13:29:00Z,71.99,28.07
2026-04-23T13:30:00Z,74.58,26.55
2026-04-23T13:31:00Z,78.00,25.04
2026-04-23T13:32:00Z,82.28,19.13
2026-04-23T13:33:00Z,86.85,14.00
2026-04-23T13:34:00Z,87.09,15.22
2026-04-23T13:35:00Z,82.04,20.00
2026-04-23T13:36:00Z,76.07,24.48
2026-04-23T13:37:00Z,78.70,25.46
2026-04-23T13:38:00Z,77.15,23.11
2026-04-23T13:39:00Z,80.95,20.95
2026-04-23T13:40:00Z,76.52,25.52
2026-04-23T13:41:00Z,70.44,30.65
2026-04-23T13:42:00Z,68.04,31.03
2026-04-23T13:43:00Z,72.29,30.03
2026-04-23T13:44:00Z,74.59,25.68
2026-04-23T13:45:00Z,76.20,25.01
2026-04-23T13:46:00Z,78.06,21.84
2026-04-23T13:47:00Z,78.66,25.12
2026-04-23T13:48:00Z,83.87,17.22
2026-04-23T13:49:00Z,83.81,16.44
2026-04-23T13:50:00Z,89.78,11.59
2026-04-23T13:51:00Z,89.69,10.55
2026-04-23T13:52:00Z,86.39,14.84
2026-04-23T13:53:00Z,88.86,12.21
2026-04-23T13:54:00Z,90.95,14.14
2026-04-23T13:55:00Z,92.64,8.37
2026-04-23T13:56:00Z,92.54,6.16
2026-04-23T13:57:00Z,96.16,5.65
2026-04-23T13:58:00Z,98.88,1.92
2026-04-23T13:59:00Z,99.00,1.92
2026-04-23T14:00:00Z,99.00,1.92
2026-04-23T14:01:00Z,99.00,1.92
2026-04-23T14:02:00Z,99.00,1.92
