# event_ticker=KXATPCHALLENGERMATCH-26APR16CRAKEN
# final_score=7-6(4) 4-6 7-5
# score_resolution=7-6 4-6 7-5
# match_winner=Jack Kennedy
# fav_player=Jack Kennedy
# dog_player=Oliver Crawford
# kalshi_date=2026-04-16
timestamp,Jack Kennedy,Oliver Crawford
2026-04-16T18:49:00Z,28.23,71.23
2026-04-16T18:50:00Z,34.26,64.86
2026-04-16T18:51:00Z,34.70,68.50
2026-04-16T18:52:00Z,35.37,63.10
2026-04-16T18:53:00Z,28.45,71.11
2026-04-16T18:54:00Z,25.97,77.26
2026-04-16T18:55:00Z,32.73,70.08
2026-04-16T18:56:00Z,38.57,62.00
2026-04-16T18:57:00Z,41.85,56.68
2026-04-16T18:58:00Z,48.43,45.77
2026-04-16T18:59:00Z,59.97,41.71
2026-04-16T19:00:00Z,61.16,38.56
2026-04-16T19:01:00Z,61.34,39.59
2026-04-16T19:02:00Z,61.99,37.87
2026-04-16T19:03:00Z,62.72,40.17
2026-04-16T19:04:00Z,62.06,40.61
2026-04-16T19:05:00Z,61.01,41.23
2026-04-16T19:06:00Z,61.40,40.70
2026-04-16T19:07:00Z,60.63,40.17
2026-04-16T19:08:00Z,60.36,40.84
2026-04-16T19:09:00Z,61.58,40.05
2026-04-16T19:10:00Z,64.87,35.54
2026-04-16T19:11:00Z,65.39,35.32
2026-04-16T19:12:00Z,64.20,35.78
2026-04-16T19:13:00Z,63.64,37.91
2026-04-16T19:14:00Z,61.11,40.00
2026-04-16T19:15:00Z,63.51,37.27
2026-04-16T19:16:00Z,60.08,40.28
2026-04-16T19:17:00Z,64.36,35.39
2026-04-16T19:18:00Z,63.37,36.96
2026-04-16T19:19:00Z,63.91,37.73
2026-04-16T19:20:00Z,76.32,23.70
2026-04-16T19:21:00Z,83.74,16.26
2026-04-16T19:22:00Z,78.75,21.18
2026-04-16T19:23:00Z,68.14,30.90
2026-04-16T19:24:00Z,66.83,34.17
2026-04-16T19:25:00Z,65.11,36.93
2026-04-16T19:26:00Z,58.28,40.34
2026-04-16T19:27:00Z,57.70,41.98
2026-04-16T19:28:00Z,57.72,43.95
2026-04-16T19:29:00Z,54.32,43.23
2026-04-16T19:30:00Z,55.12,45.34
2026-04-16T19:31:00Z,50.61,49.41
2026-04-16T19:32:00Z,49.97,45.65
2026-04-16T19:33:00Z,53.70,48.99
2026-04-16T19:34:00Z,50.07,46.32
2026-04-16T19:35:00Z,49.21,48.14
2026-04-16T19:36:00Z,46.13,56.20
2026-04-16T19:37:00Z,40.30,59.97
2026-04-16T19:38:00Z,44.40,57.94
2026-04-16T19:39:00Z,45.16,55.32
2026-04-16T19:40:00Z,43.89,56.91
2026-04-16T19:41:00Z,48.32,52.90
2026-04-16T19:42:00Z,41.90,59.04
2026-04-16T19:43:00Z,36.56,63.39
2026-04-16T19:44:00Z,36.98,64.91
2026-04-16T19:45:00Z,38.54,61.20
2026-04-16T19:46:00Z,39.83,61.21
2026-04-16T19:47:00Z,39.45,60.89
2026-04-16T19:48:00Z,39.21,62.13
2026-04-16T19:49:00Z,39.45,61.14
2026-04-16T19:50:00Z,34.10,63.93
2026-04-16T19:51:00Z,37.88,60.44
2026-04-16T19:52:00Z,39.35,61.89
2026-04-16T19:53:00Z,39.52,60.70
2026-04-16T19:54:00Z,40.87,61.80
2026-04-16T19:55:00Z,34.88,64.00
2026-04-16T19:56:00Z,35.91,64.09
2026-04-16T19:57:00Z,35.89,63.13
2026-04-16T19:58:00Z,36.26,62.37
2026-04-16T19:59:00Z,37.30,64.32
2026-04-16T20:00:00Z,36.72,64.58
2026-04-16T20:01:00Z,35.98,64.97
2026-04-16T20:02:00Z,36.90,64.18
2026-04-16T20:03:00Z,35.25,66.16
2026-04-16T20:04:00Z,35.78,66.81
2026-04-16T20:05:00Z,36.16,62.08
2026-04-16T20:06:00Z,38.31,59.89
2026-04-16T20:07:00Z,39.18,59.96
2026-04-16T20:08:00Z,43.28,60.53
2026-04-16T20:09:00Z,45.26,53.50
2026-04-16T20:10:00Z,38.34,63.96
2026-04-16T20:11:00Z,34.09,66.59
2026-04-16T20:12:00Z,31.31,70.73
2026-04-16T20:13:00Z,33.94,66.98
2026-04-16T20:14:00Z,41.83,58.05
2026-04-16T20:15:00Z,41.72,58.62
2026-04-16T20:16:00Z,43.93,60.51
2026-04-16T20:17:00Z,35.40,64.20
2026-04-16T20:18:00Z,33.86,66.16
2026-04-16T20:19:00Z,37.18,64.27
2026-04-16T20:20:00Z,43.24,58.26
2026-04-16T20:21:00Z,44.80,58.82
2026-04-16T20:22:00Z,40.99,60.42
2026-04-16T20:23:00Z,37.67,64.17
2026-04-16T20:24:00Z,36.13,65.94
2026-04-16T20:25:00Z,41.13,61.64
2026-04-16T20:26:00Z,41.73,60.79
2026-04-16T20:27:00Z,45.59,61.29
2026-04-16T20:28:00Z,45.27,55.88
2026-04-16T20:29:00Z,43.71,59.20
2026-04-16T20:30:00Z,43.89,56.26
2026-04-16T20:31:00Z,45.16,57.67
2026-04-16T20:32:00Z,48.44,51.90
2026-04-16T20:33:00Z,51.34,47.53
2026-04-16T20:34:00Z,53.19,45.96
2026-04-16T20:35:00Z,44.86,55.22
2026-04-16T20:36:00Z,44.60,56.84
2026-04-16T20:37:00Z,41.32,64.13
2026-04-16T20:38:00Z,46.59,58.45
2026-04-16T20:39:00Z,34.87,65.11
2026-04-16T20:40:00Z,43.91,57.51
2026-04-16T20:41:00Z,46.87,55.73
2026-04-16T20:42:00Z,53.54,48.01
2026-04-16T20:43:00Z,57.04,45.77
2026-04-16T20:44:00Z,43.59,58.06
2026-04-16T20:45:00Z,43.49,58.65
2026-04-16T20:46:00Z,51.67,49.86
2026-04-16T20:47:00Z,55.70,44.57
2026-04-16T20:48:00Z,56.44,44.45
2026-04-16T20:49:00Z,54.69,45.62
2026-04-16T20:50:00Z,49.72,51.33
2026-04-16T20:51:00Z,60.93,43.41
2026-04-16T20:52:00Z,92.84,15.78
2026-04-16T20:53:00Z,99.00,1.00
2026-04-16T20:54:00Z,99.00,1.00
2026-04-16T20:55:00Z,99.00,1.00
2026-04-16T20:56:00Z,99.00,1.00
2026-04-16T20:57:00Z,99.00,1.00
