# event_ticker=KXATPCHALLENGERMATCH-26APR16CRAKEN
# final_score=7-6(4) 4-6 7-5
# score_resolution=7-6 4-6 7-5
# match_winner=Jack Kennedy
# fav_player=Jack Kennedy
# dog_player=Oliver Crawford
# kalshi_date=2026-04-16
timestamp,Jack Kennedy,Oliver Crawford
2026-04-16T06:09:00Z,39.00,
2026-04-16T06:29:00Z,39.00,72.00
2026-04-16T06:47:00Z,39.00,73.00
2026-04-16T09:05:00Z,28.00,73.00
2026-04-16T09:06:00Z,28.00,74.00
2026-04-16T09:49:00Z,27.00,74.00
2026-04-16T09:50:00Z,28.00,74.00
2026-04-16T09:52:00Z,29.00,73.00
2026-04-16T10:00:00Z,29.00,71.00
2026-04-16T10:11:00Z,29.00,72.00
2026-04-16T10:38:00Z,29.00,72.00
2026-04-16T10:48:00Z,29.00,72.00
2026-04-16T11:09:00Z,31.00,72.00
2026-04-16T11:20:00Z,31.00,72.00
2026-04-16T11:38:00Z,31.00,71.00
2026-04-16T11:44:00Z,31.00,71.00
2026-04-16T11:51:00Z,31.00,71.00
2026-04-16T12:14:00Z,31.00,72.00
2026-04-16T12:36:00Z,31.00,71.00
2026-04-16T13:10:00Z,31.00,71.00
2026-04-16T13:21:00Z,31.00,71.00
2026-04-16T13:26:00Z,31.00,71.00
2026-04-16T13:29:00Z,31.00,71.00
2026-04-16T13:34:00Z,31.00,71.00
2026-04-16T13:41:00Z,31.00,71.00
2026-04-16T13:42:00Z,31.00,71.00
2026-04-16T13:58:00Z,31.00,71.00
2026-04-16T14:16:00Z,31.35,71.00
2026-04-16T14:24:00Z,32.00,71.00
2026-04-16T14:29:00Z,32.00,70.00
2026-04-16T14:40:00Z,32.00,70.00
2026-04-16T14:41:00Z,32.00,70.00
2026-04-16T15:00:00Z,32.00,70.00
2026-04-16T15:01:00Z,32.00,70.44
2026-04-16T15:12:00Z,32.00,72.00
2026-04-16T15:49:00Z,32.00,72.00
2026-04-16T15:56:00Z,32.00,72.00
2026-04-16T15:59:00Z,29.00,72.00
2026-04-16T16:01:00Z,28.00,72.00
2026-04-16T16:06:00Z,28.00,72.00
2026-04-16T16:08:00Z,28.00,72.00
2026-04-16T16:28:00Z,29.00,72.00
2026-04-16T16:29:00Z,29.00,72.00
2026-04-16T16:30:00Z,29.00,72.00
2026-04-16T16:40:00Z,29.00,72.00
2026-04-16T16:43:00Z,29.00,72.00
2026-04-16T16:44:00Z,29.00,72.00
2026-04-16T16:47:00Z,29.00,72.00
2026-04-16T16:48:00Z,29.00,72.00
2026-04-16T16:52:00Z,31.10,71.00
2026-04-16T16:53:00Z,31.10,70.97
2026-04-16T16:55:00Z,31.00,70.97
2026-04-16T16:56:00Z,31.00,70.97
2026-04-16T16:57:00Z,31.00,70.97
2026-04-16T16:58:00Z,31.00,71.00
2026-04-16T16:59:00Z,31.00,71.00
2026-04-16T17:00:00Z,31.00,71.00
2026-04-16T17:02:00Z,31.00,71.00
2026-04-16T17:04:00Z,31.00,71.00
2026-04-16T17:05:00Z,31.00,71.00
2026-04-16T17:06:00Z,31.26,71.00
2026-04-16T17:09:00Z,31.00,71.00
2026-04-16T17:10:00Z,31.00,71.00
2026-04-16T17:11:00Z,31.00,71.00
2026-04-16T17:16:00Z,31.00,71.00
2026-04-16T17:17:00Z,31.00,71.28
2026-04-16T17:19:00Z,30.87,71.28
2026-04-16T17:20:00Z,31.00,71.28
2026-04-16T17:21:00Z,31.00,71.28
2026-04-16T17:23:00Z,31.00,71.28
2026-04-16T17:25:00Z,31.00,71.28
2026-04-16T17:26:00Z,31.00,71.53
2026-04-16T17:27:00Z,31.00,72.00
2026-04-16T17:28:00Z,31.78,72.00
2026-04-16T17:29:00Z,31.00,71.00
2026-04-16T17:31:00Z,29.00,71.00
2026-04-16T17:32:00Z,31.00,71.00
2026-04-16T17:34:00Z,31.00,71.00
2026-04-16T17:35:00Z,31.00,71.00
2026-04-16T17:36:00Z,31.00,71.19
2026-04-16T17:37:00Z,31.00,71.19
2026-04-16T17:39:00Z,31.00,71.00
2026-04-16T17:40:00Z,31.00,71.00
2026-04-16T17:41:00Z,31.00,71.66
2026-04-16T17:42:00Z,30.00,71.66
2026-04-16T17:43:00Z,30.00,71.00
2026-04-16T17:44:00Z,30.00,71.67
2026-04-16T17:45:00Z,30.00,71.00
2026-04-16T17:48:00Z,30.00,71.85
2026-04-16T17:49:00Z,30.00,72.00
2026-04-16T17:50:00Z,30.00,71.93
2026-04-16T17:52:00Z,30.89,71.97
2026-04-16T17:53:00Z,30.33,72.00
2026-04-16T17:54:00Z,30.33,72.00
2026-04-16T17:55:00Z,30.00,73.00
2026-04-16T17:56:00Z,29.63,73.00
2026-04-16T17:57:00Z,29.12,73.00
2026-04-16T17:58:00Z,29.54,73.60
2026-04-16T17:59:00Z,28.88,73.94
2026-04-16T18:00:00Z,29.98,71.85
2026-04-16T18:01:00Z,29.38,74.57
2026-04-16T18:02:00Z,26.91,75.00
2026-04-16T18:03:00Z,31.61,68.24
2026-04-16T18:04:00Z,29.31,71.52
2026-04-16T18:05:00Z,27.23,73.80
2026-04-16T18:06:00Z,27.22,72.69
2026-04-16T18:07:00Z,29.55,72.03
2026-04-16T18:08:00Z,30.90,71.47
2026-04-16T18:09:00Z,30.01,70.18
2026-04-16T18:10:00Z,31.03,70.31
2026-04-16T18:11:00Z,28.65,72.16
2026-04-16T18:12:00Z,29.40,71.34
2026-04-16T18:13:00Z,27.79,72.97
2026-04-16T18:14:00Z,30.74,72.19
2026-04-16T18:15:00Z,34.15,68.48
2026-04-16T18:16:00Z,36.89,63.94
2026-04-16T18:17:00Z,41.99,59.48
2026-04-16T18:18:00Z,48.16,50.98
2026-04-16T18:19:00Z,53.54,47.56
2026-04-16T18:20:00Z,50.19,51.52
2026-04-16T18:21:00Z,45.94,54.24
2026-04-16T18:22:00Z,48.20,53.57
2026-04-16T18:23:00Z,46.40,54.90
2026-04-16T18:24:00Z,37.02,64.26
2026-04-16T18:25:00Z,44.06,60.77
2026-04-16T18:26:00Z,36.23,64.92
2026-04-16T18:27:00Z,31.33,68.03
2026-04-16T18:28:00Z,31.78,68.81
2026-04-16T18:29:00Z,36.47,65.80
2026-04-16T18:30:00Z,38.26,61.57
2026-04-16T18:31:00Z,43.97,58.37
2026-04-16T18:32:00Z,41.16,59.82
2026-04-16T18:33:00Z,45.03,56.92
2026-04-16T18:34:00Z,42.47,55.36
2026-04-16T18:35:00Z,37.94,63.84
2026-04-16T18:36:00Z,35.00,66.43
2026-04-16T18:37:00Z,36.84,64.74
2026-04-16T18:38:00Z,33.56,70.27
2026-04-16T18:39:00Z,30.31,70.40
2026-04-16T18:40:00Z,31.27,67.07
2026-04-16T18:41:00Z,37.81,63.41
2026-04-16T18:42:00Z,38.68,62.48
2026-04-16T18:43:00Z,35.58,65.03
2026-04-16T18:44:00Z,36.48,65.53
2026-04-16T18:45:00Z,34.15,66.05
2026-04-16T18:46:00Z,34.49,65.95
2026-04-16T18:47:00Z,34.10,68.02
2026-04-16T18:48:00Z,29.49,71.48
