# event_ticker=KXATPMATCH-26APR16SHAMAR
# final_score=7-6(4) 6-2
# score_resolution=7-6 6-2
# match_winner=Denis Shapovalov
# fav_player=Denis Shapovalov
# dog_player=Fabian Marozsan
# kalshi_date=2026-04-16
timestamp,Denis Shapovalov,Fabian Marozsan
2026-04-16T02:20:00Z,44.00,
2026-04-16T02:22:00Z,44.00,57.00
2026-04-16T02:25:00Z,44.00,57.00
2026-04-16T02:30:00Z,44.00,57.00
2026-04-16T02:34:00Z,44.00,57.00
2026-04-16T02:39:00Z,44.00,57.00
2026-04-16T02:41:00Z,44.00,57.00
2026-04-16T02:48:00Z,44.00,57.00
2026-04-16T02:49:00Z,44.00,56.00
2026-04-16T02:56:00Z,44.00,56.00
2026-04-16T02:57:00Z,44.00,57.00
2026-04-16T03:03:00Z,44.00,57.00
2026-04-16T03:07:00Z,44.00,57.00
2026-04-16T03:10:00Z,44.00,56.00
2026-04-16T03:11:00Z,44.00,56.00
2026-04-16T03:19:00Z,44.00,56.00
2026-04-16T03:20:00Z,44.00,56.00
2026-04-16T03:21:00Z,44.00,56.00
2026-04-16T03:26:00Z,44.00,56.00
2026-04-16T03:27:00Z,44.00,56.00
2026-04-16T03:28:00Z,45.00,56.00
2026-04-16T03:31:00Z,45.00,56.00
2026-04-16T03:36:00Z,45.00,56.00
2026-04-16T03:37:00Z,45.00,56.00
2026-04-16T03:38:00Z,45.00,56.00
2026-04-16T03:42:00Z,45.00,56.00
2026-04-16T03:43:00Z,45.00,56.00
2026-04-16T03:46:00Z,45.00,56.00
2026-04-16T03:48:00Z,45.00,56.00
2026-04-16T03:57:00Z,45.00,56.00
2026-04-16T03:59:00Z,45.00,56.00
2026-04-16T04:02:00Z,45.00,56.00
2026-04-16T04:04:00Z,45.00,55.00
2026-04-16T04:05:00Z,45.00,55.00
2026-04-16T04:10:00Z,45.00,56.00
2026-04-16T04:11:00Z,45.00,56.00
2026-04-16T04:12:00Z,45.00,56.00
2026-04-16T04:16:00Z,45.00,56.00
2026-04-16T04:21:00Z,45.00,56.00
2026-04-16T04:22:00Z,45.00,56.00
2026-04-16T04:23:00Z,45.00,56.00
2026-04-16T04:26:00Z,45.00,56.00
2026-04-16T04:27:00Z,45.00,56.00
2026-04-16T04:28:00Z,45.00,56.00
2026-04-16T04:29:00Z,45.00,56.00
2026-04-16T04:35:00Z,45.00,56.00
2026-04-16T04:39:00Z,45.00,56.00
2026-04-16T04:41:00Z,45.00,56.00
2026-04-16T04:44:00Z,45.00,56.00
2026-04-16T04:50:00Z,45.00,56.00
2026-04-16T04:51:00Z,45.00,56.00
2026-04-16T04:52:00Z,45.00,56.00
2026-04-16T04:54:00Z,45.00,56.00
2026-04-16T04:55:00Z,45.00,56.00
2026-04-16T04:56:00Z,45.00,56.00
2026-04-16T04:57:00Z,45.00,56.00
2026-04-16T04:58:00Z,45.00,56.00
2026-04-16T04:59:00Z,45.00,56.00
2026-04-16T05:00:00Z,45.00,56.00
2026-04-16T05:01:00Z,45.00,56.00
2026-04-16T05:03:00Z,45.00,56.00
2026-04-16T05:04:00Z,45.00,56.00
2026-04-16T05:05:00Z,45.00,56.00
2026-04-16T05:06:00Z,45.00,56.00
2026-04-16T05:08:00Z,45.00,56.00
2026-04-16T05:09:00Z,45.00,56.00
2026-04-16T05:10:00Z,45.00,56.00
2026-04-16T05:15:00Z,45.00,56.00
2026-04-16T05:16:00Z,45.00,56.00
2026-04-16T05:17:00Z,45.00,56.00
2026-04-16T05:18:00Z,45.00,56.00
2026-04-16T05:20:00Z,45.00,56.00
2026-04-16T05:21:00Z,45.00,56.00
2026-04-16T05:22:00Z,45.00,56.00
2026-04-16T05:23:00Z,45.00,56.00
2026-04-16T05:25:00Z,45.00,56.00
2026-04-16T05:26:00Z,45.00,56.00
2026-04-16T05:27:00Z,45.00,56.00
2026-04-16T05:28:00Z,45.00,56.00
2026-04-16T05:31:00Z,45.00,56.00
2026-04-16T05:32:00Z,45.00,56.00
2026-04-16T05:33:00Z,45.00,56.00
2026-04-16T05:34:00Z,45.00,56.00
2026-04-16T05:35:00Z,45.00,56.00
2026-04-16T05:38:00Z,45.00,56.00
2026-04-16T05:41:00Z,45.00,56.00
2026-04-16T05:42:00Z,45.00,56.00
2026-04-16T05:43:00Z,45.00,56.00
2026-04-16T05:44:00Z,46.00,56.00
2026-04-16T05:46:00Z,46.00,56.00
2026-04-16T05:47:00Z,46.00,56.00
2026-04-16T05:49:00Z,46.00,56.00
2026-04-16T05:51:00Z,46.00,56.00
2026-04-16T05:52:00Z,46.22,56.00
2026-04-16T05:53:00Z,46.22,56.00
2026-04-16T05:54:00Z,46.79,56.00
2026-04-16T05:56:00Z,46.79,56.00
2026-04-16T05:59:00Z,46.79,56.00
2026-04-16T06:00:00Z,46.79,56.00
2026-04-16T06:01:00Z,46.00,56.00
