# event_ticker=KXATPMATCH-25OCT07MUNDJO
# final_score=6-3 5-7 6-2
# score_resolution=3-6 7-5 2-6
# match_winner=Novak Djokovic
# fav_player=Jaume Munar
# dog_player=Novak Djokovic
# kalshi_date=2025-10-07
timestamp,Jaume Munar,Novak Djokovic
2025-10-07T00:44:00Z,38.00,
2025-10-07T00:47:00Z,38.00,92.98
2025-10-07T00:57:00Z,26.98,81.00
2025-10-07T01:11:00Z,25.00,81.00
2025-10-07T01:13:00Z,25.00,83.00
2025-10-07T01:17:00Z,19.60,83.00
2025-10-07T01:20:00Z,19.60,82.00
2025-10-07T01:26:00Z,19.00,82.00
2025-10-07T01:27:00Z,19.00,82.00
2025-10-07T01:34:00Z,19.00,82.00
2025-10-07T01:36:00Z,19.00,82.00
2025-10-07T01:38:00Z,19.00,82.00
2025-10-07T01:42:00Z,19.00,82.00
2025-10-07T01:45:00Z,19.00,82.00
2025-10-07T01:47:00Z,19.00,82.00
2025-10-07T01:49:00Z,19.00,82.00
2025-10-07T01:55:00Z,19.00,82.00
2025-10-07T02:03:00Z,19.00,82.00
2025-10-07T02:14:00Z,19.00,82.00
2025-10-07T02:20:00Z,19.00,82.00
2025-10-07T02:36:00Z,19.00,82.00
2025-10-07T02:45:00Z,19.00,82.00
2025-10-07T02:51:00Z,19.00,82.00
2025-10-07T03:19:00Z,19.00,82.00
2025-10-07T03:20:00Z,19.00,82.00
2025-10-07T03:21:00Z,19.00,82.69
2025-10-07T03:24:00Z,19.00,83.00
2025-10-07T03:25:00Z,19.00,83.00
2025-10-07T03:29:00Z,19.00,83.00
2025-10-07T03:32:00Z,19.00,83.00
2025-10-07T03:34:00Z,19.00,83.00
2025-10-07T03:35:00Z,19.00,83.00
2025-10-07T03:37:00Z,19.00,83.00
2025-10-07T03:40:00Z,19.00,83.00
2025-10-07T03:44:00Z,19.00,83.00
2025-10-07T03:47:00Z,19.00,81.00
2025-10-07T03:52:00Z,21.00,81.00
2025-10-07T03:53:00Z,21.00,81.00
2025-10-07T03:56:00Z,21.00,80.00
2025-10-07T03:58:00Z,21.00,80.00
2025-10-07T04:00:00Z,21.00,80.00
2025-10-07T04:02:00Z,21.00,80.00
2025-10-07T04:03:00Z,21.00,80.00
2025-10-07T04:04:00Z,21.00,79.00
2025-10-07T04:05:00Z,21.00,80.00
2025-10-07T04:09:00Z,21.00,80.21
2025-10-07T04:11:00Z,21.00,80.00
2025-10-07T04:16:00Z,21.00,80.00
2025-10-07T04:19:00Z,22.00,80.00
2025-10-07T04:20:00Z,22.00,80.00
2025-10-07T04:26:00Z,22.00,80.00
2025-10-07T04:29:00Z,22.00,80.00
2025-10-07T04:39:00Z,22.00,80.00
2025-10-07T04:42:00Z,22.00,80.00
2025-10-07T04:46:00Z,22.00,80.00
2025-10-07T04:48:00Z,22.00,80.00
2025-10-07T04:52:00Z,22.00,80.00
2025-10-07T04:55:00Z,22.00,78.00
2025-10-07T04:59:00Z,22.00,78.00
2025-10-07T05:02:00Z,22.00,79.35
2025-10-07T05:06:00Z,22.00,80.00
2025-10-07T05:07:00Z,22.00,80.00
2025-10-07T05:15:00Z,22.00,80.00
2025-10-07T05:21:00Z,21.00,80.00
2025-10-07T05:24:00Z,21.00,80.00
2025-10-07T05:25:00Z,21.00,80.00
2025-10-07T05:26:00Z,21.00,80.00
2025-10-07T05:29:00Z,21.00,80.00
2025-10-07T05:30:00Z,21.00,80.00
2025-10-07T05:34:00Z,21.00,80.00
2025-10-07T05:35:00Z,21.00,80.00
2025-10-07T05:37:00Z,21.00,80.00
2025-10-07T05:38:00Z,20.00,80.00
2025-10-07T05:41:00Z,20.00,80.00
2025-10-07T05:42:00Z,20.00,80.00
2025-10-07T05:43:00Z,20.00,80.00
2025-10-07T05:44:00Z,21.00,80.00
2025-10-07T05:49:00Z,21.00,80.00
2025-10-07T05:52:00Z,21.00,80.00
2025-10-07T05:54:00Z,21.00,80.00
2025-10-07T05:58:00Z,21.00,80.00
2025-10-07T05:59:00Z,21.00,80.14
2025-10-07T06:00:00Z,20.00,80.00
2025-10-07T06:01:00Z,20.00,80.00
2025-10-07T06:04:00Z,20.00,80.00
2025-10-07T06:08:00Z,21.00,80.00
2025-10-07T06:10:00Z,21.00,81.00
2025-10-07T06:17:00Z,21.00,81.00
2025-10-07T06:22:00Z,21.00,81.00
2025-10-07T06:23:00Z,21.00,81.00
2025-10-07T06:25:00Z,21.00,81.00
2025-10-07T06:28:00Z,21.00,81.00
2025-10-07T06:29:00Z,21.00,81.00
2025-10-07T06:31:00Z,21.00,81.00
2025-10-07T06:33:00Z,21.00,81.00
2025-10-07T06:38:00Z,21.00,81.00
2025-10-07T06:42:00Z,21.00,81.00
2025-10-07T06:43:00Z,21.00,81.00
2025-10-07T06:48:00Z,21.00,81.00
2025-10-07T06:49:00Z,21.00,80.74
2025-10-07T06:51:00Z,21.00,81.00
2025-10-07T06:52:00Z,19.00,81.00
2025-10-07T06:57:00Z,21.00,81.00
2025-10-07T06:59:00Z,21.00,80.00
2025-10-07T07:00:00Z,21.00,81.00
2025-10-07T07:07:00Z,21.00,81.00
2025-10-07T07:08:00Z,21.00,81.00
2025-10-07T07:11:00Z,21.00,81.00
2025-10-07T07:12:00Z,21.00,81.00
2025-10-07T07:21:00Z,21.00,81.00
2025-10-07T07:22:00Z,21.00,81.00
2025-10-07T07:25:00Z,21.00,79.00
