# event_ticker=KXATPMATCH-26APR18JODFIL
# final_score=3-6 6-3 6-2
# match_winner=Arthur Fils
# fav_player=Arthur Fils
# dog_player=Rafael Jodar
# kalshi_date=2026-04-18
timestamp,Rafael Jodar,Arthur Fils
2026-04-18T02:16:00Z,42.00,
2026-04-18T02:19:00Z,42.00,
2026-04-18T02:20:00Z,42.00,61.00
2026-04-18T02:21:00Z,42.00,61.00
2026-04-18T02:23:00Z,42.00,61.00
2026-04-18T02:24:00Z,42.00,61.00
2026-04-18T02:25:00Z,42.00,61.00
2026-04-18T02:31:00Z,42.00,61.00
2026-04-18T02:32:00Z,42.00,61.00
2026-04-18T02:33:00Z,42.00,61.00
2026-04-18T02:34:00Z,42.00,61.00
2026-04-18T02:35:00Z,42.00,61.00
2026-04-18T02:36:00Z,42.00,61.00
2026-04-18T02:37:00Z,42.00,61.00
2026-04-18T02:39:00Z,40.87,61.00
2026-04-18T02:41:00Z,40.87,61.00
2026-04-18T02:50:00Z,40.87,61.00
2026-04-18T02:51:00Z,40.00,61.00
2026-04-18T02:54:00Z,40.00,61.00
2026-04-18T02:56:00Z,40.00,61.00
2026-04-18T02:58:00Z,40.00,61.00
2026-04-18T03:02:00Z,40.00,61.00
2026-04-18T03:03:00Z,40.00,61.00
2026-04-18T03:11:00Z,40.84,61.00
2026-04-18T03:12:00Z,40.84,61.00
2026-04-18T03:14:00Z,40.84,61.00
2026-04-18T03:19:00Z,40.00,61.00
2026-04-18T03:21:00Z,40.00,61.00
2026-04-18T03:26:00Z,40.00,61.00
2026-04-18T03:28:00Z,40.00,61.00
2026-04-18T03:30:00Z,40.00,61.00
2026-04-18T03:35:00Z,40.70,61.00
2026-04-18T03:36:00Z,41.00,61.00
2026-04-18T03:37:00Z,41.00,61.00
2026-04-18T03:41:00Z,41.00,61.00
2026-04-18T03:43:00Z,41.00,61.00
2026-04-18T03:44:00Z,41.00,61.00
2026-04-18T03:46:00Z,41.00,61.00
2026-04-18T03:47:00Z,41.00,61.00
2026-04-18T03:48:00Z,41.69,61.00
2026-04-18T03:49:00Z,42.00,61.00
2026-04-18T03:54:00Z,42.00,61.00
2026-04-18T03:58:00Z,40.00,61.00
2026-04-18T04:01:00Z,40.00,60.00
2026-04-18T04:05:00Z,41.00,60.00
2026-04-18T04:07:00Z,41.00,60.00
2026-04-18T04:10:00Z,41.00,60.00
2026-04-18T04:11:00Z,41.00,60.00
2026-04-18T04:16:00Z,41.11,60.00
2026-04-18T04:22:00Z,41.11,60.00
2026-04-18T04:23:00Z,41.00,60.00
2026-04-18T04:26:00Z,41.00,60.00
2026-04-18T04:27:00Z,41.00,60.00
2026-04-18T04:28:00Z,41.00,60.00
2026-04-18T04:29:00Z,41.00,60.00
2026-04-18T04:30:00Z,41.00,60.00
2026-04-18T04:33:00Z,41.00,60.00
2026-04-18T04:34:00Z,41.00,61.00
2026-04-18T04:35:00Z,40.99,61.00
2026-04-18T04:38:00Z,41.00,61.00
2026-04-18T04:41:00Z,41.00,61.00
2026-04-18T04:42:00Z,41.78,61.00
2026-04-18T04:46:00Z,41.78,61.00
2026-04-18T04:47:00Z,41.00,61.00
2026-04-18T04:48:00Z,41.00,61.00
2026-04-18T04:49:00Z,41.00,61.00
2026-04-18T04:51:00Z,41.00,61.00
2026-04-18T04:52:00Z,41.00,61.00
2026-04-18T04:54:00Z,41.00,61.00
2026-04-18T04:55:00Z,41.00,61.00
2026-04-18T04:56:00Z,41.00,61.00
2026-04-18T04:58:00Z,41.00,61.00
2026-04-18T05:00:00Z,41.00,61.00
2026-04-18T05:01:00Z,41.00,61.00
2026-04-18T05:02:00Z,41.00,61.00
2026-04-18T05:05:00Z,41.00,61.00
2026-04-18T05:06:00Z,41.00,61.00
2026-04-18T05:07:00Z,41.00,61.00
2026-04-18T05:09:00Z,41.00,61.00
2026-04-18T05:10:00Z,41.00,61.00
2026-04-18T05:11:00Z,41.00,61.00
2026-04-18T05:12:00Z,41.00,61.00
2026-04-18T05:13:00Z,41.00,61.00
2026-04-18T05:14:00Z,41.00,61.00
2026-04-18T05:15:00Z,41.00,61.00
2026-04-18T05:16:00Z,41.00,61.00
2026-04-18T05:17:00Z,41.00,61.00
2026-04-18T05:18:00Z,41.00,61.00
2026-04-18T05:20:00Z,41.00,61.00
2026-04-18T05:21:00Z,41.00,61.00
2026-04-18T05:22:00Z,41.00,61.00
2026-04-18T05:24:00Z,41.00,61.00
2026-04-18T05:25:00Z,41.00,61.00
2026-04-18T05:26:00Z,41.00,61.00
2026-04-18T05:27:00Z,41.00,61.00
2026-04-18T05:28:00Z,41.00,61.00
2026-04-18T05:31:00Z,41.00,61.00
2026-04-18T05:32:00Z,41.00,61.00
2026-04-18T05:33:00Z,41.00,61.00
2026-04-18T05:34:00Z,41.00,61.00
2026-04-18T05:36:00Z,39.28,61.00
2026-04-18T05:37:00Z,39.28,61.00
2026-04-18T05:38:00Z,39.28,61.00
2026-04-18T05:41:00Z,41.00,59.82
2026-04-18T05:42:00Z,41.00,59.82
2026-04-18T05:43:00Z,41.00,60.00
2026-04-18T05:44:00Z,41.00,61.00
2026-04-18T05:46:00Z,41.00,61.00
2026-04-18T05:48:00Z,40.83,61.00
2026-04-18T05:50:00Z,40.83,61.00
2026-04-18T05:51:00Z,40.83,59.00
2026-04-18T05:52:00Z,40.83,61.00
2026-04-18T05:53:00Z,40.83,61.00
2026-04-18T05:56:00Z,41.00,61.00
2026-04-18T05:58:00Z,41.00,61.00
2026-04-18T05:59:00Z,41.00,61.00
2026-04-18T06:00:00Z,41.00,60.00
2026-04-18T06:03:00Z,41.00,60.00
2026-04-18T06:05:00Z,41.00,60.00
2026-04-18T06:06:00Z,41.00,60.77
2026-04-18T06:08:00Z,41.00,60.00
2026-04-18T06:09:00Z,41.00,60.00
2026-04-18T06:10:00Z,41.00,60.00
2026-04-18T06:12:00Z,41.00,60.00
2026-04-18T06:13:00Z,41.00,60.00
2026-04-18T06:14:00Z,41.00,60.63
2026-04-18T06:17:00Z,41.00,60.00
2026-04-18T06:18:00Z,41.00,60.00
2026-04-18T06:19:00Z,41.00,60.00
2026-04-18T06:20:00Z,41.00,60.00
2026-04-18T06:25:00Z,41.00,60.00
2026-04-18T06:27:00Z,41.00,60.00
2026-04-18T06:28:00Z,41.00,60.00
2026-04-18T06:30:00Z,41.00,60.00
2026-04-18T06:32:00Z,40.00,60.41
2026-04-18T06:34:00Z,40.00,61.00
2026-04-18T06:37:00Z,40.00,61.00
2026-04-18T06:39:00Z,40.00,61.00
2026-04-18T06:40:00Z,40.00,61.00
2026-04-18T06:41:00Z,40.00,61.00
2026-04-18T06:42:00Z,40.00,61.00
2026-04-18T06:46:00Z,40.00,61.00
2026-04-18T06:47:00Z,40.00,61.00
2026-04-18T06:48:00Z,40.00,61.00
2026-04-18T06:49:00Z,40.00,61.00
2026-04-18T06:50:00Z,40.00,60.04
2026-04-18T06:52:00Z,40.00,61.00
2026-04-18T06:53:00Z,40.00,61.00
2026-04-18T06:55:00Z,40.00,61.00
2026-04-18T06:56:00Z,40.00,60.00
2026-04-18T06:57:00Z,40.00,60.00
2026-04-18T06:58:00Z,40.00,60.00
2026-04-18T07:01:00Z,40.00,61.00
2026-04-18T07:04:00Z,40.00,61.00
2026-04-18T07:06:00Z,40.00,61.00
2026-04-18T07:09:00Z,40.00,61.00
2026-04-18T07:11:00Z,40.00,61.00
2026-04-18T07:12:00Z,40.00,61.00
2026-04-18T07:13:00Z,40.00,61.00
2026-04-18T07:21:00Z,40.00,61.00
2026-04-18T07:22:00Z,40.00,61.00
2026-04-18T07:24:00Z,40.00,61.00
2026-04-18T07:29:00Z,40.00,61.00
2026-04-18T07:31:00Z,40.00,61.00
2026-04-18T07:32:00Z,39.00,61.00
2026-04-18T07:33:00Z,39.00,61.00
2026-04-18T07:35:00Z,40.00,61.00
2026-04-18T07:36:00Z,40.00,61.00
2026-04-18T07:39:00Z,40.00,61.00
2026-04-18T07:40:00Z,40.00,61.00
2026-04-18T07:41:00Z,40.00,61.00
2026-04-18T07:42:00Z,40.00,60.00
2026-04-18T07:43:00Z,40.00,61.00
2026-04-18T07:44:00Z,40.00,61.00
2026-04-18T07:49:00Z,40.00,61.00
2026-04-18T07:51:00Z,40.00,61.00
2026-04-18T07:52:00Z,40.00,61.00
2026-04-18T07:54:00Z,40.00,61.00
2026-04-18T07:58:00Z,40.00,61.00
2026-04-18T08:00:00Z,40.00,61.00
2026-04-18T08:01:00Z,40.00,61.00
2026-04-18T08:02:00Z,40.00,61.00
2026-04-18T08:03:00Z,40.00,61.00
2026-04-18T08:07:00Z,40.00,61.00
2026-04-18T08:12:00Z,40.00,61.00
2026-04-18T08:14:00Z,40.00,61.00
2026-04-18T08:15:00Z,40.00,61.00
2026-04-18T08:18:00Z,40.00,61.00
2026-04-18T08:21:00Z,40.00,61.00
2026-04-18T08:24:00Z,40.00,61.00
2026-04-18T08:28:00Z,40.00,61.00
2026-04-18T08:29:00Z,40.00,61.00
2026-04-18T08:38:00Z,40.00,61.00
2026-04-18T08:41:00Z,40.00,61.00
2026-04-18T08:49:00Z,40.00,61.00
2026-04-18T08:50:00Z,40.00,61.00
2026-04-18T08:53:00Z,40.00,61.00
2026-04-18T08:54:00Z,40.00,61.00
2026-04-18T08:55:00Z,40.00,61.00
2026-04-18T08:57:00Z,40.00,61.00
