# event_ticker=KXATPMATCH-26FEB10CERDEL
# final_score=6-0 7-6(6)
# score_resolution=0-6 6-7
# match_winner=Francisco Cerundolo
# fav_player=Hugo Dellien
# dog_player=Francisco Cerundolo
# kalshi_date=2026-02-10
timestamp,Hugo Dellien,Francisco Cerundolo
2026-02-11T13:21:00Z,,85.00
2026-02-11T13:24:00Z,,86.00
2026-02-11T13:51:00Z,16.00,86.00
2026-02-11T14:01:00Z,16.00,86.00
2026-02-11T14:02:00Z,16.00,85.00
2026-02-11T14:10:00Z,16.00,85.00
2026-02-11T14:29:00Z,16.00,85.00
2026-02-11T14:45:00Z,16.00,85.00
2026-02-11T15:00:00Z,15.00,85.00
2026-02-11T15:19:00Z,15.00,86.00
2026-02-11T15:22:00Z,14.00,86.00
2026-02-11T15:32:00Z,14.00,86.00
2026-02-11T15:55:00Z,14.00,86.00
2026-02-11T15:57:00Z,14.00,86.00
2026-02-11T16:01:00Z,14.00,86.00
2026-02-11T16:08:00Z,14.00,86.00
2026-02-11T16:16:00Z,14.00,86.00
2026-02-11T16:22:00Z,14.00,86.00
2026-02-11T16:55:00Z,14.00,87.00
2026-02-11T17:01:00Z,13.00,87.00
2026-02-11T17:14:00Z,13.00,87.00
2026-02-11T17:16:00Z,13.00,87.00
2026-02-11T17:17:00Z,14.00,87.00
2026-02-11T17:22:00Z,14.00,87.00
2026-02-11T17:23:00Z,14.00,87.00
2026-02-11T17:27:00Z,14.00,87.00
2026-02-11T17:29:00Z,15.00,87.00
2026-02-11T17:37:00Z,14.00,87.00
2026-02-11T17:44:00Z,14.00,87.00
2026-02-11T17:45:00Z,14.00,87.00
2026-02-11T17:52:00Z,14.00,87.00
2026-02-11T17:58:00Z,14.00,87.00
2026-02-11T18:02:00Z,14.00,87.00
2026-02-11T18:03:00Z,15.00,87.00
2026-02-11T18:29:00Z,14.00,87.00
2026-02-11T18:37:00Z,14.00,87.00
2026-02-11T18:43:00Z,14.00,87.00
2026-02-11T18:48:00Z,14.00,86.00
2026-02-11T18:49:00Z,14.00,86.00
2026-02-11T18:50:00Z,14.00,86.00
2026-02-11T19:01:00Z,14.00,85.00
2026-02-11T19:06:00Z,14.00,85.00
2026-02-11T19:42:00Z,14.00,86.00
2026-02-11T19:43:00Z,14.00,86.00
2026-02-11T20:09:00Z,14.00,86.00
2026-02-11T20:14:00Z,14.00,86.00
2026-02-11T20:17:00Z,14.66,86.00
2026-02-11T20:18:00Z,15.00,86.00
2026-02-11T20:22:00Z,15.00,87.00
2026-02-11T20:23:00Z,15.00,87.00
2026-02-11T20:24:00Z,15.00,87.00
2026-02-11T20:26:00Z,15.00,87.00
2026-02-11T20:33:00Z,15.00,87.00
2026-02-11T20:36:00Z,15.00,87.00
2026-02-11T20:39:00Z,15.00,87.00
2026-02-11T20:40:00Z,15.00,87.00
2026-02-11T20:42:00Z,14.00,87.00
2026-02-11T20:48:00Z,14.00,87.00
2026-02-11T20:53:00Z,14.00,87.00
2026-02-11T20:55:00Z,14.00,87.00
2026-02-11T20:59:00Z,14.00,87.00
2026-02-11T21:02:00Z,14.00,87.00
2026-02-11T21:05:00Z,14.00,87.00
2026-02-11T21:11:00Z,14.00,87.00
2026-02-11T21:13:00Z,13.00,87.00
2026-02-11T21:17:00Z,14.00,87.00
2026-02-11T21:24:00Z,14.00,87.00
2026-02-11T21:25:00Z,14.00,87.00
2026-02-11T21:29:00Z,14.00,87.00
2026-02-11T21:31:00Z,14.00,87.00
2026-02-11T21:32:00Z,14.00,87.00
2026-02-11T21:33:00Z,14.00,87.00
2026-02-11T21:39:00Z,14.00,87.00
2026-02-11T21:43:00Z,14.00,87.00
2026-02-11T21:44:00Z,14.00,87.00
2026-02-11T21:47:00Z,14.00,87.00
2026-02-11T21:49:00Z,14.00,87.00
2026-02-11T21:51:00Z,14.00,87.00
2026-02-11T21:52:00Z,14.00,87.00
2026-02-11T21:53:00Z,14.00,87.00
2026-02-11T21:55:00Z,14.08,87.00
2026-02-11T21:56:00Z,14.08,87.00
2026-02-11T21:57:00Z,15.00,87.00
2026-02-11T21:59:00Z,15.00,87.00
2026-02-11T22:03:00Z,15.00,87.00
2026-02-11T22:04:00Z,15.00,86.00
2026-02-11T22:05:00Z,15.00,87.00
2026-02-11T22:06:00Z,15.00,87.00
2026-02-11T22:08:00Z,15.00,87.00
2026-02-11T22:09:00Z,13.00,87.00
2026-02-11T22:13:00Z,15.00,87.00
2026-02-11T22:14:00Z,15.00,87.00
2026-02-11T22:18:00Z,15.00,87.00
2026-02-11T22:19:00Z,15.00,87.00
2026-02-11T22:20:00Z,15.00,87.00
2026-02-11T22:21:00Z,15.00,87.00
2026-02-11T22:22:00Z,15.00,87.00
2026-02-11T22:23:00Z,15.00,87.00
2026-02-11T22:24:00Z,15.00,87.00
2026-02-11T22:27:00Z,15.00,87.00
2026-02-11T22:29:00Z,15.00,87.00
2026-02-11T22:31:00Z,15.00,87.00
2026-02-11T22:35:00Z,15.00,87.00
2026-02-11T22:37:00Z,15.00,87.00
2026-02-11T22:39:00Z,15.00,87.00
2026-02-11T22:40:00Z,15.00,87.00
2026-02-11T22:41:00Z,14.91,87.00
2026-02-11T22:42:00Z,15.00,87.00
2026-02-11T22:43:00Z,15.00,87.00
2026-02-11T22:45:00Z,14.00,87.00
2026-02-11T22:46:00Z,15.00,87.00
2026-02-11T22:47:00Z,15.00,87.00
2026-02-11T22:48:00Z,15.00,87.00
2026-02-11T22:49:00Z,15.00,87.00
2026-02-11T22:50:00Z,15.00,87.00
2026-02-11T22:52:00Z,15.00,87.00
2026-02-11T22:56:00Z,15.00,86.49
2026-02-11T22:58:00Z,15.00,86.00
2026-02-11T22:59:00Z,15.00,86.00
2026-02-11T23:00:00Z,15.00,86.00
2026-02-11T23:01:00Z,15.00,86.00
2026-02-11T23:03:00Z,14.00,86.00
2026-02-11T23:04:00Z,14.08,86.00
2026-02-11T23:05:00Z,15.00,86.00
2026-02-11T23:06:00Z,15.00,86.00
2026-02-11T23:07:00Z,15.00,86.34
2026-02-11T23:08:00Z,15.00,86.00
2026-02-11T23:09:00Z,15.00,87.00
2026-02-11T23:11:00Z,15.00,87.00
2026-02-11T23:12:00Z,15.00,87.00
2026-02-11T23:13:00Z,15.00,86.02
2026-02-11T23:14:00Z,15.00,86.00
2026-02-11T23:15:00Z,15.00,86.00
2026-02-11T23:16:00Z,15.00,86.00
2026-02-11T23:17:00Z,15.00,86.00
2026-02-11T23:18:00Z,15.00,86.11
2026-02-11T23:19:00Z,15.00,86.00
2026-02-11T23:20:00Z,15.00,85.52
2026-02-11T23:21:00Z,14.42,85.52
2026-02-11T23:22:00Z,15.00,85.52
2026-02-11T23:23:00Z,15.00,85.52
2026-02-11T23:24:00Z,14.99,85.52
2026-02-11T23:27:00Z,15.00,85.52
2026-02-11T23:28:00Z,15.00,85.52
2026-02-11T23:30:00Z,15.00,86.00
2026-02-11T23:31:00Z,15.00,86.00
2026-02-11T23:32:00Z,15.00,86.00
2026-02-11T23:33:00Z,15.00,86.00
2026-02-11T23:34:00Z,15.00,86.00
2026-02-11T23:35:00Z,15.00,86.00
2026-02-11T23:36:00Z,15.00,86.00
2026-02-11T23:37:00Z,15.00,86.00
2026-02-11T23:38:00Z,15.00,86.00
2026-02-11T23:39:00Z,15.00,86.00
2026-02-11T23:40:00Z,15.00,86.00
2026-02-11T23:41:00Z,15.00,86.00
2026-02-11T23:42:00Z,15.00,86.00
2026-02-11T23:43:00Z,15.00,86.00
2026-02-11T23:44:00Z,15.00,86.00
2026-02-11T23:45:00Z,15.00,86.00
2026-02-11T23:46:00Z,15.35,86.00
2026-02-11T23:47:00Z,14.33,86.00
2026-02-11T23:49:00Z,15.00,85.00
2026-02-11T23:50:00Z,15.00,86.00
2026-02-11T23:51:00Z,15.00,85.00
2026-02-11T23:52:00Z,15.00,85.00
2026-02-11T23:55:00Z,15.00,86.00
2026-02-11T23:57:00Z,15.00,86.00
2026-02-11T23:59:00Z,15.00,86.00
2026-02-12T00:02:00Z,15.00,85.00
2026-02-12T00:05:00Z,15.00,86.00
2026-02-12T00:06:00Z,15.00,87.00
2026-02-12T00:07:00Z,15.00,87.00
2026-02-12T00:10:00Z,15.00,87.00
2026-02-12T00:12:00Z,15.00,87.00
2026-02-12T00:14:00Z,15.00,86.00
2026-02-12T00:15:00Z,15.00,86.00
2026-02-12T00:16:00Z,15.00,86.00
2026-02-12T00:18:00Z,15.00,87.00
2026-02-12T00:20:00Z,15.00,87.00
2026-02-12T00:21:00Z,15.00,87.00
2026-02-12T00:22:00Z,15.00,87.00
2026-02-12T00:24:00Z,15.00,87.00
2026-02-12T00:26:00Z,15.00,87.00
2026-02-12T00:29:00Z,14.00,87.00
2026-02-12T00:32:00Z,15.00,87.00
2026-02-12T00:34:00Z,15.00,86.69
2026-02-12T00:35:00Z,15.00,86.00
2026-02-12T00:37:00Z,15.00,87.00
2026-02-12T00:38:00Z,15.00,87.00
2026-02-12T00:39:00Z,14.00,87.00
2026-02-12T00:40:00Z,14.00,87.00
2026-02-12T00:41:00Z,13.15,87.00
2026-02-12T00:50:00Z,13.15,86.05
2026-02-12T00:52:00Z,15.00,86.05
2026-02-12T00:53:00Z,14.00,86.00
2026-02-12T00:55:00Z,14.00,87.00
2026-02-12T00:57:00Z,15.00,86.32
2026-02-12T00:58:00Z,15.00,86.00
2026-02-12T00:59:00Z,15.00,86.00
2026-02-12T01:00:00Z,15.00,87.00
2026-02-12T01:01:00Z,15.00,87.00
2026-02-12T01:02:00Z,15.00,87.00
2026-02-12T01:06:00Z,15.00,87.00
2026-02-12T01:07:00Z,15.00,87.00
2026-02-12T01:08:00Z,15.00,87.00
2026-02-12T01:09:00Z,15.00,87.00
2026-02-12T01:10:00Z,15.00,87.00
2026-02-12T01:11:00Z,16.26,87.28
2026-02-12T01:12:00Z,14.23,87.00
2026-02-12T01:13:00Z,12.69,87.98
2026-02-12T01:14:00Z,9.00,91.08
2026-02-12T01:15:00Z,8.02,92.86
2026-02-12T01:16:00Z,7.17,92.50
2026-02-12T01:17:00Z,7.00,94.00
2026-02-12T01:18:00Z,8.79,93.15
2026-02-12T01:19:00Z,7.12,94.00
2026-02-12T01:20:00Z,4.70,95.01
2026-02-12T01:21:00Z,5.00,95.00
2026-02-12T01:22:00Z,4.00,96.11
2026-02-12T01:23:00Z,3.04,97.00
2026-02-12T01:24:00Z,2.89,97.00
2026-02-12T01:25:00Z,3.00,98.00
2026-02-12T01:26:00Z,2.81,98.00
2026-02-12T01:27:00Z,3.00,98.00
2026-02-12T01:28:00Z,3.00,98.00
2026-02-12T01:29:00Z,2.08,97.95
2026-02-12T01:30:00Z,3.00,98.00
2026-02-12T01:31:00Z,2.11,98.00
2026-02-12T01:32:00Z,3.00,98.00
2026-02-12T01:33:00Z,3.00,98.00
2026-02-12T01:34:00Z,3.86,97.00
2026-02-12T01:35:00Z,3.99,97.00
2026-02-12T01:36:00Z,3.96,97.00
2026-02-12T01:37:00Z,3.10,97.00
2026-02-12T01:38:00Z,4.14,96.00
2026-02-12T01:39:00Z,4.76,96.00
2026-02-12T01:40:00Z,4.68,97.00
2026-02-12T01:41:00Z,4.34,97.00
2026-02-12T01:42:00Z,4.01,97.00
2026-02-12T01:43:00Z,4.00,98.00
2026-02-12T01:44:00Z,3.98,98.00
2026-02-12T01:45:00Z,3.09,96.00
2026-02-12T01:46:00Z,4.00,98.00
2026-02-12T01:47:00Z,2.01,98.00
2026-02-12T01:48:00Z,4.44,97.00
2026-02-12T01:49:00Z,5.00,96.00
2026-02-12T01:50:00Z,5.00,96.00
2026-02-12T01:52:00Z,3.42,96.00
2026-02-12T01:53:00Z,4.00,96.00
2026-02-12T01:54:00Z,2.00,98.00
2026-02-12T01:55:00Z,1.90,99.00
2026-02-12T01:56:00Z,2.08,97.00
2026-02-12T01:57:00Z,2.08,96.00
2026-02-12T01:58:00Z,6.14,95.01
2026-02-12T01:59:00Z,5.55,96.97
2026-02-12T02:00:00Z,4.37,96.00
2026-02-12T02:01:00Z,4.03,96.00
2026-02-12T02:02:00Z,5.88,96.00
2026-02-12T02:03:00Z,5.88,94.00
2026-02-12T02:04:00Z,6.22,94.00
2026-02-12T02:05:00Z,6.20,95.08
2026-02-12T02:06:00Z,5.04,95.08
2026-02-12T02:07:00Z,3.83,96.32
