# event_ticker=KXATPCHALLENGERMATCH-26APR13GADSHI
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Buvaysar Gadamauri
# fav_player=Braden Shick
# dog_player=Buvaysar Gadamauri
# kalshi_date=2026-04-13
timestamp,Braden Shick,Buvaysar Gadamauri
2026-04-13T23:33:00Z,,62.00
2026-04-14T00:46:00Z,,62.00
2026-04-14T01:25:00Z,,62.00
2026-04-14T01:32:00Z,,63.00
2026-04-14T01:54:00Z,,62.00
2026-04-14T02:45:00Z,,63.00
2026-04-14T03:03:00Z,,63.00
2026-04-14T03:04:00Z,,63.00
2026-04-14T03:10:00Z,39.79,63.00
2026-04-14T03:15:00Z,39.79,62.00
2026-04-14T03:28:00Z,39.79,62.00
2026-04-14T03:29:00Z,39.79,62.00
2026-04-14T03:32:00Z,38.00,62.00
2026-04-14T03:33:00Z,38.00,63.00
2026-04-14T03:39:00Z,38.00,63.00
2026-04-14T03:42:00Z,38.00,63.00
2026-04-14T03:55:00Z,38.00,63.00
2026-04-14T04:09:00Z,38.00,63.00
2026-04-14T04:20:00Z,38.37,63.00
2026-04-14T04:21:00Z,39.00,63.00
2026-04-14T04:23:00Z,39.00,63.00
2026-04-14T04:29:00Z,40.00,63.00
2026-04-14T04:30:00Z,40.00,62.00
2026-04-14T04:32:00Z,40.00,62.00
2026-04-14T04:33:00Z,40.00,62.00
2026-04-14T04:34:00Z,40.00,62.00
2026-04-14T04:41:00Z,40.00,62.00
2026-04-14T04:44:00Z,40.00,62.00
2026-04-14T04:45:00Z,40.00,62.08
2026-04-14T04:46:00Z,40.00,63.00
2026-04-14T04:54:00Z,39.00,61.00
2026-04-14T04:56:00Z,39.00,63.00
2026-04-14T05:00:00Z,39.00,63.00
2026-04-14T05:01:00Z,39.00,63.00
2026-04-14T05:02:00Z,37.00,59.39
2026-04-14T05:05:00Z,37.00,61.00
2026-04-14T05:07:00Z,37.00,61.86
2026-04-14T05:09:00Z,37.00,62.63
2026-04-14T05:12:00Z,37.00,62.00
2026-04-14T05:13:00Z,39.00,62.00
2026-04-14T05:19:00Z,39.00,62.00
2026-04-14T05:20:00Z,39.07,62.00
2026-04-14T05:21:00Z,39.07,62.00
2026-04-14T05:24:00Z,39.30,62.00
2026-04-14T05:26:00Z,39.80,62.93
2026-04-14T05:28:00Z,39.00,62.93
2026-04-14T05:29:00Z,39.00,63.00
2026-04-14T05:31:00Z,39.00,63.00
2026-04-14T05:38:00Z,36.00,63.76
2026-04-14T05:39:00Z,36.00,64.00
2026-04-14T05:48:00Z,38.55,64.00
2026-04-14T05:50:00Z,38.55,63.13
2026-04-14T05:53:00Z,38.55,64.00
2026-04-14T05:55:00Z,38.55,64.00
2026-04-14T05:56:00Z,38.00,64.00
2026-04-14T06:04:00Z,38.00,64.00
2026-04-14T06:10:00Z,38.00,64.00
2026-04-14T06:11:00Z,38.00,64.00
2026-04-14T06:26:00Z,38.00,64.00
2026-04-14T06:27:00Z,38.00,61.00
2026-04-14T06:31:00Z,38.00,61.00
2026-04-14T06:39:00Z,38.00,61.00
2026-04-14T06:42:00Z,38.00,60.00
2026-04-14T07:03:00Z,38.00,63.00
2026-04-14T07:15:00Z,36.00,63.00
2026-04-14T07:20:00Z,38.00,63.00
2026-04-14T07:23:00Z,36.00,63.00
2026-04-14T07:24:00Z,38.00,63.00
2026-04-14T07:31:00Z,38.00,63.00
2026-04-14T07:40:00Z,38.00,63.00
2026-04-14T07:42:00Z,36.00,60.00
2026-04-14T07:51:00Z,36.00,63.00
2026-04-14T08:04:00Z,36.00,64.00
2026-04-14T08:10:00Z,36.00,63.58
2026-04-14T08:13:00Z,39.09,63.58
2026-04-14T08:16:00Z,39.69,62.12
2026-04-14T08:17:00Z,39.00,62.12
2026-04-14T08:18:00Z,39.28,62.12
2026-04-14T08:19:00Z,37.00,62.22
2026-04-14T08:21:00Z,39.00,61.49
2026-04-14T08:22:00Z,39.79,62.00
2026-04-14T08:23:00Z,39.79,62.00
2026-04-14T08:24:00Z,37.88,62.00
2026-04-14T08:25:00Z,39.25,62.00
2026-04-14T08:27:00Z,39.13,62.00
2026-04-14T08:29:00Z,40.00,62.00
2026-04-14T08:30:00Z,40.00,62.00
2026-04-14T08:31:00Z,41.00,62.00
2026-04-14T08:32:00Z,42.08,63.47
2026-04-14T08:33:00Z,41.47,63.47
2026-04-14T08:35:00Z,43.00,63.47
2026-04-14T08:36:00Z,43.00,60.19
2026-04-14T08:37:00Z,42.00,57.58
2026-04-14T08:39:00Z,42.05,59.00
2026-04-14T08:40:00Z,43.00,59.00
2026-04-14T08:41:00Z,43.00,62.43
2026-04-14T08:42:00Z,40.48,62.53
2026-04-14T08:43:00Z,40.48,65.75
2026-04-14T08:44:00Z,38.55,65.75
2026-04-14T08:45:00Z,39.15,65.35
2026-04-14T08:46:00Z,39.00,65.70
2026-04-14T08:47:00Z,41.32,65.55
2026-04-14T08:48:00Z,38.81,63.21
2026-04-14T08:49:00Z,41.83,63.21
2026-04-14T08:50:00Z,41.28,59.61
2026-04-14T08:51:00Z,41.28,61.59
2026-04-14T08:52:00Z,42.18,60.91
2026-04-14T08:53:00Z,42.67,61.14
2026-04-14T08:54:00Z,39.14,59.60
2026-04-14T08:55:00Z,41.95,59.60
2026-04-14T08:56:00Z,41.00,61.00
2026-04-14T08:57:00Z,43.00,60.30
2026-04-14T08:58:00Z,40.88,60.30
2026-04-14T08:59:00Z,41.93,60.30
2026-04-14T09:00:00Z,42.77,59.00
2026-04-14T09:01:00Z,43.00,59.00
2026-04-14T09:02:00Z,43.00,58.71
2026-04-14T09:03:00Z,43.00,61.33
2026-04-14T09:04:00Z,43.00,61.33
2026-04-14T09:05:00Z,39.06,61.35
2026-04-14T09:06:00Z,41.00,61.35
2026-04-14T09:07:00Z,35.93,64.88
2026-04-14T09:08:00Z,35.00,64.00
2026-04-14T09:09:00Z,35.00,64.00
2026-04-14T09:10:00Z,36.15,58.83
2026-04-14T09:12:00Z,39.69,59.00
2026-04-14T09:13:00Z,39.50,59.00
2026-04-14T09:14:00Z,36.76,62.00
2026-04-14T09:17:00Z,36.00,59.00
2026-04-14T09:18:00Z,40.00,59.00
2026-04-14T09:19:00Z,41.00,63.00
2026-04-14T09:22:00Z,36.00,62.00
2026-04-14T09:25:00Z,36.00,62.00
2026-04-14T09:28:00Z,42.05,62.00
2026-04-14T09:29:00Z,42.05,61.51
2026-04-14T09:30:00Z,40.31,61.51
2026-04-14T09:31:00Z,40.31,61.96
2026-04-14T09:32:00Z,42.00,62.00
2026-04-14T09:33:00Z,36.46,62.00
2026-04-14T09:35:00Z,39.00,62.00
2026-04-14T09:37:00Z,40.00,62.00
2026-04-14T09:38:00Z,40.00,61.00
2026-04-14T09:41:00Z,40.00,57.71
2026-04-14T09:42:00Z,40.00,57.82
2026-04-14T09:44:00Z,40.00,63.54
2026-04-14T09:45:00Z,43.95,63.54
2026-04-14T09:46:00Z,44.11,57.00
2026-04-14T09:47:00Z,40.14,57.00
2026-04-14T09:48:00Z,37.73,58.00
2026-04-14T09:49:00Z,37.73,61.02
2026-04-14T09:50:00Z,40.00,61.02
2026-04-14T09:51:00Z,36.73,61.02
2026-04-14T09:52:00Z,36.73,62.19
2026-04-14T09:53:00Z,39.00,62.19
2026-04-14T09:57:00Z,39.00,63.00
2026-04-14T09:58:00Z,39.00,60.67
2026-04-14T10:00:00Z,39.00,64.00
2026-04-14T10:01:00Z,39.00,64.00
2026-04-14T10:02:00Z,39.00,64.00
2026-04-14T10:03:00Z,36.00,64.00
2026-04-14T10:08:00Z,36.00,64.00
2026-04-14T10:09:00Z,36.00,64.00
2026-04-14T10:10:00Z,40.43,64.00
2026-04-14T10:13:00Z,40.43,62.00
2026-04-14T10:14:00Z,40.43,62.00
2026-04-14T10:18:00Z,40.43,62.00
