# event_ticker=KXATPCHALLENGERMATCH-26APR13GADSHI
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Buvaysar Gadamauri
# fav_player=Braden Shick
# dog_player=Buvaysar Gadamauri
# kalshi_date=2026-04-13
timestamp,Braden Shick,Buvaysar Gadamauri
2026-04-14T10:19:00Z,38.00,60.22
2026-04-14T10:23:00Z,34.91,63.00
2026-04-14T10:24:00Z,39.00,63.00
2026-04-14T10:26:00Z,39.00,63.00
2026-04-14T10:27:00Z,34.78,63.00
2026-04-14T10:30:00Z,36.00,63.00
2026-04-14T10:31:00Z,36.00,59.00
2026-04-14T10:32:00Z,36.00,64.14
2026-04-14T10:33:00Z,45.05,51.71
2026-04-14T10:34:00Z,46.00,55.05
2026-04-14T10:35:00Z,45.00,55.05
2026-04-14T10:37:00Z,45.00,57.00
2026-04-14T10:38:00Z,45.00,57.00
2026-04-14T10:40:00Z,45.00,54.00
2026-04-14T10:41:00Z,45.03,54.00
2026-04-14T10:42:00Z,45.05,54.00
2026-04-14T10:44:00Z,45.05,57.00
2026-04-14T10:45:00Z,45.05,57.37
2026-04-14T10:46:00Z,45.05,70.00
2026-04-14T10:47:00Z,45.05,64.00
2026-04-14T10:48:00Z,37.88,64.00
2026-04-14T10:49:00Z,40.97,59.00
2026-04-14T10:50:00Z,41.00,62.00
2026-04-14T10:51:00Z,41.00,60.77
2026-04-14T10:57:00Z,41.00,63.00
2026-04-14T10:58:00Z,41.00,63.00
2026-04-14T11:00:00Z,41.00,57.00
2026-04-14T11:01:00Z,41.00,57.00
2026-04-14T11:02:00Z,41.00,63.00
2026-04-14T11:03:00Z,37.50,63.00
2026-04-14T11:04:00Z,34.29,61.98
2026-04-14T11:05:00Z,34.29,64.32
2026-04-14T11:06:00Z,37.00,60.00
2026-04-14T11:07:00Z,37.00,60.00
2026-04-14T11:08:00Z,37.00,65.00
2026-04-14T11:09:00Z,37.00,65.00
2026-04-14T11:10:00Z,40.11,61.43
2026-04-14T11:11:00Z,40.31,61.00
2026-04-14T11:12:00Z,42.30,61.00
2026-04-14T11:13:00Z,36.00,64.41
2026-04-14T11:14:00Z,41.32,60.32
2026-04-14T11:15:00Z,39.67,61.31
2026-04-14T11:16:00Z,38.01,60.00
2026-04-14T11:18:00Z,37.13,63.00
2026-04-14T11:19:00Z,37.13,67.08
2026-04-14T11:20:00Z,32.02,66.74
2026-04-14T11:21:00Z,39.64,64.26
2026-04-14T11:22:00Z,40.35,62.00
2026-04-14T11:23:00Z,43.54,54.99
2026-04-14T11:24:00Z,47.00,52.87
2026-04-14T11:25:00Z,45.49,55.08
2026-04-14T11:26:00Z,45.40,54.27
2026-04-14T11:27:00Z,37.58,64.83
2026-04-14T11:28:00Z,37.69,65.52
2026-04-14T11:29:00Z,40.61,64.02
2026-04-14T11:30:00Z,22.37,74.68
2026-04-14T11:31:00Z,20.21,77.76
2026-04-14T11:32:00Z,19.55,80.00
2026-04-14T11:33:00Z,18.00,83.00
2026-04-14T11:34:00Z,15.15,82.00
2026-04-14T11:35:00Z,17.06,81.10
2026-04-14T11:36:00Z,14.00,85.27
2026-04-14T11:37:00Z,20.73,84.00
2026-04-14T11:38:00Z,18.00,84.00
2026-04-14T11:39:00Z,17.44,84.00
2026-04-14T11:40:00Z,17.01,82.60
2026-04-14T11:41:00Z,13.16,84.06
2026-04-14T11:42:00Z,16.63,83.18
2026-04-14T11:43:00Z,16.00,85.00
2026-04-14T11:44:00Z,19.83,82.50
2026-04-14T11:45:00Z,19.97,79.47
2026-04-14T11:46:00Z,20.13,80.17
2026-04-14T11:47:00Z,18.00,81.00
2026-04-14T11:48:00Z,18.72,82.98
2026-04-14T11:49:00Z,17.62,85.14
2026-04-14T11:50:00Z,15.32,86.97
2026-04-14T11:51:00Z,13.17,86.86
2026-04-14T11:52:00Z,16.00,83.10
2026-04-14T11:53:00Z,18.00,80.57
2026-04-14T11:54:00Z,18.35,82.27
2026-04-14T11:55:00Z,17.57,84.00
2026-04-14T11:56:00Z,17.47,86.47
2026-04-14T11:57:00Z,15.43,87.18
2026-04-14T11:58:00Z,11.55,90.72
2026-04-14T11:59:00Z,9.53,89.58
2026-04-14T12:00:00Z,12.05,87.03
2026-04-14T12:01:00Z,11.32,88.62
2026-04-14T12:02:00Z,12.14,88.23
2026-04-14T12:03:00Z,7.97,92.34
2026-04-14T12:04:00Z,5.84,94.66
2026-04-14T12:05:00Z,4.89,95.93
2026-04-14T12:06:00Z,3.54,96.92
2026-04-14T12:07:00Z,2.31,96.23
2026-04-14T12:08:00Z,1.29,98.99
2026-04-14T12:09:00Z,1.08,99.00
2026-04-14T12:10:00Z,1.00,99.00
2026-04-14T12:11:00Z,1.00,99.00
2026-04-14T12:12:00Z,1.00,99.00
2026-04-14T12:13:00Z,1.00,99.00
2026-04-14T12:14:00Z,1.00,99.00
2026-04-14T12:15:00Z,1.00,99.00
2026-04-14T12:16:00Z,1.00,99.00
2026-04-14T12:17:00Z,1.00,99.00
2026-04-14T12:18:00Z,1.00,99.00
2026-04-14T12:19:00Z,1.00,99.00
2026-04-14T12:20:00Z,1.00,99.00
2026-04-14T12:21:00Z,1.00,99.00
2026-04-14T12:22:00Z,1.00,99.00
2026-04-14T12:23:00Z,1.00,99.00
