# event_ticker=KXATPCHALLENGERMATCH-26MAR09ROCKOL
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Zdenek Kolar
# fav_player=Oriol Roca Batalla
# dog_player=Zdenek Kolar
# kalshi_date=2026-03-09
timestamp,Oriol Roca Batalla,Zdenek Kolar
2026-03-09T04:50:00Z,,70.00
2026-03-09T05:46:00Z,,69.00
2026-03-09T06:14:00Z,,68.84
2026-03-09T08:59:00Z,,68.00
2026-03-09T10:12:00Z,,68.00
2026-03-09T11:01:00Z,,69.00
2026-03-09T11:08:00Z,32.73,69.00
2026-03-09T11:09:00Z,32.73,69.00
2026-03-09T11:10:00Z,32.73,69.00
2026-03-09T11:17:00Z,32.73,69.00
2026-03-09T11:28:00Z,32.73,77.00
2026-03-09T11:31:00Z,25.00,77.31
2026-03-09T11:36:00Z,25.00,75.00
2026-03-09T11:44:00Z,25.00,74.64
2026-03-09T12:07:00Z,30.00,74.64
2026-03-09T12:15:00Z,30.00,75.00
2026-03-09T12:18:00Z,30.00,75.00
2026-03-09T12:24:00Z,31.00,74.43
2026-03-09T12:25:00Z,32.11,68.28
2026-03-09T12:27:00Z,32.11,75.00
2026-03-09T12:28:00Z,31.00,75.00
2026-03-09T12:29:00Z,23.00,75.17
2026-03-09T12:31:00Z,23.00,86.67
2026-03-09T12:32:00Z,23.00,85.00
2026-03-09T12:33:00Z,23.00,87.00
2026-03-09T12:34:00Z,15.00,86.13
2026-03-09T12:35:00Z,13.68,86.99
2026-03-09T12:36:00Z,13.68,85.79
2026-03-09T12:37:00Z,16.00,83.00
2026-03-09T12:39:00Z,16.00,85.00
2026-03-09T12:40:00Z,14.00,87.00
2026-03-09T12:41:00Z,14.00,88.99
2026-03-09T12:42:00Z,12.22,90.00
2026-03-09T12:43:00Z,13.00,88.25
2026-03-09T12:44:00Z,12.06,88.25
2026-03-09T12:45:00Z,12.00,90.00
2026-03-09T12:46:00Z,12.00,90.00
2026-03-09T12:48:00Z,12.00,89.00
2026-03-09T12:49:00Z,12.00,89.00
2026-03-09T12:50:00Z,12.00,89.00
2026-03-09T12:51:00Z,12.00,91.00
2026-03-09T12:52:00Z,12.00,91.00
2026-03-09T12:53:00Z,14.20,89.00
2026-03-09T12:54:00Z,13.67,88.00
2026-03-09T12:55:00Z,13.00,88.00
2026-03-09T12:57:00Z,12.00,89.13
2026-03-09T12:59:00Z,13.00,90.00
2026-03-09T13:00:00Z,13.00,90.26
2026-03-09T13:01:00Z,15.63,85.21
2026-03-09T13:02:00Z,12.33,91.00
2026-03-09T13:03:00Z,12.33,91.00
2026-03-09T13:04:00Z,13.26,89.00
2026-03-09T13:05:00Z,12.90,87.87
2026-03-09T13:06:00Z,12.30,88.42
2026-03-09T13:07:00Z,10.87,90.57
2026-03-09T13:08:00Z,18.00,92.51
2026-03-09T13:09:00Z,9.64,94.36
2026-03-09T13:10:00Z,12.00,89.97
2026-03-09T13:11:00Z,13.88,88.00
2026-03-09T13:12:00Z,15.08,84.86
2026-03-09T13:13:00Z,15.03,87.00
2026-03-09T13:14:00Z,9.00,90.12
2026-03-09T13:15:00Z,12.97,89.97
2026-03-09T13:16:00Z,13.74,89.42
2026-03-09T13:17:00Z,12.96,89.00
2026-03-09T13:18:00Z,12.96,90.68
2026-03-09T13:19:00Z,15.53,87.91
2026-03-09T13:20:00Z,17.01,87.70
2026-03-09T13:21:00Z,16.89,84.76
2026-03-09T13:22:00Z,16.97,87.27
2026-03-09T13:23:00Z,12.17,87.19
2026-03-09T13:24:00Z,14.91,86.93
2026-03-09T13:25:00Z,14.68,87.50
2026-03-09T13:26:00Z,16.38,84.99
2026-03-09T13:27:00Z,17.41,83.87
2026-03-09T13:28:00Z,18.14,83.87
2026-03-09T13:29:00Z,18.07,84.94
2026-03-09T13:30:00Z,16.10,86.79
2026-03-09T13:31:00Z,15.00,88.03
2026-03-09T13:32:00Z,17.84,86.18
2026-03-09T13:33:00Z,14.86,85.82
2026-03-09T13:34:00Z,15.00,87.87
2026-03-09T13:35:00Z,17.23,85.67
2026-03-09T13:36:00Z,18.75,83.62
2026-03-09T13:37:00Z,17.41,87.00
2026-03-09T13:38:00Z,14.10,88.39
2026-03-09T13:39:00Z,12.27,89.10
2026-03-09T13:40:00Z,12.88,90.08
2026-03-09T13:41:00Z,4.24,94.85
2026-03-09T13:42:00Z,4.69,94.47
2026-03-09T13:43:00Z,2.10,98.66
2026-03-09T13:44:00Z,4.09,95.82
2026-03-09T13:45:00Z,10.13,96.66
2026-03-09T13:46:00Z,11.50,94.43
2026-03-09T13:47:00Z,11.91,88.89
2026-03-09T13:48:00Z,12.43,89.74
2026-03-09T13:49:00Z,13.79,87.79
2026-03-09T13:50:00Z,14.88,87.66
2026-03-09T13:51:00Z,10.69,87.36
2026-03-09T13:52:00Z,8.29,90.25
2026-03-09T13:53:00Z,15.90,87.21
2026-03-09T13:54:00Z,10.07,91.87
2026-03-09T13:55:00Z,4.54,96.16
2026-03-09T13:56:00Z,5.40,95.89
2026-03-09T13:57:00Z,1.26,99.00
2026-03-09T13:58:00Z,1.75,99.00
2026-03-09T13:59:00Z,1.00,99.00
2026-03-09T14:00:00Z,1.00,99.00
2026-03-09T14:01:00Z,1.00,99.00
2026-03-09T14:02:00Z,1.00,99.00
