# event_ticker=KXATPMATCH-25OCT20KOVARN
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Matteo Arnaldi
# fav_player=Aleksandar Kovacevic
# dog_player=Matteo Arnaldi
# kalshi_date=2025-10-20
timestamp,Aleksandar Kovacevic,Matteo Arnaldi
2025-10-20T04:40:00Z,35.00,
2025-10-20T04:43:00Z,35.00,67.00
2025-10-20T04:47:00Z,35.00,65.00
2025-10-20T04:48:00Z,35.00,65.00
2025-10-20T05:03:00Z,35.00,67.00
2025-10-20T05:08:00Z,35.00,67.00
2025-10-20T05:10:00Z,35.00,67.00
2025-10-20T05:27:00Z,35.00,63.00
2025-10-20T05:28:00Z,39.00,63.00
2025-10-20T05:47:00Z,39.00,64.00
2025-10-20T05:49:00Z,39.00,64.00
2025-10-20T05:53:00Z,39.00,64.00
2025-10-20T06:09:00Z,39.00,64.00
2025-10-20T06:25:00Z,39.00,64.00
2025-10-20T06:28:00Z,39.00,64.00
2025-10-20T06:36:00Z,38.00,64.00
2025-10-20T06:43:00Z,38.00,64.00
2025-10-20T07:14:00Z,38.00,64.00
2025-10-20T07:16:00Z,38.00,64.00
2025-10-20T07:18:00Z,38.00,64.00
2025-10-20T07:31:00Z,38.00,64.00
2025-10-20T07:32:00Z,38.00,64.00
2025-10-20T07:37:00Z,38.00,64.00
2025-10-20T07:52:00Z,38.00,64.00
2025-10-20T08:12:00Z,36.00,64.00
2025-10-20T08:22:00Z,36.00,64.00
2025-10-20T08:25:00Z,39.00,64.00
2025-10-20T08:41:00Z,39.00,64.00
2025-10-20T08:58:00Z,39.00,64.00
2025-10-20T09:08:00Z,39.00,64.00
2025-10-20T09:13:00Z,39.00,64.00
2025-10-20T09:16:00Z,39.00,64.00
2025-10-20T10:01:00Z,37.00,64.00
2025-10-20T10:30:00Z,37.00,64.00
2025-10-20T10:38:00Z,37.00,63.00
2025-10-20T10:53:00Z,37.00,63.00
2025-10-20T10:56:00Z,37.00,63.00
2025-10-20T11:03:00Z,39.00,63.00
2025-10-20T11:26:00Z,39.00,63.00
2025-10-20T11:50:00Z,39.00,63.00
2025-10-20T12:12:00Z,39.00,63.00
2025-10-20T12:14:00Z,39.00,63.00
2025-10-20T12:21:00Z,39.00,63.00
2025-10-20T12:26:00Z,39.00,63.00
2025-10-20T12:30:00Z,39.00,63.00
2025-10-20T12:43:00Z,39.00,63.00
2025-10-20T12:45:00Z,39.00,63.00
2025-10-20T12:47:00Z,39.00,63.00
2025-10-20T12:48:00Z,38.00,63.00
2025-10-20T12:49:00Z,38.00,63.00
2025-10-20T12:51:00Z,38.00,63.00
2025-10-20T12:53:00Z,38.00,63.00
2025-10-20T12:59:00Z,38.00,63.00
2025-10-20T13:00:00Z,39.00,63.00
2025-10-20T13:01:00Z,38.00,63.00
2025-10-20T13:07:00Z,38.00,63.00
2025-10-20T13:10:00Z,38.00,63.00
2025-10-20T13:15:00Z,38.00,63.00
2025-10-20T13:24:00Z,38.00,63.00
2025-10-20T13:28:00Z,38.00,63.00
2025-10-20T13:29:00Z,38.00,63.00
2025-10-20T13:34:00Z,38.00,63.00
2025-10-20T13:36:00Z,38.00,63.00
2025-10-20T13:37:00Z,38.00,63.00
2025-10-20T13:38:00Z,38.00,63.00
2025-10-20T13:40:00Z,38.00,63.00
2025-10-20T13:41:00Z,38.00,63.43
2025-10-20T13:43:00Z,38.00,64.00
2025-10-20T13:45:00Z,38.00,64.00
2025-10-20T13:46:00Z,38.00,64.00
2025-10-20T13:50:00Z,38.00,64.00
2025-10-20T13:52:00Z,38.00,64.00
2025-10-20T13:56:00Z,38.00,64.00
2025-10-20T13:58:00Z,38.00,64.00
2025-10-20T14:00:00Z,38.00,63.00
2025-10-20T14:04:00Z,39.00,63.00
2025-10-20T14:05:00Z,39.00,63.00
2025-10-20T14:06:00Z,39.01,62.95
2025-10-20T14:07:00Z,40.00,62.00
2025-10-20T14:08:00Z,39.51,63.00
2025-10-20T14:09:00Z,40.00,63.00
2025-10-20T14:10:00Z,40.18,63.00
2025-10-20T14:11:00Z,40.17,62.00
2025-10-20T14:12:00Z,41.52,59.00
2025-10-20T14:13:00Z,42.97,59.80
2025-10-20T14:14:00Z,44.34,59.73
2025-10-20T14:15:00Z,43.80,56.00
2025-10-20T14:16:00Z,42.00,59.55
2025-10-20T14:17:00Z,41.98,59.36
2025-10-20T14:18:00Z,45.38,57.00
2025-10-20T14:19:00Z,46.00,57.00
2025-10-20T14:20:00Z,46.21,55.50
2025-10-20T14:21:00Z,43.62,59.00
2025-10-20T14:22:00Z,42.05,58.97
2025-10-20T14:23:00Z,42.98,59.16
2025-10-20T14:24:00Z,41.00,59.16
2025-10-20T14:25:00Z,44.93,59.16
2025-10-20T14:26:00Z,45.00,57.00
2025-10-20T14:27:00Z,46.24,55.03
2025-10-20T14:28:00Z,45.87,55.42
2025-10-20T14:29:00Z,48.93,51.27
2025-10-20T14:30:00Z,45.72,53.00
2025-10-20T14:31:00Z,43.19,57.01
2025-10-20T14:32:00Z,46.76,55.22
2025-10-20T14:33:00Z,46.00,55.22
2025-10-20T14:34:00Z,44.63,56.07
2025-10-20T14:35:00Z,46.00,55.00
2025-10-20T14:36:00Z,47.05,55.00
2025-10-20T14:37:00Z,43.92,57.00
2025-10-20T14:38:00Z,42.85,59.83
2025-10-20T14:39:00Z,42.70,58.88
2025-10-20T14:40:00Z,43.00,59.40
2025-10-20T14:41:00Z,44.89,56.00
2025-10-20T14:42:00Z,46.50,57.47
2025-10-20T14:43:00Z,46.14,54.86
2025-10-20T14:44:00Z,60.16,41.13
2025-10-20T14:45:00Z,56.25,44.33
2025-10-20T14:46:00Z,61.89,40.76
2025-10-20T14:47:00Z,53.18,50.17
2025-10-20T14:48:00Z,54.89,46.03
2025-10-20T14:49:00Z,47.75,52.00
2025-10-20T14:50:00Z,47.87,53.47
2025-10-20T14:51:00Z,45.73,55.73
2025-10-20T14:52:00Z,44.30,57.03
2025-10-20T14:53:00Z,39.10,58.76
2025-10-20T14:54:00Z,35.33,67.22
2025-10-20T14:55:00Z,29.21,68.70
2025-10-20T14:56:00Z,40.00,60.85
2025-10-20T14:57:00Z,27.71,67.06
2025-10-20T14:58:00Z,21.06,79.68
2025-10-20T14:59:00Z,20.91,79.80
2025-10-20T15:00:00Z,20.31,81.15
2025-10-20T15:01:00Z,19.86,81.00
2025-10-20T15:02:00Z,22.25,78.77
2025-10-20T15:03:00Z,20.98,79.77
2025-10-20T15:04:00Z,21.00,80.00
2025-10-20T15:05:00Z,21.00,80.26
2025-10-20T15:06:00Z,21.07,80.26
2025-10-20T15:07:00Z,20.14,79.88
2025-10-20T15:08:00Z,23.11,76.36
2025-10-20T15:09:00Z,22.76,77.98
2025-10-20T15:10:00Z,23.47,79.58
2025-10-20T15:11:00Z,23.93,76.87
2025-10-20T15:12:00Z,22.49,78.09
2025-10-20T15:13:00Z,23.89,77.53
2025-10-20T15:14:00Z,26.26,76.60
2025-10-20T15:15:00Z,23.39,79.66
2025-10-20T15:16:00Z,22.37,78.94
2025-10-20T15:17:00Z,24.00,76.63
2025-10-20T15:18:00Z,24.73,77.00
2025-10-20T15:19:00Z,23.00,77.01
2025-10-20T15:20:00Z,23.00,79.05
2025-10-20T15:21:00Z,20.89,80.06
2025-10-20T15:22:00Z,20.33,81.00
2025-10-20T15:23:00Z,15.26,84.05
2025-10-20T15:24:00Z,14.98,83.52
2025-10-20T15:25:00Z,15.52,84.69
2025-10-20T15:26:00Z,14.53,86.57
2025-10-20T15:27:00Z,14.56,82.54
2025-10-20T15:28:00Z,22.11,79.21
2025-10-20T15:29:00Z,22.66,78.90
2025-10-20T15:30:00Z,23.00,77.72
2025-10-20T15:31:00Z,21.00,81.00
2025-10-20T15:32:00Z,23.00,79.41
2025-10-20T15:33:00Z,23.78,79.41
2025-10-20T15:34:00Z,24.07,77.00
2025-10-20T15:35:00Z,21.00,77.00
2025-10-20T15:36:00Z,21.35,78.79
2025-10-20T15:37:00Z,19.83,81.00
2025-10-20T15:38:00Z,19.32,80.00
2025-10-20T15:39:00Z,20.29,79.50
2025-10-20T15:40:00Z,16.20,88.23
2025-10-20T15:41:00Z,14.86,82.53
2025-10-20T15:42:00Z,21.24,80.03
2025-10-20T15:43:00Z,18.89,81.81
2025-10-20T15:44:00Z,20.95,79.35
2025-10-20T15:45:00Z,22.88,77.02
2025-10-20T15:46:00Z,23.67,78.05
2025-10-20T15:47:00Z,21.42,81.72
2025-10-20T15:48:00Z,20.22,81.36
2025-10-20T15:49:00Z,19.91,81.68
2025-10-20T15:50:00Z,16.75,83.53
2025-10-20T15:51:00Z,11.90,89.56
2025-10-20T15:52:00Z,6.36,94.77
2025-10-20T15:53:00Z,8.12,92.72
2025-10-20T15:54:00Z,2.96,97.20
2025-10-20T15:55:00Z,2.44,97.16
2025-10-20T15:56:00Z,2.47,98.77
2025-10-20T15:57:00Z,1.23,98.43
2025-10-20T15:58:00Z,1.00,99.00
2025-10-20T15:59:00Z,1.00,99.00
2025-10-20T16:00:00Z,1.00,99.00
2025-10-20T16:01:00Z,1.00,99.00
2025-10-20T16:02:00Z,1.00,99.00
2025-10-20T16:03:00Z,1.00,99.00
2025-10-20T16:04:00Z,1.00,99.00
2025-10-20T16:05:00Z,1.00,99.00
