# event_ticker=KXATPCHALLENGERMATCH-26MAY27SHITOM
# final_score=4-6 7-6(4) 7-5
# score_resolution=4-6 7-6 7-5
# match_winner=Bernard Tomic
# fav_player=Bernard Tomic
# dog_player=Yuta Shimizu
# kalshi_date=2026-05-27
timestamp,Yuta Shimizu,Bernard Tomic
2026-05-27T17:54:00Z,54.06,45.02
2026-05-27T17:55:00Z,52.11,48.94
2026-05-27T17:56:00Z,59.16,44.00
2026-05-27T17:57:00Z,57.98,38.51
2026-05-27T17:58:00Z,53.50,44.75
2026-05-27T17:59:00Z,50.63,48.25
2026-05-27T18:00:00Z,51.12,49.13
2026-05-27T18:01:00Z,50.78,49.22
2026-05-27T18:02:00Z,52.26,50.18
2026-05-27T18:03:00Z,50.79,49.85
2026-05-27T18:04:00Z,48.20,50.85
2026-05-27T18:05:00Z,48.54,55.07
2026-05-27T18:06:00Z,48.92,53.53
2026-05-27T18:07:00Z,52.52,48.86
2026-05-27T18:08:00Z,54.00,47.00
2026-05-27T18:09:00Z,57.21,44.90
2026-05-27T18:10:00Z,53.98,45.58
2026-05-27T18:11:00Z,51.22,48.60
2026-05-27T18:12:00Z,52.41,50.30
2026-05-27T18:13:00Z,53.96,47.00
2026-05-27T18:14:00Z,54.90,46.00
2026-05-27T18:15:00Z,55.00,46.00
2026-05-27T18:16:00Z,56.42,42.77
2026-05-27T18:17:00Z,58.87,42.61
2026-05-27T18:18:00Z,52.34,46.99
2026-05-27T18:19:00Z,54.59,48.37
2026-05-27T18:20:00Z,54.93,45.15
2026-05-27T18:21:00Z,57.63,42.99
2026-05-27T18:22:00Z,57.63,43.00
2026-05-27T18:23:00Z,60.71,34.24
2026-05-27T18:24:00Z,66.89,33.97
2026-05-27T18:25:00Z,75.72,22.12
2026-05-27T18:26:00Z,78.03,22.31
2026-05-27T18:27:00Z,78.00,22.40
2026-05-27T18:28:00Z,82.56,17.81
2026-05-27T18:29:00Z,85.02,15.48
2026-05-27T18:30:00Z,88.79,9.92
2026-05-27T18:31:00Z,83.80,16.30
2026-05-27T18:32:00Z,82.24,18.37
2026-05-27T18:33:00Z,84.44,17.01
2026-05-27T18:34:00Z,85.96,14.43
2026-05-27T18:35:00Z,85.92,14.20
2026-05-27T18:36:00Z,85.52,14.96
2026-05-27T18:37:00Z,84.81,15.76
2026-05-27T18:38:00Z,83.92,17.38
2026-05-27T18:39:00Z,80.95,19.90
2026-05-27T18:40:00Z,84.73,18.10
2026-05-27T18:41:00Z,86.00,14.99
2026-05-27T18:42:00Z,85.69,14.19
2026-05-27T18:43:00Z,82.95,17.81
2026-05-27T18:44:00Z,81.83,19.00
2026-05-27T18:45:00Z,80.33,19.83
2026-05-27T18:46:00Z,83.79,16.32
2026-05-27T18:47:00Z,85.00,16.00
2026-05-27T18:48:00Z,80.57,17.35
2026-05-27T18:49:00Z,84.07,16.98
2026-05-27T18:50:00Z,87.90,15.49
2026-05-27T18:51:00Z,82.86,19.51
2026-05-27T18:52:00Z,81.42,18.88
2026-05-27T18:53:00Z,84.02,16.14
2026-05-27T18:54:00Z,85.00,15.99
2026-05-27T18:55:00Z,81.24,18.37
2026-05-27T18:56:00Z,79.75,20.94
2026-05-27T18:57:00Z,78.62,25.41
2026-05-27T18:58:00Z,66.99,33.13
2026-05-27T18:59:00Z,71.40,31.07
2026-05-27T19:00:00Z,81.04,19.01
2026-05-27T19:01:00Z,82.00,18.87
2026-05-27T19:02:00Z,82.62,17.16
2026-05-27T19:03:00Z,80.31,20.41
2026-05-27T19:04:00Z,79.49,21.38
2026-05-27T19:05:00Z,77.37,24.23
2026-05-27T19:06:00Z,77.22,24.22
2026-05-27T19:07:00Z,77.97,27.26
2026-05-27T19:08:00Z,74.35,28.57
2026-05-27T19:09:00Z,70.80,30.81
2026-05-27T19:10:00Z,62.92,38.37
2026-05-27T19:11:00Z,55.86,44.45
2026-05-27T19:12:00Z,56.35,45.50
2026-05-27T19:13:00Z,52.01,47.55
2026-05-27T19:14:00Z,56.91,45.63
2026-05-27T19:15:00Z,52.70,48.38
2026-05-27T19:16:00Z,53.11,47.87
2026-05-27T19:17:00Z,53.08,48.40
2026-05-27T19:18:00Z,52.89,50.76
2026-05-27T19:19:00Z,52.14,51.02
2026-05-27T19:20:00Z,51.80,50.75
2026-05-27T19:21:00Z,51.09,50.78
2026-05-27T19:22:00Z,51.51,50.05
2026-05-27T19:23:00Z,50.64,50.25
2026-05-27T19:24:00Z,52.78,49.80
2026-05-27T19:25:00Z,52.35,50.23
2026-05-27T19:26:00Z,59.98,40.72
2026-05-27T19:27:00Z,71.69,36.13
2026-05-27T19:28:00Z,78.89,23.40
2026-05-27T19:29:00Z,75.80,25.25
2026-05-27T19:30:00Z,62.26,41.25
2026-05-27T19:31:00Z,57.40,42.16
2026-05-27T19:32:00Z,55.01,46.38
2026-05-27T19:33:00Z,47.83,55.92
2026-05-27T19:34:00Z,43.33,58.20
2026-05-27T19:35:00Z,43.39,58.03
2026-05-27T19:36:00Z,40.03,57.07
2026-05-27T19:37:00Z,39.96,58.35
2026-05-27T19:38:00Z,43.43,57.48
2026-05-27T19:39:00Z,42.89,56.60
2026-05-27T19:40:00Z,42.22,56.49
2026-05-27T19:41:00Z,40.49,57.97
2026-05-27T19:42:00Z,40.28,57.05
2026-05-27T19:43:00Z,42.75,57.88
2026-05-27T19:44:00Z,41.86,56.64
2026-05-27T19:45:00Z,42.52,56.26
2026-05-27T19:46:00Z,43.69,58.76
2026-05-27T19:47:00Z,44.23,56.46
2026-05-27T19:48:00Z,44.52,54.88
2026-05-27T19:49:00Z,43.04,54.15
2026-05-27T19:50:00Z,47.17,53.21
2026-05-27T19:51:00Z,44.60,56.63
2026-05-27T19:52:00Z,42.85,57.15
2026-05-27T19:53:00Z,42.42,57.80
2026-05-27T19:54:00Z,46.26,50.84
2026-05-27T19:55:00Z,45.02,55.68
2026-05-27T19:56:00Z,41.60,56.11
2026-05-27T19:57:00Z,45.01,54.12
2026-05-27T19:58:00Z,45.31,55.40
2026-05-27T19:59:00Z,45.35,54.41
2026-05-27T20:00:00Z,46.00,54.17
2026-05-27T20:01:00Z,43.05,56.07
2026-05-27T20:02:00Z,42.76,56.53
2026-05-27T20:03:00Z,45.49,57.54
2026-05-27T20:04:00Z,44.90,57.36
2026-05-27T20:05:00Z,43.50,56.99
2026-05-27T20:06:00Z,45.00,56.49
2026-05-27T20:07:00Z,42.23,56.84
2026-05-27T20:08:00Z,44.76,57.08
2026-05-27T20:09:00Z,45.00,55.55
2026-05-27T20:10:00Z,44.41,57.67
2026-05-27T20:11:00Z,42.12,56.39
2026-05-27T20:12:00Z,43.17,57.81
2026-05-27T20:13:00Z,43.17,58.44
2026-05-27T20:14:00Z,43.86,58.47
2026-05-27T20:15:00Z,42.30,57.15
2026-05-27T20:16:00Z,42.44,57.13
2026-05-27T20:17:00Z,43.35,55.51
2026-05-27T20:18:00Z,42.87,58.10
2026-05-27T20:19:00Z,42.17,55.81
2026-05-27T20:20:00Z,42.09,58.44
2026-05-27T20:21:00Z,41.87,55.90
2026-05-27T20:22:00Z,41.96,59.45
2026-05-27T20:23:00Z,41.69,59.07
2026-05-27T20:24:00Z,38.22,60.48
2026-05-27T20:25:00Z,38.94,59.71
2026-05-27T20:26:00Z,38.18,60.12
2026-05-27T20:27:00Z,39.97,59.59
2026-05-27T20:28:00Z,39.83,61.75
2026-05-27T20:29:00Z,41.00,62.22
2026-05-27T20:30:00Z,38.80,61.61
2026-05-27T20:31:00Z,38.07,59.39
2026-05-27T20:32:00Z,38.20,58.85
2026-05-27T20:33:00Z,40.67,58.57
2026-05-27T20:34:00Z,38.23,61.79
2026-05-27T20:35:00Z,38.06,58.26
2026-05-27T20:36:00Z,33.92,68.12
2026-05-27T20:37:00Z,17.35,81.64
2026-05-27T20:38:00Z,20.64,79.24
2026-05-27T20:39:00Z,31.76,68.77
2026-05-27T20:40:00Z,42.14,57.91
2026-05-27T20:41:00Z,42.96,57.98
2026-05-27T20:42:00Z,34.61,63.60
2026-05-27T20:43:00Z,22.89,75.59
2026-05-27T20:44:00Z,26.87,74.33
2026-05-27T20:45:00Z,23.39,77.81
2026-05-27T20:46:00Z,15.00,86.23
2026-05-27T20:47:00Z,14.66,87.11
2026-05-27T20:48:00Z,17.43,86.51
2026-05-27T20:49:00Z,11.81,91.45
2026-05-27T20:50:00Z,13.48,89.59
2026-05-27T20:51:00Z,6.70,94.17
2026-05-27T20:52:00Z,5.52,95.09
2026-05-27T20:53:00Z,3.34,96.87
2026-05-27T20:54:00Z,6.35,94.84
2026-05-27T20:55:00Z,5.55,93.06
2026-05-27T20:56:00Z,8.76,90.74
2026-05-27T20:57:00Z,10.10,90.38
2026-05-27T20:58:00Z,13.78,85.87
2026-05-27T20:59:00Z,19.46,87.42
2026-05-27T21:00:00Z,36.22,63.98
2026-05-27T21:01:00Z,36.88,65.08
2026-05-27T21:02:00Z,22.96,76.56
2026-05-27T21:03:00Z,30.28,70.25
2026-05-27T21:04:00Z,38.07,62.65
2026-05-27T21:05:00Z,19.22,80.55
2026-05-27T21:06:00Z,27.68,77.36
2026-05-27T21:07:00Z,40.30,61.38
2026-05-27T21:08:00Z,38.64,59.99
2026-05-27T21:09:00Z,33.05,66.73
2026-05-27T21:10:00Z,32.56,67.17
2026-05-27T21:11:00Z,30.93,69.26
2026-05-27T21:12:00Z,30.83,69.25
2026-05-27T21:13:00Z,24.80,76.29
2026-05-27T21:14:00Z,14.09,89.75
2026-05-27T21:15:00Z,6.89,94.03
2026-05-27T21:16:00Z,14.11,88.78
2026-05-27T21:17:00Z,1.24,98.75
2026-05-27T21:18:00Z,1.24,99.00
2026-05-27T21:19:00Z,1.00,99.00
2026-05-27T21:20:00Z,1.00,99.00
2026-05-27T21:21:00Z,1.00,99.00
2026-05-27T21:22:00Z,1.00,99.00
