# event_ticker=KXATPMATCH-26FEB25BROKHA
# final_score=7-6(6) 6-4
# score_resolution=7-6 6-4
# match_winner=Jenson Brooksby
# fav_player=Jenson Brooksby
# dog_player=Karen Khachanov
# kalshi_date=2026-02-25
timestamp,Jenson Brooksby,Karen Khachanov
2026-02-24T22:22:00Z,,66.00
2026-02-24T22:23:00Z,,66.00
2026-02-24T22:43:00Z,,66.00
2026-02-24T22:54:00Z,,66.00
2026-02-24T22:55:00Z,35.00,65.00
2026-02-24T23:06:00Z,35.00,65.00
2026-02-24T23:23:00Z,35.00,64.00
2026-02-24T23:49:00Z,37.00,64.00
2026-02-24T23:50:00Z,37.00,64.00
2026-02-25T00:03:00Z,37.00,64.00
2026-02-25T00:04:00Z,37.00,64.00
2026-02-25T00:26:00Z,37.00,64.00
2026-02-25T00:32:00Z,37.00,64.00
2026-02-25T00:39:00Z,37.00,64.00
2026-02-25T00:45:00Z,37.00,64.00
2026-02-25T00:53:00Z,37.00,64.00
2026-02-25T01:04:00Z,37.00,64.00
2026-02-25T01:15:00Z,37.00,64.00
2026-02-25T01:17:00Z,37.00,64.00
2026-02-25T01:22:00Z,37.00,64.00
2026-02-25T01:23:00Z,37.00,64.00
2026-02-25T01:27:00Z,37.00,64.00
2026-02-25T01:28:00Z,37.00,64.00
2026-02-25T01:36:00Z,37.00,64.00
2026-02-25T01:47:00Z,37.00,64.00
2026-02-25T01:49:00Z,37.00,64.00
2026-02-25T01:56:00Z,37.00,64.00
2026-02-25T01:57:00Z,37.00,64.00
2026-02-25T02:05:00Z,37.00,64.00
2026-02-25T02:11:00Z,37.00,64.00
2026-02-25T02:14:00Z,37.00,64.00
2026-02-25T02:16:00Z,37.00,64.00
2026-02-25T02:17:00Z,37.00,64.00
2026-02-25T02:29:00Z,37.00,64.00
2026-02-25T02:34:00Z,37.00,64.00
2026-02-25T02:43:00Z,37.00,63.38
2026-02-25T03:01:00Z,37.00,64.00
2026-02-25T03:03:00Z,37.00,64.00
2026-02-25T03:08:00Z,37.00,64.00
2026-02-25T03:09:00Z,36.00,64.00
2026-02-25T03:28:00Z,36.00,65.00
2026-02-25T03:29:00Z,35.00,65.00
2026-02-25T03:32:00Z,36.00,65.00
2026-02-25T03:37:00Z,35.00,65.00
2026-02-25T03:40:00Z,35.00,65.00
2026-02-25T03:51:00Z,35.00,65.00
2026-02-25T03:55:00Z,36.00,65.00
2026-02-25T03:59:00Z,36.00,65.00
2026-02-25T04:00:00Z,36.00,65.00
2026-02-25T04:03:00Z,36.00,65.00
2026-02-25T04:06:00Z,36.00,65.00
2026-02-25T04:07:00Z,36.00,66.00
2026-02-25T04:09:00Z,36.00,66.00
2026-02-25T04:11:00Z,36.00,66.00
2026-02-25T04:12:00Z,36.00,66.00
2026-02-25T04:14:00Z,36.00,66.00
2026-02-25T04:18:00Z,36.00,66.00
2026-02-25T04:19:00Z,36.00,66.00
2026-02-25T04:21:00Z,36.00,66.00
2026-02-25T04:22:00Z,36.00,66.00
2026-02-25T04:23:00Z,36.00,66.00
2026-02-25T04:24:00Z,36.00,66.00
2026-02-25T04:26:00Z,36.00,66.00
2026-02-25T04:29:00Z,36.00,65.97
2026-02-25T04:32:00Z,36.00,66.00
2026-02-25T04:35:00Z,36.00,66.00
2026-02-25T04:37:00Z,36.00,66.00
2026-02-25T04:41:00Z,36.00,66.00
2026-02-25T04:44:00Z,36.00,66.00
2026-02-25T04:45:00Z,36.00,66.00
2026-02-25T04:47:00Z,36.00,66.00
2026-02-25T04:48:00Z,35.00,66.00
2026-02-25T04:50:00Z,37.00,64.00
2026-02-25T04:51:00Z,37.00,64.00
2026-02-25T04:52:00Z,37.00,64.00
2026-02-25T04:55:00Z,37.00,63.00
2026-02-25T04:56:00Z,36.91,63.61
2026-02-25T04:57:00Z,36.91,64.00
2026-02-25T04:58:00Z,37.00,64.00
2026-02-25T05:01:00Z,37.00,64.00
2026-02-25T05:02:00Z,37.00,63.00
2026-02-25T05:04:00Z,37.00,63.00
2026-02-25T05:05:00Z,37.00,64.00
2026-02-25T05:07:00Z,37.00,63.93
2026-02-25T05:08:00Z,37.00,63.93
2026-02-25T05:09:00Z,37.00,63.00
2026-02-25T05:10:00Z,37.00,63.00
2026-02-25T05:12:00Z,37.00,63.00
2026-02-25T05:13:00Z,37.00,63.00
2026-02-25T05:17:00Z,37.00,63.00
2026-02-25T05:18:00Z,37.00,63.00
2026-02-25T05:19:00Z,38.00,63.00
2026-02-25T05:23:00Z,38.00,62.00
2026-02-25T05:24:00Z,37.00,63.00
2026-02-25T05:25:00Z,38.00,63.00
2026-02-25T05:26:00Z,38.00,63.00
2026-02-25T05:28:00Z,38.00,63.00
2026-02-25T05:29:00Z,38.00,63.00
2026-02-25T05:37:00Z,38.00,63.00
2026-02-25T05:41:00Z,38.00,63.00
2026-02-25T05:42:00Z,38.00,63.00
2026-02-25T05:44:00Z,37.00,63.00
2026-02-25T05:45:00Z,37.00,63.32
2026-02-25T05:49:00Z,37.00,63.00
2026-02-25T05:51:00Z,38.00,63.00
2026-02-25T05:56:00Z,38.00,63.00
2026-02-25T05:58:00Z,38.00,63.00
2026-02-25T05:59:00Z,38.00,63.00
2026-02-25T06:01:00Z,38.00,63.00
2026-02-25T06:02:00Z,37.29,63.92
2026-02-25T06:03:00Z,37.29,63.00
2026-02-25T06:04:00Z,38.00,63.00
2026-02-25T06:05:00Z,38.00,63.00
2026-02-25T06:06:00Z,38.00,63.00
2026-02-25T06:07:00Z,38.00,63.00
2026-02-25T06:08:00Z,38.00,63.00
2026-02-25T06:09:00Z,38.00,63.00
2026-02-25T06:10:00Z,38.00,62.44
2026-02-25T06:11:00Z,38.00,64.00
2026-02-25T06:12:00Z,38.00,64.00
2026-02-25T06:13:00Z,38.00,63.98
2026-02-25T06:14:00Z,38.00,64.33
2026-02-25T06:15:00Z,38.00,64.00
2026-02-25T06:16:00Z,38.00,64.00
2026-02-25T06:17:00Z,38.00,64.00
2026-02-25T06:18:00Z,38.00,64.00
2026-02-25T06:19:00Z,36.44,64.00
2026-02-25T06:20:00Z,36.44,63.79
2026-02-25T06:21:00Z,36.44,64.00
2026-02-25T06:22:00Z,37.00,64.00
2026-02-25T06:23:00Z,37.00,64.65
2026-02-25T06:24:00Z,37.00,64.74
2026-02-25T06:25:00Z,37.00,65.00
2026-02-25T06:26:00Z,37.00,65.25
2026-02-25T06:27:00Z,37.00,65.25
2026-02-25T06:28:00Z,37.00,65.00
2026-02-25T06:29:00Z,37.00,65.00
2026-02-25T06:30:00Z,37.00,65.00
2026-02-25T06:31:00Z,37.00,65.00
2026-02-25T06:32:00Z,37.00,65.00
2026-02-25T06:33:00Z,37.00,65.53
2026-02-25T06:34:00Z,37.00,66.00
2026-02-25T06:35:00Z,37.00,66.00
2026-02-25T06:36:00Z,37.00,66.00
2026-02-25T06:37:00Z,37.00,65.25
2026-02-25T06:38:00Z,36.30,66.00
2026-02-25T06:39:00Z,37.00,66.00
2026-02-25T06:40:00Z,37.00,65.34
2026-02-25T06:41:00Z,37.00,65.20
2026-02-25T06:42:00Z,37.00,64.00
2026-02-25T06:43:00Z,37.00,64.00
2026-02-25T06:44:00Z,37.00,64.00
2026-02-25T06:45:00Z,37.00,64.61
2026-02-25T06:46:00Z,37.00,64.45
2026-02-25T06:47:00Z,37.00,64.00
2026-02-25T06:48:00Z,37.00,64.00
2026-02-25T06:50:00Z,37.00,64.00
2026-02-25T06:51:00Z,37.00,64.00
2026-02-25T06:53:00Z,37.00,64.00
2026-02-25T06:54:00Z,37.00,64.00
2026-02-25T06:55:00Z,37.00,64.00
2026-02-25T06:56:00Z,37.00,64.00
2026-02-25T06:57:00Z,37.00,64.00
2026-02-25T06:58:00Z,37.00,64.06
2026-02-25T06:59:00Z,37.35,65.00
2026-02-25T07:00:00Z,37.35,64.00
2026-02-25T07:01:00Z,37.35,65.15
2026-02-25T07:02:00Z,37.00,64.84
2026-02-25T07:03:00Z,37.00,64.00
2026-02-25T07:04:00Z,37.00,64.00
2026-02-25T07:05:00Z,37.00,63.00
2026-02-25T07:06:00Z,37.00,64.00
2026-02-25T07:07:00Z,37.00,63.88
2026-02-25T07:08:00Z,37.00,64.00
2026-02-25T07:10:00Z,37.00,64.00
2026-02-25T07:11:00Z,37.00,64.10
