# event_ticker=KXATPCHALLENGERMATCH-26MAY13DZUSAN
# final_score=6-1 6-7(3) 6-4
# score_resolution=6-1 6-7 6-4
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Alejo Sanchez Quilez
# kalshi_date=2026-05-13
timestamp,Damir Dzumhur,Alejo Sanchez Quilez
2026-05-13T12:39:00Z,67.00,37.00
2026-05-13T12:40:00Z,67.00,37.00
2026-05-13T12:42:00Z,67.00,37.00
2026-05-13T12:43:00Z,69.28,37.00
2026-05-13T12:44:00Z,70.72,31.00
2026-05-13T12:45:00Z,72.03,27.23
2026-05-13T12:46:00Z,73.88,27.23
2026-05-13T12:47:00Z,73.17,27.23
2026-05-13T12:48:00Z,74.71,28.00
2026-05-13T12:49:00Z,72.90,28.00
2026-05-13T12:50:00Z,73.02,26.00
2026-05-13T12:51:00Z,74.05,24.00
2026-05-13T12:52:00Z,76.57,24.33
2026-05-13T12:53:00Z,77.02,25.63
2026-05-13T12:54:00Z,77.00,25.00
2026-05-13T12:55:00Z,80.00,25.00
2026-05-13T12:56:00Z,79.07,25.00
2026-05-13T12:57:00Z,80.00,25.00
2026-05-13T12:58:00Z,81.00,25.00
2026-05-13T12:59:00Z,79.07,22.01
2026-05-13T13:00:00Z,74.99,22.01
2026-05-13T13:01:00Z,74.00,22.01
2026-05-13T13:02:00Z,74.92,22.01
2026-05-13T13:03:00Z,77.00,22.01
2026-05-13T13:04:00Z,77.00,25.00
2026-05-13T13:05:00Z,76.97,25.00
2026-05-13T13:06:00Z,77.55,23.00
2026-05-13T13:07:00Z,80.00,23.00
2026-05-13T13:08:00Z,81.73,18.75
2026-05-13T13:09:00Z,84.00,18.75
2026-05-13T13:10:00Z,83.51,16.09
2026-05-13T13:11:00Z,85.00,16.00
2026-05-13T13:12:00Z,86.13,16.00
2026-05-13T13:13:00Z,87.01,16.00
2026-05-13T13:14:00Z,87.89,14.00
2026-05-13T13:15:00Z,87.57,13.85
2026-05-13T13:16:00Z,88.00,13.85
2026-05-13T13:17:00Z,89.00,13.85
2026-05-13T13:18:00Z,89.00,13.85
2026-05-13T13:19:00Z,89.00,13.85
2026-05-13T13:20:00Z,89.00,12.00
2026-05-13T13:21:00Z,89.00,12.00
2026-05-13T13:22:00Z,89.00,12.00
2026-05-13T13:23:00Z,89.00,12.00
2026-05-13T13:24:00Z,89.00,12.00
2026-05-13T13:25:00Z,89.00,12.00
2026-05-13T13:26:00Z,89.00,12.00
2026-05-13T13:28:00Z,83.84,16.02
2026-05-13T13:29:00Z,81.00,16.02
2026-05-13T13:30:00Z,79.01,16.02
2026-05-13T13:31:00Z,84.00,17.00
2026-05-13T13:32:00Z,82.00,17.00
2026-05-13T13:33:00Z,89.44,17.00
2026-05-13T13:34:00Z,89.75,13.38
2026-05-13T13:35:00Z,87.00,14.00
2026-05-13T13:36:00Z,88.80,13.84
2026-05-13T13:37:00Z,89.23,10.00
2026-05-13T13:38:00Z,90.99,10.00
2026-05-13T13:39:00Z,89.47,9.36
2026-05-13T13:40:00Z,89.09,13.00
2026-05-13T13:41:00Z,91.20,10.27
2026-05-13T13:42:00Z,91.20,7.00
2026-05-13T13:43:00Z,91.20,11.00
2026-05-13T13:44:00Z,89.00,11.48
2026-05-13T13:45:00Z,88.00,13.95
2026-05-13T13:46:00Z,89.74,14.00
2026-05-13T13:47:00Z,91.00,14.00
2026-05-13T13:48:00Z,91.02,10.00
2026-05-13T13:49:00Z,90.75,10.71
2026-05-13T13:50:00Z,91.97,8.45
2026-05-13T13:51:00Z,89.00,11.03
2026-05-13T13:52:00Z,86.17,14.23
2026-05-13T13:53:00Z,86.49,15.02
2026-05-13T13:54:00Z,88.06,15.00
2026-05-13T13:55:00Z,92.00,10.00
2026-05-13T13:56:00Z,91.44,10.00
2026-05-13T13:57:00Z,92.00,10.00
2026-05-13T13:58:00Z,91.91,10.00
2026-05-13T13:59:00Z,92.00,10.00
2026-05-13T14:00:00Z,92.76,9.42
2026-05-13T14:01:00Z,91.99,9.78
2026-05-13T14:02:00Z,90.73,10.00
2026-05-13T14:03:00Z,90.40,10.28
2026-05-13T14:04:00Z,89.61,12.28
2026-05-13T14:05:00Z,91.86,10.67
2026-05-13T14:06:00Z,93.00,9.13
2026-05-13T14:07:00Z,90.80,9.00
2026-05-13T14:08:00Z,92.54,9.17
2026-05-13T14:09:00Z,90.60,10.89
2026-05-13T14:10:00Z,89.52,11.94
2026-05-13T14:11:00Z,86.06,14.15
2026-05-13T14:12:00Z,84.59,16.94
2026-05-13T14:13:00Z,92.29,10.21
2026-05-13T14:14:00Z,92.28,8.92
2026-05-13T14:15:00Z,92.49,9.46
2026-05-13T14:16:00Z,91.14,9.86
2026-05-13T14:17:00Z,88.91,12.11
2026-05-13T14:18:00Z,89.68,7.61
2026-05-13T14:19:00Z,92.64,9.80
2026-05-13T14:20:00Z,87.65,12.19
2026-05-13T14:21:00Z,86.30,13.10
2026-05-13T14:22:00Z,80.38,20.22
2026-05-13T14:23:00Z,75.67,24.37
2026-05-13T14:24:00Z,69.92,33.32
2026-05-13T14:25:00Z,67.54,33.16
2026-05-13T14:26:00Z,63.49,36.43
2026-05-13T14:27:00Z,64.00,36.21
2026-05-13T14:28:00Z,64.02,35.30
2026-05-13T14:29:00Z,64.31,35.96
2026-05-13T14:30:00Z,65.00,35.86
2026-05-13T14:31:00Z,63.85,36.59
2026-05-13T14:32:00Z,65.29,40.35
2026-05-13T14:33:00Z,61.86,37.90
2026-05-13T14:34:00Z,57.45,43.13
2026-05-13T14:35:00Z,55.91,46.53
2026-05-13T14:36:00Z,59.88,39.68
2026-05-13T14:37:00Z,64.06,36.91
2026-05-13T14:38:00Z,66.85,34.47
2026-05-13T14:39:00Z,66.05,34.80
2026-05-13T14:40:00Z,58.35,40.93
2026-05-13T14:41:00Z,66.26,38.30
2026-05-13T14:42:00Z,68.34,28.05
2026-05-13T14:43:00Z,58.29,42.17
2026-05-13T14:44:00Z,56.00,43.93
2026-05-13T14:45:00Z,60.58,44.78
2026-05-13T14:46:00Z,59.60,42.31
2026-05-13T14:47:00Z,65.34,36.27
2026-05-13T14:48:00Z,64.97,37.97
2026-05-13T14:49:00Z,72.62,27.16
2026-05-13T14:50:00Z,81.59,16.44
2026-05-13T14:51:00Z,84.91,14.14
2026-05-13T14:52:00Z,88.77,13.23
2026-05-13T14:53:00Z,91.06,8.91
2026-05-13T14:54:00Z,90.99,9.53
2026-05-13T14:55:00Z,87.72,11.32
2026-05-13T14:56:00Z,85.83,13.95
2026-05-13T14:57:00Z,87.63,14.13
2026-05-13T14:58:00Z,79.23,18.28
2026-05-13T14:59:00Z,77.95,23.10
2026-05-13T15:00:00Z,87.06,10.90
2026-05-13T15:01:00Z,94.17,5.92
2026-05-13T15:02:00Z,95.09,4.28
2026-05-13T15:03:00Z,94.10,6.14
2026-05-13T15:04:00Z,94.35,7.47
2026-05-13T15:05:00Z,89.99,10.07
2026-05-13T15:06:00Z,85.29,16.49
2026-05-13T15:07:00Z,85.92,18.43
2026-05-13T15:08:00Z,95.15,2.58
2026-05-13T15:09:00Z,97.09,2.69
2026-05-13T15:10:00Z,99.00,1.00
2026-05-13T15:11:00Z,99.00,1.00
2026-05-13T15:12:00Z,99.00,1.00
