# event_ticker=KXATPMATCH-26JUN08DIAMAN
# final_score=6-4 3-6 7-5
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Gabriel Diallo
# kalshi_date=2026-06-08
timestamp,Gabriel Diallo,Adrian Mannarino
2026-06-08T22:24:00Z,,55.00
2026-06-08T22:36:00Z,46.00,55.00
2026-06-08T22:59:00Z,46.00,55.00
2026-06-08T23:00:00Z,46.00,55.00
2026-06-08T23:04:00Z,46.00,55.00
2026-06-08T23:06:00Z,46.00,55.00
2026-06-08T23:07:00Z,46.00,55.00
2026-06-08T23:09:00Z,46.00,55.00
2026-06-08T23:31:00Z,46.00,55.00
2026-06-09T00:23:00Z,46.00,56.00
2026-06-09T00:36:00Z,46.00,56.00
2026-06-09T01:08:00Z,46.00,56.00
2026-06-09T01:13:00Z,46.00,56.00
2026-06-09T01:17:00Z,44.00,56.00
2026-06-09T01:29:00Z,44.00,57.00
2026-06-09T01:31:00Z,44.00,57.00
2026-06-09T01:57:00Z,44.00,57.00
2026-06-09T02:24:00Z,44.00,57.00
2026-06-09T02:26:00Z,44.00,57.00
2026-06-09T02:32:00Z,44.00,57.00
2026-06-09T02:34:00Z,44.00,57.00
2026-06-09T02:37:00Z,44.00,56.42
2026-06-09T02:40:00Z,44.00,57.00
2026-06-09T02:41:00Z,44.00,57.00
2026-06-09T02:42:00Z,44.00,57.00
2026-06-09T02:49:00Z,44.00,57.00
2026-06-09T02:55:00Z,44.00,57.00
2026-06-09T02:57:00Z,44.00,57.00
2026-06-09T03:01:00Z,44.00,57.00
2026-06-09T03:03:00Z,44.00,56.00
2026-06-09T03:16:00Z,44.00,57.00
2026-06-09T03:17:00Z,44.00,57.00
2026-06-09T03:20:00Z,44.00,56.08
2026-06-09T03:25:00Z,44.00,57.00
2026-06-09T03:29:00Z,44.00,57.00
2026-06-09T03:31:00Z,44.00,57.00
2026-06-09T03:36:00Z,44.00,57.85
2026-06-09T03:38:00Z,44.00,57.00
2026-06-09T03:40:00Z,44.00,57.88
2026-06-09T03:41:00Z,44.00,57.88
2026-06-09T03:42:00Z,44.00,57.88
2026-06-09T03:44:00Z,44.00,57.91
2026-06-09T03:45:00Z,44.00,57.91
2026-06-09T03:47:00Z,44.00,57.00
2026-06-09T03:48:00Z,44.00,57.00
2026-06-09T03:49:00Z,44.00,57.00
2026-06-09T03:50:00Z,44.00,58.00
2026-06-09T03:54:00Z,44.00,58.00
2026-06-09T03:55:00Z,44.00,57.75
2026-06-09T03:58:00Z,44.00,58.00
2026-06-09T03:59:00Z,44.00,58.00
2026-06-09T04:01:00Z,44.00,57.00
2026-06-09T04:03:00Z,44.00,57.97
2026-06-09T04:05:00Z,44.00,57.80
2026-06-09T04:07:00Z,44.00,57.80
2026-06-09T04:08:00Z,44.00,57.00
2026-06-09T04:09:00Z,44.00,57.49
2026-06-09T04:11:00Z,44.00,58.00
2026-06-09T04:12:00Z,44.00,58.00
2026-06-09T04:14:00Z,44.00,58.00
2026-06-09T04:15:00Z,44.00,58.00
2026-06-09T04:17:00Z,44.00,58.00
2026-06-09T04:20:00Z,44.00,58.00
2026-06-09T04:22:00Z,44.00,57.00
2026-06-09T04:23:00Z,44.00,57.00
2026-06-09T04:25:00Z,44.00,57.00
2026-06-09T04:26:00Z,44.00,57.00
2026-06-09T04:28:00Z,44.00,57.00
2026-06-09T04:31:00Z,44.00,57.00
2026-06-09T04:32:00Z,44.00,57.00
2026-06-09T04:35:00Z,44.00,57.00
2026-06-09T04:36:00Z,44.00,57.00
2026-06-09T04:38:00Z,44.00,56.00
2026-06-09T04:40:00Z,44.00,57.00
2026-06-09T04:41:00Z,44.00,57.00
2026-06-09T04:42:00Z,44.00,57.00
2026-06-09T04:44:00Z,44.00,57.00
2026-06-09T04:45:00Z,44.00,57.00
2026-06-09T04:46:00Z,44.00,57.00
2026-06-09T04:48:00Z,44.00,57.00
2026-06-09T04:49:00Z,44.00,57.00
2026-06-09T04:50:00Z,44.00,58.00
