# event_ticker=KXATPMATCH-25JUL20MUNGIR
# final_score=7-5 6-3
# match_winner=Jaume Munar
# fav_player=Jaume Munar
# dog_player=Marcos Giron
# kalshi_date=2025-07-20
timestamp,Jaume Munar,Marcos Giron
2025-07-22T19:06:00Z,47.00,55.00
2025-07-22T19:09:00Z,47.00,55.00
2025-07-22T19:11:00Z,47.00,55.00
2025-07-22T19:17:00Z,47.00,55.00
2025-07-22T19:20:00Z,47.00,55.00
2025-07-22T19:21:00Z,47.00,55.00
2025-07-22T19:23:00Z,47.00,55.00
2025-07-22T19:24:00Z,47.00,55.00
2025-07-22T19:30:00Z,47.00,56.00
2025-07-22T19:33:00Z,47.00,56.00
2025-07-22T19:40:00Z,46.00,56.00
2025-07-22T19:43:00Z,49.45,56.00
2025-07-22T19:44:00Z,47.38,56.00
2025-07-22T19:45:00Z,47.00,56.00
2025-07-22T19:46:00Z,47.00,56.00
2025-07-22T19:48:00Z,47.00,54.00
2025-07-22T19:49:00Z,47.15,54.00
2025-07-22T19:50:00Z,47.15,53.00
2025-07-22T19:58:00Z,47.15,53.00
2025-07-22T20:00:00Z,47.15,54.00
2025-07-22T20:03:00Z,47.15,59.59
2025-07-22T20:05:00Z,47.15,58.00
2025-07-22T20:06:00Z,45.00,58.00
2025-07-22T20:07:00Z,45.00,58.00
2025-07-22T20:08:00Z,45.00,58.00
2025-07-22T20:10:00Z,45.00,55.00
2025-07-22T20:11:00Z,38.35,68.53
2025-07-22T20:12:00Z,38.35,59.00
2025-07-22T20:13:00Z,41.00,59.28
2025-07-22T20:14:00Z,41.20,59.28
2025-07-22T20:15:00Z,48.97,53.20
2025-07-22T20:16:00Z,48.97,50.67
2025-07-22T20:17:00Z,47.00,52.47
2025-07-22T20:18:00Z,47.00,52.00
2025-07-22T20:19:00Z,47.00,50.90
2025-07-22T20:20:00Z,50.00,50.90
2025-07-22T20:21:00Z,46.00,50.90
2025-07-22T20:23:00Z,46.00,62.00
2025-07-22T20:24:00Z,40.00,63.21
2025-07-22T20:25:00Z,40.00,59.72
2025-07-22T20:26:00Z,45.32,59.72
2025-07-22T20:27:00Z,49.00,51.00
2025-07-22T20:28:00Z,50.00,50.00
2025-07-22T20:29:00Z,50.33,50.00
2025-07-22T20:30:00Z,50.33,50.00
2025-07-22T20:31:00Z,48.00,52.00
2025-07-22T20:32:00Z,48.00,52.00
2025-07-22T20:33:00Z,51.00,47.16
2025-07-22T20:34:00Z,54.00,47.16
2025-07-22T20:36:00Z,58.00,39.38
2025-07-22T20:37:00Z,62.00,42.33
2025-07-22T20:38:00Z,62.00,44.09
2025-07-22T20:39:00Z,55.98,48.88
2025-07-22T20:40:00Z,52.00,50.83
2025-07-22T20:41:00Z,51.98,50.83
2025-07-22T20:42:00Z,45.95,58.31
2025-07-22T20:43:00Z,48.00,52.00
2025-07-22T20:44:00Z,52.00,52.00
2025-07-22T20:45:00Z,54.00,52.00
2025-07-22T20:46:00Z,54.00,47.00
2025-07-22T20:47:00Z,57.64,44.56
2025-07-22T20:48:00Z,7.79,60.00
2025-07-22T20:49:00Z,56.00,42.44
2025-07-22T20:50:00Z,50.19,49.78
2025-07-22T20:52:00Z,55.75,46.00
2025-07-22T20:53:00Z,59.95,43.76
2025-07-22T20:54:00Z,60.00,43.00
2025-07-22T20:55:00Z,60.00,43.59
2025-07-22T20:56:00Z,65.00,41.61
2025-07-22T20:57:00Z,68.60,29.30
2025-07-22T20:58:00Z,61.94,39.02
2025-07-22T20:59:00Z,63.84,38.27
2025-07-22T21:00:00Z,63.21,40.66
2025-07-22T21:01:00Z,59.34,43.37
2025-07-22T21:02:00Z,55.39,52.44
2025-07-22T21:03:00Z,55.39,57.35
2025-07-22T21:04:00Z,40.97,61.74
2025-07-22T21:05:00Z,37.48,62.95
2025-07-22T21:06:00Z,40.84,60.55
2025-07-22T21:07:00Z,48.38,53.47
2025-07-22T21:08:00Z,56.71,43.79
2025-07-22T21:09:00Z,60.10,42.00
2025-07-22T21:10:00Z,59.98,42.07
2025-07-22T21:11:00Z,61.07,41.51
2025-07-22T21:12:00Z,59.40,43.27
2025-07-22T21:13:00Z,58.37,39.73
2025-07-22T21:14:00Z,70.49,28.95
2025-07-22T21:15:00Z,80.00,24.73
2025-07-22T21:16:00Z,77.17,23.31
2025-07-22T21:17:00Z,77.00,23.97
2025-07-22T21:18:00Z,76.00,24.00
2025-07-22T21:19:00Z,77.00,24.06
2025-07-22T21:20:00Z,77.00,24.00
2025-07-22T21:21:00Z,77.00,24.00
2025-07-22T21:22:00Z,76.00,25.00
2025-07-22T21:23:00Z,77.03,24.14
2025-07-22T21:24:00Z,77.78,25.00
2025-07-22T21:25:00Z,80.65,23.69
2025-07-22T21:26:00Z,79.66,25.00
2025-07-22T21:27:00Z,79.88,22.24
2025-07-22T21:28:00Z,84.57,24.09
2025-07-22T21:29:00Z,79.75,22.03
2025-07-22T21:30:00Z,78.00,22.03
2025-07-22T21:31:00Z,75.44,26.88
2025-07-22T21:32:00Z,73.00,26.03
2025-07-22T21:33:00Z,77.84,20.86
2025-07-22T21:34:00Z,80.60,20.86
2025-07-22T21:35:00Z,79.87,20.00
2025-07-22T21:36:00Z,77.45,22.26
2025-07-22T21:37:00Z,76.02,24.00
2025-07-22T21:38:00Z,76.00,25.97
2025-07-22T21:39:00Z,79.00,25.97
2025-07-22T21:40:00Z,79.32,22.38
2025-07-22T21:41:00Z,75.77,25.00
2025-07-22T21:42:00Z,79.31,25.00
2025-07-22T21:43:00Z,79.15,23.84
2025-07-22T21:44:00Z,79.12,23.89
2025-07-22T21:45:00Z,76.65,24.90
2025-07-22T21:46:00Z,76.00,31.12
2025-07-22T21:47:00Z,79.76,21.80
2025-07-22T21:48:00Z,76.13,26.00
2025-07-22T21:49:00Z,76.16,24.89
2025-07-22T21:50:00Z,78.07,30.14
2025-07-22T21:51:00Z,82.78,21.63
2025-07-22T21:52:00Z,80.05,20.73
2025-07-22T21:53:00Z,79.32,19.45
2025-07-22T21:54:00Z,81.20,22.00
2025-07-22T21:55:00Z,81.15,19.70
2025-07-22T21:56:00Z,84.49,15.05
2025-07-22T21:57:00Z,95.36,7.31
2025-07-22T21:58:00Z,98.77,2.09
2025-07-22T21:59:00Z,98.09,1.94
2025-07-22T22:00:00Z,99.00,3.00
2025-07-22T22:01:00Z,99.00,1.00
2025-07-22T22:02:00Z,99.00,1.00
2025-07-22T22:03:00Z,99.00,1.00
2025-07-22T22:05:00Z,99.00,1.00
