# event_ticker=KXATPCHALLENGERMATCH-26MAY14VANHAL
# final_score=6-1 2-0 RET
# match_winner=Quentin Halys
# fav_player=Quentin Halys
# dog_player=Botic Van de Zandschulp
# kalshi_date=2026-05-14
timestamp,Botic Van de Zandschulp,Quentin Halys
2026-05-14T22:02:00Z,8.00,93.00
2026-05-14T22:03:00Z,8.00,92.98
2026-05-14T22:04:00Z,8.00,93.00
2026-05-14T22:05:00Z,8.00,92.64
2026-05-14T22:06:00Z,8.00,92.88
2026-05-14T22:07:00Z,7.00,93.00
2026-05-14T22:08:00Z,7.47,92.00
2026-05-14T22:09:00Z,8.00,92.00
2026-05-14T22:10:00Z,8.00,93.00
2026-05-14T22:11:00Z,8.00,92.00
2026-05-14T22:12:00Z,8.00,92.02
2026-05-14T22:13:00Z,7.50,92.57
2026-05-14T22:14:00Z,7.98,92.91
2026-05-14T22:15:00Z,7.75,92.22
2026-05-14T22:16:00Z,8.00,93.00
2026-05-14T22:17:00Z,8.00,92.99
2026-05-14T22:18:00Z,8.00,93.00
2026-05-14T22:19:00Z,7.00,93.00
2026-05-14T22:20:00Z,7.00,93.00
2026-05-14T22:21:00Z,8.00,92.69
2026-05-14T22:22:00Z,8.00,92.36
2026-05-14T22:23:00Z,7.21,92.36
2026-05-14T22:24:00Z,7.21,92.02
2026-05-14T22:25:00Z,7.21,92.09
2026-05-14T22:26:00Z,8.00,92.09
2026-05-14T22:27:00Z,8.00,92.00
2026-05-14T22:28:00Z,8.00,92.00
2026-05-14T22:29:00Z,7.99,92.08
2026-05-14T22:30:00Z,7.36,93.00
2026-05-14T22:31:00Z,7.36,93.00
2026-05-14T22:32:00Z,7.71,93.00
2026-05-14T22:33:00Z,8.00,92.01
2026-05-14T22:34:00Z,7.60,92.79
2026-05-14T22:35:00Z,7.91,92.04
2026-05-14T22:36:00Z,8.00,92.98
2026-05-14T22:37:00Z,8.00,93.00
2026-05-14T22:38:00Z,7.86,92.04
2026-05-14T22:39:00Z,7.67,93.00
2026-05-14T22:40:00Z,7.92,93.00
2026-05-14T22:41:00Z,7.00,93.00
2026-05-14T22:42:00Z,7.09,92.11
2026-05-14T22:43:00Z,7.88,92.87
2026-05-14T22:44:00Z,8.00,92.84
2026-05-14T22:45:00Z,8.00,92.33
2026-05-14T22:46:00Z,8.00,93.00
2026-05-14T22:47:00Z,7.50,92.54
2026-05-14T22:48:00Z,7.86,93.00
2026-05-14T22:49:00Z,8.00,92.79
2026-05-14T22:50:00Z,7.57,92.91
2026-05-14T22:51:00Z,7.90,92.92
2026-05-14T22:52:00Z,7.90,92.95
2026-05-14T22:53:00Z,8.00,93.00
2026-05-14T22:54:00Z,7.79,93.00
2026-05-14T22:55:00Z,8.00,92.97
2026-05-14T22:56:00Z,8.00,92.03
2026-05-14T22:57:00Z,8.00,92.02
2026-05-14T22:58:00Z,8.10,92.08
2026-05-14T22:59:00Z,7.00,92.65
2026-05-14T23:00:00Z,8.00,92.97
2026-05-14T23:01:00Z,8.00,93.00
2026-05-14T23:02:00Z,8.00,92.02
2026-05-14T23:03:00Z,7.00,92.02
2026-05-14T23:04:00Z,8.00,92.81
2026-05-14T23:05:00Z,8.00,92.83
2026-05-14T23:06:00Z,8.00,92.70
2026-05-14T23:07:00Z,8.00,92.83
2026-05-14T23:08:00Z,8.00,92.83
2026-05-14T23:09:00Z,7.00,92.15
2026-05-14T23:10:00Z,8.00,93.00
2026-05-14T23:11:00Z,8.00,92.58
2026-05-14T23:12:00Z,7.86,93.00
2026-05-14T23:13:00Z,8.00,92.17
2026-05-14T23:14:00Z,8.00,92.10
2026-05-14T23:15:00Z,8.00,92.00
2026-05-14T23:16:00Z,8.00,92.04
2026-05-14T23:17:00Z,8.00,92.46
2026-05-14T23:18:00Z,7.36,92.01
2026-05-14T23:19:00Z,8.00,92.50
2026-05-14T23:20:00Z,8.00,92.98
2026-05-14T23:21:00Z,7.57,93.00
2026-05-14T23:22:00Z,8.00,92.92
2026-05-14T23:23:00Z,8.00,93.00
2026-05-14T23:24:00Z,8.00,92.80
2026-05-14T23:25:00Z,8.00,92.62
2026-05-14T23:26:00Z,8.00,93.00
2026-05-14T23:27:00Z,8.00,93.00
2026-05-14T23:28:00Z,7.27,92.34
2026-05-14T23:29:00Z,8.00,93.00
2026-05-14T23:30:00Z,8.00,92.82
2026-05-14T23:31:00Z,8.00,92.24
2026-05-14T23:32:00Z,8.38,92.94
2026-05-14T23:33:00Z,7.00,92.94
2026-05-14T23:34:00Z,9.00,93.00
2026-05-14T23:35:00Z,9.00,93.00
2026-05-14T23:36:00Z,9.00,93.00
2026-05-14T23:37:00Z,8.00,93.00
2026-05-14T23:38:00Z,7.87,92.00
2026-05-14T23:39:00Z,7.87,92.55
2026-05-14T23:40:00Z,7.87,92.00
2026-05-14T23:41:00Z,7.87,92.01
2026-05-14T23:42:00Z,7.48,92.02
2026-05-14T23:43:00Z,7.48,93.00
2026-05-14T23:44:00Z,8.00,93.00
2026-05-14T23:45:00Z,7.00,93.00
2026-05-14T23:46:00Z,7.00,92.00
2026-05-14T23:47:00Z,7.00,92.70
2026-05-14T23:48:00Z,7.96,92.24
2026-05-14T23:49:00Z,8.00,93.00
2026-05-14T23:50:00Z,8.00,93.00
2026-05-14T23:51:00Z,8.00,92.12
2026-05-14T23:52:00Z,8.00,92.95
2026-05-14T23:53:00Z,8.00,92.70
2026-05-14T23:54:00Z,8.00,92.58
2026-05-14T23:55:00Z,8.00,93.00
2026-05-14T23:56:00Z,7.00,92.00
2026-05-14T23:57:00Z,8.00,92.80
2026-05-14T23:58:00Z,8.00,92.12
2026-05-14T23:59:00Z,8.00,93.00
2026-05-15T00:00:00Z,8.00,92.07
2026-05-15T00:01:00Z,8.00,92.28
2026-05-15T00:02:00Z,8.00,92.98
2026-05-15T00:03:00Z,7.18,92.52
2026-05-15T00:04:00Z,8.00,92.50
2026-05-15T00:05:00Z,7.51,92.89
2026-05-15T00:06:00Z,7.51,93.00
2026-05-15T00:07:00Z,8.00,93.00
2026-05-15T00:08:00Z,7.14,92.52
2026-05-15T00:09:00Z,8.00,92.00
2026-05-15T00:10:00Z,8.00,93.00
2026-05-15T00:11:00Z,8.00,92.50
2026-05-15T00:12:00Z,7.01,92.41
2026-05-15T00:13:00Z,8.00,93.00
2026-05-15T00:14:00Z,8.00,92.51
2026-05-15T00:15:00Z,8.00,92.00
2026-05-15T00:16:00Z,8.00,93.00
2026-05-15T00:17:00Z,7.82,93.00
2026-05-15T00:18:00Z,7.82,93.00
2026-05-15T00:19:00Z,9.00,93.00
2026-05-15T00:20:00Z,9.00,92.09
2026-05-15T00:21:00Z,7.95,92.00
2026-05-15T00:22:00Z,9.00,92.36
2026-05-15T00:23:00Z,9.00,93.00
2026-05-15T00:24:00Z,9.00,92.05
2026-05-15T00:25:00Z,9.00,93.00
2026-05-15T00:26:00Z,9.00,92.00
2026-05-15T00:27:00Z,8.82,92.61
2026-05-15T00:28:00Z,9.00,93.00
2026-05-15T00:29:00Z,8.99,92.00
2026-05-15T00:30:00Z,7.20,92.44
2026-05-15T00:31:00Z,8.00,92.44
2026-05-15T00:32:00Z,8.00,92.44
2026-05-15T00:33:00Z,8.00,93.00
2026-05-15T00:34:00Z,7.87,92.00
2026-05-15T00:35:00Z,9.00,92.73
2026-05-15T00:36:00Z,9.00,91.00
2026-05-15T00:37:00Z,9.00,93.00
2026-05-15T00:38:00Z,9.00,93.00
2026-05-15T00:39:00Z,7.00,93.00
2026-05-15T00:40:00Z,7.00,91.00
2026-05-15T00:41:00Z,7.00,92.65
2026-05-15T00:42:00Z,8.00,92.45
2026-05-15T00:43:00Z,8.00,92.01
2026-05-15T00:44:00Z,8.00,91.23
2026-05-15T00:45:00Z,8.00,91.14
2026-05-15T00:46:00Z,7.00,91.43
2026-05-15T00:47:00Z,7.00,92.00
2026-05-15T00:48:00Z,7.00,91.99
2026-05-15T00:49:00Z,8.00,92.68
2026-05-15T00:50:00Z,8.00,93.00
2026-05-15T00:51:00Z,8.00,93.00
2026-05-15T00:52:00Z,7.15,92.91
2026-05-15T00:53:00Z,8.00,93.00
2026-05-15T00:54:00Z,7.91,93.00
2026-05-15T00:55:00Z,7.91,92.61
2026-05-15T00:56:00Z,7.00,92.00
2026-05-15T00:58:00Z,7.29,92.00
2026-05-15T00:59:00Z,8.00,93.00
2026-05-15T01:00:00Z,8.00,93.00
2026-05-15T01:01:00Z,8.00,93.00
2026-05-15T01:02:00Z,8.00,92.67
2026-05-15T01:03:00Z,8.00,92.00
2026-05-15T01:04:00Z,8.00,93.00
2026-05-15T01:06:00Z,8.00,92.57
2026-05-15T01:07:00Z,7.00,92.00
2026-05-15T01:08:00Z,7.00,92.00
2026-05-15T01:09:00Z,8.00,92.00
2026-05-15T01:10:00Z,7.01,92.02
2026-05-15T01:13:00Z,7.57,93.00
2026-05-15T01:14:00Z,8.00,93.00
2026-05-15T01:15:00Z,7.00,91.54
2026-05-15T01:16:00Z,7.00,91.00
2026-05-15T01:17:00Z,8.00,91.00
2026-05-15T01:20:00Z,8.00,91.00
2026-05-15T01:21:00Z,8.00,92.00
2026-05-15T01:23:00Z,7.00,92.00
2026-05-15T01:24:00Z,8.00,91.00
2026-05-15T01:25:00Z,8.00,91.05
2026-05-15T01:26:00Z,8.00,92.00
2026-05-15T01:28:00Z,8.00,92.00
2026-05-15T01:29:00Z,9.00,91.17
2026-05-15T01:31:00Z,8.61,91.01
2026-05-15T01:32:00Z,8.61,92.00
2026-05-15T01:33:00Z,8.61,91.00
2026-05-15T01:34:00Z,8.61,92.00
2026-05-15T01:35:00Z,8.61,92.00
2026-05-15T01:36:00Z,9.00,92.00
2026-05-15T01:37:00Z,9.00,92.00
2026-05-15T01:38:00Z,9.00,92.00
2026-05-15T01:39:00Z,9.00,92.00
2026-05-15T01:40:00Z,9.00,92.00
2026-05-15T01:41:00Z,8.00,92.00
2026-05-15T01:42:00Z,8.00,92.00
2026-05-15T01:44:00Z,9.00,92.00
2026-05-15T01:45:00Z,9.00,92.00
2026-05-15T01:46:00Z,8.00,92.00
2026-05-15T01:47:00Z,8.00,92.00
2026-05-15T01:48:00Z,9.00,91.38
2026-05-15T01:49:00Z,8.94,91.13
2026-05-15T01:50:00Z,9.00,92.00
2026-05-15T01:51:00Z,9.00,91.67
2026-05-15T01:52:00Z,9.00,91.00
2026-05-15T01:53:00Z,9.00,91.26
2026-05-15T01:54:00Z,9.00,92.00
2026-05-15T01:55:00Z,8.43,91.00
2026-05-15T01:56:00Z,8.00,91.00
2026-05-15T01:57:00Z,8.00,91.13
2026-05-15T01:58:00Z,8.98,91.00
2026-05-15T01:59:00Z,9.00,91.00
2026-05-15T02:00:00Z,9.00,91.00
2026-05-15T02:01:00Z,9.00,91.27
2026-05-15T02:02:00Z,9.00,91.27
2026-05-15T02:03:00Z,9.00,91.22
2026-05-15T02:04:00Z,8.33,92.00
2026-05-15T02:05:00Z,8.00,91.41
2026-05-15T02:06:00Z,8.00,91.96
2026-05-15T02:07:00Z,9.00,91.96
2026-05-15T02:08:00Z,9.00,91.00
2026-05-15T02:09:00Z,9.00,92.00
2026-05-15T02:10:00Z,8.00,92.00
2026-05-15T02:11:00Z,9.00,91.52
2026-05-15T02:12:00Z,9.00,91.03
2026-05-15T02:13:00Z,9.00,92.00
2026-05-15T02:14:00Z,9.00,92.00
2026-05-15T02:16:00Z,8.03,92.00
2026-05-15T02:17:00Z,8.26,92.00
2026-05-15T02:18:00Z,9.00,92.00
2026-05-15T02:19:00Z,9.00,92.00
