# event_ticker=KXATPCHALLENGERMATCH-26MAR19ALCMOL
# final_score=1-6 6-3 6-2
# match_winner=Alex Molcan
# fav_player=Alex Molcan
# dog_player=Max Alcala Gurri
# kalshi_date=2026-03-19
timestamp,Alex Molcan,Max Alcala Gurri
2026-03-19T00:18:00Z,70.00,
2026-03-19T00:43:00Z,70.00,
2026-03-19T01:11:00Z,70.00,
2026-03-19T01:17:00Z,70.00,31.00
2026-03-19T01:31:00Z,70.00,31.00
2026-03-19T01:32:00Z,70.00,33.00
2026-03-19T03:11:00Z,70.00,33.00
2026-03-19T03:29:00Z,70.00,32.00
2026-03-19T03:31:00Z,70.00,32.00
2026-03-19T03:34:00Z,70.00,32.00
2026-03-19T03:42:00Z,70.00,32.00
2026-03-19T04:00:00Z,70.00,32.00
2026-03-19T04:05:00Z,70.00,32.00
2026-03-19T04:07:00Z,70.00,32.00
2026-03-19T04:08:00Z,70.00,32.00
2026-03-19T04:24:00Z,70.00,32.00
2026-03-19T04:35:00Z,70.00,32.00
2026-03-19T04:41:00Z,70.00,32.00
2026-03-19T04:45:00Z,70.00,32.00
2026-03-19T04:46:00Z,70.00,32.00
2026-03-19T04:51:00Z,70.00,32.00
2026-03-19T04:56:00Z,70.00,32.00
2026-03-19T04:58:00Z,70.00,32.00
2026-03-19T05:02:00Z,70.00,32.00
2026-03-19T05:04:00Z,70.00,32.70
2026-03-19T05:11:00Z,70.00,33.00
2026-03-19T05:12:00Z,70.00,33.00
2026-03-19T05:14:00Z,70.00,33.00
2026-03-19T05:16:00Z,70.98,33.00
2026-03-19T05:18:00Z,70.98,32.00
2026-03-19T05:19:00Z,70.58,32.00
2026-03-19T05:21:00Z,71.00,32.00
2026-03-19T05:22:00Z,71.00,32.00
2026-03-19T05:24:00Z,71.00,32.00
2026-03-19T05:25:00Z,71.00,32.00
2026-03-19T05:29:00Z,71.00,32.00
2026-03-19T05:30:00Z,71.00,32.00
2026-03-19T05:32:00Z,71.00,32.00
2026-03-19T05:33:00Z,71.00,32.00
2026-03-19T05:35:00Z,71.00,32.00
2026-03-19T05:36:00Z,69.24,32.00
2026-03-19T05:39:00Z,69.24,32.00
2026-03-19T05:40:00Z,69.24,32.00
2026-03-19T05:42:00Z,71.00,32.00
2026-03-19T05:43:00Z,71.00,32.00
2026-03-19T05:44:00Z,71.00,32.00
2026-03-19T05:45:00Z,71.00,32.00
2026-03-19T05:51:00Z,71.00,31.00
2026-03-19T05:55:00Z,70.47,31.00
2026-03-19T05:59:00Z,71.00,31.00
2026-03-19T06:00:00Z,71.00,32.17
2026-03-19T06:03:00Z,71.00,31.67
2026-03-19T06:04:00Z,71.00,33.00
2026-03-19T06:05:00Z,71.00,32.00
2026-03-19T06:06:00Z,71.00,32.00
2026-03-19T06:10:00Z,70.00,32.00
2026-03-19T06:11:00Z,71.00,32.00
2026-03-19T06:12:00Z,71.00,32.00
2026-03-19T06:15:00Z,71.00,32.00
2026-03-19T06:16:00Z,71.00,31.00
2026-03-19T06:19:00Z,71.00,30.00
2026-03-19T06:22:00Z,70.00,30.00
2026-03-19T06:23:00Z,70.00,30.00
2026-03-19T06:24:00Z,70.00,30.00
2026-03-19T06:28:00Z,70.00,30.00
2026-03-19T06:30:00Z,70.00,29.86
2026-03-19T06:31:00Z,70.00,29.86
2026-03-19T06:35:00Z,70.00,32.00
2026-03-19T06:40:00Z,70.00,32.00
