# event_ticker=KXATPCHALLENGERMATCH-26MAR24SAFARN
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Roman Safiullin
# fav_player=Gilles Arnaud Bailly
# dog_player=Roman Safiullin
# kalshi_date=2026-03-24
timestamp,Gilles Arnaud Bailly,Roman Safiullin
2026-03-24T06:56:00Z,47.00,57.00
2026-03-24T06:57:00Z,47.00,57.00
2026-03-24T06:59:00Z,47.00,56.00
2026-03-24T07:06:00Z,47.00,57.00
2026-03-24T07:15:00Z,47.00,56.00
2026-03-24T07:17:00Z,47.00,55.00
2026-03-24T07:19:00Z,47.00,55.00
2026-03-24T07:25:00Z,47.00,56.00
2026-03-24T07:26:00Z,47.00,55.00
2026-03-24T07:29:00Z,47.00,56.00
2026-03-24T07:35:00Z,47.00,56.00
2026-03-24T07:36:00Z,47.00,56.00
2026-03-24T07:38:00Z,46.00,56.00
2026-03-24T07:42:00Z,46.00,56.00
2026-03-24T07:51:00Z,47.00,56.00
2026-03-24T07:56:00Z,47.00,56.00
2026-03-24T07:58:00Z,47.00,56.00
2026-03-24T08:12:00Z,47.00,56.00
2026-03-24T08:13:00Z,47.00,55.00
2026-03-24T08:15:00Z,47.00,56.00
2026-03-24T08:19:00Z,47.00,56.00
2026-03-24T08:22:00Z,47.00,56.00
2026-03-24T08:25:00Z,47.00,56.00
2026-03-24T08:29:00Z,47.00,56.00
2026-03-24T08:31:00Z,47.00,56.00
2026-03-24T08:34:00Z,47.00,56.00
2026-03-24T08:35:00Z,47.00,56.00
2026-03-24T08:37:00Z,47.00,56.00
2026-03-24T08:47:00Z,47.00,56.00
2026-03-24T08:56:00Z,47.00,56.00
2026-03-24T09:00:00Z,47.00,56.00
2026-03-24T09:04:00Z,47.00,55.00
2026-03-24T09:15:00Z,47.00,55.00
2026-03-24T09:21:00Z,47.00,55.00
2026-03-24T09:24:00Z,47.00,55.57
2026-03-24T09:25:00Z,47.00,56.00
2026-03-24T09:27:00Z,46.00,56.00
2026-03-24T09:35:00Z,46.00,55.00
2026-03-24T09:36:00Z,46.00,55.35
2026-03-24T09:37:00Z,46.00,55.00
2026-03-24T09:38:00Z,46.00,55.00
2026-03-24T09:39:00Z,46.00,56.00
2026-03-24T09:40:00Z,47.00,55.00
2026-03-24T09:41:00Z,47.00,55.00
2026-03-24T09:42:00Z,47.00,53.00
2026-03-24T09:43:00Z,46.09,53.00
2026-03-24T09:44:00Z,44.81,53.00
2026-03-24T09:45:00Z,41.00,59.05
2026-03-24T09:46:00Z,44.00,56.00
2026-03-24T09:47:00Z,44.48,59.02
2026-03-24T09:48:00Z,46.00,59.02
2026-03-24T09:49:00Z,44.00,62.06
2026-03-24T09:50:00Z,44.00,69.00
2026-03-24T09:51:00Z,32.00,66.00
2026-03-24T09:53:00Z,33.00,69.37
2026-03-24T09:54:00Z,32.00,66.90
2026-03-24T09:55:00Z,33.00,66.90
2026-03-24T09:56:00Z,28.10,71.00
2026-03-24T09:57:00Z,27.00,71.86
2026-03-24T09:58:00Z,27.97,71.86
2026-03-24T09:59:00Z,27.97,73.00
2026-03-24T10:00:00Z,22.00,77.93
2026-03-24T10:01:00Z,21.91,77.93
2026-03-24T10:03:00Z,31.00,71.01
2026-03-24T10:04:00Z,26.73,74.00
2026-03-24T10:05:00Z,26.73,73.00
2026-03-24T10:06:00Z,26.73,72.00
2026-03-24T10:07:00Z,28.00,70.67
2026-03-24T10:08:00Z,26.00,75.00
2026-03-24T10:10:00Z,26.00,75.00
2026-03-24T10:11:00Z,26.00,78.00
2026-03-24T10:13:00Z,26.00,73.00
2026-03-24T10:14:00Z,21.00,79.64
2026-03-24T10:15:00Z,20.92,80.59
2026-03-24T10:16:00Z,20.92,78.00
2026-03-24T10:18:00Z,20.92,78.00
2026-03-24T10:19:00Z,20.92,79.00
2026-03-24T10:20:00Z,21.00,82.00
2026-03-24T10:21:00Z,20.00,80.95
2026-03-24T10:22:00Z,20.00,81.00
2026-03-24T10:23:00Z,21.00,81.00
2026-03-24T10:24:00Z,21.00,81.00
2026-03-24T10:25:00Z,21.00,82.00
2026-03-24T10:26:00Z,20.00,81.00
2026-03-24T10:27:00Z,20.00,83.02
2026-03-24T10:28:00Z,12.24,86.56
2026-03-24T10:29:00Z,12.24,88.00
2026-03-24T10:30:00Z,19.24,81.36
2026-03-24T10:31:00Z,21.76,79.45
2026-03-24T10:32:00Z,24.00,79.18
2026-03-24T10:33:00Z,24.00,80.81
2026-03-24T10:34:00Z,21.08,79.32
2026-03-24T10:35:00Z,22.95,78.68
2026-03-24T10:37:00Z,22.95,77.39
2026-03-24T10:38:00Z,25.17,79.25
2026-03-24T10:39:00Z,26.47,77.56
2026-03-24T10:40:00Z,21.56,80.00
2026-03-24T10:41:00Z,21.56,80.00
2026-03-24T10:42:00Z,23.00,78.94
2026-03-24T10:43:00Z,17.00,79.05
2026-03-24T10:44:00Z,26.00,76.38
2026-03-24T10:45:00Z,25.00,74.68
2026-03-24T10:46:00Z,24.00,77.07
2026-03-24T10:47:00Z,23.58,77.07
2026-03-24T10:48:00Z,22.00,79.51
2026-03-24T10:49:00Z,18.00,83.00
2026-03-24T10:51:00Z,18.00,82.00
2026-03-24T10:52:00Z,14.86,83.64
2026-03-24T10:53:00Z,20.85,78.59
2026-03-24T10:54:00Z,19.68,85.00
2026-03-24T10:55:00Z,21.35,82.47
2026-03-24T10:56:00Z,21.05,81.66
2026-03-24T10:57:00Z,21.05,86.01
2026-03-24T10:58:00Z,21.05,86.53
2026-03-24T10:59:00Z,21.81,81.87
2026-03-24T11:00:00Z,15.41,83.44
2026-03-24T11:01:00Z,18.65,81.14
2026-03-24T11:02:00Z,18.66,81.14
2026-03-24T11:03:00Z,25.23,75.42
2026-03-24T11:04:00Z,26.82,74.89
2026-03-24T11:05:00Z,23.12,79.10
2026-03-24T11:06:00Z,19.00,82.62
2026-03-24T11:07:00Z,18.30,82.36
2026-03-24T11:08:00Z,15.43,83.71
2026-03-24T11:09:00Z,8.43,90.39
2026-03-24T11:10:00Z,3.77,95.46
2026-03-24T11:11:00Z,3.00,97.13
2026-03-24T11:12:00Z,1.32,98.82
2026-03-24T11:13:00Z,1.51,99.00
2026-03-24T11:14:00Z,1.51,99.00
2026-03-24T11:15:00Z,1.51,99.00
2026-03-24T11:16:00Z,1.51,99.00
2026-03-24T11:17:00Z,1.51,99.00
2026-03-24T11:18:00Z,1.51,99.00
2026-03-24T11:21:00Z,1.51,99.00
2026-03-24T11:22:00Z,1.51,99.00
2026-03-24T11:23:00Z,1.51,99.00
