# event_ticker=KXATPCHALLENGERMATCH-26MAR13BERSAM
# final_score=6-4 7-5
# match_winner=Toby Samuel
# fav_player=Toby Samuel
# dog_player=Robin Bertrand
# kalshi_date=2026-03-13
timestamp,Toby Samuel,Robin Bertrand
2026-03-12T23:18:00Z,85.00,
2026-03-13T01:33:00Z,80.28,19.00
2026-03-13T02:31:00Z,80.28,18.00
2026-03-13T02:35:00Z,80.28,18.00
2026-03-13T02:47:00Z,80.28,18.00
2026-03-13T03:40:00Z,83.00,18.00
2026-03-13T04:02:00Z,83.00,18.00
2026-03-13T04:09:00Z,83.00,18.00
2026-03-13T04:14:00Z,83.00,18.00
2026-03-13T04:20:00Z,83.00,18.00
2026-03-13T04:28:00Z,83.00,18.00
2026-03-13T04:29:00Z,83.44,18.00
2026-03-13T04:36:00Z,84.20,18.00
2026-03-13T04:43:00Z,86.00,18.00
2026-03-13T04:46:00Z,86.00,17.00
2026-03-13T05:24:00Z,86.00,15.00
2026-03-13T05:36:00Z,86.00,15.00
2026-03-13T05:37:00Z,86.00,15.00
2026-03-13T05:41:00Z,86.00,15.00
2026-03-13T05:53:00Z,86.00,17.00
2026-03-13T05:56:00Z,86.00,17.00
2026-03-13T05:58:00Z,85.00,17.00
2026-03-13T06:03:00Z,85.00,16.00
2026-03-13T06:20:00Z,85.00,16.00
2026-03-13T06:22:00Z,83.00,16.00
2026-03-13T06:30:00Z,85.00,16.00
2026-03-13T06:47:00Z,85.00,16.00
2026-03-13T06:50:00Z,85.00,16.00
2026-03-13T07:10:00Z,84.97,16.00
2026-03-13T07:44:00Z,85.36,16.00
2026-03-13T07:52:00Z,86.42,16.00
2026-03-13T07:54:00Z,86.42,16.00
2026-03-13T07:59:00Z,86.42,16.00
2026-03-13T08:11:00Z,86.42,14.00
2026-03-13T08:12:00Z,86.42,14.00
2026-03-13T08:31:00Z,86.42,14.00
2026-03-13T08:32:00Z,86.42,14.00
2026-03-13T08:35:00Z,87.00,14.00
2026-03-13T08:43:00Z,87.00,15.00
2026-03-13T09:10:00Z,87.00,15.00
2026-03-13T09:16:00Z,87.00,15.00
2026-03-13T09:17:00Z,87.00,15.00
2026-03-13T09:19:00Z,87.11,15.00
2026-03-13T09:21:00Z,87.00,15.00
2026-03-13T09:22:00Z,87.00,14.00
2026-03-13T09:27:00Z,87.00,15.00
2026-03-13T09:30:00Z,87.00,15.00
2026-03-13T09:32:00Z,87.00,15.00
2026-03-13T09:57:00Z,87.00,15.00
2026-03-13T09:58:00Z,87.00,15.00
2026-03-13T10:00:00Z,87.00,15.00
2026-03-13T10:03:00Z,87.00,15.00
2026-03-13T10:07:00Z,87.00,15.00
2026-03-13T10:09:00Z,87.00,15.00
2026-03-13T10:14:00Z,87.00,15.00
2026-03-13T10:17:00Z,87.00,15.00
2026-03-13T10:19:00Z,87.00,15.00
2026-03-13T10:20:00Z,87.00,15.00
2026-03-13T10:21:00Z,87.00,15.00
2026-03-13T10:23:00Z,88.90,15.00
2026-03-13T10:24:00Z,90.01,8.00
2026-03-13T10:25:00Z,91.05,9.00
2026-03-13T10:26:00Z,89.15,10.06
2026-03-13T10:27:00Z,90.00,10.79
2026-03-13T10:28:00Z,91.00,9.48
2026-03-13T10:29:00Z,91.10,8.02
2026-03-13T10:30:00Z,93.94,6.69
2026-03-13T10:31:00Z,93.94,6.00
2026-03-13T10:32:00Z,93.94,6.67
2026-03-13T10:33:00Z,93.00,7.00
2026-03-13T10:34:00Z,93.00,6.79
2026-03-13T10:35:00Z,95.00,7.44
2026-03-13T10:36:00Z,92.66,9.00
2026-03-13T10:37:00Z,92.66,9.99
2026-03-13T10:38:00Z,90.06,10.30
2026-03-13T10:39:00Z,90.06,10.94
2026-03-13T10:40:00Z,87.98,12.78
2026-03-13T10:41:00Z,87.98,17.59
2026-03-13T10:42:00Z,81.93,18.81
2026-03-13T10:43:00Z,79.51,19.95
2026-03-13T10:44:00Z,80.00,21.00
2026-03-13T10:45:00Z,78.46,20.30
2026-03-13T10:46:00Z,78.00,22.93
2026-03-13T10:47:00Z,75.00,23.12
2026-03-13T10:48:00Z,75.00,25.76
2026-03-13T10:49:00Z,68.52,36.01
2026-03-13T10:50:00Z,72.71,26.10
2026-03-13T10:51:00Z,77.31,23.66
2026-03-13T10:52:00Z,80.90,21.57
2026-03-13T10:53:00Z,84.06,17.72
2026-03-13T10:54:00Z,86.49,14.83
2026-03-13T10:55:00Z,82.95,17.13
2026-03-13T10:56:00Z,78.96,22.09
2026-03-13T10:57:00Z,78.91,20.81
2026-03-13T10:58:00Z,84.92,14.88
2026-03-13T10:59:00Z,79.00,20.13
2026-03-13T11:00:00Z,74.05,23.76
2026-03-13T11:01:00Z,76.00,24.81
2026-03-13T11:02:00Z,71.78,28.46
2026-03-13T11:03:00Z,71.78,31.54
2026-03-13T11:04:00Z,65.92,35.44
2026-03-13T11:05:00Z,69.22,37.52
2026-03-13T11:06:00Z,69.38,27.47
2026-03-13T11:07:00Z,78.56,26.63
2026-03-13T11:08:00Z,81.00,21.10
2026-03-13T11:09:00Z,82.00,19.04
2026-03-13T11:10:00Z,85.00,16.15
2026-03-13T11:11:00Z,87.97,10.98
2026-03-13T11:12:00Z,90.00,10.09
2026-03-13T11:13:00Z,90.00,8.43
2026-03-13T11:14:00Z,90.00,9.05
2026-03-13T11:15:00Z,93.59,6.45
2026-03-13T11:16:00Z,94.00,6.11
