# event_ticker=KXATPMATCH-25OCT06DARMUS
# final_score=7-5 7-6(1)
# score_resolution=7-5 7-6
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Luciano Darderi
# kalshi_date=2025-10-06
timestamp,Lorenzo Musetti,Luciano Darderi
2025-10-05T21:12:00Z,82.05,25.00
2025-10-05T21:13:00Z,78.00,25.00
2025-10-05T22:20:00Z,81.00,25.00
2025-10-05T22:29:00Z,81.00,21.00
2025-10-05T22:39:00Z,81.00,21.00
2025-10-05T22:54:00Z,81.00,21.00
2025-10-05T23:10:00Z,81.00,21.00
2025-10-05T23:20:00Z,81.00,21.00
2025-10-05T23:27:00Z,81.00,21.00
2025-10-05T23:31:00Z,81.00,21.00
2025-10-05T23:36:00Z,81.00,21.00
2025-10-05T23:43:00Z,81.00,21.00
2025-10-06T00:07:00Z,81.00,21.00
2025-10-06T00:22:00Z,81.00,21.00
2025-10-06T00:27:00Z,81.00,21.00
2025-10-06T00:29:00Z,80.00,21.00
2025-10-06T00:31:00Z,80.00,21.00
2025-10-06T00:34:00Z,80.00,21.00
2025-10-06T00:36:00Z,80.00,21.00
2025-10-06T00:56:00Z,80.00,21.00
2025-10-06T01:14:00Z,80.00,21.00
2025-10-06T01:16:00Z,80.00,21.00
2025-10-06T01:17:00Z,80.00,21.00
2025-10-06T01:27:00Z,80.00,21.00
2025-10-06T01:28:00Z,80.00,21.00
2025-10-06T01:30:00Z,80.00,21.00
2025-10-06T01:31:00Z,80.00,21.00
2025-10-06T01:35:00Z,80.00,21.00
2025-10-06T01:40:00Z,80.00,21.00
2025-10-06T01:41:00Z,80.00,21.00
2025-10-06T01:45:00Z,80.00,21.00
2025-10-06T01:53:00Z,80.00,21.00
2025-10-06T01:59:00Z,80.00,21.00
2025-10-06T02:14:00Z,80.00,21.00
2025-10-06T02:18:00Z,80.00,21.00
2025-10-06T02:24:00Z,80.00,21.00
2025-10-06T02:58:00Z,80.00,21.00
2025-10-06T03:21:00Z,80.00,21.00
2025-10-06T03:23:00Z,80.00,21.00
2025-10-06T03:35:00Z,80.00,21.00
2025-10-06T03:36:00Z,80.00,21.00
2025-10-06T03:44:00Z,80.00,21.00
2025-10-06T03:48:00Z,80.00,21.00
2025-10-06T03:52:00Z,80.00,21.00
2025-10-06T03:53:00Z,80.00,21.00
2025-10-06T03:56:00Z,80.00,21.00
2025-10-06T04:03:00Z,80.00,21.00
2025-10-06T04:05:00Z,80.00,21.00
2025-10-06T04:08:00Z,80.00,21.00
2025-10-06T04:09:00Z,80.00,21.00
2025-10-06T04:15:00Z,80.00,21.00
2025-10-06T04:19:00Z,80.00,21.00
2025-10-06T04:21:00Z,80.00,21.00
2025-10-06T04:24:00Z,80.00,21.00
2025-10-06T04:30:00Z,80.00,21.00
2025-10-06T04:31:00Z,80.00,21.00
2025-10-06T04:32:00Z,80.00,21.00
2025-10-06T04:36:00Z,80.00,21.00
2025-10-06T04:46:00Z,80.00,21.00
2025-10-06T04:49:00Z,80.00,21.00
2025-10-06T04:59:00Z,80.00,21.00
2025-10-06T05:01:00Z,80.00,21.00
2025-10-06T05:03:00Z,80.00,21.00
2025-10-06T05:04:00Z,80.94,21.00
2025-10-06T05:08:00Z,81.00,21.00
2025-10-06T05:10:00Z,81.00,21.00
2025-10-06T05:14:00Z,81.00,21.00
2025-10-06T05:15:00Z,81.00,21.00
2025-10-06T05:26:00Z,81.00,21.00
2025-10-06T05:27:00Z,81.00,21.00
2025-10-06T05:28:00Z,81.00,21.00
2025-10-06T05:33:00Z,81.00,21.00
2025-10-06T05:36:00Z,81.00,21.00
2025-10-06T05:38:00Z,81.00,21.00
2025-10-06T05:42:00Z,81.00,21.00
2025-10-06T05:49:00Z,81.00,21.00
2025-10-06T05:54:00Z,81.00,21.00
2025-10-06T05:57:00Z,81.00,21.00
2025-10-06T05:58:00Z,81.00,21.00
2025-10-06T05:59:00Z,81.00,21.00
2025-10-06T06:01:00Z,81.00,21.00
2025-10-06T06:02:00Z,81.00,19.21
2025-10-06T06:03:00Z,81.00,20.00
2025-10-06T06:05:00Z,81.00,20.00
2025-10-06T06:06:00Z,81.00,20.00
2025-10-06T06:10:00Z,81.00,20.00
2025-10-06T06:12:00Z,81.00,20.00
