# event_ticker=KXATPMATCH-25OCT06DARMUS
# final_score=7-5 7-6(1)
# score_resolution=7-5 7-6
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Luciano Darderi
# kalshi_date=2025-10-06
timestamp,Lorenzo Musetti,Luciano Darderi
2025-10-06T06:14:00Z,81.00,20.48
2025-10-06T06:23:00Z,81.00,21.00
2025-10-06T06:25:00Z,81.00,21.00
2025-10-06T06:28:00Z,81.00,21.00
2025-10-06T06:33:00Z,81.00,21.00
2025-10-06T06:34:00Z,81.00,21.00
2025-10-06T06:35:00Z,81.00,19.00
2025-10-06T06:39:00Z,81.00,19.00
2025-10-06T06:40:00Z,81.00,20.00
2025-10-06T06:41:00Z,81.00,20.00
2025-10-06T06:44:00Z,81.00,20.00
2025-10-06T06:45:00Z,81.00,20.00
2025-10-06T06:52:00Z,81.00,20.00
2025-10-06T06:55:00Z,81.00,20.00
2025-10-06T06:56:00Z,81.00,20.00
2025-10-06T06:57:00Z,81.00,19.00
2025-10-06T06:58:00Z,81.00,20.00
2025-10-06T07:03:00Z,81.00,20.00
2025-10-06T07:04:00Z,81.00,20.00
2025-10-06T07:06:00Z,81.00,20.00
2025-10-06T07:08:00Z,81.00,21.00
2025-10-06T07:10:00Z,81.00,21.00
2025-10-06T07:15:00Z,81.00,21.00
2025-10-06T07:23:00Z,81.00,21.00
2025-10-06T07:26:00Z,81.00,21.00
2025-10-06T07:30:00Z,81.00,21.00
2025-10-06T07:31:00Z,81.00,21.00
2025-10-06T07:52:00Z,81.00,21.00
2025-10-06T07:57:00Z,81.00,21.00
2025-10-06T07:59:00Z,81.00,21.00
2025-10-06T08:05:00Z,81.00,21.00
2025-10-06T08:10:00Z,81.00,21.00
2025-10-06T08:13:00Z,81.00,21.00
2025-10-06T08:16:00Z,81.00,21.00
2025-10-06T08:26:00Z,81.00,21.72
2025-10-06T08:28:00Z,81.00,19.80
2025-10-06T08:30:00Z,81.00,21.00
2025-10-06T08:33:00Z,81.00,19.00
2025-10-06T08:34:00Z,81.00,19.00
2025-10-06T08:36:00Z,81.00,19.00
2025-10-06T08:40:00Z,81.00,21.00
2025-10-06T08:41:00Z,81.00,21.66
2025-10-06T08:42:00Z,80.31,21.66
2025-10-06T08:43:00Z,79.00,20.87
2025-10-06T08:44:00Z,79.00,21.00
2025-10-06T08:45:00Z,76.33,25.55
2025-10-06T08:46:00Z,76.79,26.36
2025-10-06T08:47:00Z,76.79,21.00
2025-10-06T08:48:00Z,80.85,21.00
2025-10-06T08:49:00Z,80.00,22.88
2025-10-06T08:50:00Z,80.00,22.16
2025-10-06T08:51:00Z,77.00,23.03
2025-10-06T08:52:00Z,77.20,24.96
2025-10-06T08:54:00Z,79.00,23.00
2025-10-06T08:55:00Z,79.00,24.07
2025-10-06T08:56:00Z,78.00,30.61
2025-10-06T08:57:00Z,75.01,30.61
2025-10-06T08:58:00Z,75.01,23.01
2025-10-06T08:59:00Z,75.01,22.78
2025-10-06T09:00:00Z,76.30,23.78
2025-10-06T09:01:00Z,79.98,20.45
2025-10-06T09:02:00Z,84.51,16.41
2025-10-06T09:03:00Z,87.41,15.00
2025-10-06T09:04:00Z,87.41,8.60
2025-10-06T09:05:00Z,87.41,9.82
2025-10-06T09:06:00Z,87.41,6.00
2025-10-06T09:07:00Z,92.00,8.00
2025-10-06T09:08:00Z,92.00,9.00
2025-10-06T09:09:00Z,92.00,8.24
2025-10-06T09:10:00Z,92.88,9.00
2025-10-06T09:11:00Z,92.88,8.00
2025-10-06T09:12:00Z,91.00,8.00
2025-10-06T09:13:00Z,89.00,12.88
2025-10-06T09:14:00Z,87.00,13.99
2025-10-06T09:15:00Z,87.09,14.02
2025-10-06T09:16:00Z,78.00,22.22
2025-10-06T09:17:00Z,78.02,26.30
2025-10-06T09:18:00Z,80.00,26.34
2025-10-06T09:19:00Z,75.05,27.61
2025-10-06T09:20:00Z,72.81,27.01
2025-10-06T09:21:00Z,75.00,26.52
2025-10-06T09:22:00Z,78.00,24.00
2025-10-06T09:23:00Z,82.10,14.94
2025-10-06T09:24:00Z,79.97,22.17
2025-10-06T09:25:00Z,79.97,23.74
2025-10-06T09:26:00Z,76.09,24.00
2025-10-06T09:27:00Z,79.80,21.00
2025-10-06T09:28:00Z,80.00,22.49
2025-10-06T09:29:00Z,80.00,20.52
2025-10-06T09:30:00Z,81.95,20.98
2025-10-06T09:31:00Z,79.00,23.11
2025-10-06T09:32:00Z,79.00,20.30
2025-10-06T09:33:00Z,78.00,24.81
2025-10-06T09:34:00Z,77.60,26.00
2025-10-06T09:36:00Z,79.00,26.00
2025-10-06T09:37:00Z,80.00,20.00
2025-10-06T09:38:00Z,80.00,23.38
2025-10-06T09:39:00Z,80.00,24.50
2025-10-06T09:40:00Z,82.27,18.41
2025-10-06T09:41:00Z,86.27,10.08
2025-10-06T09:42:00Z,87.02,13.00
2025-10-06T09:43:00Z,88.91,11.91
2025-10-06T09:44:00Z,91.67,8.00
2025-10-06T09:45:00Z,93.00,7.67
2025-10-06T09:46:00Z,93.00,8.00
2025-10-06T09:48:00Z,92.00,8.07
2025-10-06T09:49:00Z,90.85,11.22
2025-10-06T09:50:00Z,90.85,9.00
2025-10-06T09:51:00Z,90.85,9.52
2025-10-06T09:52:00Z,90.85,8.00
2025-10-06T09:53:00Z,90.00,11.62
2025-10-06T09:54:00Z,88.29,11.28
2025-10-06T09:55:00Z,88.29,10.91
2025-10-06T09:56:00Z,88.29,11.00
2025-10-06T09:57:00Z,87.00,13.42
2025-10-06T09:58:00Z,88.00,15.43
2025-10-06T09:59:00Z,80.85,20.39
2025-10-06T10:00:00Z,80.00,20.00
2025-10-06T10:01:00Z,79.00,20.29
2025-10-06T10:02:00Z,77.00,24.97
2025-10-06T10:03:00Z,78.00,24.97
2025-10-06T10:04:00Z,82.59,13.63
2025-10-06T10:05:00Z,82.59,11.00
2025-10-06T10:06:00Z,86.00,13.33
2025-10-06T10:07:00Z,86.04,15.76
2025-10-06T10:08:00Z,86.04,13.09
2025-10-06T10:09:00Z,89.33,13.12
2025-10-06T10:10:00Z,89.81,10.96
2025-10-06T10:11:00Z,91.78,9.53
2025-10-06T10:12:00Z,92.00,8.72
2025-10-06T10:13:00Z,92.00,9.00
2025-10-06T10:14:00Z,92.00,9.00
2025-10-06T10:15:00Z,93.00,6.85
2025-10-06T10:16:00Z,89.00,9.89
2025-10-06T10:17:00Z,89.00,12.59
2025-10-06T10:18:00Z,89.29,12.59
2025-10-06T10:19:00Z,93.00,8.00
2025-10-06T10:20:00Z,93.00,8.00
2025-10-06T10:21:00Z,93.00,7.11
2025-10-06T10:22:00Z,93.00,7.00
2025-10-06T10:23:00Z,93.00,7.00
2025-10-06T10:24:00Z,95.74,5.13
2025-10-06T10:25:00Z,92.00,8.86
2025-10-06T10:26:00Z,91.00,10.69
2025-10-06T10:27:00Z,91.00,10.41
2025-10-06T10:28:00Z,92.14,10.00
2025-10-06T10:29:00Z,85.09,14.92
2025-10-06T10:30:00Z,86.41,15.99
2025-10-06T10:31:00Z,89.30,8.51
2025-10-06T10:32:00Z,92.40,9.25
2025-10-06T10:33:00Z,92.92,9.00
2025-10-06T10:34:00Z,91.00,9.28
2025-10-06T10:35:00Z,89.00,12.68
2025-10-06T10:36:00Z,88.00,14.17
2025-10-06T10:37:00Z,84.60,16.52
2025-10-06T10:38:00Z,74.33,25.96
2025-10-06T10:39:00Z,79.00,23.47
2025-10-06T10:40:00Z,83.91,20.57
2025-10-06T10:41:00Z,90.93,11.43
2025-10-06T10:42:00Z,91.02,10.56
2025-10-06T10:43:00Z,90.00,11.07
2025-10-06T10:44:00Z,90.09,11.00
2025-10-06T10:45:00Z,88.40,12.27
2025-10-06T10:46:00Z,88.33,14.64
2025-10-06T10:47:00Z,89.90,15.00
2025-10-06T10:48:00Z,93.95,5.87
2025-10-06T10:49:00Z,98.49,1.42
2025-10-06T10:50:00Z,98.49,1.58
2025-10-06T10:51:00Z,99.00,1.00
2025-10-06T10:55:00Z,99.00,1.00
2025-10-06T10:56:00Z,99.00,1.00
