# event_ticker=KXATPMATCH-26JAN06MEDTIA
# final_score=6-3 6-2
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Frances Tiafoe
# kalshi_date=2026-01-06
timestamp,Daniil Medvedev,Frances Tiafoe
2026-01-06T15:52:00Z,,29.00
2026-01-06T15:53:00Z,73.00,29.00
2026-01-06T16:04:00Z,73.00,29.00
2026-01-06T16:26:00Z,73.00,29.00
2026-01-06T16:44:00Z,75.00,29.00
2026-01-06T16:59:00Z,75.00,27.00
2026-01-06T18:45:00Z,75.00,27.00
2026-01-06T18:49:00Z,75.00,26.00
2026-01-06T19:07:00Z,75.00,26.00
2026-01-06T19:10:00Z,75.00,26.00
2026-01-06T19:28:00Z,75.00,26.00
2026-01-06T19:43:00Z,75.00,26.00
2026-01-06T19:51:00Z,75.00,26.00
2026-01-06T19:54:00Z,75.00,26.00
2026-01-06T19:55:00Z,75.00,26.00
2026-01-06T20:18:00Z,75.00,26.00
2026-01-06T20:21:00Z,75.00,26.00
2026-01-06T20:32:00Z,75.00,26.00
2026-01-06T20:33:00Z,75.00,26.00
2026-01-06T20:54:00Z,75.00,26.00
2026-01-06T21:03:00Z,75.00,26.00
2026-01-06T21:08:00Z,75.00,26.00
2026-01-06T21:21:00Z,75.00,26.00
2026-01-06T21:22:00Z,75.00,26.00
2026-01-06T21:23:00Z,75.00,26.00
2026-01-06T21:40:00Z,75.00,26.37
2026-01-06T21:43:00Z,75.00,27.00
2026-01-06T21:56:00Z,75.00,27.00
2026-01-06T22:03:00Z,75.00,27.00
2026-01-06T22:07:00Z,75.00,27.00
2026-01-06T22:09:00Z,75.00,25.00
2026-01-06T22:12:00Z,75.00,25.00
2026-01-06T22:32:00Z,74.00,25.00
2026-01-06T22:39:00Z,74.00,25.00
2026-01-06T22:54:00Z,74.00,25.00
2026-01-06T23:04:00Z,74.00,25.00
2026-01-06T23:07:00Z,74.00,27.00
2026-01-06T23:12:00Z,74.00,27.00
2026-01-06T23:16:00Z,74.00,27.00
2026-01-06T23:50:00Z,74.00,27.00
2026-01-07T00:03:00Z,74.00,27.00
2026-01-07T00:08:00Z,74.00,27.00
2026-01-07T00:18:00Z,74.00,27.00
2026-01-07T00:21:00Z,74.00,27.00
2026-01-07T00:22:00Z,74.00,27.00
2026-01-07T00:30:00Z,74.00,27.00
2026-01-07T00:32:00Z,74.00,27.00
2026-01-07T00:38:00Z,74.00,27.00
2026-01-07T00:45:00Z,74.00,27.00
2026-01-07T00:56:00Z,74.00,27.00
2026-01-07T00:57:00Z,74.91,27.00
2026-01-07T01:15:00Z,74.91,27.00
2026-01-07T01:25:00Z,74.91,27.00
2026-01-07T01:35:00Z,74.91,27.00
2026-01-07T01:37:00Z,75.00,27.00
2026-01-07T01:51:00Z,75.00,27.00
2026-01-07T01:53:00Z,75.00,27.00
2026-01-07T01:54:00Z,75.00,27.00
2026-01-07T01:55:00Z,75.00,27.00
2026-01-07T02:08:00Z,75.00,27.00
2026-01-07T02:15:00Z,75.00,27.00
2026-01-07T02:16:00Z,75.00,27.00
2026-01-07T02:27:00Z,75.00,27.00
2026-01-07T02:28:00Z,75.00,27.00
2026-01-07T02:29:00Z,75.00,27.00
2026-01-07T02:31:00Z,74.00,27.00
2026-01-07T02:32:00Z,74.00,27.94
2026-01-07T02:35:00Z,74.00,27.94
2026-01-07T02:37:00Z,74.00,27.94
2026-01-07T02:40:00Z,73.00,27.94
2026-01-07T02:45:00Z,73.00,27.62
2026-01-07T02:47:00Z,73.00,27.00
2026-01-07T02:49:00Z,73.00,28.00
2026-01-07T02:50:00Z,73.00,28.00
2026-01-07T02:51:00Z,74.00,28.00
2026-01-07T02:52:00Z,74.00,28.00
2026-01-07T02:58:00Z,74.00,28.00
2026-01-07T03:00:00Z,74.00,27.00
2026-01-07T03:03:00Z,74.00,28.00
2026-01-07T03:06:00Z,74.00,28.00
2026-01-07T03:07:00Z,74.00,28.00
2026-01-07T03:10:00Z,74.00,28.00
2026-01-07T03:12:00Z,74.00,28.00
2026-01-07T03:13:00Z,74.00,28.00
2026-01-07T03:17:00Z,74.00,28.00
2026-01-07T03:18:00Z,73.68,28.00
2026-01-07T03:19:00Z,74.00,28.00
2026-01-07T03:20:00Z,71.59,28.00
2026-01-07T03:21:00Z,74.42,28.00
2026-01-07T03:22:00Z,74.70,27.74
2026-01-07T03:23:00Z,74.70,27.00
2026-01-07T03:24:00Z,74.67,27.00
2026-01-07T03:25:00Z,75.44,27.00
2026-01-07T03:26:00Z,76.00,27.00
2026-01-07T03:27:00Z,75.49,25.64
2026-01-07T03:28:00Z,76.00,26.00
2026-01-07T03:29:00Z,75.64,26.00
2026-01-07T03:30:00Z,75.00,28.00
2026-01-07T03:31:00Z,74.43,28.76
2026-01-07T03:32:00Z,76.00,28.14
2026-01-07T03:33:00Z,76.17,28.14
2026-01-07T03:34:00Z,76.44,27.00
2026-01-07T03:35:00Z,76.25,26.13
2026-01-07T03:36:00Z,73.69,29.89
2026-01-07T03:37:00Z,74.31,26.39
2026-01-07T03:38:00Z,73.37,27.62
2026-01-07T03:39:00Z,75.25,27.00
2026-01-07T03:40:00Z,72.98,29.45
2026-01-07T03:41:00Z,73.85,28.55
2026-01-07T03:42:00Z,74.98,27.00
2026-01-07T03:43:00Z,76.52,26.70
2026-01-07T03:44:00Z,80.99,25.00
2026-01-07T03:45:00Z,83.96,17.64
2026-01-07T03:46:00Z,81.38,20.12
2026-01-07T03:47:00Z,77.81,21.07
2026-01-07T03:48:00Z,82.16,17.64
2026-01-07T03:49:00Z,88.35,13.69
2026-01-07T03:50:00Z,89.61,10.20
2026-01-07T03:51:00Z,90.96,10.00
2026-01-07T03:52:00Z,91.21,8.70
2026-01-07T03:53:00Z,90.69,9.04
2026-01-07T03:54:00Z,89.60,11.19
2026-01-07T03:55:00Z,89.94,11.81
2026-01-07T03:56:00Z,90.40,10.21
2026-01-07T03:57:00Z,90.28,11.24
2026-01-07T03:58:00Z,89.00,11.00
2026-01-07T03:59:00Z,89.00,10.80
2026-01-07T04:00:00Z,89.20,10.30
2026-01-07T04:01:00Z,88.00,14.02
2026-01-07T04:02:00Z,88.81,12.00
2026-01-07T04:03:00Z,89.97,11.01
2026-01-07T04:04:00Z,93.00,8.47
2026-01-07T04:05:00Z,92.27,8.75
2026-01-07T04:06:00Z,94.00,9.87
2026-01-07T04:07:00Z,95.86,4.45
2026-01-07T04:08:00Z,96.00,4.09
2026-01-07T04:09:00Z,97.37,3.28
2026-01-07T04:10:00Z,97.01,3.82
2026-01-07T04:11:00Z,97.56,2.03
2026-01-07T04:12:00Z,96.71,5.00
2026-01-07T04:13:00Z,97.02,4.55
2026-01-07T04:14:00Z,97.03,4.00
2026-01-07T04:15:00Z,97.01,3.22
2026-01-07T04:16:00Z,97.00,3.68
2026-01-07T04:17:00Z,97.00,3.31
2026-01-07T04:18:00Z,96.86,3.16
2026-01-07T04:19:00Z,98.00,2.00
2026-01-07T04:20:00Z,98.00,4.55
2026-01-07T04:21:00Z,99.00,3.00
2026-01-07T04:22:00Z,99.00,1.00
2026-01-07T04:23:00Z,99.00,1.00
2026-01-07T04:24:00Z,99.00,1.00
2026-01-07T04:25:00Z,99.00,1.00
2026-01-07T04:26:00Z,99.00,1.00
2026-01-07T04:27:00Z,99.00,1.00
2026-01-07T04:28:00Z,99.00,1.00
2026-01-07T04:31:00Z,99.00,1.00
2026-01-07T04:32:00Z,99.00,1.00
