# event_ticker=KXATPMATCH-25JUL16WALBAS
# final_score=6-1 6-0
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Nishesh Basavareddy
# kalshi_date=2025-07-16
timestamp,Adam Walton,Nishesh Basavareddy
2025-07-16T21:39:00Z,,61.00
2025-07-16T21:43:00Z,,61.00
2025-07-16T22:09:00Z,41.00,61.00
2025-07-16T22:10:00Z,41.00,61.00
2025-07-16T23:25:00Z,41.00,61.00
2025-07-16T23:32:00Z,41.00,61.00
2025-07-16T23:34:00Z,41.00,61.00
2025-07-16T23:43:00Z,40.00,61.00
2025-07-17T00:20:00Z,40.00,61.00
2025-07-17T00:34:00Z,40.00,61.00
2025-07-17T00:35:00Z,40.00,61.00
2025-07-17T00:41:00Z,41.00,61.00
2025-07-17T00:50:00Z,39.00,63.10
2025-07-17T00:52:00Z,38.00,63.10
2025-07-17T01:00:00Z,38.00,62.00
2025-07-17T01:01:00Z,38.28,62.00
2025-07-17T01:02:00Z,38.02,62.00
2025-07-17T01:21:00Z,38.02,60.00
2025-07-17T01:38:00Z,38.02,60.00
2025-07-17T01:47:00Z,39.00,60.00
2025-07-17T01:51:00Z,36.00,60.00
2025-07-17T01:56:00Z,38.95,60.00
2025-07-17T01:59:00Z,39.00,60.00
2025-07-17T02:02:00Z,39.00,60.00
2025-07-17T02:03:00Z,39.00,60.00
2025-07-17T02:09:00Z,39.00,60.00
2025-07-17T03:08:00Z,39.00,60.00
2025-07-17T03:10:00Z,39.00,60.00
2025-07-17T03:15:00Z,39.00,60.00
2025-07-17T03:29:00Z,39.00,60.00
2025-07-17T03:44:00Z,39.00,60.00
2025-07-17T03:48:00Z,39.00,60.00
2025-07-17T03:49:00Z,39.00,60.00
2025-07-17T03:50:00Z,39.00,60.00
2025-07-17T03:51:00Z,39.00,60.00
2025-07-17T03:52:00Z,39.00,60.00
2025-07-17T03:54:00Z,39.00,60.00
2025-07-17T03:55:00Z,40.00,60.00
2025-07-17T03:56:00Z,40.00,60.00
2025-07-17T03:58:00Z,40.00,60.00
2025-07-17T04:05:00Z,40.00,61.00
2025-07-17T04:10:00Z,40.00,61.34
2025-07-17T04:18:00Z,40.00,62.00
2025-07-17T04:21:00Z,40.00,62.00
2025-07-17T04:23:00Z,40.00,62.00
2025-07-17T04:24:00Z,40.00,62.00
2025-07-17T04:29:00Z,40.00,64.43
2025-07-17T04:30:00Z,38.00,64.43
2025-07-17T04:34:00Z,38.00,64.43
2025-07-17T04:36:00Z,38.00,63.00
2025-07-17T04:41:00Z,38.00,63.00
2025-07-17T04:43:00Z,38.00,63.00
2025-07-17T04:44:00Z,38.00,63.00
2025-07-17T04:45:00Z,38.00,63.00
2025-07-17T04:48:00Z,38.00,63.00
2025-07-17T04:53:00Z,38.00,63.00
2025-07-17T04:57:00Z,38.00,63.00
2025-07-17T05:03:00Z,38.00,63.00
2025-07-17T05:09:00Z,38.00,61.08
2025-07-17T05:10:00Z,38.00,63.00
2025-07-17T05:11:00Z,38.41,62.88
2025-07-17T05:15:00Z,40.00,62.00
2025-07-17T05:16:00Z,40.00,62.00
2025-07-17T05:17:00Z,40.00,62.00
2025-07-17T05:18:00Z,40.00,62.00
2025-07-17T05:25:00Z,40.00,62.00
2025-07-17T05:31:00Z,40.00,62.00
2025-07-17T05:34:00Z,40.00,62.00
2025-07-17T05:36:00Z,40.16,62.00
2025-07-17T05:37:00Z,40.60,62.00
2025-07-17T05:38:00Z,38.00,62.00
2025-07-17T05:39:00Z,38.00,62.00
2025-07-17T05:40:00Z,38.02,63.93
2025-07-17T05:41:00Z,37.00,64.00
2025-07-17T05:42:00Z,36.27,65.65
2025-07-17T05:43:00Z,38.65,63.98
2025-07-17T05:44:00Z,40.20,62.00
2025-07-17T05:45:00Z,40.79,60.71
2025-07-17T05:46:00Z,42.50,59.46
2025-07-17T05:47:00Z,44.67,57.61
2025-07-17T05:48:00Z,42.11,59.00
2025-07-17T05:49:00Z,42.57,58.91
2025-07-17T05:50:00Z,45.17,58.00
2025-07-17T05:51:00Z,43.00,58.09
2025-07-17T05:52:00Z,43.00,59.00
2025-07-17T05:53:00Z,41.44,60.00
2025-07-17T05:54:00Z,41.27,61.00
2025-07-17T05:55:00Z,41.00,61.00
2025-07-17T05:56:00Z,44.60,58.50
2025-07-17T05:57:00Z,44.31,63.10
2025-07-17T05:58:00Z,45.63,72.93
2025-07-17T05:59:00Z,48.37,63.00
2025-07-17T06:00:00Z,46.16,64.86
2025-07-17T06:01:00Z,56.04,57.00
2025-07-17T06:02:00Z,63.07,52.55
2025-07-17T06:03:00Z,66.00,41.59
2025-07-17T06:04:00Z,70.25,45.00
