# event_ticker=KXATPMATCH-25JUL16WALBAS
# final_score=6-1 6-0
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Nishesh Basavareddy
# kalshi_date=2025-07-16
timestamp,Adam Walton,Nishesh Basavareddy
2025-07-17T06:05:00Z,72.29,40.64
2025-07-17T06:06:00Z,72.86,36.09
2025-07-17T06:07:00Z,74.52,34.26
2025-07-17T06:09:00Z,76.00,46.77
2025-07-17T06:10:00Z,76.00,45.00
2025-07-17T06:11:00Z,65.01,41.00
2025-07-17T06:12:00Z,75.35,26.00
2025-07-17T06:13:00Z,78.11,28.29
2025-07-17T06:14:00Z,69.22,31.63
2025-07-17T06:15:00Z,74.00,31.63
2025-07-17T06:16:00Z,78.00,31.63
2025-07-17T06:17:00Z,75.79,31.63
2025-07-17T06:18:00Z,77.06,25.00
2025-07-17T06:19:00Z,75.35,25.00
2025-07-17T06:20:00Z,78.40,25.95
2025-07-17T06:21:00Z,81.04,25.95
2025-07-17T06:22:00Z,80.42,24.00
2025-07-17T06:23:00Z,77.48,26.00
2025-07-17T06:24:00Z,80.26,24.11
2025-07-17T06:25:00Z,78.59,25.00
2025-07-17T06:26:00Z,78.00,24.00
2025-07-17T06:27:00Z,78.00,24.00
2025-07-17T06:28:00Z,78.42,25.00
2025-07-17T06:29:00Z,82.82,23.32
2025-07-17T06:30:00Z,85.74,23.01
2025-07-17T06:31:00Z,85.74,23.74
2025-07-17T06:32:00Z,87.10,23.74
2025-07-17T06:33:00Z,93.83,13.00
2025-07-17T06:34:00Z,93.83,9.42
2025-07-17T06:36:00Z,98.00,9.42
2025-07-17T06:37:00Z,98.00,9.00
2025-07-17T06:38:00Z,98.00,9.07
2025-07-17T06:39:00Z,97.58,2.00
2025-07-17T06:40:00Z,98.01,2.00
2025-07-17T06:41:00Z,98.00,2.00
2025-07-17T06:42:00Z,96.26,1.00
2025-07-17T06:43:00Z,96.26,2.00
2025-07-17T06:44:00Z,96.26,2.00
2025-07-17T06:45:00Z,98.57,2.00
2025-07-17T06:46:00Z,99.00,2.44
2025-07-17T06:47:00Z,98.00,2.44
2025-07-17T06:48:00Z,98.00,3.00
2025-07-17T06:49:00Z,98.00,3.00
2025-07-17T06:51:00Z,99.00,3.00
2025-07-17T06:52:00Z,99.00,3.00
2025-07-17T06:53:00Z,99.00,1.25
2025-07-17T06:54:00Z,99.00,1.25
2025-07-17T06:55:00Z,99.00,2.00
2025-07-17T06:57:00Z,99.00,2.00
2025-07-17T06:58:00Z,99.00,2.00
