# event_ticker=KXATPMATCH-25OCT16BASMPE
# final_score=7-5 RET
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Nikoloz Basilashvili
# kalshi_date=2025-10-16
timestamp,Giovanni Mpetshi Perricard,Nikoloz Basilashvili
2025-10-16T10:34:00Z,63.00,38.00
2025-10-16T10:35:00Z,63.00,39.00
2025-10-16T10:38:00Z,63.00,39.00
2025-10-16T10:39:00Z,62.00,39.00
2025-10-16T10:41:00Z,63.00,39.00
2025-10-16T10:42:00Z,63.00,39.00
2025-10-16T10:45:00Z,63.00,39.00
2025-10-16T10:46:00Z,63.00,39.00
2025-10-16T10:47:00Z,63.00,39.00
2025-10-16T10:49:00Z,63.00,38.00
2025-10-16T10:50:00Z,63.00,38.00
2025-10-16T10:51:00Z,64.00,37.00
2025-10-16T10:54:00Z,64.00,37.42
2025-10-16T10:57:00Z,64.00,37.42
2025-10-16T10:58:00Z,64.00,38.00
2025-10-16T11:03:00Z,64.00,38.00
2025-10-16T11:05:00Z,62.00,39.00
2025-10-16T11:07:00Z,62.00,39.00
2025-10-16T11:08:00Z,62.00,39.00
2025-10-16T11:10:00Z,62.00,39.00
2025-10-16T11:12:00Z,62.00,39.00
2025-10-16T11:13:00Z,62.00,39.00
2025-10-16T11:15:00Z,63.28,38.00
2025-10-16T11:18:00Z,63.28,38.42
2025-10-16T11:19:00Z,63.66,38.42
2025-10-16T11:21:00Z,63.49,38.00
2025-10-16T11:22:00Z,64.00,38.00
2025-10-16T11:23:00Z,64.00,38.00
2025-10-16T11:24:00Z,63.00,38.00
2025-10-16T11:25:00Z,64.00,38.00
2025-10-16T11:26:00Z,64.00,38.00
2025-10-16T11:27:00Z,64.00,38.00
2025-10-16T11:29:00Z,64.00,38.00
2025-10-16T11:30:00Z,63.00,38.00
2025-10-16T11:31:00Z,64.00,38.00
2025-10-16T11:33:00Z,64.00,36.00
2025-10-16T11:35:00Z,65.00,36.00
2025-10-16T11:36:00Z,64.79,36.00
2025-10-16T11:37:00Z,64.00,36.00
2025-10-16T11:38:00Z,64.00,36.00
2025-10-16T11:39:00Z,64.00,36.67
2025-10-16T11:40:00Z,65.96,40.00
2025-10-16T11:41:00Z,64.37,39.61
2025-10-16T11:42:00Z,75.30,36.80
2025-10-16T11:43:00Z,72.02,36.00
2025-10-16T11:44:00Z,64.55,39.00
2025-10-16T11:46:00Z,66.90,34.41
2025-10-16T11:47:00Z,69.69,40.54
2025-10-16T11:48:00Z,63.36,38.98
2025-10-16T11:49:00Z,74.26,37.50
2025-10-16T11:50:00Z,68.00,37.50
2025-10-16T11:51:00Z,66.00,38.00
2025-10-16T11:52:00Z,71.70,38.00
2025-10-16T11:53:00Z,64.00,40.03
2025-10-16T11:54:00Z,64.00,40.03
2025-10-16T11:55:00Z,65.00,40.03
2025-10-16T11:56:00Z,65.00,38.00
2025-10-16T11:57:00Z,65.00,36.00
2025-10-16T11:58:00Z,65.00,37.00
2025-10-16T11:59:00Z,65.00,37.00
2025-10-16T12:00:00Z,67.57,36.00
2025-10-16T12:01:00Z,65.00,36.00
2025-10-16T12:02:00Z,66.00,36.00
2025-10-16T12:03:00Z,66.00,38.28
2025-10-16T12:04:00Z,63.00,39.24
2025-10-16T12:05:00Z,63.94,39.42
2025-10-16T12:06:00Z,61.16,38.00
2025-10-16T12:07:00Z,66.95,37.00
2025-10-16T12:08:00Z,65.00,42.29
2025-10-16T12:09:00Z,69.80,34.70
2025-10-16T12:10:00Z,72.22,28.00
2025-10-16T12:11:00Z,83.84,20.66
2025-10-16T12:12:00Z,83.84,17.00
2025-10-16T12:13:00Z,86.00,16.00
2025-10-16T12:14:00Z,87.58,15.68
2025-10-16T12:15:00Z,88.08,13.58
2025-10-16T12:16:00Z,84.53,19.00
2025-10-16T12:17:00Z,84.53,8.65
2025-10-16T12:18:00Z,85.73,23.00
2025-10-16T12:19:00Z,85.73,21.00
2025-10-16T12:20:00Z,86.25,14.09
2025-10-16T12:21:00Z,90.00,16.00
2025-10-16T12:23:00Z,95.00,11.81
2025-10-16T12:24:00Z,98.11,2.37
2025-10-16T12:25:00Z,99.00,1.00
2025-10-16T12:26:00Z,99.00,1.00
2025-10-16T12:27:00Z,99.00,1.00
2025-10-16T12:28:00Z,99.00,1.00
2025-10-16T12:30:00Z,99.00,1.00
2025-10-16T12:31:00Z,99.00,1.00
2025-10-16T12:32:00Z,99.00,1.00
2025-10-16T12:33:00Z,99.00,1.00
2025-10-16T12:35:00Z,99.00,1.00
2025-10-16T12:36:00Z,99.00,1.00
2025-10-16T12:37:00Z,99.00,1.00
2025-10-16T12:39:00Z,99.00,1.00
2025-10-16T12:41:00Z,99.00,1.00
2025-10-16T12:46:00Z,99.00,1.00
2025-10-16T12:47:00Z,99.00,1.00
2025-10-16T12:49:00Z,99.00,1.00
2025-10-16T12:50:00Z,99.00,1.00
2025-10-16T12:53:00Z,99.00,1.00
2025-10-16T12:55:00Z,99.00,1.00
2025-10-16T12:57:00Z,99.00,1.00
2025-10-16T13:01:00Z,99.00,1.00
2025-10-16T13:04:00Z,99.00,1.00
2025-10-16T13:08:00Z,99.00,1.00
2025-10-16T13:09:00Z,99.00,1.00
2025-10-16T13:16:00Z,99.00,1.00
2025-10-16T13:19:00Z,99.00,1.00
2025-10-16T13:20:00Z,99.00,1.00
2025-10-16T13:21:00Z,99.00,1.00
2025-10-16T13:23:00Z,99.00,1.00
2025-10-16T13:25:00Z,99.00,1.00
2025-10-16T13:32:00Z,99.00,1.00
2025-10-16T13:34:00Z,99.00,1.00
2025-10-16T13:44:00Z,99.00,1.00
2025-10-16T13:55:00Z,99.00,1.00
2025-10-16T14:01:00Z,99.00,1.00
2025-10-16T14:03:00Z,99.00,1.00
2025-10-16T14:06:00Z,99.00,1.00
2025-10-16T14:11:00Z,99.00,1.00
2025-10-16T14:16:00Z,99.00,1.00
2025-10-16T14:17:00Z,99.00,1.00
2025-10-16T14:21:00Z,99.00,1.00
2025-10-16T14:23:00Z,99.00,1.00
2025-10-16T14:33:00Z,99.00,1.00
2025-10-16T14:34:00Z,99.00,1.00
2025-10-16T14:40:00Z,99.00,1.00
2025-10-16T14:47:00Z,99.00,1.00
2025-10-16T14:58:00Z,99.00,1.00
2025-10-16T15:01:00Z,99.00,1.00
2025-10-16T15:07:00Z,99.00,1.00
2025-10-16T15:11:00Z,99.00,1.00
