# event_ticker=KXATPMATCH-26MAY12SINPEL
# final_score=6-2 6-3
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Andrea Pellegrino
# kalshi_date=2026-05-12
timestamp,Jannik Sinner,Andrea Pellegrino
2026-05-12T06:08:00Z,97.00,3.00
2026-05-12T06:11:00Z,97.00,3.00
2026-05-12T06:13:00Z,97.00,3.00
2026-05-12T06:17:00Z,97.00,3.00
2026-05-12T06:19:00Z,97.00,3.00
2026-05-12T06:21:00Z,98.00,3.00
2026-05-12T06:23:00Z,98.00,3.00
2026-05-12T06:26:00Z,98.00,3.00
2026-05-12T06:27:00Z,98.00,3.00
2026-05-12T06:32:00Z,98.00,3.00
2026-05-12T06:35:00Z,98.00,3.00
2026-05-12T06:36:00Z,98.00,3.00
2026-05-12T06:37:00Z,98.00,3.00
2026-05-12T06:40:00Z,98.00,3.00
2026-05-12T06:41:00Z,98.00,3.00
2026-05-12T06:46:00Z,98.00,3.00
2026-05-12T06:48:00Z,98.00,3.00
2026-05-12T06:51:00Z,98.00,3.00
2026-05-12T06:55:00Z,97.00,3.00
2026-05-12T06:56:00Z,97.00,3.00
2026-05-12T06:57:00Z,97.00,3.00
2026-05-12T06:58:00Z,97.00,3.00
2026-05-12T07:02:00Z,98.00,3.00
2026-05-12T07:05:00Z,98.00,3.00
2026-05-12T07:07:00Z,98.00,3.00
2026-05-12T07:09:00Z,98.00,2.91
2026-05-12T07:12:00Z,98.00,3.00
2026-05-12T07:13:00Z,98.00,3.00
2026-05-12T07:15:00Z,97.00,3.00
2026-05-12T07:21:00Z,98.00,3.00
2026-05-12T07:23:00Z,98.00,3.00
2026-05-12T07:25:00Z,98.00,3.00
2026-05-12T07:27:00Z,98.00,3.00
2026-05-12T07:30:00Z,98.00,3.00
2026-05-12T07:36:00Z,98.00,3.04
2026-05-12T07:40:00Z,98.00,3.00
2026-05-12T07:44:00Z,98.00,3.00
2026-05-12T07:47:00Z,98.00,3.00
2026-05-12T07:52:00Z,98.00,3.00
2026-05-12T07:53:00Z,98.00,3.00
2026-05-12T08:03:00Z,98.00,2.00
2026-05-12T08:04:00Z,98.00,3.00
2026-05-12T08:06:00Z,98.00,3.00
2026-05-12T08:07:00Z,98.00,3.00
2026-05-12T08:09:00Z,98.00,3.00
2026-05-12T08:21:00Z,98.00,3.00
2026-05-12T08:23:00Z,97.00,3.00
2026-05-12T08:26:00Z,97.00,3.00
2026-05-12T08:30:00Z,97.00,3.00
2026-05-12T08:32:00Z,97.00,3.00
2026-05-12T08:38:00Z,98.00,3.00
2026-05-12T08:39:00Z,98.00,3.00
2026-05-12T08:42:00Z,98.00,3.00
2026-05-12T08:51:00Z,98.00,3.00
2026-05-12T08:55:00Z,98.00,3.00
2026-05-12T08:56:00Z,98.00,3.00
2026-05-12T09:01:00Z,98.00,3.00
2026-05-12T09:05:00Z,98.00,3.00
2026-05-12T09:06:00Z,98.00,3.00
2026-05-12T09:13:00Z,98.00,3.00
2026-05-12T09:14:00Z,98.00,3.00
2026-05-12T09:21:00Z,98.00,3.00
2026-05-12T09:22:00Z,98.00,3.00
2026-05-12T09:24:00Z,98.00,3.00
2026-05-12T09:33:00Z,98.00,3.00
2026-05-12T09:34:00Z,98.00,3.00
2026-05-12T09:35:00Z,98.00,3.00
2026-05-12T09:48:00Z,98.00,3.00
2026-05-12T09:51:00Z,98.00,2.00
2026-05-12T09:53:00Z,98.00,3.00
2026-05-12T09:54:00Z,98.00,3.00
2026-05-12T09:56:00Z,98.00,3.00
2026-05-12T09:59:00Z,98.00,3.00
2026-05-12T10:00:00Z,98.00,3.00
2026-05-12T10:06:00Z,98.00,3.00
2026-05-12T10:09:00Z,98.00,3.00
2026-05-12T10:12:00Z,98.00,3.00
2026-05-12T10:16:00Z,98.00,3.00
2026-05-12T10:21:00Z,98.00,3.00
2026-05-12T10:23:00Z,98.00,3.00
2026-05-12T10:24:00Z,98.00,3.00
2026-05-12T10:25:00Z,98.00,3.00
2026-05-12T10:27:00Z,98.00,3.00
2026-05-12T10:34:00Z,98.00,3.00
2026-05-12T10:48:00Z,98.00,3.00
2026-05-12T10:50:00Z,98.00,3.00
2026-05-12T10:54:00Z,98.00,3.00
2026-05-12T10:56:00Z,98.00,3.00
2026-05-12T11:04:00Z,98.00,3.00
2026-05-12T11:06:00Z,98.00,3.00
2026-05-12T11:07:00Z,98.00,3.00
2026-05-12T11:11:00Z,98.00,3.00
2026-05-12T11:13:00Z,98.00,3.00
2026-05-12T11:15:00Z,98.00,3.00
2026-05-12T11:17:00Z,98.00,3.00
2026-05-12T11:18:00Z,98.00,3.00
2026-05-12T11:19:00Z,98.00,3.00
2026-05-12T11:20:00Z,99.00,3.00
2026-05-12T11:22:00Z,99.00,3.00
2026-05-12T11:24:00Z,99.00,3.00
2026-05-12T11:26:00Z,99.00,3.00
2026-05-12T11:27:00Z,99.00,3.00
2026-05-12T11:28:00Z,99.00,3.00
2026-05-12T11:29:00Z,99.00,3.00
2026-05-12T11:31:00Z,99.00,3.00
2026-05-12T11:32:00Z,99.00,3.00
2026-05-12T11:33:00Z,99.00,3.00
2026-05-12T11:38:00Z,99.00,3.00
2026-05-12T11:39:00Z,99.00,3.00
2026-05-12T11:40:00Z,99.00,3.00
2026-05-12T11:41:00Z,99.00,3.00
2026-05-12T11:44:00Z,99.00,3.00
2026-05-12T11:45:00Z,98.01,3.00
2026-05-12T11:47:00Z,98.01,3.00
2026-05-12T11:52:00Z,99.00,3.00
2026-05-12T11:53:00Z,99.00,3.00
2026-05-12T11:56:00Z,99.00,3.00
2026-05-12T11:59:00Z,98.00,3.00
2026-05-12T12:00:00Z,98.00,3.00
2026-05-12T12:01:00Z,98.07,3.00
2026-05-12T12:02:00Z,98.00,3.00
2026-05-12T12:03:00Z,98.00,3.00
2026-05-12T12:04:00Z,99.00,3.00
2026-05-12T12:05:00Z,99.00,3.00
2026-05-12T12:06:00Z,99.00,3.00
2026-05-12T12:07:00Z,99.00,3.00
2026-05-12T12:08:00Z,99.00,3.00
2026-05-12T12:09:00Z,99.00,3.00
2026-05-12T12:12:00Z,98.00,3.00
2026-05-12T12:13:00Z,98.00,2.00
2026-05-12T12:15:00Z,99.00,2.00
2026-05-12T12:16:00Z,99.00,3.00
2026-05-12T12:17:00Z,99.00,2.00
2026-05-12T12:19:00Z,99.00,3.00
2026-05-12T12:20:00Z,99.00,3.00
2026-05-12T12:21:00Z,98.00,3.00
2026-05-12T12:22:00Z,97.00,3.00
2026-05-12T12:23:00Z,97.06,3.00
2026-05-12T12:24:00Z,97.00,3.00
2026-05-12T12:25:00Z,97.00,3.00
2026-05-12T12:26:00Z,97.00,3.00
2026-05-12T12:27:00Z,97.00,3.00
2026-05-12T12:28:00Z,97.00,2.01
2026-05-12T12:29:00Z,97.84,2.00
2026-05-12T12:30:00Z,98.00,3.00
2026-05-12T12:31:00Z,98.00,3.00
2026-05-12T12:32:00Z,98.00,3.00
2026-05-12T12:33:00Z,97.00,3.00
2026-05-12T12:34:00Z,97.00,3.00
2026-05-12T12:35:00Z,97.00,3.00
2026-05-12T12:36:00Z,97.00,3.00
2026-05-12T12:37:00Z,97.00,3.00
2026-05-12T12:38:00Z,98.00,3.00
2026-05-12T12:39:00Z,98.00,3.00
2026-05-12T12:40:00Z,98.00,2.25
2026-05-12T12:41:00Z,97.00,3.00
2026-05-12T12:42:00Z,98.00,3.00
2026-05-12T12:43:00Z,98.00,3.00
2026-05-12T12:45:00Z,98.00,3.00
2026-05-12T12:46:00Z,98.00,3.00
2026-05-12T12:47:00Z,97.00,3.00
2026-05-12T12:48:00Z,97.00,3.00
2026-05-12T12:49:00Z,97.00,3.00
2026-05-12T12:50:00Z,97.33,3.00
2026-05-12T12:51:00Z,97.33,3.00
2026-05-12T12:52:00Z,97.33,3.00
2026-05-12T12:53:00Z,97.33,3.00
2026-05-12T12:54:00Z,97.33,3.00
2026-05-12T12:55:00Z,97.33,3.00
2026-05-12T12:56:00Z,97.33,3.00
2026-05-12T12:57:00Z,97.33,3.00
2026-05-12T12:58:00Z,98.00,2.05
2026-05-12T12:59:00Z,98.00,3.00
2026-05-12T13:00:00Z,98.00,3.00
2026-05-12T13:01:00Z,98.00,3.00
2026-05-12T13:02:00Z,98.00,3.00
2026-05-12T13:03:00Z,98.00,3.00
2026-05-12T13:04:00Z,98.00,3.00
2026-05-12T13:05:00Z,98.00,3.02
2026-05-12T13:06:00Z,98.00,4.00
2026-05-12T13:07:00Z,97.00,3.00
2026-05-12T13:08:00Z,98.00,3.00
2026-05-12T13:09:00Z,98.00,3.00
2026-05-12T13:10:00Z,98.00,3.00
2026-05-12T13:11:00Z,97.17,3.01
2026-05-12T13:12:00Z,98.00,2.99
2026-05-12T13:13:00Z,99.00,1.99
2026-05-12T13:14:00Z,99.00,2.00
2026-05-12T13:15:00Z,99.00,1.47
2026-05-12T13:16:00Z,99.00,2.18
2026-05-12T13:17:00Z,99.00,1.99
2026-05-12T13:18:00Z,99.00,2.00
2026-05-12T13:19:00Z,99.00,2.00
2026-05-12T13:20:00Z,99.00,2.00
2026-05-12T13:21:00Z,99.00,1.52
2026-05-12T13:22:00Z,99.00,1.90
2026-05-12T13:23:00Z,99.00,1.47
2026-05-12T13:24:00Z,99.00,1.00
2026-05-12T13:25:00Z,99.00,1.00
2026-05-12T13:26:00Z,99.00,1.00
2026-05-12T13:27:00Z,99.00,1.00
2026-05-12T13:28:00Z,99.00,1.00
2026-05-12T13:30:00Z,99.00,1.00
2026-05-12T13:31:00Z,99.00,1.00
2026-05-12T13:32:00Z,99.00,1.00
2026-05-12T13:33:00Z,99.00,1.00
2026-05-12T13:34:00Z,99.00,1.00
2026-05-12T13:35:00Z,99.00,1.00
2026-05-12T13:36:00Z,99.00,1.00
2026-05-12T13:37:00Z,99.00,1.00
2026-05-12T13:38:00Z,99.00,1.00
2026-05-12T13:39:00Z,99.00,1.00
2026-05-12T13:40:00Z,99.00,1.00
2026-05-12T13:41:00Z,99.00,1.00
2026-05-12T13:42:00Z,99.00,1.00
2026-05-12T13:43:00Z,99.00,1.00
2026-05-12T13:44:00Z,99.00,1.00
2026-05-12T13:45:00Z,99.00,1.00
2026-05-12T13:46:00Z,99.00,1.00
2026-05-12T13:47:00Z,99.00,1.00
2026-05-12T13:48:00Z,99.00,1.00
2026-05-12T13:49:00Z,99.00,1.00
2026-05-12T13:50:00Z,99.00,1.00
2026-05-12T13:51:00Z,99.00,1.00
2026-05-12T13:52:00Z,99.00,1.00
2026-05-12T13:53:00Z,99.00,1.00
2026-05-12T13:54:00Z,99.00,1.00
2026-05-12T13:55:00Z,99.00,1.00
2026-05-12T13:57:00Z,99.00,1.00
2026-05-12T13:58:00Z,99.00,1.00
2026-05-12T13:59:00Z,99.00,1.00
2026-05-12T14:00:00Z,99.00,1.00
2026-05-12T14:01:00Z,99.00,1.00
2026-05-12T14:02:00Z,99.00,1.00
2026-05-12T14:03:00Z,99.00,1.00
2026-05-12T14:04:00Z,99.00,1.00
2026-05-12T14:05:00Z,99.00,1.02
2026-05-12T14:06:00Z,99.00,1.00
2026-05-12T14:07:00Z,99.00,1.00
2026-05-12T14:08:00Z,99.00,1.00
2026-05-12T14:09:00Z,99.00,1.84
2026-05-12T14:10:00Z,99.00,2.00
2026-05-12T14:11:00Z,99.00,2.00
2026-05-12T14:12:00Z,99.00,1.86
2026-05-12T14:13:00Z,99.00,1.97
2026-05-12T14:14:00Z,99.00,1.80
2026-05-12T14:15:00Z,99.00,1.00
2026-05-12T14:16:00Z,99.00,1.00
2026-05-12T14:17:00Z,99.00,1.00
2026-05-12T14:18:00Z,99.00,1.00
2026-05-12T14:19:00Z,99.00,1.00
2026-05-12T14:20:00Z,99.00,1.13
2026-05-12T14:21:00Z,99.00,2.00
2026-05-12T14:22:00Z,99.00,2.00
2026-05-12T14:23:00Z,98.01,3.76
2026-05-12T14:24:00Z,99.00,2.45
2026-05-12T14:25:00Z,99.00,1.02
2026-05-12T14:26:00Z,99.00,1.32
2026-05-12T14:27:00Z,99.00,1.00
2026-05-12T14:28:00Z,99.00,1.00
2026-05-12T14:29:00Z,99.00,1.00
2026-05-12T14:30:00Z,99.00,1.00
2026-05-12T14:31:00Z,99.00,1.00
2026-05-12T14:32:00Z,99.00,1.00
2026-05-12T14:33:00Z,99.00,1.00
2026-05-12T14:34:00Z,99.00,1.00
2026-05-12T14:35:00Z,99.00,1.00
2026-05-12T14:36:00Z,99.00,1.00
2026-05-12T14:37:00Z,99.00,1.00
2026-05-12T14:39:00Z,99.00,1.00
2026-05-12T14:44:00Z,99.00,1.00
