# event_ticker=KXATPCHALLENGERMATCH-26MAY13GAUBRU
# final_score=3-6 6-4 6-3
# match_winner=Petr Brunclik
# fav_player=Petr Brunclik
# dog_player=Vilius Gaubas
# kalshi_date=2026-05-13
timestamp,Vilius Gaubas,Petr Brunclik
2026-05-13T00:55:00Z,72.00,
2026-05-13T02:42:00Z,73.00,
2026-05-13T03:43:00Z,70.00,30.00
2026-05-13T03:46:00Z,69.00,30.00
2026-05-13T04:09:00Z,71.00,30.00
2026-05-13T04:46:00Z,71.00,30.00
2026-05-13T05:05:00Z,71.00,30.00
2026-05-13T05:53:00Z,71.00,28.00
2026-05-13T06:03:00Z,72.00,28.00
2026-05-13T07:35:00Z,72.00,28.00
2026-05-13T07:59:00Z,72.00,28.00
2026-05-13T10:18:00Z,72.00,28.00
2026-05-13T11:00:00Z,74.00,28.00
2026-05-13T11:51:00Z,74.00,28.00
2026-05-13T12:08:00Z,74.00,28.00
2026-05-13T12:11:00Z,74.00,28.00
2026-05-13T12:35:00Z,74.00,27.00
2026-05-13T12:37:00Z,75.00,27.00
2026-05-13T12:38:00Z,75.00,27.00
2026-05-13T12:40:00Z,75.00,27.28
2026-05-13T12:44:00Z,75.00,27.00
2026-05-13T12:46:00Z,75.00,27.00
2026-05-13T12:47:00Z,75.00,27.47
2026-05-13T12:48:00Z,75.00,25.00
2026-05-13T12:49:00Z,75.09,24.00
2026-05-13T12:50:00Z,76.93,24.00
2026-05-13T12:51:00Z,76.93,24.00
2026-05-13T12:52:00Z,77.00,24.00
2026-05-13T12:53:00Z,77.00,24.00
2026-05-13T12:54:00Z,75.00,27.00
2026-05-13T12:55:00Z,75.00,27.00
2026-05-13T12:56:00Z,75.23,22.00
2026-05-13T12:59:00Z,76.98,22.00
2026-05-13T13:00:00Z,76.98,27.00
2026-05-13T13:01:00Z,75.00,27.00
2026-05-13T13:02:00Z,75.93,27.00
2026-05-13T13:03:00Z,76.00,25.00
2026-05-13T13:04:00Z,76.09,25.00
2026-05-13T13:05:00Z,80.00,24.00
2026-05-13T13:06:00Z,81.80,21.00
2026-05-13T13:07:00Z,74.09,21.00
2026-05-13T13:08:00Z,72.72,27.95
2026-05-13T13:09:00Z,70.62,30.43
2026-05-13T13:10:00Z,73.75,33.12
2026-05-13T13:11:00Z,74.99,30.20
2026-05-13T13:12:00Z,72.95,27.59
2026-05-13T13:13:00Z,75.39,26.00
2026-05-13T13:14:00Z,74.05,26.00
2026-05-13T13:15:00Z,75.00,26.00
2026-05-13T13:16:00Z,77.99,21.95
2026-05-13T13:17:00Z,82.10,19.58
2026-05-13T13:18:00Z,82.10,18.67
2026-05-13T13:19:00Z,86.03,13.31
2026-05-13T13:20:00Z,86.90,13.31
2026-05-13T13:21:00Z,88.20,12.92
2026-05-13T13:22:00Z,89.09,11.00
2026-05-13T13:23:00Z,90.00,11.00
2026-05-13T13:24:00Z,90.00,11.92
2026-05-13T13:25:00Z,90.50,9.00
2026-05-13T13:26:00Z,92.75,7.40
2026-05-13T13:27:00Z,93.00,7.40
2026-05-13T13:28:00Z,93.00,11.00
2026-05-13T13:30:00Z,93.00,12.00
2026-05-13T13:31:00Z,86.00,12.58
2026-05-13T13:32:00Z,87.00,15.35
2026-05-13T13:33:00Z,87.00,12.47
2026-05-13T13:34:00Z,88.00,13.00
2026-05-13T13:35:00Z,87.00,13.00
2026-05-13T13:36:00Z,86.00,14.14
2026-05-13T13:37:00Z,86.00,15.00
2026-05-13T13:38:00Z,86.00,15.71
2026-05-13T13:39:00Z,84.00,20.98
2026-05-13T13:40:00Z,85.28,17.65
2026-05-13T13:41:00Z,82.73,16.58
2026-05-13T13:42:00Z,85.97,16.77
2026-05-13T13:43:00Z,86.00,13.70
2026-05-13T13:44:00Z,87.25,14.00
2026-05-13T13:45:00Z,85.37,15.00
2026-05-13T13:46:00Z,84.00,15.53
2026-05-13T13:47:00Z,87.69,15.00
2026-05-13T13:48:00Z,88.74,13.00
2026-05-13T13:49:00Z,90.99,10.00
2026-05-13T13:50:00Z,87.00,14.01
2026-05-13T13:51:00Z,86.00,15.49
2026-05-13T13:52:00Z,84.00,16.00
2026-05-13T13:53:00Z,84.52,15.13
2026-05-13T13:54:00Z,82.31,17.35
2026-05-13T13:55:00Z,84.78,18.19
2026-05-13T13:56:00Z,86.00,14.37
2026-05-13T13:57:00Z,86.17,15.94
2026-05-13T13:58:00Z,87.90,12.00
2026-05-13T13:59:00Z,85.00,16.53
2026-05-13T14:00:00Z,87.31,13.06
2026-05-13T14:01:00Z,85.09,15.00
2026-05-13T14:02:00Z,85.00,15.00
2026-05-13T14:03:00Z,85.00,15.00
2026-05-13T14:04:00Z,84.00,15.00
2026-05-13T14:05:00Z,81.06,20.15
2026-05-13T14:06:00Z,78.33,20.61
2026-05-13T14:07:00Z,69.95,29.15
2026-05-13T14:08:00Z,69.53,32.89
2026-05-13T14:09:00Z,67.66,32.93
2026-05-13T14:10:00Z,68.15,33.26
2026-05-13T14:11:00Z,73.09,30.71
2026-05-13T14:12:00Z,82.60,18.97
2026-05-13T14:13:00Z,83.00,17.54
2026-05-13T14:14:00Z,80.44,24.28
2026-05-13T14:15:00Z,74.01,27.48
2026-05-13T14:16:00Z,65.37,35.71
2026-05-13T14:17:00Z,64.98,35.88
2026-05-13T14:18:00Z,65.00,35.84
2026-05-13T14:19:00Z,62.20,37.26
2026-05-13T14:20:00Z,57.41,42.20
2026-05-13T14:21:00Z,55.98,43.40
2026-05-13T14:22:00Z,49.14,49.23
2026-05-13T14:23:00Z,34.90,63.96
2026-05-13T14:24:00Z,37.45,64.67
2026-05-13T14:25:00Z,30.36,69.99
2026-05-13T14:26:00Z,43.20,61.08
2026-05-13T14:27:00Z,49.71,52.31
2026-05-13T14:28:00Z,48.51,51.97
2026-05-13T14:29:00Z,44.15,56.48
2026-05-13T14:30:00Z,51.34,47.28
2026-05-13T14:31:00Z,53.00,47.44
2026-05-13T14:32:00Z,47.31,51.55
2026-05-13T14:33:00Z,52.71,46.00
2026-05-13T14:34:00Z,51.60,46.95
2026-05-13T14:35:00Z,32.13,70.85
2026-05-13T14:36:00Z,26.77,73.61
2026-05-13T14:37:00Z,30.56,71.71
2026-05-13T14:38:00Z,29.12,73.43
2026-05-13T14:39:00Z,19.34,81.53
2026-05-13T14:40:00Z,16.86,84.78
2026-05-13T14:41:00Z,16.11,84.17
2026-05-13T14:42:00Z,13.28,88.09
2026-05-13T14:43:00Z,17.85,82.72
2026-05-13T14:44:00Z,20.02,81.63
2026-05-13T14:45:00Z,18.03,81.67
2026-05-13T14:46:00Z,11.51,88.51
2026-05-13T14:47:00Z,10.30,89.36
2026-05-13T14:48:00Z,8.94,90.67
2026-05-13T14:49:00Z,9.19,90.87
2026-05-13T14:50:00Z,8.14,91.54
2026-05-13T14:51:00Z,8.92,91.94
2026-05-13T14:52:00Z,11.37,88.22
2026-05-13T14:53:00Z,9.70,92.07
2026-05-13T14:54:00Z,12.20,88.79
2026-05-13T14:55:00Z,4.18,94.38
2026-05-13T14:56:00Z,3.09,97.40
2026-05-13T14:57:00Z,4.04,97.00
2026-05-13T14:58:00Z,4.04,99.00
2026-05-13T14:59:00Z,4.04,99.00
2026-05-13T15:00:00Z,1.00,99.00
2026-05-13T15:01:00Z,1.00,99.00
2026-05-13T15:02:00Z,1.00,99.00
