# event_ticker=KXATPCHALLENGERMATCH-26APR29CHIHIJ
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Rinky Hijikata
# fav_player=Clement Chidekh
# dog_player=Rinky Hijikata
# kalshi_date=2026-04-29
timestamp,Clement Chidekh,Rinky Hijikata
2026-04-28T21:54:00Z,37.00,
2026-04-28T21:55:00Z,34.00,
2026-04-29T00:10:00Z,34.00,67.00
2026-04-29T01:25:00Z,34.00,66.00
2026-04-29T01:26:00Z,34.00,64.00
2026-04-29T01:48:00Z,34.00,66.00
2026-04-29T02:34:00Z,34.00,66.00
2026-04-29T03:43:00Z,34.00,66.00
2026-04-29T04:00:00Z,34.00,66.00
2026-04-29T04:23:00Z,34.00,66.00
2026-04-29T04:24:00Z,34.00,66.00
2026-04-29T04:25:00Z,34.00,66.00
2026-04-29T04:28:00Z,34.00,66.00
2026-04-29T04:39:00Z,34.00,66.00
2026-04-29T04:56:00Z,34.00,65.00
2026-04-29T04:58:00Z,34.00,66.00
2026-04-29T04:59:00Z,34.00,66.00
2026-04-29T05:01:00Z,34.00,66.00
2026-04-29T05:33:00Z,34.00,66.00
2026-04-29T06:01:00Z,35.00,66.00
2026-04-29T06:09:00Z,35.00,66.00
2026-04-29T06:27:00Z,35.00,66.00
2026-04-29T06:29:00Z,35.00,66.00
2026-04-29T06:33:00Z,36.00,65.00
2026-04-29T06:48:00Z,36.00,64.00
2026-04-29T07:21:00Z,36.00,64.00
2026-04-29T07:42:00Z,39.00,64.00
2026-04-29T08:34:00Z,37.00,64.00
2026-04-29T08:38:00Z,37.00,64.00
2026-04-29T08:51:00Z,37.00,64.00
2026-04-29T08:52:00Z,37.00,66.00
2026-04-29T08:57:00Z,37.00,65.00
2026-04-29T08:58:00Z,36.00,65.00
2026-04-29T08:59:00Z,36.00,65.34
2026-04-29T09:03:00Z,37.00,65.00
2026-04-29T09:05:00Z,37.00,66.00
2026-04-29T09:06:00Z,37.00,66.00
2026-04-29T09:08:00Z,36.71,63.00
2026-04-29T09:09:00Z,36.71,71.00
2026-04-29T09:10:00Z,36.71,69.00
2026-04-29T09:11:00Z,26.00,71.00
2026-04-29T09:12:00Z,26.00,71.00
2026-04-29T09:14:00Z,26.00,74.02
2026-04-29T09:15:00Z,25.00,78.00
2026-04-29T09:16:00Z,25.00,79.34
2026-04-29T09:17:00Z,20.00,80.00
2026-04-29T09:18:00Z,24.00,75.00
2026-04-29T09:19:00Z,26.00,75.00
2026-04-29T09:20:00Z,26.00,75.00
2026-04-29T09:21:00Z,24.60,75.00
2026-04-29T09:22:00Z,24.60,78.00
2026-04-29T09:23:00Z,24.60,79.00
2026-04-29T09:24:00Z,24.60,81.00
2026-04-29T09:25:00Z,21.72,78.00
2026-04-29T09:26:00Z,21.72,75.00
2026-04-29T09:27:00Z,26.00,75.00
2026-04-29T09:28:00Z,26.00,75.00
2026-04-29T09:29:00Z,21.00,75.00
2026-04-29T09:30:00Z,21.00,82.00
2026-04-29T09:31:00Z,19.34,82.00
2026-04-29T09:32:00Z,17.00,82.00
2026-04-29T09:33:00Z,17.00,82.00
2026-04-29T09:35:00Z,21.00,82.00
2026-04-29T09:36:00Z,23.00,82.00
2026-04-29T09:39:00Z,23.00,80.40
2026-04-29T09:40:00Z,19.00,82.00
2026-04-29T09:41:00Z,21.00,82.00
2026-04-29T09:42:00Z,21.00,82.00
2026-04-29T09:43:00Z,18.00,81.00
2026-04-29T09:44:00Z,16.00,84.00
2026-04-29T09:45:00Z,16.00,83.00
2026-04-29T09:47:00Z,15.00,85.10
2026-04-29T09:48:00Z,13.00,87.34
2026-04-29T09:49:00Z,13.00,87.34
2026-04-29T09:50:00Z,13.00,88.62
2026-04-29T09:51:00Z,11.01,89.00
2026-04-29T09:52:00Z,11.00,89.00
2026-04-29T09:53:00Z,12.45,89.21
2026-04-29T09:54:00Z,12.00,87.04
2026-04-29T09:55:00Z,13.00,87.21
2026-04-29T09:56:00Z,12.63,88.00
2026-04-29T09:57:00Z,11.00,88.00
2026-04-29T09:58:00Z,11.81,88.57
2026-04-29T09:59:00Z,13.00,86.73
2026-04-29T10:00:00Z,15.00,86.73
2026-04-29T10:01:00Z,14.00,86.00
2026-04-29T10:02:00Z,12.00,87.27
2026-04-29T10:03:00Z,12.00,90.00
2026-04-29T10:05:00Z,13.60,87.00
2026-04-29T10:06:00Z,16.00,84.25
2026-04-29T10:07:00Z,21.50,80.87
2026-04-29T10:08:00Z,19.61,81.70
2026-04-29T10:09:00Z,14.58,86.49
2026-04-29T10:10:00Z,13.00,88.00
2026-04-29T10:11:00Z,12.00,89.68
2026-04-29T10:12:00Z,13.20,87.05
2026-04-29T10:13:00Z,8.35,92.53
2026-04-29T10:14:00Z,5.07,93.58
2026-04-29T10:15:00Z,4.01,95.87
2026-04-29T10:16:00Z,1.27,98.11
2026-04-29T10:17:00Z,1.00,98.00
2026-04-29T10:18:00Z,3.00,98.00
2026-04-29T10:19:00Z,3.00,98.36
2026-04-29T10:20:00Z,3.00,96.91
2026-04-29T10:21:00Z,3.00,96.01
2026-04-29T10:22:00Z,2.00,98.00
2026-04-29T10:23:00Z,1.00,99.00
2026-04-29T10:25:00Z,1.00,99.00
2026-04-29T10:27:00Z,1.00,99.00
2026-04-29T10:31:00Z,1.00,99.00
