# event_ticker=KXATPMATCH-25NOV01AUGBUB
# final_score=7-6(3) 6-4
# score_resolution=7-6 6-4
# match_winner=Felix Auger-Aliassime
# fav_player=Felix Auger-Aliassime
# dog_player=Alexander Bublik
# kalshi_date=2025-11-01
timestamp,Felix Auger-Aliassime,Alexander Bublik
2025-11-01T01:50:00Z,49.00,
2025-11-01T02:03:00Z,49.00,52.00
2025-11-01T02:07:00Z,49.00,52.00
2025-11-01T02:15:00Z,49.00,52.00
2025-11-01T02:17:00Z,49.00,52.00
2025-11-01T02:18:00Z,49.00,52.00
2025-11-01T02:20:00Z,49.00,52.84
2025-11-01T02:26:00Z,48.00,52.84
2025-11-01T02:32:00Z,48.00,52.84
2025-11-01T02:37:00Z,48.00,52.84
2025-11-01T02:39:00Z,48.61,52.84
2025-11-01T02:40:00Z,49.00,52.84
2025-11-01T02:46:00Z,47.00,52.84
2025-11-01T02:48:00Z,47.00,53.00
2025-11-01T02:55:00Z,48.00,53.00
2025-11-01T02:56:00Z,48.00,53.00
2025-11-01T03:06:00Z,48.00,53.00
2025-11-01T03:07:00Z,48.00,53.00
2025-11-01T03:09:00Z,48.00,53.00
2025-11-01T03:10:00Z,48.00,53.00
2025-11-01T03:11:00Z,48.00,53.00
2025-11-01T03:12:00Z,48.00,53.00
2025-11-01T03:18:00Z,48.00,53.00
2025-11-01T03:31:00Z,48.00,53.00
2025-11-01T03:32:00Z,47.00,53.00
2025-11-01T03:33:00Z,47.00,53.00
2025-11-01T03:39:00Z,48.00,53.00
2025-11-01T03:40:00Z,48.00,53.00
2025-11-01T03:42:00Z,48.00,52.00
2025-11-01T03:47:00Z,48.00,53.00
2025-11-01T03:52:00Z,48.00,53.00
2025-11-01T03:53:00Z,48.00,53.00
2025-11-01T03:58:00Z,48.00,53.00
2025-11-01T04:03:00Z,48.00,53.00
2025-11-01T04:08:00Z,48.00,53.00
2025-11-01T04:14:00Z,48.00,53.00
2025-11-01T04:20:00Z,48.00,53.00
2025-11-01T04:26:00Z,48.00,53.00
2025-11-01T04:28:00Z,48.00,53.00
2025-11-01T04:30:00Z,48.00,53.00
2025-11-01T04:32:00Z,48.00,53.00
2025-11-01T04:36:00Z,48.00,53.00
2025-11-01T04:42:00Z,48.00,53.00
2025-11-01T04:43:00Z,48.00,53.00
2025-11-01T04:44:00Z,48.00,53.00
2025-11-01T04:50:00Z,48.00,53.00
2025-11-01T04:53:00Z,48.00,53.00
2025-11-01T04:54:00Z,48.00,53.00
2025-11-01T04:55:00Z,48.00,53.00
2025-11-01T04:56:00Z,48.00,53.00
2025-11-01T04:58:00Z,48.00,53.00
2025-11-01T05:01:00Z,48.00,53.00
2025-11-01T05:02:00Z,48.00,53.00
2025-11-01T05:04:00Z,48.00,53.00
2025-11-01T05:05:00Z,48.00,53.00
2025-11-01T05:06:00Z,48.00,53.00
2025-11-01T05:12:00Z,48.00,53.00
2025-11-01T05:13:00Z,48.00,53.00
2025-11-01T05:16:00Z,48.00,53.00
2025-11-01T05:18:00Z,48.00,53.00
2025-11-01T05:19:00Z,48.00,53.00
2025-11-01T05:23:00Z,48.00,53.00
2025-11-01T05:26:00Z,48.00,53.00
2025-11-01T05:27:00Z,48.00,53.00
2025-11-01T05:28:00Z,48.00,53.00
2025-11-01T05:31:00Z,48.00,53.00
2025-11-01T05:42:00Z,48.00,53.00
2025-11-01T05:45:00Z,48.00,53.00
2025-11-01T05:47:00Z,48.00,53.00
2025-11-01T05:49:00Z,48.00,53.00
2025-11-01T05:51:00Z,48.00,53.00
2025-11-01T05:52:00Z,48.00,53.00
2025-11-01T05:59:00Z,48.00,53.00
2025-11-01T06:00:00Z,48.00,53.00
2025-11-01T06:14:00Z,47.00,53.00
