# event_ticker=KXATPMATCH-26APR24MEDMAR
# final_score=6-2 6-7(3) 6-4
# score_resolution=2-6 7-6 4-6
# match_winner=Daniil Medvedev
# fav_player=Fabian Marozsan
# dog_player=Daniil Medvedev
# kalshi_date=2026-04-24
timestamp,Daniil Medvedev,Fabian Marozsan
2026-04-25T05:15:00Z,62.00,
2026-04-25T05:16:00Z,60.00,
2026-04-25T05:18:00Z,62.00,
2026-04-25T05:19:00Z,62.00,
2026-04-25T05:21:00Z,62.00,
2026-04-25T05:22:00Z,62.00,
2026-04-25T05:23:00Z,61.17,
2026-04-25T05:24:00Z,62.00,
2026-04-25T05:25:00Z,60.96,39.73
2026-04-25T05:26:00Z,62.00,40.00
2026-04-25T05:27:00Z,61.34,40.00
2026-04-25T05:28:00Z,62.00,40.00
2026-04-25T05:29:00Z,62.00,40.00
2026-04-25T05:31:00Z,62.00,40.00
2026-04-25T05:32:00Z,60.87,40.00
2026-04-25T05:33:00Z,60.00,40.00
2026-04-25T05:34:00Z,62.00,40.00
2026-04-25T05:35:00Z,60.00,40.00
2026-04-25T05:36:00Z,60.00,38.38
2026-04-25T05:37:00Z,62.00,38.38
2026-04-25T05:38:00Z,61.49,38.38
2026-04-25T05:40:00Z,62.00,38.38
2026-04-25T05:41:00Z,62.00,38.38
2026-04-25T05:42:00Z,62.00,39.00
2026-04-25T05:43:00Z,61.29,39.00
2026-04-25T05:44:00Z,61.29,39.00
2026-04-25T05:47:00Z,62.00,39.00
2026-04-25T05:49:00Z,62.00,39.00
2026-04-25T05:51:00Z,62.00,39.00
2026-04-25T05:53:00Z,62.00,39.00
2026-04-25T05:54:00Z,62.00,39.00
2026-04-25T05:56:00Z,62.00,39.00
2026-04-25T05:57:00Z,62.00,39.00
2026-04-25T05:59:00Z,62.00,39.00
2026-04-25T06:02:00Z,62.00,39.00
2026-04-25T06:03:00Z,62.00,39.00
2026-04-25T06:04:00Z,62.00,39.00
2026-04-25T06:05:00Z,62.00,39.00
2026-04-25T06:06:00Z,62.00,39.00
2026-04-25T06:10:00Z,62.00,39.00
2026-04-25T06:11:00Z,62.00,39.00
2026-04-25T06:14:00Z,62.00,39.00
2026-04-25T06:17:00Z,61.00,39.00
2026-04-25T06:19:00Z,62.00,39.00
2026-04-25T06:20:00Z,62.00,39.00
2026-04-25T06:22:00Z,62.00,40.00
2026-04-25T06:23:00Z,62.00,40.00
2026-04-25T06:24:00Z,62.00,40.00
2026-04-25T06:25:00Z,60.63,40.00
2026-04-25T06:30:00Z,62.68,40.00
2026-04-25T06:31:00Z,62.00,40.00
2026-04-25T06:32:00Z,63.00,40.00
2026-04-25T06:33:00Z,60.21,40.00
2026-04-25T06:34:00Z,62.00,40.00
2026-04-25T06:36:00Z,62.00,40.00
2026-04-25T06:39:00Z,62.00,40.00
2026-04-25T06:40:00Z,62.00,39.00
2026-04-25T06:46:00Z,62.00,39.00
2026-04-25T06:49:00Z,62.00,38.00
2026-04-25T06:50:00Z,61.00,38.00
2026-04-25T06:51:00Z,61.00,38.00
2026-04-25T06:52:00Z,62.00,38.00
2026-04-25T06:53:00Z,62.00,38.00
2026-04-25T06:56:00Z,61.00,38.00
2026-04-25T06:58:00Z,61.00,38.00
2026-04-25T07:00:00Z,61.00,38.00
2026-04-25T07:01:00Z,61.00,38.00
2026-04-25T07:03:00Z,60.00,38.00
2026-04-25T07:04:00Z,60.00,40.00
2026-04-25T07:05:00Z,60.00,40.00
2026-04-25T07:06:00Z,60.00,40.00
2026-04-25T07:08:00Z,59.91,40.00
2026-04-25T07:11:00Z,60.00,40.00
2026-04-25T07:13:00Z,60.00,40.00
2026-04-25T07:14:00Z,60.00,40.00
2026-04-25T07:17:00Z,60.00,40.00
2026-04-25T07:18:00Z,60.00,40.00
2026-04-25T07:22:00Z,60.00,40.00
2026-04-25T07:23:00Z,60.00,40.00
2026-04-25T07:24:00Z,60.00,40.00
2026-04-25T07:25:00Z,60.00,40.00
2026-04-25T07:26:00Z,60.00,40.00
2026-04-25T07:27:00Z,60.00,40.00
2026-04-25T07:29:00Z,58.89,40.00
2026-04-25T07:31:00Z,60.00,40.00
2026-04-25T07:34:00Z,59.28,40.00
2026-04-25T07:35:00Z,60.00,40.00
2026-04-25T07:36:00Z,60.00,40.00
