# event_ticker=KXATPMATCH-26FEB16MENCHO
# final_score=6-7(6) 6-2 6-4
# score_resolution=7-6 2-6 4-6
# match_winner=Jakub Mensik
# fav_player=Jan Choinski
# dog_player=Jakub Mensik
# kalshi_date=2026-02-16
timestamp,Jan Choinski,Jakub Mensik
2026-02-16T00:20:00Z,14.00,
2026-02-16T00:26:00Z,16.00,
2026-02-16T00:38:00Z,16.00,86.00
2026-02-16T00:42:00Z,16.00,86.00
2026-02-16T01:01:00Z,16.00,86.00
2026-02-16T01:31:00Z,16.00,86.00
2026-02-16T01:38:00Z,16.00,86.00
2026-02-16T01:49:00Z,16.00,86.00
2026-02-16T02:18:00Z,16.00,86.00
2026-02-16T02:24:00Z,16.00,86.00
2026-02-16T02:31:00Z,16.00,86.00
2026-02-16T02:36:00Z,15.00,86.00
2026-02-16T02:40:00Z,15.00,86.00
2026-02-16T02:49:00Z,15.00,86.00
2026-02-16T02:51:00Z,15.00,86.00
2026-02-16T02:59:00Z,15.00,87.00
2026-02-16T03:05:00Z,16.00,87.00
2026-02-16T03:07:00Z,16.00,87.00
2026-02-16T03:18:00Z,16.00,87.00
2026-02-16T03:21:00Z,16.00,87.00
2026-02-16T03:24:00Z,16.00,87.00
2026-02-16T03:26:00Z,16.00,87.00
2026-02-16T03:27:00Z,16.00,86.00
2026-02-16T03:31:00Z,16.00,86.00
2026-02-16T03:33:00Z,16.00,86.00
2026-02-16T03:36:00Z,16.00,86.31
2026-02-16T03:37:00Z,16.00,86.31
2026-02-16T03:38:00Z,16.00,86.31
2026-02-16T03:41:00Z,16.00,86.00
2026-02-16T03:42:00Z,16.00,86.00
2026-02-16T03:43:00Z,16.00,86.00
2026-02-16T03:45:00Z,16.00,86.00
2026-02-16T03:49:00Z,16.00,86.66
2026-02-16T03:53:00Z,16.00,87.00
2026-02-16T03:54:00Z,16.00,87.00
2026-02-16T03:55:00Z,16.00,87.00
2026-02-16T04:00:00Z,16.00,87.00
2026-02-16T04:07:00Z,15.00,87.00
2026-02-16T04:15:00Z,15.00,87.00
2026-02-16T04:20:00Z,14.83,87.00
2026-02-16T04:37:00Z,13.89,87.00
2026-02-16T04:38:00Z,13.89,87.00
2026-02-16T04:43:00Z,13.89,87.00
2026-02-16T04:49:00Z,13.89,87.00
2026-02-16T04:58:00Z,13.00,87.00
2026-02-16T04:59:00Z,13.00,87.00
2026-02-16T05:01:00Z,13.00,87.00
2026-02-16T05:03:00Z,13.00,87.00
2026-02-16T05:05:00Z,14.00,87.00
2026-02-16T05:09:00Z,14.00,87.00
2026-02-16T05:12:00Z,14.00,86.95
2026-02-16T05:14:00Z,15.00,86.99
2026-02-16T05:17:00Z,15.00,86.00
2026-02-16T05:19:00Z,15.00,86.00
2026-02-16T05:22:00Z,15.00,87.00
2026-02-16T05:23:00Z,15.00,87.00
2026-02-16T05:24:00Z,14.08,87.00
2026-02-16T05:26:00Z,15.00,87.00
2026-02-16T05:29:00Z,15.00,87.00
2026-02-16T05:32:00Z,15.00,87.00
2026-02-16T05:43:00Z,15.00,87.00
2026-02-16T05:46:00Z,14.00,87.00
2026-02-16T05:55:00Z,14.00,87.76
2026-02-16T06:02:00Z,14.00,87.00
2026-02-16T06:24:00Z,14.00,87.00
