# event_ticker=KXATPCHALLENGERMATCH-26MAR30WISZAH
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Patrick Zahraj
# fav_player=Max Wiskandt
# dog_player=Patrick Zahraj
# kalshi_date=2026-03-30
timestamp,Max Wiskandt,Patrick Zahraj
2026-03-30T15:53:00Z,,56.00
2026-03-30T15:54:00Z,,56.00
2026-03-30T16:16:00Z,,57.00
2026-03-30T19:02:00Z,,57.00
2026-03-30T19:31:00Z,,57.00
2026-03-30T20:03:00Z,44.00,57.00
2026-03-30T20:32:00Z,44.00,57.00
2026-03-30T21:11:00Z,44.00,57.00
2026-03-30T22:01:00Z,44.00,57.00
2026-03-30T22:10:00Z,44.00,57.00
2026-03-30T22:34:00Z,44.00,57.00
2026-03-30T22:38:00Z,43.00,57.00
2026-03-30T22:39:00Z,43.00,57.00
2026-03-30T22:51:00Z,43.00,57.00
2026-03-30T23:02:00Z,43.00,57.00
2026-03-31T00:02:00Z,43.00,57.00
2026-03-31T00:05:00Z,43.00,57.00
2026-03-31T00:41:00Z,43.00,57.00
2026-03-31T01:06:00Z,43.00,56.00
2026-03-31T01:25:00Z,43.00,57.00
2026-03-31T01:51:00Z,43.00,57.00
2026-03-31T01:58:00Z,44.00,57.00
2026-03-31T02:05:00Z,44.00,57.00
2026-03-31T02:18:00Z,44.00,57.00
2026-03-31T02:25:00Z,44.96,57.00
2026-03-31T02:30:00Z,46.00,55.00
2026-03-31T02:36:00Z,46.00,55.00
2026-03-31T02:38:00Z,46.00,55.00
2026-03-31T02:41:00Z,46.00,55.00
2026-03-31T02:43:00Z,46.00,55.00
2026-03-31T02:44:00Z,46.00,55.00
2026-03-31T02:45:00Z,46.00,55.00
2026-03-31T02:46:00Z,46.00,55.00
2026-03-31T02:50:00Z,46.00,56.00
2026-03-31T03:11:00Z,46.00,56.00
2026-03-31T03:12:00Z,46.63,56.00
2026-03-31T03:13:00Z,46.32,56.00
2026-03-31T03:17:00Z,46.95,55.00
2026-03-31T03:19:00Z,46.95,55.91
2026-03-31T03:24:00Z,46.95,55.00
2026-03-31T03:25:00Z,46.95,55.00
2026-03-31T03:26:00Z,46.95,55.00
2026-03-31T03:27:00Z,46.00,55.00
2026-03-31T03:28:00Z,46.00,55.00
2026-03-31T03:29:00Z,46.00,55.00
2026-03-31T03:30:00Z,46.00,52.89
2026-03-31T03:31:00Z,50.23,51.13
2026-03-31T03:32:00Z,52.61,47.16
2026-03-31T03:33:00Z,58.88,43.59
2026-03-31T03:34:00Z,59.08,43.87
2026-03-31T03:35:00Z,52.14,43.87
2026-03-31T03:36:00Z,52.14,51.18
2026-03-31T03:37:00Z,52.14,51.95
2026-03-31T03:38:00Z,54.68,46.71
2026-03-31T03:39:00Z,56.26,46.37
2026-03-31T03:40:00Z,58.78,43.83
2026-03-31T03:41:00Z,54.00,50.15
2026-03-31T03:42:00Z,46.68,51.40
2026-03-31T03:43:00Z,41.22,58.67
2026-03-31T03:44:00Z,39.43,57.73
2026-03-31T03:45:00Z,34.48,65.48
2026-03-31T03:46:00Z,34.00,66.00
2026-03-31T03:47:00Z,40.74,60.20
2026-03-31T03:48:00Z,45.00,60.56
2026-03-31T03:49:00Z,50.00,52.89
2026-03-31T03:50:00Z,49.98,50.41
2026-03-31T03:51:00Z,53.92,47.00
2026-03-31T03:52:00Z,52.00,51.79
2026-03-31T03:53:00Z,48.43,50.00
2026-03-31T03:54:00Z,46.69,50.00
2026-03-31T03:55:00Z,47.70,52.70
2026-03-31T03:56:00Z,51.00,47.07
2026-03-31T03:57:00Z,51.00,46.96
2026-03-31T03:58:00Z,53.09,47.59
2026-03-31T03:59:00Z,48.95,53.11
2026-03-31T04:00:00Z,41.00,57.04
2026-03-31T04:01:00Z,32.07,64.30
2026-03-31T04:02:00Z,34.13,67.73
2026-03-31T04:03:00Z,41.02,61.11
2026-03-31T04:04:00Z,31.80,67.48
2026-03-31T04:05:00Z,29.00,67.48
2026-03-31T04:07:00Z,29.00,73.00
2026-03-31T04:08:00Z,25.50,74.54
2026-03-31T04:09:00Z,25.50,71.34
2026-03-31T04:10:00Z,26.30,72.84
2026-03-31T04:11:00Z,24.46,74.41
2026-03-31T04:12:00Z,24.46,76.10
2026-03-31T04:13:00Z,25.86,77.00
2026-03-31T04:14:00Z,23.98,75.00
2026-03-31T04:15:00Z,24.50,76.44
2026-03-31T04:16:00Z,21.77,77.25
2026-03-31T04:17:00Z,24.02,75.96
2026-03-31T04:18:00Z,23.81,75.60
2026-03-31T04:19:00Z,25.90,75.60
2026-03-31T04:20:00Z,27.98,73.06
2026-03-31T04:21:00Z,26.35,72.94
2026-03-31T04:22:00Z,25.00,76.00
2026-03-31T04:23:00Z,24.06,76.00
2026-03-31T04:24:00Z,25.00,76.00
2026-03-31T04:25:00Z,24.00,76.00
2026-03-31T04:26:00Z,25.00,75.94
2026-03-31T04:27:00Z,27.00,72.82
2026-03-31T04:28:00Z,26.53,73.22
2026-03-31T04:29:00Z,26.96,74.00
2026-03-31T04:30:00Z,26.00,74.00
2026-03-31T04:31:00Z,26.25,72.00
2026-03-31T04:32:00Z,28.00,71.81
2026-03-31T04:33:00Z,24.09,73.00
2026-03-31T04:34:00Z,24.09,71.88
2026-03-31T04:35:00Z,22.00,76.71
2026-03-31T04:36:00Z,22.00,79.22
2026-03-31T04:37:00Z,22.00,79.73
2026-03-31T04:38:00Z,21.78,79.98
2026-03-31T04:39:00Z,25.40,76.89
2026-03-31T04:40:00Z,25.24,75.57
2026-03-31T04:41:00Z,26.02,76.67
2026-03-31T04:42:00Z,31.24,71.95
2026-03-31T04:43:00Z,33.99,64.69
2026-03-31T04:44:00Z,40.02,62.35
2026-03-31T04:45:00Z,43.31,56.94
2026-03-31T04:46:00Z,44.57,55.45
2026-03-31T04:47:00Z,46.63,54.04
2026-03-31T04:48:00Z,44.19,55.95
2026-03-31T04:49:00Z,48.49,54.06
2026-03-31T04:50:00Z,46.02,55.04
2026-03-31T04:51:00Z,43.92,56.66
2026-03-31T04:52:00Z,45.98,55.68
2026-03-31T04:53:00Z,44.20,58.80
2026-03-31T04:54:00Z,45.29,55.94
2026-03-31T04:55:00Z,48.70,53.36
2026-03-31T04:56:00Z,48.98,52.03
2026-03-31T04:57:00Z,48.88,53.75
2026-03-31T04:58:00Z,45.65,55.93
2026-03-31T04:59:00Z,45.07,56.39
2026-03-31T05:00:00Z,43.68,57.25
2026-03-31T05:01:00Z,41.73,58.08
2026-03-31T05:02:00Z,35.02,64.04
2026-03-31T05:03:00Z,37.46,61.98
2026-03-31T05:04:00Z,30.67,72.32
2026-03-31T05:05:00Z,28.64,72.58
2026-03-31T05:06:00Z,33.43,67.68
2026-03-31T05:07:00Z,41.99,61.19
2026-03-31T05:08:00Z,43.46,59.52
2026-03-31T05:09:00Z,34.68,66.87
2026-03-31T05:10:00Z,36.86,65.49
2026-03-31T05:11:00Z,31.28,67.85
2026-03-31T05:12:00Z,27.45,73.99
2026-03-31T05:13:00Z,24.14,79.29
2026-03-31T05:14:00Z,23.36,79.30
2026-03-31T05:15:00Z,13.91,84.54
2026-03-31T05:16:00Z,12.46,88.00
2026-03-31T05:17:00Z,6.37,94.30
2026-03-31T05:18:00Z,5.13,94.50
2026-03-31T05:19:00Z,7.25,93.60
2026-03-31T05:20:00Z,14.13,86.32
2026-03-31T05:21:00Z,12.36,92.92
2026-03-31T05:22:00Z,2.49,97.71
2026-03-31T05:23:00Z,1.00,99.00
2026-03-31T05:24:00Z,1.00,99.00
2026-03-31T05:25:00Z,1.00,99.00
2026-03-31T05:26:00Z,1.00,99.00
2026-03-31T05:27:00Z,1.00,99.00
