# event_ticker=KXATPMATCH-25OCT22RUUHAL
# final_score=6-1 7-6(3)
# score_resolution=1-6 6-7
# match_winner=Casper Ruud
# fav_player=Quentin Halys
# dog_player=Casper Ruud
# kalshi_date=2025-10-22
timestamp,Quentin Halys,Casper Ruud
2025-10-22T11:43:00Z,20.00,81.00
2025-10-22T11:45:00Z,20.00,81.00
2025-10-22T11:47:00Z,20.00,81.00
2025-10-22T11:48:00Z,20.00,81.00
2025-10-22T11:49:00Z,20.00,81.00
2025-10-22T11:50:00Z,20.00,81.45
2025-10-22T11:51:00Z,20.00,81.45
2025-10-22T11:52:00Z,20.00,81.00
2025-10-22T11:53:00Z,20.00,81.00
2025-10-22T11:54:00Z,20.00,81.00
2025-10-22T11:56:00Z,20.00,81.00
2025-10-22T11:57:00Z,20.00,81.69
2025-10-22T11:58:00Z,20.00,82.00
2025-10-22T11:59:00Z,20.00,82.00
2025-10-22T12:01:00Z,20.00,82.00
2025-10-22T12:02:00Z,20.00,82.00
2025-10-22T12:03:00Z,20.00,82.00
2025-10-22T12:04:00Z,20.00,82.00
2025-10-22T12:05:00Z,19.97,82.00
2025-10-22T12:06:00Z,19.97,82.00
2025-10-22T12:07:00Z,19.97,81.93
2025-10-22T12:08:00Z,18.00,83.00
2025-10-22T12:09:00Z,18.00,83.00
2025-10-22T12:10:00Z,18.00,83.00
2025-10-22T12:11:00Z,18.49,83.00
2025-10-22T12:12:00Z,18.49,84.00
2025-10-22T12:13:00Z,18.49,83.40
2025-10-22T12:14:00Z,18.21,84.00
2025-10-22T12:15:00Z,17.67,84.00
2025-10-22T12:16:00Z,16.57,83.83
2025-10-22T12:17:00Z,16.00,83.83
2025-10-22T12:18:00Z,10.73,89.00
2025-10-22T12:19:00Z,7.46,94.74
2025-10-22T12:20:00Z,7.00,94.74
2025-10-22T12:21:00Z,6.61,94.00
2025-10-22T12:22:00Z,7.00,94.00
2025-10-22T12:23:00Z,7.33,94.05
2025-10-22T12:24:00Z,9.00,94.05
2025-10-22T12:25:00Z,8.00,93.98
2025-10-22T12:26:00Z,8.00,92.38
2025-10-22T12:27:00Z,8.00,92.38
2025-10-22T12:28:00Z,8.00,94.00
2025-10-22T12:30:00Z,7.00,95.00
2025-10-22T12:31:00Z,6.00,95.00
2025-10-22T12:32:00Z,6.00,95.00
2025-10-22T12:33:00Z,4.18,95.82
2025-10-22T12:34:00Z,4.18,97.00
2025-10-22T12:35:00Z,5.00,97.00
2025-10-22T12:36:00Z,5.00,97.00
2025-10-22T12:37:00Z,6.00,95.00
2025-10-22T12:38:00Z,7.00,94.00
2025-10-22T12:39:00Z,7.18,94.00
2025-10-22T12:40:00Z,5.99,94.15
2025-10-22T12:41:00Z,6.05,96.00
2025-10-22T12:42:00Z,5.00,94.75
2025-10-22T12:43:00Z,4.00,96.00
2025-10-22T12:44:00Z,4.00,98.00
2025-10-22T12:45:00Z,1.00,98.91
2025-10-22T12:46:00Z,1.00,99.00
2025-10-22T12:47:00Z,1.00,99.00
2025-10-22T12:48:00Z,1.42,98.00
2025-10-22T12:49:00Z,3.97,95.00
2025-10-22T12:50:00Z,7.99,93.03
2025-10-22T12:51:00Z,8.00,93.31
2025-10-22T12:52:00Z,7.10,95.00
2025-10-22T12:53:00Z,7.00,94.00
2025-10-22T12:54:00Z,7.11,94.29
2025-10-22T12:55:00Z,8.00,94.00
2025-10-22T12:56:00Z,5.65,95.39
2025-10-22T12:57:00Z,6.09,96.79
2025-10-22T12:58:00Z,6.39,93.86
2025-10-22T12:59:00Z,8.66,92.77
2025-10-22T13:00:00Z,8.97,91.17
2025-10-22T13:01:00Z,10.02,92.13
2025-10-22T13:02:00Z,9.29,91.79
2025-10-22T13:03:00Z,8.89,91.00
2025-10-22T13:04:00Z,10.74,92.53
2025-10-22T13:05:00Z,8.00,93.77
2025-10-22T13:06:00Z,8.84,94.00
2025-10-22T13:07:00Z,6.61,95.03
2025-10-22T13:08:00Z,6.18,94.52
2025-10-22T13:09:00Z,6.15,95.84
2025-10-22T13:10:00Z,9.97,91.69
2025-10-22T13:11:00Z,8.11,92.00
2025-10-22T13:12:00Z,11.89,89.92
2025-10-22T13:13:00Z,11.91,89.51
2025-10-22T13:14:00Z,7.60,92.19
2025-10-22T13:15:00Z,8.50,93.27
2025-10-22T13:16:00Z,13.94,89.26
2025-10-22T13:17:00Z,12.96,87.69
2025-10-22T13:18:00Z,13.12,89.32
2025-10-22T13:19:00Z,12.10,90.01
2025-10-22T13:20:00Z,12.23,90.27
2025-10-22T13:21:00Z,10.22,91.36
2025-10-22T13:22:00Z,7.65,94.97
2025-10-22T13:23:00Z,3.02,97.09
2025-10-22T13:24:00Z,2.91,97.05
2025-10-22T13:25:00Z,3.80,97.70
2025-10-22T13:26:00Z,1.00,98.98
2025-10-22T13:27:00Z,1.00,99.00
2025-10-22T13:28:00Z,1.00,99.00
2025-10-22T13:29:00Z,1.00,99.00
2025-10-22T13:30:00Z,1.00,99.00
