# event_ticker=KXATPMATCH-25OCT22RUUHAL
# final_score=6-1 7-6(3)
# score_resolution=1-6 6-7
# match_winner=Casper Ruud
# fav_player=Quentin Halys
# dog_player=Casper Ruud
# kalshi_date=2025-10-22
timestamp,Quentin Halys,Casper Ruud
2025-10-22T02:18:00Z,,79.00
2025-10-22T02:26:00Z,,79.00
2025-10-22T02:28:00Z,,79.00
2025-10-22T02:36:00Z,,79.00
2025-10-22T02:50:00Z,,79.00
2025-10-22T02:58:00Z,,79.65
2025-10-22T03:01:00Z,,80.00
2025-10-22T03:03:00Z,,80.00
2025-10-22T03:09:00Z,21.00,80.00
2025-10-22T03:12:00Z,21.00,79.61
2025-10-22T03:13:00Z,21.00,79.61
2025-10-22T03:23:00Z,21.00,79.61
2025-10-22T03:26:00Z,21.00,80.00
2025-10-22T03:28:00Z,21.00,80.00
2025-10-22T03:40:00Z,21.00,80.00
2025-10-22T03:43:00Z,21.00,80.00
2025-10-22T03:44:00Z,21.00,79.00
2025-10-22T03:46:00Z,21.00,79.00
2025-10-22T03:54:00Z,21.00,80.00
2025-10-22T03:55:00Z,21.00,80.00
2025-10-22T03:58:00Z,21.00,80.00
2025-10-22T03:59:00Z,21.00,80.00
2025-10-22T04:02:00Z,21.00,80.00
2025-10-22T04:04:00Z,21.00,80.00
2025-10-22T04:08:00Z,21.00,80.00
2025-10-22T04:12:00Z,21.00,79.00
2025-10-22T04:13:00Z,21.00,79.00
2025-10-22T04:14:00Z,21.00,80.00
2025-10-22T04:16:00Z,21.00,80.00
2025-10-22T04:17:00Z,21.00,80.00
2025-10-22T04:20:00Z,21.00,80.00
2025-10-22T04:23:00Z,21.00,80.00
2025-10-22T04:25:00Z,21.00,80.00
2025-10-22T04:30:00Z,21.00,80.00
2025-10-22T04:32:00Z,21.00,80.00
2025-10-22T04:34:00Z,21.00,80.00
2025-10-22T04:36:00Z,21.00,80.00
2025-10-22T04:47:00Z,21.00,80.81
2025-10-22T04:52:00Z,21.00,81.00
2025-10-22T04:57:00Z,21.26,81.00
2025-10-22T04:58:00Z,21.00,81.00
2025-10-22T04:59:00Z,21.00,80.00
2025-10-22T05:00:00Z,21.00,80.00
2025-10-22T05:01:00Z,21.00,80.00
2025-10-22T05:02:00Z,20.00,80.00
2025-10-22T05:08:00Z,20.00,81.00
2025-10-22T05:09:00Z,20.00,81.00
2025-10-22T05:11:00Z,20.00,81.00
2025-10-22T05:12:00Z,20.00,80.00
2025-10-22T05:14:00Z,20.00,81.00
2025-10-22T05:16:00Z,20.00,81.00
2025-10-22T05:31:00Z,20.00,81.00
2025-10-22T05:35:00Z,20.00,81.00
2025-10-22T05:38:00Z,20.00,81.00
2025-10-22T05:39:00Z,20.00,81.00
2025-10-22T05:41:00Z,20.00,81.00
2025-10-22T05:48:00Z,20.00,81.00
2025-10-22T05:53:00Z,20.00,81.00
2025-10-22T05:56:00Z,20.00,81.00
2025-10-22T05:59:00Z,20.00,81.00
2025-10-22T06:11:00Z,20.00,81.00
2025-10-22T06:37:00Z,20.00,81.00
2025-10-22T06:39:00Z,20.00,81.00
2025-10-22T06:44:00Z,20.00,80.50
2025-10-22T06:46:00Z,20.00,81.00
2025-10-22T06:47:00Z,20.00,81.00
2025-10-22T06:50:00Z,20.00,81.00
2025-10-22T06:52:00Z,20.00,81.00
2025-10-22T06:57:00Z,20.00,81.00
2025-10-22T07:04:00Z,20.00,81.00
2025-10-22T07:17:00Z,20.00,81.00
2025-10-22T07:21:00Z,20.00,81.00
2025-10-22T07:22:00Z,20.00,81.00
2025-10-22T07:24:00Z,20.00,81.00
2025-10-22T07:26:00Z,20.00,81.00
2025-10-22T07:48:00Z,20.00,81.00
2025-10-22T07:49:00Z,20.00,81.00
2025-10-22T07:53:00Z,20.00,81.00
2025-10-22T07:58:00Z,20.00,81.00
2025-10-22T07:59:00Z,20.00,81.00
2025-10-22T08:01:00Z,20.00,81.00
2025-10-22T08:07:00Z,20.00,81.00
2025-10-22T08:10:00Z,20.00,81.00
2025-10-22T08:12:00Z,20.00,80.00
2025-10-22T08:14:00Z,20.00,81.00
2025-10-22T08:24:00Z,20.00,81.00
2025-10-22T08:30:00Z,20.00,81.00
2025-10-22T08:37:00Z,20.00,81.00
2025-10-22T08:40:00Z,19.00,81.00
2025-10-22T08:45:00Z,20.00,81.00
2025-10-22T08:50:00Z,20.00,81.00
2025-10-22T08:51:00Z,20.00,81.00
2025-10-22T08:55:00Z,20.00,81.00
2025-10-22T09:04:00Z,20.00,81.00
2025-10-22T09:12:00Z,20.00,81.00
2025-10-22T09:42:00Z,20.00,81.00
2025-10-22T09:44:00Z,20.00,81.00
2025-10-22T09:46:00Z,20.00,81.00
2025-10-22T09:58:00Z,20.00,81.00
2025-10-22T10:00:00Z,20.00,81.00
2025-10-22T10:19:00Z,20.00,81.00
2025-10-22T10:20:00Z,20.00,81.00
2025-10-22T10:23:00Z,20.00,81.00
2025-10-22T10:24:00Z,20.00,81.00
2025-10-22T10:25:00Z,20.00,81.00
2025-10-22T10:31:00Z,21.00,81.00
2025-10-22T10:34:00Z,21.00,81.00
2025-10-22T10:35:00Z,21.00,81.00
2025-10-22T10:36:00Z,21.00,81.00
2025-10-22T10:38:00Z,21.00,81.00
2025-10-22T10:39:00Z,21.00,81.00
2025-10-22T10:40:00Z,21.00,79.00
2025-10-22T10:41:00Z,21.00,81.00
2025-10-22T10:46:00Z,21.00,81.00
2025-10-22T10:47:00Z,21.00,81.00
2025-10-22T10:57:00Z,21.00,81.00
2025-10-22T11:04:00Z,21.00,80.00
2025-10-22T11:05:00Z,21.00,81.00
2025-10-22T11:07:00Z,21.00,81.00
2025-10-22T11:11:00Z,21.00,81.00
2025-10-22T11:12:00Z,21.00,81.00
2025-10-22T11:17:00Z,21.00,81.00
2025-10-22T11:18:00Z,21.00,81.00
2025-10-22T11:19:00Z,21.00,81.00
2025-10-22T11:22:00Z,21.00,81.00
2025-10-22T11:24:00Z,21.00,81.00
2025-10-22T11:25:00Z,21.00,81.00
2025-10-22T11:26:00Z,21.00,81.00
2025-10-22T11:27:00Z,21.00,81.00
2025-10-22T11:28:00Z,21.00,81.00
2025-10-22T11:30:00Z,21.00,81.00
2025-10-22T11:32:00Z,21.00,81.00
2025-10-22T11:34:00Z,21.00,81.00
2025-10-22T11:35:00Z,20.83,81.00
2025-10-22T11:36:00Z,20.00,81.00
2025-10-22T11:37:00Z,20.00,81.00
2025-10-22T11:38:00Z,20.00,81.00
2025-10-22T11:39:00Z,20.00,81.00
2025-10-22T11:40:00Z,20.00,81.00
2025-10-22T11:42:00Z,20.00,81.00
