# event_ticker=KXATPMATCH-26MAY06TRUSVA
# final_score=0-6 6-4 7-6(4)
# score_resolution=0-6 6-4 7-6
# match_winner=Zachary Svajda
# fav_player=Zachary Svajda
# dog_player=Marco Trungelliti
# kalshi_date=2026-05-06
timestamp,Marco Trungelliti,Zachary Svajda
2026-05-05T23:13:00Z,67.53,
2026-05-05T23:20:00Z,68.00,
2026-05-05T23:25:00Z,68.00,
2026-05-05T23:39:00Z,68.00,32.00
2026-05-05T23:45:00Z,68.00,33.00
2026-05-06T00:09:00Z,69.00,33.00
2026-05-06T00:26:00Z,69.00,33.00
2026-05-06T00:32:00Z,69.00,33.00
2026-05-06T00:43:00Z,69.00,32.00
2026-05-06T00:44:00Z,69.00,32.00
2026-05-06T01:10:00Z,69.00,32.00
2026-05-06T01:12:00Z,69.00,32.00
2026-05-06T01:18:00Z,68.52,32.00
2026-05-06T02:07:00Z,69.41,32.00
2026-05-06T02:12:00Z,70.00,32.00
2026-05-06T02:38:00Z,70.00,32.00
2026-05-06T02:41:00Z,70.00,32.00
2026-05-06T02:56:00Z,70.00,32.00
2026-05-06T02:57:00Z,70.98,32.00
2026-05-06T02:59:00Z,71.00,32.00
2026-05-06T03:03:00Z,71.00,32.00
2026-05-06T03:05:00Z,71.00,32.00
2026-05-06T03:10:00Z,71.00,32.00
2026-05-06T03:13:00Z,70.00,32.00
2026-05-06T03:16:00Z,70.00,32.00
2026-05-06T03:17:00Z,70.00,32.00
2026-05-06T03:19:00Z,70.00,32.00
2026-05-06T03:22:00Z,70.00,32.00
2026-05-06T03:25:00Z,70.00,32.00
2026-05-06T03:28:00Z,70.00,32.00
2026-05-06T03:31:00Z,70.00,32.00
2026-05-06T03:33:00Z,70.00,32.00
2026-05-06T03:35:00Z,70.00,32.00
2026-05-06T03:37:00Z,70.00,32.00
2026-05-06T03:39:00Z,70.00,31.00
2026-05-06T03:40:00Z,70.00,31.00
2026-05-06T03:42:00Z,70.00,31.00
2026-05-06T03:43:00Z,71.00,31.00
2026-05-06T04:01:00Z,71.00,31.00
2026-05-06T04:05:00Z,71.00,31.00
2026-05-06T04:06:00Z,71.00,31.00
2026-05-06T04:14:00Z,71.00,31.00
2026-05-06T04:16:00Z,71.00,31.00
2026-05-06T04:19:00Z,71.00,31.00
2026-05-06T04:20:00Z,71.00,30.00
2026-05-06T04:27:00Z,71.00,30.00
2026-05-06T04:30:00Z,71.00,31.00
2026-05-06T04:33:00Z,71.00,31.00
2026-05-06T04:35:00Z,71.00,31.00
2026-05-06T04:37:00Z,71.00,31.00
2026-05-06T04:38:00Z,71.00,31.00
2026-05-06T04:42:00Z,71.00,31.00
2026-05-06T04:46:00Z,71.00,31.00
2026-05-06T04:57:00Z,71.00,31.00
2026-05-06T05:02:00Z,71.00,31.00
2026-05-06T05:09:00Z,71.00,31.00
2026-05-06T05:15:00Z,71.00,30.00
2026-05-06T05:22:00Z,71.00,30.00
2026-05-06T05:23:00Z,71.00,30.00
2026-05-06T05:25:00Z,71.00,30.00
2026-05-06T05:36:00Z,71.00,30.00
2026-05-06T05:38:00Z,71.00,30.00
2026-05-06T05:40:00Z,71.00,30.00
2026-05-06T05:42:00Z,71.00,30.00
2026-05-06T05:43:00Z,71.00,29.00
2026-05-06T05:44:00Z,71.00,29.00
2026-05-06T06:11:00Z,71.00,29.00
2026-05-06T06:16:00Z,71.00,29.00
2026-05-06T06:19:00Z,71.00,29.00
2026-05-06T06:24:00Z,71.00,29.00
2026-05-06T06:28:00Z,71.00,29.00
2026-05-06T06:29:00Z,71.00,29.00
2026-05-06T06:30:00Z,71.00,29.00
2026-05-06T06:32:00Z,71.00,29.00
2026-05-06T06:33:00Z,71.00,29.00
2026-05-06T06:35:00Z,71.00,29.00
2026-05-06T06:42:00Z,72.00,29.00
2026-05-06T06:47:00Z,72.00,29.00
2026-05-06T06:48:00Z,72.00,29.00
2026-05-06T06:49:00Z,72.00,29.00
2026-05-06T06:53:00Z,72.00,29.00
2026-05-06T06:58:00Z,72.00,29.00
2026-05-06T07:01:00Z,72.00,29.00
2026-05-06T07:02:00Z,72.00,29.00
2026-05-06T07:04:00Z,72.00,30.00
2026-05-06T07:05:00Z,72.00,30.00
2026-05-06T07:15:00Z,72.00,30.00
2026-05-06T07:28:00Z,72.00,30.00
2026-05-06T08:05:00Z,72.00,30.00
2026-05-06T08:25:00Z,71.00,30.00
2026-05-06T08:52:00Z,72.00,30.00
2026-05-06T08:58:00Z,72.00,30.00
2026-05-06T09:04:00Z,72.00,30.00
2026-05-06T09:13:00Z,72.00,30.00
2026-05-06T09:20:00Z,72.00,30.00
2026-05-06T09:21:00Z,72.00,30.00
2026-05-06T09:41:00Z,71.00,30.00
2026-05-06T09:43:00Z,71.00,30.00
2026-05-06T09:44:00Z,71.00,30.00
2026-05-06T09:45:00Z,70.14,30.00
2026-05-06T09:48:00Z,71.00,30.00
2026-05-06T09:49:00Z,71.00,30.00
2026-05-06T09:54:00Z,71.00,30.00
2026-05-06T10:02:00Z,71.00,30.00
2026-05-06T10:03:00Z,71.00,30.00
2026-05-06T10:07:00Z,71.00,30.00
2026-05-06T10:11:00Z,71.00,30.00
2026-05-06T10:21:00Z,71.00,30.00
2026-05-06T10:22:00Z,71.00,30.00
2026-05-06T10:24:00Z,71.00,30.00
2026-05-06T10:25:00Z,70.00,30.00
2026-05-06T10:26:00Z,71.01,30.00
2026-05-06T10:27:00Z,72.60,30.00
2026-05-06T10:28:00Z,73.00,30.00
2026-05-06T10:29:00Z,73.00,30.00
2026-05-06T10:32:00Z,73.00,30.00
2026-05-06T10:33:00Z,72.03,30.00
2026-05-06T10:37:00Z,73.00,30.00
2026-05-06T10:38:00Z,73.00,30.00
2026-05-06T10:40:00Z,73.00,27.27
2026-05-06T10:41:00Z,74.53,27.00
2026-05-06T10:42:00Z,76.00,25.00
2026-05-06T10:43:00Z,76.00,24.00
2026-05-06T10:44:00Z,76.70,25.86
2026-05-06T10:45:00Z,76.63,25.86
2026-05-06T10:46:00Z,84.42,15.47
2026-05-06T10:47:00Z,85.14,16.86
2026-05-06T10:48:00Z,85.82,16.25
2026-05-06T10:49:00Z,85.04,16.25
2026-05-06T10:50:00Z,85.89,16.00
2026-05-06T10:51:00Z,86.00,14.00
2026-05-06T10:52:00Z,86.98,15.00
2026-05-06T10:53:00Z,86.07,14.34
2026-05-06T10:54:00Z,87.47,11.05
2026-05-06T10:55:00Z,90.48,10.21
2026-05-06T10:56:00Z,92.00,9.99
2026-05-06T10:57:00Z,92.00,9.06
2026-05-06T10:58:00Z,92.00,9.00
2026-05-06T10:59:00Z,92.27,7.01
2026-05-06T11:00:00Z,94.00,7.99
2026-05-06T11:01:00Z,94.00,7.00
2026-05-06T11:02:00Z,93.92,8.00
2026-05-06T11:03:00Z,93.00,7.00
2026-05-06T11:04:00Z,94.00,7.00
2026-05-06T11:05:00Z,94.00,7.00
2026-05-06T11:06:00Z,95.00,7.50
2026-05-06T11:07:00Z,93.34,7.84
2026-05-06T11:08:00Z,93.25,7.97
2026-05-06T11:09:00Z,92.00,8.82
2026-05-06T11:10:00Z,88.00,14.91
2026-05-06T11:11:00Z,84.67,16.34
2026-05-06T11:12:00Z,82.09,17.26
2026-05-06T11:13:00Z,83.89,17.20
2026-05-06T11:14:00Z,84.84,17.34
2026-05-06T11:15:00Z,85.39,16.98
2026-05-06T11:16:00Z,85.39,16.88
2026-05-06T11:17:00Z,83.43,17.20
2026-05-06T11:18:00Z,85.00,17.00
2026-05-06T11:19:00Z,85.00,17.00
2026-05-06T11:20:00Z,85.65,16.02
2026-05-06T11:21:00Z,81.42,19.98
2026-05-06T11:22:00Z,81.00,20.96
2026-05-06T11:23:00Z,81.51,19.45
2026-05-06T11:24:00Z,81.00,20.00
2026-05-06T11:25:00Z,80.46,20.00
2026-05-06T11:26:00Z,81.00,20.04
2026-05-06T11:27:00Z,79.88,23.39
2026-05-06T11:28:00Z,76.00,25.41
2026-05-06T11:29:00Z,75.05,25.54
2026-05-06T11:30:00Z,76.62,25.50
2026-05-06T11:31:00Z,77.06,24.46
2026-05-06T11:32:00Z,77.00,24.89
2026-05-06T11:33:00Z,77.00,24.70
2026-05-06T11:34:00Z,79.91,23.75
2026-05-06T11:35:00Z,79.92,22.95
2026-05-06T11:36:00Z,77.71,25.97
2026-05-06T11:37:00Z,75.64,25.93
2026-05-06T11:38:00Z,71.96,27.45
2026-05-06T11:39:00Z,72.65,28.52
2026-05-06T11:40:00Z,74.70,25.93
2026-05-06T11:41:00Z,74.39,26.00
2026-05-06T11:42:00Z,73.81,28.96
2026-05-06T11:43:00Z,70.81,31.28
2026-05-06T11:44:00Z,72.87,30.46
2026-05-06T11:45:00Z,75.85,25.29
2026-05-06T11:46:00Z,81.67,21.91
2026-05-06T11:47:00Z,76.34,25.20
2026-05-06T11:48:00Z,72.01,28.67
2026-05-06T11:49:00Z,72.00,29.54
2026-05-06T11:50:00Z,72.00,29.41
2026-05-06T11:51:00Z,71.66,28.11
2026-05-06T11:52:00Z,69.63,28.88
2026-05-06T11:53:00Z,65.32,37.70
2026-05-06T11:54:00Z,69.30,32.45
2026-05-06T11:55:00Z,75.86,25.76
2026-05-06T11:56:00Z,74.37,26.31
2026-05-06T11:57:00Z,71.37,30.50
2026-05-06T11:58:00Z,71.61,30.44
2026-05-06T11:59:00Z,67.95,31.27
2026-05-06T12:00:00Z,65.87,35.16
2026-05-06T12:01:00Z,71.41,28.16
2026-05-06T12:02:00Z,75.74,26.02
2026-05-06T12:03:00Z,76.00,25.77
2026-05-06T12:04:00Z,75.05,24.44
2026-05-06T12:05:00Z,71.17,28.49
2026-05-06T12:06:00Z,64.65,33.72
2026-05-06T12:07:00Z,63.61,38.06
2026-05-06T12:08:00Z,61.31,40.54
2026-05-06T12:09:00Z,68.79,30.65
2026-05-06T12:10:00Z,73.96,26.64
2026-05-06T12:11:00Z,74.00,26.71
2026-05-06T12:12:00Z,72.57,29.03
2026-05-06T12:13:00Z,76.21,23.05
2026-05-06T12:14:00Z,74.46,28.87
2026-05-06T12:15:00Z,73.36,26.92
2026-05-06T12:16:00Z,66.27,32.62
2026-05-06T12:17:00Z,57.92,43.73
2026-05-06T12:18:00Z,50.07,47.25
2026-05-06T12:19:00Z,62.01,36.71
2026-05-06T12:20:00Z,69.87,29.92
2026-05-06T12:21:00Z,72.03,29.21
2026-05-06T12:22:00Z,70.08,31.27
2026-05-06T12:23:00Z,62.57,37.08
2026-05-06T12:24:00Z,58.06,45.20
2026-05-06T12:25:00Z,63.50,37.25
2026-05-06T12:26:00Z,63.54,38.55
2026-05-06T12:27:00Z,62.51,38.41
2026-05-06T12:28:00Z,65.18,41.98
2026-05-06T12:29:00Z,65.22,35.38
2026-05-06T12:30:00Z,56.33,45.05
2026-05-06T12:31:00Z,48.57,54.07
2026-05-06T12:32:00Z,67.85,31.73
2026-05-06T12:33:00Z,70.88,30.54
2026-05-06T12:34:00Z,67.51,32.21
2026-05-06T12:35:00Z,59.10,40.60
2026-05-06T12:36:00Z,58.22,42.11
2026-05-06T12:37:00Z,57.27,45.65
2026-05-06T12:38:00Z,58.96,42.49
2026-05-06T12:39:00Z,66.53,32.00
2026-05-06T12:40:00Z,67.63,32.95
2026-05-06T12:41:00Z,64.77,34.47
2026-05-06T12:42:00Z,67.08,34.72
2026-05-06T12:43:00Z,68.36,31.88
2026-05-06T12:44:00Z,60.82,40.61
2026-05-06T12:45:00Z,60.57,40.69
2026-05-06T12:46:00Z,71.62,30.71
2026-05-06T12:47:00Z,78.86,24.53
2026-05-06T12:48:00Z,66.22,39.02
2026-05-06T12:49:00Z,53.40,44.97
2026-05-06T12:50:00Z,29.89,67.95
2026-05-06T12:51:00Z,22.73,73.36
2026-05-06T12:52:00Z,9.57,92.93
2026-05-06T12:53:00Z,9.57,99.00
