# event_ticker=KXATPCHALLENGERMATCH-26MAY31HUSWIN
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Giles Hussey
# fav_player=Edward Winter
# dog_player=Giles Hussey
# kalshi_date=2026-05-31
timestamp,Giles Hussey,Edward Winter
2026-05-30T23:04:00Z,47.00,
2026-05-30T23:08:00Z,49.00,
2026-05-30T23:13:00Z,49.00,52.00
2026-05-30T23:22:00Z,49.00,52.00
2026-05-30T23:36:00Z,49.00,52.00
2026-05-30T23:43:00Z,49.00,52.00
2026-05-30T23:48:00Z,49.00,52.00
2026-05-30T23:56:00Z,49.00,52.00
2026-05-31T00:02:00Z,49.00,52.00
2026-05-31T00:05:00Z,48.00,52.00
2026-05-31T00:17:00Z,49.00,52.00
2026-05-31T00:27:00Z,49.74,52.00
2026-05-31T00:28:00Z,50.00,52.00
2026-05-31T00:41:00Z,50.00,52.00
2026-05-31T01:33:00Z,50.00,53.00
2026-05-31T01:39:00Z,49.00,53.00
2026-05-31T01:41:00Z,49.00,53.00
2026-05-31T01:56:00Z,49.00,52.00
2026-05-31T02:09:00Z,49.00,53.00
2026-05-31T02:35:00Z,50.00,53.00
2026-05-31T03:07:00Z,50.00,53.00
2026-05-31T03:10:00Z,49.00,53.00
2026-05-31T03:24:00Z,49.00,53.00
2026-05-31T03:27:00Z,49.00,53.00
2026-05-31T03:29:00Z,49.00,53.00
2026-05-31T03:30:00Z,49.00,52.00
2026-05-31T03:40:00Z,49.00,52.00
2026-05-31T03:42:00Z,49.00,52.00
2026-05-31T03:44:00Z,49.00,52.00
2026-05-31T03:52:00Z,47.96,52.00
2026-05-31T03:59:00Z,48.00,52.00
2026-05-31T04:03:00Z,49.00,52.00
2026-05-31T04:04:00Z,49.00,52.00
2026-05-31T04:08:00Z,49.00,52.00
2026-05-31T04:10:00Z,49.00,52.00
2026-05-31T04:13:00Z,49.00,53.00
2026-05-31T04:15:00Z,49.00,53.00
2026-05-31T04:16:00Z,49.00,53.00
2026-05-31T04:17:00Z,49.00,53.00
2026-05-31T04:18:00Z,49.00,53.00
2026-05-31T04:20:00Z,49.00,53.00
2026-05-31T04:21:00Z,49.00,53.00
2026-05-31T04:22:00Z,49.00,53.00
2026-05-31T04:24:00Z,49.00,53.00
2026-05-31T04:25:00Z,49.00,53.00
2026-05-31T04:26:00Z,49.00,53.00
2026-05-31T04:32:00Z,49.00,53.00
2026-05-31T04:33:00Z,49.00,51.53
2026-05-31T04:34:00Z,50.00,51.00
